first_action,y1,second_action
23,-2.0,24
23,-1.6363636363636362,24
23,-1.2727272727272727,24
23,-0.9090909090909092,24
23,-0.5454545454545454,24
23,-0.18181818181818166,24
23,0.18181818181818166,24
23,0.5454545454545454,24
23,0.9090909090909092,24
23,1.272727272727273,24
23,1.6363636363636367,24
23,2.0,24
