update,mean_train_u_ctrl,mean_train_control_cost,method,update_seconds,trajectories_sampled,policy_entropy,validation_mean_u_ctrl,validation_mean_mocu,validation_n_unique_sequences,validation_sequence_entropy,validation_unique_frac,validation_under_control_rate,validation_valid,validation_mean_shortfall,validation_checkpoint_score,validation_meets_unique_floor
1,0.1771875023841858,0.1771875023841858,DAD,0.23629474639892578,64,3.3590598106384277,,,,,,,,,,
2,0.15656250715255737,0.15656250715255737,DAD,0.02005767822265625,128,3.3589701652526855,,,,,,,,,,
3,0.18140625953674316,0.18140625953674316,DAD,0.019299745559692383,192,3.3587331771850586,,,,,,,,,,
4,0.17624999582767487,0.17624999582767487,DAD,0.01894354820251465,256,3.3578574657440186,,,,,,,,,,
5,0.18046875298023224,0.18046875298023224,DAD,0.019095659255981445,320,3.3571536540985107,,,,,,,,,,
6,0.1795312613248825,0.1795312613248825,DAD,0.0178987979888916,384,3.3559675216674805,,,,,,,,,,
7,0.16875000298023224,0.16875000298023224,DAD,0.0184328556060791,448,3.3541784286499023,,,,,,,,,,
8,0.17109374701976776,0.17109374701976776,DAD,0.020020723342895508,512,3.35233473777771,,,,,,,,,,
9,0.16312499344348907,0.16312499344348907,DAD,0.017831802368164062,576,3.351158857345581,,,,,,,,,,
10,0.1846875101327896,0.1846875101327896,DAD,0.01775217056274414,640,3.349942684173584,,,,,,,,,,
11,0.19218750298023224,0.19218750298023224,DAD,0.01793813705444336,704,3.34930682182312,,,,,,,,,,
12,0.16734375059604645,0.16734375059604645,DAD,0.0182650089263916,768,3.349224805831909,,,,,,,,,,
13,0.17531248927116394,0.17531248927116394,DAD,0.018306970596313477,832,3.3482844829559326,,,,,,,,,,
14,0.18328125774860382,0.18328125774860382,DAD,0.01784372329711914,896,3.348496198654175,,,,,,,,,,
15,0.18515625596046448,0.18515625596046448,DAD,0.017823457717895508,960,3.3482444286346436,,,,,,,,,,
16,0.18562500178813934,0.18562500178813934,DAD,0.017853260040283203,1024,3.348924398422241,,,,,,,,,,
17,0.1795312464237213,0.1795312464237213,DAD,0.01782965660095215,1088,3.3490309715270996,,,,,,,,,,
