system,number_of_histories,number_of_valid_buses,number_of_amplitudes,dominant_bus,dominant_bus_fraction,number_of_unique_optimal_buses,fraction_non_dominant_bus,mean_best_second_bus_gap,median_best_second_bus_gap,mean_wrong_bus_regret,p95_wrong_bus_regret,max_wrong_bus_regret,mean_dominant_bus_regret,mean_fixed_bus_regret,case
ieee9,200,9,6,0,0.685,5,0.31499999999999995,0.0026312500000000016,0.0,0.006779962311557791,0.03749999999999998,0.42499999999999993,0.013606250000000002,0.00024999999999999914,BUS-B
