epoch,bc_loss,bc_accuracy
0,3.582426435807172,0.44134615384615383
1,2.291456804556005,0.9365384615384615
2,1.9533880668527939,1.0
3,1.9587081811007332,1.0
4,1.90100975597606,1.0
5,1.885476273648879,1.0
6,1.8801686693640316,1.0
7,1.8542811940698063,1.0
8,1.8184756391188677,1.0
9,1.8029826038024004,1.0
10,1.8075038755641264,1.0
11,1.8113999156390919,1.0
12,1.7858104495441212,1.0
13,1.7891042513005875,1.0
14,1.7344959553550272,1.0
15,1.7190300997565775,1.0
16,1.7222251962212956,1.0
17,1.7157202608445112,1.0
18,1.6627761265810799,1.0
19,1.6838144835303812,1.0
20,1.6771723592982573,1.0
21,1.6341128699919756,1.0
22,1.600706044365378,1.0
23,1.5852929283590877,1.0
24,1.5961930962169872,1.0
25,1.597749625935274,1.0
26,1.5479099189533907,1.0
27,1.5323878596810734,1.0
28,1.5253866770688225,1.0
29,1.5099933778538424,1.0
30,1.4618435922790975,1.0
31,1.4794657931608313,1.0
32,1.4642363155589384,1.0
33,1.4649600491804236,1.0
34,1.4101643492193783,1.0
35,1.4029944574131685,1.0
36,1.4034356650184183,1.0
37,1.411311808754416,1.0
38,1.3506817116456873,1.0
39,1.3433918882818783,1.0
