update,environment,trajectories_per_batch,transitions,cumulative_trajectories,advantage_mean,advantage_std,value_loss,policy_loss,entropy,approximate_kl,clip_fraction,actor_gradient_norm,value_gradient_norm,mean_training_terminal_cost,entropy_t1,entropy_t2,entropy_t3,validation_mean_u_ctrl,validation_std_u_ctrl,validation_median_u_ctrl,validation_q10_u_ctrl,validation_q90_u_ctrl,validation_safety,validation_dominant_sequence,validation_dominant_sequence_fraction,validation_unique_sequences,validation_sequence_entropy,validation_entropy_t1,validation_entropy_t2,validation_entropy_t3,validation_unique_sequence_count,validation_xi2_action_variation_across_y1_bins,validation_xi3_action_variation_across_y1_y2_bins,validation_mi_y1_xi2,validation_mi_y1y2_xi3,validation_observation_action_mutual_information,validation_classification,validation_n_bins,validation_deterministic_policy_evaluation,best_validation_so_far
1,ieee9_full,48,144,48,-0.9165290100262524,0.081473751383615,1.8953696489334106,-0.08938649296760559,3.9618191719055176,0.004003741778433323,0.1388888955116272,0.22019600868225098,28.98134422302246,0.98,3.979879140853882,3.962040901184082,3.9408867359161377,0.9833333333333334,0.058783973628494676,0.96,0.96,1.04,1.0,"[40, 27, 6]",0.8333333333333334,3,0.5442837329694393,3.979887008666992,3.959906687339147,3.9421424070994058,3,2,2,0.3463107039625155,0.4505612088663045,0.79687191282882,observation-dependent adaptive,5,True,0.9833333333333334
2,ieee9_full,48,144,96,0.053844512580914654,0.08691789554380572,0.35206425189971924,-0.054697755724191666,3.957366943359375,0.00012059509754180908,0.013888888992369175,0.3683132529258728,5.94403600692749,0.9933333333333333,3.9715850353240967,3.9591455459594727,3.937412977218628,0.9666666666666667,0.022110831935702683,0.96,0.96,0.96,1.0,"[40, 27, 6]",0.875,4,0.5140966973399506,3.9716272354125977,3.9569991330305734,3.940715034802755,4,1,3,0.06895470184538799,0.3985721672466264,0.4675268690920144,observation-dependent adaptive,5,True,0.9666666666666667
3,ieee9_full,48,144,144,0.0370075594060951,0.04536742312803366,0.1716178059577942,-0.048034269362688065,3.9507408142089844,-0.004488463047891855,0.0069444444961845875,0.4043274521827698,5.791923999786377,0.9700000000000001,3.959042549133301,3.9551055431365967,3.9336204528808594,,,,,,,,,,,,,,,,,,,,,,,
4,ieee9_full,48,144,192,0.009192488175175281,0.05872806507691985,0.24537934362888336,-0.043049030005931854,3.9423184394836426,0.004803697112947702,0.0069444444961845875,0.3669344484806061,3.2556700706481934,0.9816666666666668,3.9458487033843994,3.949031114578247,3.926673173904419,0.9633333333333333,0.01598610507770908,0.96,0.96,0.96,1.0,"[40, 11, 44]",0.5,3,0.8365651720880256,3.9459433555603027,3.9522287448247275,3.929083287715912,3,2,3,0.5776226504666211,0.8365651720880254,1.4141878225546465,observation-dependent adaptive,5,True,0.9633333333333333
5,ieee9_full,48,144,240,0.005221840661846951,0.04025887538054929,0.16330398619174957,-0.04281517490744591,3.9332096576690674,0.009176467545330524,0.0069444444961845875,0.40498003363609314,1.7495148181915283,0.975,3.9319183826446533,3.941695213317871,3.918475389480591,,,,,,,,,,,,,,,,,,,,,,,
6,ieee9_full,48,144,288,-0.031637655339969505,0.06889930319277607,0.3488086760044098,-0.03480866551399231,3.9236793518066406,0.005251606460660696,0.0069444444961845875,0.40166255831718445,1.593725323677063,0.9883333333333333,3.9265003204345703,3.9326374530792236,3.9093189239501953,0.9633333333333333,0.01598610507770908,0.96,0.96,0.96,1.0,"[40, 39, 44]",0.875,3,0.4563344322932884,3.926574945449829,3.943118393421173,3.9207235872745514,3,2,2,0.23655939729617498,0.3767701612564368,0.6133295585526117,observation-dependent adaptive,5,True,0.9633333333333333
7,ieee9_full,48,144,336,-0.02237197880670426,0.033957680847463916,0.250811368227005,-0.03054811619222164,3.9218969345092773,-0.0024201886262744665,0.0,0.41780218482017517,16.685787200927734,0.9700000000000001,3.9276440143585205,3.9299700260162354,3.9079816341400146,,,,,,,,,,,,,,,,,,,,,,,
8,ieee9_full,48,144,384,-0.005971258018372763,0.06876618344726045,0.4112170338630676,-0.026400847360491753,3.921053886413574,0.0024165245704352856,0.0,0.38151514530181885,7.549574851989746,0.9916666666666666,3.928323745727539,3.927121162414551,3.9082372188568115,0.9766666666666666,0.05153208277913436,0.96,0.96,1.016,1.0,"[40, 11, 44]",1.0,1,-0.0,3.92838978767395,3.9454353948434195,3.9163948396841683,1,1,1,0.0,0.0,0.0,effectively nonadaptive,5,True,0.9633333333333333
9,ieee9_full,48,144,432,0.028250860464904066,0.036459783969744225,0.12693461775779724,-0.025959964841604233,3.920372486114502,0.0027349789161235094,0.0069444444961845875,0.37415069341659546,0.29072436690330505,0.9700000000000001,3.928234815597534,3.9242305755615234,3.9078986644744873,,,,,,,,,,,,,,,,,,,,,,,
10,ieee9_full,48,144,480,-0.020199439148439288,0.06867596465611332,0.44348669052124023,-0.02800426259636879,3.915740966796875,0.0010305874748155475,0.0,0.38890019059181213,5.071836948394775,0.9983333333333334,3.921226739883423,3.9156196117401123,3.9035279750823975,0.9700000000000001,0.04795831523312719,0.96,0.96,0.96,1.0,"[11, 39, 44]",0.875,2,0.37677016125643675,3.9213314056396484,3.908104032278061,3.904068092505137,2,1,2,0.0,0.37677016125643686,0.37677016125643686,observation-dependent adaptive,5,True,0.9633333333333333
