stage,variant,system,seed,validation_mean_u_ctrl,validation_safety,best_update,final_update,final_validation_u_ctrl,degradation_after_best,parameter_count_actor,observation_dependent,elapsed_seconds,trajectories,config
entropy,E0,ieee5,101,0.875,1.0,1,26,0.8666666666666667,-0.008333333333333304,372558,True,11.693550826050341,312,"{""label"": ""E0"", ""architecture"": {""belief_encoder"": ""B2"", ""history_encoder"": ""H1"", ""hidden"": 128, ""particle_embedding"": 96, ""attention_heads"": 4, ""history_layers"": 2}, ""updates"": 50, ""trajectories_per_update"": 12, ""total_trajectory_budget"": 600, ""actor_learning_rate"": 0.0003, ""value_learning_rate"": 0.001, ""ppo_clip"": 0.2, ""ppo_epochs"": 5, ""target_kl"": 0.03, ""gamma"": 1.0, ""gae_lambda"": 0.95, ""entropy_strategy"": ""E0"", ""normalization_strategy"": ""A0"", ""grad_clip"": 1.0, ""validation_interval"": 10, ""patience"": 25}"
entropy,E0,ieee5,202,0.8416666666666668,1.0,10,35,0.8500000000000001,0.008333333333333304,372558,True,8.062900977907702,420,"{""label"": ""E0"", ""architecture"": {""belief_encoder"": ""B2"", ""history_encoder"": ""H1"", ""hidden"": 128, ""particle_embedding"": 96, ""attention_heads"": 4, ""history_layers"": 2}, ""updates"": 50, ""trajectories_per_update"": 12, ""total_trajectory_budget"": 600, ""actor_learning_rate"": 0.0003, ""value_learning_rate"": 0.001, ""ppo_clip"": 0.2, ""ppo_epochs"": 5, ""target_kl"": 0.03, ""gamma"": 1.0, ""gae_lambda"": 0.95, ""entropy_strategy"": ""E0"", ""normalization_strategy"": ""A0"", ""grad_clip"": 1.0, ""validation_interval"": 10, ""patience"": 25}"
entropy,E0,ieee5,303,0.875,1.0,10,35,0.9166666666666669,0.04166666666666685,372558,False,8.194940122077242,420,"{""label"": ""E0"", ""architecture"": {""belief_encoder"": ""B2"", ""history_encoder"": ""H1"", ""hidden"": 128, ""particle_embedding"": 96, ""attention_heads"": 4, ""history_layers"": 2}, ""updates"": 50, ""trajectories_per_update"": 12, ""total_trajectory_budget"": 600, ""actor_learning_rate"": 0.0003, ""value_learning_rate"": 0.001, ""ppo_clip"": 0.2, ""ppo_epochs"": 5, ""target_kl"": 0.03, ""gamma"": 1.0, ""gae_lambda"": 0.95, ""entropy_strategy"": ""E0"", ""normalization_strategy"": ""A0"", ""grad_clip"": 1.0, ""validation_interval"": 10, ""patience"": 25}"
entropy,E1,ieee5,101,0.8333333333333335,1.0,20,45,0.9166666666666666,0.08333333333333315,372558,False,21.976783281890675,540,"{""label"": ""E1"", ""architecture"": {""belief_encoder"": ""B2"", ""history_encoder"": ""H1"", ""hidden"": 128, ""particle_embedding"": 96, ""attention_heads"": 4, ""history_layers"": 2}, ""updates"": 50, ""trajectories_per_update"": 12, ""total_trajectory_budget"": 600, ""actor_learning_rate"": 0.0003, ""value_learning_rate"": 0.001, ""ppo_clip"": 0.2, ""ppo_epochs"": 5, ""target_kl"": 0.03, ""gamma"": 1.0, ""gae_lambda"": 0.95, ""entropy_strategy"": ""E1"", ""normalization_strategy"": ""A0"", ""grad_clip"": 1.0, ""validation_interval"": 10, ""patience"": 25}"
entropy,E1,ieee5,202,0.8416666666666668,1.0,10,35,0.8833333333333333,0.04166666666666652,372558,True,8.807564238086343,420,"{""label"": ""E1"", ""architecture"": {""belief_encoder"": ""B2"", ""history_encoder"": ""H1"", ""hidden"": 128, ""particle_embedding"": 96, ""attention_heads"": 4, ""history_layers"": 2}, ""updates"": 50, ""trajectories_per_update"": 12, ""total_trajectory_budget"": 600, ""actor_learning_rate"": 0.0003, ""value_learning_rate"": 0.001, ""ppo_clip"": 0.2, ""ppo_epochs"": 5, ""target_kl"": 0.03, ""gamma"": 1.0, ""gae_lambda"": 0.95, ""entropy_strategy"": ""E1"", ""normalization_strategy"": ""A0"", ""grad_clip"": 1.0, ""validation_interval"": 10, ""patience"": 25}"
entropy,E1,ieee5,303,0.875,1.0,10,35,0.9250000000000002,0.050000000000000155,372558,False,8.414888914907351,420,"{""label"": ""E1"", ""architecture"": {""belief_encoder"": ""B2"", ""history_encoder"": ""H1"", ""hidden"": 128, ""particle_embedding"": 96, ""attention_heads"": 4, ""history_layers"": 2}, ""updates"": 50, ""trajectories_per_update"": 12, ""total_trajectory_budget"": 600, ""actor_learning_rate"": 0.0003, ""value_learning_rate"": 0.001, ""ppo_clip"": 0.2, ""ppo_epochs"": 5, ""target_kl"": 0.03, ""gamma"": 1.0, ""gae_lambda"": 0.95, ""entropy_strategy"": ""E1"", ""normalization_strategy"": ""A0"", ""grad_clip"": 1.0, ""validation_interval"": 10, ""patience"": 25}"
entropy,E2,ieee5,101,0.8333333333333335,1.0,20,45,0.8583333333333334,0.02499999999999991,372558,False,10.682537389919162,540,"{""label"": ""E2"", ""architecture"": {""belief_encoder"": ""B2"", ""history_encoder"": ""H1"", ""hidden"": 128, ""particle_embedding"": 96, ""attention_heads"": 4, ""history_layers"": 2}, ""updates"": 50, ""trajectories_per_update"": 12, ""total_trajectory_budget"": 600, ""actor_learning_rate"": 0.0003, ""value_learning_rate"": 0.001, ""ppo_clip"": 0.2, ""ppo_epochs"": 5, ""target_kl"": 0.03, ""gamma"": 1.0, ""gae_lambda"": 0.95, ""entropy_strategy"": ""E2"", ""normalization_strategy"": ""A0"", ""grad_clip"": 1.0, ""validation_interval"": 10, ""patience"": 25}"
entropy,E2,ieee5,202,0.8416666666666668,1.0,10,35,0.8999999999999999,0.058333333333333126,372558,True,8.03928136290051,420,"{""label"": ""E2"", ""architecture"": {""belief_encoder"": ""B2"", ""history_encoder"": ""H1"", ""hidden"": 128, ""particle_embedding"": 96, ""attention_heads"": 4, ""history_layers"": 2}, ""updates"": 50, ""trajectories_per_update"": 12, ""total_trajectory_budget"": 600, ""actor_learning_rate"": 0.0003, ""value_learning_rate"": 0.001, ""ppo_clip"": 0.2, ""ppo_epochs"": 5, ""target_kl"": 0.03, ""gamma"": 1.0, ""gae_lambda"": 0.95, ""entropy_strategy"": ""E2"", ""normalization_strategy"": ""A0"", ""grad_clip"": 1.0, ""validation_interval"": 10, ""patience"": 25}"
entropy,E2,ieee5,303,0.875,1.0,10,35,0.8916666666666666,0.016666666666666607,372558,False,8.074636110803112,420,"{""label"": ""E2"", ""architecture"": {""belief_encoder"": ""B2"", ""history_encoder"": ""H1"", ""hidden"": 128, ""particle_embedding"": 96, ""attention_heads"": 4, ""history_layers"": 2}, ""updates"": 50, ""trajectories_per_update"": 12, ""total_trajectory_budget"": 600, ""actor_learning_rate"": 0.0003, ""value_learning_rate"": 0.001, ""ppo_clip"": 0.2, ""ppo_epochs"": 5, ""target_kl"": 0.03, ""gamma"": 1.0, ""gae_lambda"": 0.95, ""entropy_strategy"": ""E2"", ""normalization_strategy"": ""A0"", ""grad_clip"": 1.0, ""validation_interval"": 10, ""patience"": 25}"
entropy,E3,ieee5,101,0.8333333333333335,1.0,20,45,0.8333333333333334,-1.1102230246251565e-16,372558,False,13.822000470012426,540,"{""label"": ""E3"", ""architecture"": {""belief_encoder"": ""B2"", ""history_encoder"": ""H1"", ""hidden"": 128, ""particle_embedding"": 96, ""attention_heads"": 4, ""history_layers"": 2}, ""updates"": 50, ""trajectories_per_update"": 12, ""total_trajectory_budget"": 600, ""actor_learning_rate"": 0.0003, ""value_learning_rate"": 0.001, ""ppo_clip"": 0.2, ""ppo_epochs"": 5, ""target_kl"": 0.03, ""gamma"": 1.0, ""gae_lambda"": 0.95, ""entropy_strategy"": ""E3"", ""normalization_strategy"": ""A0"", ""grad_clip"": 1.0, ""validation_interval"": 10, ""patience"": 25}"
