update,mean_train_u_ctrl,mean_train_control_cost,method,update_seconds,trajectories_sampled,policy_entropy,validation_mean_u_ctrl,validation_mean_mocu,validation_n_unique_sequences,validation_sequence_entropy,validation_unique_frac,validation_under_control_rate,validation_valid,validation_mean_shortfall,validation_checkpoint_score,validation_meets_unique_floor
1,0.1771875023841858,0.1771875023841858,DAD,0.24641036987304688,64,3.3217594623565674,,,,,,,,,,
2,0.15656250715255737,0.15656250715255737,DAD,0.026387691497802734,128,3.322359085083008,,,,,,,,,,
3,0.18140625953674316,0.18140625953674316,DAD,0.02497124671936035,192,3.322646379470825,,,,,,,,,,
4,0.17624999582767487,0.17624999582767487,DAD,0.02486252784729004,256,3.3231492042541504,,,,,,,,,,
5,0.18046875298023224,0.18046875298023224,DAD,0.024773120880126953,320,3.323228597640991,,,,,,,,,,
6,0.1795312613248825,0.1795312613248825,DAD,0.024796009063720703,384,3.323601484298706,,,,,,,,,,
7,0.16875000298023224,0.16875000298023224,DAD,0.024783611297607422,448,3.3235604763031006,,,,,,,,,,
8,0.17109374701976776,0.17109374701976776,DAD,0.024686336517333984,512,3.323547840118408,,,,,,,,,,
9,0.1626562476158142,0.1626562476158142,DAD,0.024715423583984375,576,3.3233909606933594,,,,,,,,,,
10,0.1846875101327896,0.1846875101327896,DAD,0.024683475494384766,640,3.3231537342071533,,,,,,,,,,
11,0.19218750298023224,0.19218750298023224,DAD,0.0248415470123291,704,3.322800397872925,,,,,,,,,,
12,0.16734375059604645,0.16734375059604645,DAD,0.024724721908569336,768,3.322542905807495,,,,,,,,,,
13,0.17531248927116394,0.17531248927116394,DAD,0.024672508239746094,832,3.3224220275878906,,,,,,,,,,
14,0.18328125774860382,0.18328125774860382,DAD,0.024692535400390625,896,3.322296142578125,,,,,,,,,,
15,0.18515625596046448,0.18515625596046448,DAD,0.024872541427612305,960,3.3222832679748535,,,,,,,,,,
16,0.18562500178813934,0.18562500178813934,DAD,0.02493143081665039,1024,3.322341203689575,,,,,,,,,,
17,0.1795312464237213,0.1795312464237213,DAD,0.024741172790527344,1088,3.322296142578125,,,,,,,,,,
18,0.17906250059604645,0.17906250059604645,DAD,0.02480602264404297,1152,3.322261095046997,,,,,,,,,,
19,0.1743749976158142,0.1743749976158142,DAD,0.02458477020263672,1216,3.3222999572753906,,,,,,,,,,
20,0.17625001072883606,0.17625001072883606,DAD,0.024924516677856445,1280,3.3220126628875732,,,,,,,,,,
