update,actor_loss,critic_loss,mean_training_terminal_cost,mean_entropy,available_action_fraction_evaluated,mean_u_ctrl,std_u_ctrl,median_u_ctrl,q10_u_ctrl,q90_u_ctrl,safety,dominant_sequence,dominant_sequence_fraction,unique_sequences,sequence_entropy,entropy_t1,entropy_t2,entropy_t3,critic_mae,critic_rmse,critic_spearman,critic_top1_agreement,critic_top5_recall,critic_calibration_by_predicted_cost_bin
1,-0.0077323028817772865,0.4414028227329254,0.9600000000000003,3.9544854164123535,1.0,0.98,0.057735026918962595,0.96,0.96,1.016,1.0,"[43, 21, 36]",1.0,1,-0.0,3.9809939861297607,3.9637044966220856,3.9435989459355674,0.5043579339981079,0.5078039169311523,-0.05474804104104882,0.0,0.0,"[{""bin"": 0, ""count"": 63, ""mean_predicted_cost"": 0.41923603415489197, ""mean_realized_cost"": 0.9914284348487854}, {""bin"": 1, ""count"": 63, ""mean_predicted_cost"": 0.44962626695632935, ""mean_realized_cost"": 0.9758728742599487}, {""bin"": 2, ""count"": 63, ""mean_predicted_cost"": 0.4744850695133209, ""mean_realized_cost"": 0.9841268658638}, {""bin"": 3, ""count"": 63, ""mean_predicted_cost"": 0.5009445548057556, ""mean_realized_cost"": 0.9749206304550171}, {""bin"": 4, ""count"": 63, ""mean_predicted_cost"": 0.5355057716369629, ""mean_realized_cost"": 0.975238025188446}]"
10,-0.014545240439474583,0.008115158416330814,0.9666666666666668,3.9533376693725586,1.0,0.9866666666666667,0.05962847939999441,0.96,0.96,1.04,1.0,"[9, 18, 36]",0.4583333333333333,3,1.0635215028672123,3.9787564277648926,3.955674111843109,3.935109923283259,0.075214684009552,0.08900362253189087,0.10177170837548195,0.0,0.0,"[{""bin"": 0, ""count"": 64, ""mean_predicted_cost"": 0.8537142276763916, ""mean_realized_cost"": 0.9768750071525574}, {""bin"": 1, ""count"": 63, ""mean_predicted_cost"": 0.8721418380737305, ""mean_realized_cost"": 0.9717459082603455}, {""bin"": 2, ""count"": 64, ""mean_predicted_cost"": 0.8888112902641296, ""mean_realized_cost"": 0.9721875190734863}, {""bin"": 3, ""count"": 63, ""mean_predicted_cost"": 0.9272951483726501, ""mean_realized_cost"": 0.9787300229072571}, {""bin"": 4, ""count"": 64, ""mean_predicted_cost"": 0.9608478546142578, ""mean_realized_cost"": 0.9753125309944153}]"
20,0.009655201807618141,0.0014923193957656622,0.9600000000000003,3.929056406021118,1.0,0.9733333333333333,0.049888765156985884,0.96,0.96,0.96,1.0,"[9, 21, 36]",0.5833333333333334,4,1.0722550961286252,3.974273443222046,3.9418900310993195,3.924156000216802,0.03357849270105362,0.046794284135103226,0.1945770060087485,0.0,0.0,"[{""bin"": 0, ""count"": 63, ""mean_predicted_cost"": 0.9186440706253052, ""mean_realized_cost"": 0.9803174138069153}, {""bin"": 1, ""count"": 63, ""mean_predicted_cost"": 0.927997350692749, ""mean_realized_cost"": 0.9828571677207947}, {""bin"": 2, ""count"": 65, ""mean_predicted_cost"": 0.9472852349281311, ""mean_realized_cost"": 0.972000002861023}, {""bin"": 3, ""count"": 63, ""mean_predicted_cost"": 0.967653214931488, ""mean_realized_cost"": 0.9599998593330383}, {""bin"": 4, ""count"": 64, ""mean_predicted_cost"": 0.9790050983428955, ""mean_realized_cost"": 0.9599999785423279}]"
30,0.0038480088114738464,0.001033379347063601,0.9600000000000003,3.916706085205078,1.0,0.9733333333333333,0.049888765156985884,0.96,0.96,0.96,1.0,"[21, 48, 12]",0.5833333333333334,2,0.6791932659915256,3.9648122787475586,3.917179445425669,3.9019812047481537,0.02874387614428997,0.0307040773332119,0.30432669849983945,0.0,0.16666666666666666,"[{""bin"": 0, ""count"": 64, ""mean_predicted_cost"": 0.9817575216293335, ""mean_realized_cost"": 0.9599999785423279}, {""bin"": 1, ""count"": 63, ""mean_predicted_cost"": 0.9861234426498413, ""mean_realized_cost"": 0.9641268849372864}, {""bin"": 2, ""count"": 64, ""mean_predicted_cost"": 0.9901883602142334, ""mean_realized_cost"": 0.9624999761581421}, {""bin"": 3, ""count"": 63, ""mean_predicted_cost"": 0.9945074915885925, ""mean_realized_cost"": 0.9717459082603455}, {""bin"": 4, ""count"": 64, ""mean_predicted_cost"": 1.0004860162734985, ""mean_realized_cost"": 0.9750000238418579}]"
40,-0.010312345810234547,0.0004347588983364403,0.9800000000000001,3.901712656021118,1.0,0.9766666666666666,0.05647024782032473,0.96,0.96,0.96,1.0,"[21, 48, 12]",0.9166666666666666,2,0.2868359830561607,3.947519063949585,3.8904451628526053,3.890688975652059,0.026603886857628822,0.02900470793247223,0.20350597525958233,0.0,0.0,"[{""bin"": 0, ""count"": 64, ""mean_predicted_cost"": 0.9810274243354797, ""mean_realized_cost"": 0.9731249809265137}, {""bin"": 1, ""count"": 63, ""mean_predicted_cost"": 0.9850990176200867, ""mean_realized_cost"": 0.967619001865387}, {""bin"": 2, ""count"": 63, ""mean_predicted_cost"": 0.9878425002098083, ""mean_realized_cost"": 0.9736507534980774}, {""bin"": 3, ""count"": 63, ""mean_predicted_cost"": 0.9904800057411194, ""mean_realized_cost"": 0.9669840335845947}, {""bin"": 4, ""count"": 65, ""mean_predicted_cost"": 0.9951764345169067, ""mean_realized_cost"": 0.9698461294174194}]"
50,0.005721160210669041,0.0011144705349579453,0.9666666666666668,3.81819748878479,1.0,0.9866666666666667,0.07180219742846006,0.96,0.96,1.072,1.0,"[21, 48, 12]",0.9583333333333334,2,0.1732052067491771,3.9304301738739014,3.883916666110357,3.881104896465937,0.0366012305021286,0.03780774772167206,0.2286244010439349,0.16666666666666666,0.16666666666666666,"[{""bin"": 0, ""count"": 64, ""mean_predicted_cost"": 0.9870290160179138, ""mean_realized_cost"": 0.9612499475479126}, {""bin"": 1, ""count"": 63, ""mean_predicted_cost"": 0.9934411644935608, ""mean_realized_cost"": 0.9682538509368896}, {""bin"": 2, ""count"": 63, ""mean_predicted_cost"": 0.9979669451713562, ""mean_realized_cost"": 0.9673014879226685}, {""bin"": 3, ""count"": 63, ""mean_predicted_cost"": 1.0024840831756592, ""mean_realized_cost"": 0.962539553642273}, {""bin"": 4, ""count"": 64, ""mean_predicted_cost"": 1.0081872940063477, ""mean_realized_cost"": 0.9603124856948853}]"
60,-0.007668519392609596,0.0003187998372595757,0.9600000000000003,3.850524663925171,1.0,0.98,0.057735026918962595,0.96,0.96,1.016,1.0,"[21, 48, 12]",0.875,3,0.4563344322932884,3.909731864929199,3.92058793703715,3.9070075253645578,0.02444235421717167,0.027942437678575516,0.24913306777901667,0.0,0.0,"[{""bin"": 0, ""count"": 64, ""mean_predicted_cost"": 0.9728929400444031, ""mean_realized_cost"": 0.9606249332427979}, {""bin"": 1, ""count"": 63, ""mean_predicted_cost"": 0.9776998162269592, ""mean_realized_cost"": 0.962539553642273}, {""bin"": 2, ""count"": 64, ""mean_predicted_cost"": 0.9811840057373047, ""mean_realized_cost"": 0.9612499475479126}, {""bin"": 3, ""count"": 63, ""mean_predicted_cost"": 0.9985186457633972, ""mean_realized_cost"": 0.9698411822319031}, {""bin"": 4, ""count"": 64, ""mean_predicted_cost"": 1.0093417167663574, ""mean_realized_cost"": 0.9837499856948853}]"
70,0.004197124857455492,0.0011879201047122478,0.9800000000000001,3.903081178665161,1.0,0.98,0.057735026918962595,0.96,0.96,1.016,1.0,"[21, 8, 48]",0.2916666666666667,5,1.512551210511733,3.8903255462646484,3.9525926411151886,3.93623494108518,0.022860871627926826,0.028939418494701385,0.04895205505638358,0.0,0.0,"[{""bin"": 0, ""count"": 63, ""mean_predicted_cost"": 0.9635471105575562, ""mean_realized_cost"": 0.9799999594688416}, {""bin"": 1, ""count"": 63, ""mean_predicted_cost"": 0.9670912027359009, ""mean_realized_cost"": 0.9822221994400024}, {""bin"": 2, ""count"": 66, ""mean_predicted_cost"": 0.9743000268936157, ""mean_realized_cost"": 0.9690908789634705}, {""bin"": 3, ""count"": 64, ""mean_predicted_cost"": 0.9833471775054932, ""mean_realized_cost"": 0.9599999785423279}, {""bin"": 4, ""count"": 64, ""mean_predicted_cost"": 0.9884445667266846, ""mean_realized_cost"": 0.9599999785423279}]"
80,-0.012248726561665535,0.0002643641782924533,0.9800000000000001,3.9145543575286865,1.0,0.9700000000000001,0.04795831523312719,0.96,0.96,0.96,1.0,"[21, 48, 36]",0.4583333333333333,4,1.1395347503876192,3.8770196437835693,3.9570468068122864,3.94320140282313,0.013235887512564659,0.020965496078133583,0.04864267766598512,0.0,0.0,"[{""bin"": 0, ""count"": 64, ""mean_predicted_cost"": 0.9541178345680237, ""mean_realized_cost"": 0.9612499475479126}, {""bin"": 1, ""count"": 64, ""mean_predicted_cost"": 0.9591668844223022, ""mean_realized_cost"": 0.9618749618530273}, {""bin"": 2, ""count"": 62, ""mean_predicted_cost"": 0.967538595199585, ""mean_realized_cost"": 0.9664515852928162}, {""bin"": 3, ""count"": 63, ""mean_predicted_cost"": 0.9748359322547913, ""mean_realized_cost"": 0.986031711101532}, {""bin"": 4, ""count"": 66, ""mean_predicted_cost"": 0.9784186482429504, ""mean_realized_cost"": 0.9748484492301941}]"
90,-0.008762844838202,0.0007380373426713049,0.9600000000000003,3.8597846031188965,1.0,0.9766666666666666,0.05647024782032473,0.96,0.96,0.96,1.0,"[21, 48, 3]",0.375,4,1.3139113858651124,3.852583646774292,3.916734049717585,3.920093357563019,0.017415570095181465,0.024719486013054848,0.047664268973924916,0.0,0.0,"[{""bin"": 0, ""count"": 64, ""mean_predicted_cost"": 0.9351916313171387, ""mean_realized_cost"": 0.9637500047683716}, {""bin"": 1, ""count"": 63, ""mean_predicted_cost"": 0.9409739971160889, ""mean_realized_cost"": 0.9619046449661255}, {""bin"": 2, ""count"": 63, ""mean_predicted_cost"": 0.9478639364242554, ""mean_realized_cost"": 0.9660316109657288}, {""bin"": 3, ""count"": 63, ""mean_predicted_cost"": 0.9543967843055725, ""mean_realized_cost"": 0.9685713052749634}, {""bin"": 4, ""count"": 64, ""mean_predicted_cost"": 0.960209846496582, ""mean_realized_cost"": 0.9634374976158142}]"
