update,mean_train_u_ctrl,mean_train_control_cost,method,update_seconds,trajectories_sampled,policy_entropy,router_entropy,expert_redundancy,max_expert_usage,expert_residual_scale,validation_mean_u_ctrl,validation_mean_mocu,validation_n_unique_sequences,validation_sequence_entropy,validation_unique_frac,validation_under_control_rate,validation_valid,validation_mean_shortfall,validation_checkpoint_score,validation_meets_unique_floor,moe_adaptivity_constraint
1,0.1940625011920929,0.1940625011920929,MoE-sBOED,0.3080604076385498,64,3.9583969116210938,1.3855878114700317,0.02746884524822235,0.26180219650268555,0.11925317347049713,,,,,,,,,,,
2,0.193359375,0.193359375,MoE-sBOED,0.06200098991394043,128,3.9573891162872314,1.3860788345336914,0.08145873993635178,0.25299566984176636,0.11935383826494217,,,,,,,,,,,
3,0.17894531786441803,0.17894531786441803,MoE-sBOED,0.06027483940124512,192,3.956465721130371,1.386096715927124,0.005975130945444107,0.2521514296531677,0.11944805830717087,,,,,,,,,,,
4,0.18140625953674316,0.18648438155651093,MoE-sBOED,0.05962038040161133,256,3.954883098602295,1.3860869407653809,0.00898785050958395,0.25497767329216003,0.11954827606678009,,,,,,,,,,,
5,0.18281249701976776,0.18281249701976776,MoE-sBOED,0.059685707092285156,320,3.95230770111084,1.3861863613128662,0.0024955281987786293,0.250805526971817,0.1196613609790802,,,,,,,,,,,
6,0.19511719048023224,0.19511719048023224,MoE-sBOED,0.06002163887023926,384,3.947744846343994,1.3861573934555054,0.0029582749120891094,0.25317174196243286,0.11979416012763977,,,,,,,,,,,
7,0.17824219167232513,0.17824219167232513,MoE-sBOED,0.0603480339050293,448,3.9399704933166504,1.3862115144729614,0.0018412804929539561,0.2509704828262329,0.11994124203920364,,,,,,,,,,,
8,0.18210938572883606,0.18210938572883606,MoE-sBOED,0.06002545356750488,512,3.9273300170898438,1.3861920833587646,0.0010046290699392557,0.2528376579284668,0.12009520828723907,,,,,,,,,,,
9,0.17472657561302185,0.17472657561302185,MoE-sBOED,0.07753324508666992,576,3.9091854095458984,1.3861569166183472,0.0003868417697958648,0.25418663024902344,0.1202564537525177,,,,,,,,,,,
10,0.1954687535762787,0.1954687535762787,MoE-sBOED,0.06637930870056152,640,3.8827342987060547,1.3859217166900635,0.0012905250769108534,0.2608160972595215,0.12042581290006638,,,,,,,,,,,
11,0.17929688096046448,0.17929688096046448,MoE-sBOED,0.06016802787780762,704,3.842837333679199,1.3857611417770386,0.004326035268604755,0.2628140449523926,0.12060455232858658,,,,,,,,,,,
