update,mean_train_u_ctrl,method,update_seconds,trajectories_sampled,policy_entropy,validation_mean_u_ctrl,validation_n_unique_sequences,validation_sequence_entropy,validation_unique_frac,validation_checkpoint_score,validation_meets_unique_floor
1,0.11390625,DAD,0.7942249774932861,64,3.3200461864471436,,,,,,
2,0.1115625,DAD,0.6017704010009766,128,3.3164780139923096,,,,,,
3,0.11765624999999999,DAD,0.5993177890777588,192,3.318286180496216,,,,,,
4,0.11484375000000001,DAD,0.6057045459747314,256,3.3173089027404785,,,,,,
5,0.1134375,DAD,0.6000738143920898,320,3.3152573108673096,,,,,,
6,0.1209375,DAD,0.6044964790344238,384,3.3124892711639404,,,,,,
7,0.12046874999999999,DAD,0.5976479053497314,448,3.3104283809661865,,,,,,
8,0.1303125,DAD,0.6020019054412842,512,3.31046986579895,,,,,,
9,0.12375,DAD,0.5987212657928467,576,3.3089635372161865,,,,,,
10,0.11203125,DAD,0.5994529724121094,640,3.3040168285369873,,,,,,
11,0.1228125,DAD,0.5984008312225342,704,3.2965874671936035,,,,,,
12,0.1190625,DAD,0.5963883399963379,768,3.28971266746521,,,,,,
13,0.110625,DAD,0.6014297008514404,832,3.285121202468872,,,,,,
14,0.1134375,DAD,0.6061055660247803,896,3.284166097640991,,,,,,
15,0.10640625,DAD,0.5987908840179443,960,3.2857728004455566,,,,,,
16,0.10359375,DAD,0.5983586311340332,1024,3.2853171825408936,,,,,,
17,0.1134375,DAD,0.5972700119018555,1088,3.2790513038635254,,,,,,
18,0.1190625,DAD,0.5980606079101562,1152,3.270465850830078,,,,,,
19,0.10640625000000001,DAD,0.5974552631378174,1216,3.2647361755371094,,,,,,
20,0.12328125,DAD,0.5968239307403564,1280,3.2626285552978516,,,,,,
21,0.11015625,DAD,0.5993251800537109,1344,3.2576382160186768,,,,,,
22,0.12,DAD,0.5983638763427734,1408,3.2515370845794678,,,,,,
23,0.1040625,DAD,0.6019294261932373,1472,3.246225118637085,,,,,,
24,0.106875,DAD,0.5971512794494629,1536,3.2407338619232178,,,,,,
25,0.09140625,DAD,0.597264289855957,1600,3.237539052963257,0.11671875,7,1.323270356541538,0.0546875,0.11671875,0
26,0.11015625,DAD,0.5980279445648193,1664,3.2336716651916504,,,,,,
