update,environment,trajectories_per_batch,transitions,cumulative_trajectories,advantage_mean,advantage_std,value_loss,policy_loss,entropy,approximate_kl,clip_fraction,actor_gradient_norm,value_gradient_norm,mean_training_terminal_cost,entropy_t1,entropy_t2,entropy_t3,validation_mean_u_ctrl,validation_std_u_ctrl,validation_median_u_ctrl,validation_q10_u_ctrl,validation_q90_u_ctrl,validation_safety,validation_dominant_sequence,validation_dominant_sequence_fraction,validation_unique_sequences,validation_sequence_entropy,validation_entropy_t1,validation_entropy_t2,validation_entropy_t3,validation_unique_sequence_count,validation_xi2_action_variation_across_y1_bins,validation_xi3_action_variation_across_y1_y2_bins,validation_mi_y1_xi2,validation_mi_y1y2_xi3,validation_observation_action_mutual_information,validation_classification,validation_n_bins,validation_deterministic_policy_evaluation,best_validation_so_far
1,ieee9_full,12,36,12,-0.9694086386446945,0.07138154379739325,0.012251470237970352,-0.0950876921415329,3.959178924560547,0.00045028660679236054,0.3055555522441864,0.38613128662109375,0.5183296799659729,0.9800000000000001,3.979369878768921,3.9573018550872803,3.9365808963775635,0.9733333333333333,0.03771236166328257,0.96,0.96,1.016,1.0,"[7, 35, 37]",0.9583333333333334,2,0.1732052067491771,3.980682373046875,3.956239471832911,3.9374142487843833,2,1,2,0.0,0.11544294170251498,0.11544294170251498,observation-dependent adaptive,5,True,0.9733333333333333
2,ieee9_full,12,36,24,-0.08168961455672975,0.13905296128404135,0.00408590491861105,-0.0783383771777153,3.9553706645965576,0.012306524440646172,0.1111111119389534,0.8574909567832947,0.2919999957084656,0.9666666666666668,3.9742658138275146,3.955627202987671,3.9337940216064453,,,,,,,,,,,,,,,,,,,,,,,
3,ieee9_full,12,36,36,0.04150281211932503,0.09523018046717081,0.0013598623918369412,-0.0425565168261528,3.950922727584839,-0.03961121290922165,0.0,0.8435545563697815,0.17934763431549072,0.9600000000000003,3.9670865535736084,3.953719139099121,3.9291188716888428,,,,,,,,,,,,,,,,,,,,,,,
4,ieee9_full,12,36,48,-0.08253550490124356,0.09125947575088601,0.007795220240950584,-0.07177494466304779,3.945131540298462,-0.005693554878234863,0.0555555559694767,0.8905044198036194,0.33553174138069153,1.026666666666667,3.9564552307128906,3.9510109424591064,3.9228696823120117,,,,,,,,,,,,,,,,,,,,,,,
5,ieee9_full,12,36,60,0.08412615262170636,0.08103353785130298,0.005502244923263788,-0.034703318029642105,3.938462257385254,0.018742190673947334,0.0,0.7759275436401367,0.2948095202445984,0.9933333333333335,3.9462101459503174,3.947357416152954,3.919018030166626,,,,,,,,,,,,,,,,,,,,,,,
6,ieee9_full,12,36,72,-0.06802452833486926,0.08456579784207062,0.0047872355207800865,-0.04396394267678261,3.9361979961395264,0.01637347601354122,0.0555555559694767,0.8022461533546448,0.24220004677772522,1.0066666666666668,3.9435956478118896,3.944624662399292,3.9199020862579346,,,,,,,,,,,,,,,,,,,,,,,
7,ieee9_full,12,36,84,0.0722339650882615,0.050339759235850434,0.0028243751730769873,-0.02283581532537937,3.936701536178589,-0.0030956598930060863,0.0,0.8117274045944214,0.21900512278079987,0.9800000000000001,3.948657751083374,3.941511869430542,3.9203672409057617,,,,,,,,,,,,,,,,,,,,,,,
8,ieee9_full,12,36,96,-0.05918013866179517,0.06531911220740606,0.002593797631561756,-0.032186511904001236,3.93627667427063,-0.010977353900671005,0.02777777798473835,0.7787820100784302,0.14764484763145447,0.9866666666666667,3.9508893489837646,3.9377410411834717,3.9192421436309814,,,,,,,,,,,,,,,,,,,,,,,
9,ieee9_full,12,36,108,0.04488288454479645,0.06045978378545336,0.0020595111418515444,-0.034705206751823425,3.933990001678467,0.0030031336937099695,0.0,0.741271436214447,0.09421876817941666,0.9800000000000001,3.9500224590301514,3.9345834255218506,3.914308547973633,,,,,,,,,,,,,,,,,,,,,,,
10,ieee9_full,12,36,120,-0.021428307063380853,0.0432792814554772,0.0009645796963013709,-0.03240053355693817,3.92869234085083,-8.144643652485684e-05,0.02777777798473835,0.7858493328094482,0.026797670871019363,0.9733333333333336,3.951702356338501,3.9269425868988037,3.9046380519866943,0.9766666666666666,0.05647024782032473,0.96,0.96,0.96,1.0,"[25, 52, 30]",1.0,1,-0.0,3.9626076221466064,3.9247198005517325,3.9158819913864136,1,1,1,0.0,0.0,0.0,effectively nonadaptive,5,True,0.9733333333333333
