xi1,y1_bin,y1_bin_id,y1_low,y1_high,n_histories,dominant_xi2_star,dominant_fraction,n_unique_xi2_star,xi2_star_distribution
24,medium_high,3,1.4526908289697997,1.8200711743131321,20,27,0.15,17,"{""35"": 1, ""9"": 1, ""10"": 1, ""47"": 1, ""26"": 1, ""27"": 3, ""1"": 2, ""39"": 1, ""48"": 1, ""36"": 1, ""21"": 1, ""38"": 1, ""22"": 1, ""37"": 1, ""12"": 1, ""8"": 1, ""17"": 1}"
24,high,4,1.8200711743131321,2.07195027588051,20,27,0.15,13,"{""1"": 1, ""28"": 2, ""48"": 2, ""27"": 3, ""47"": 3, ""19"": 2, ""37"": 1, ""38"": 1, ""8"": 1, ""0"": 1, ""30"": 1, ""10"": 1, ""5"": 1}"
25,low,0,0.33887915524964396,0.5622624684191977,20,0,0.4,9,"{""0"": 8, ""4"": 3, ""45"": 1, ""2"": 1, ""12"": 1, ""48"": 3, ""36"": 1, ""1"": 1, ""3"": 1}"
25,medium_low,1,0.5622624684191977,0.6429427999714965,20,30,0.15,13,"{""47"": 1, ""6"": 1, ""3"": 2, ""36"": 1, ""30"": 3, ""12"": 2, ""2"": 1, ""48"": 3, ""39"": 1, ""18"": 2, ""28"": 1, ""38"": 1, ""26"": 1}"
25,medium,2,0.6429427999714965,0.7291275175077819,20,0,0.15,11,"{""3"": 2, ""0"": 3, ""1"": 1, ""27"": 2, ""39"": 2, ""12"": 1, ""21"": 2, ""48"": 3, ""11"": 1, ""33"": 1, ""18"": 2}"
25,medium_high,3,0.7291275175077819,0.8597068962664443,20,39,0.1,13,"{""39"": 2, ""30"": 2, ""18"": 2, ""48"": 2, ""3"": 2, ""11"": 1, ""12"": 2, ""26"": 1, ""46"": 1, ""21"": 1, ""9"": 2, ""31"": 1, ""40"": 1}"
25,high,4,0.8597068962664443,1.213107262112891,20,18,0.2,12,"{""6"": 2, ""4"": 2, ""18"": 4, ""8"": 1, ""0"": 4, ""49"": 1, ""53"": 1, ""1"": 1, ""47"": 1, ""35"": 1, ""33"": 1, ""30"": 1}"
26,low,0,1.473824493532459,1.6084634141356438,20,0,0.95,2,"{""0"": 19, ""1"": 1}"
26,medium_low,1,1.6084634141356438,1.8811000677959675,20,21,0.25,11,"{""12"": 1, ""2"": 1, ""21"": 5, ""50"": 1, ""30"": 2, ""39"": 2, ""0"": 3, ""27"": 1, ""1"": 2, ""41"": 1, ""23"": 1}"
26,medium,2,1.8811000677959675,2.121584792800378,20,48,0.15,13,"{""48"": 3, ""3"": 1, ""36"": 2, ""30"": 2, ""9"": 2, ""45"": 1, ""18"": 1, ""21"": 2, ""49"": 1, ""39"": 1, ""47"": 1, ""24"": 2, ""12"": 1}"
26,medium_high,3,2.121584792800378,2.4938082791959406,20,0,0.2,15,"{""36"": 2, ""2"": 1, ""1"": 2, ""7"": 1, ""40"": 1, ""13"": 1, ""12"": 1, ""5"": 1, ""48"": 1, ""0"": 4, ""27"": 1, ""30"": 1, ""6"": 1, ""41"": 1, ""3"": 1}"
26,high,4,2.4938082791959406,3.280002707337983,20,0,0.9,3,"{""0"": 18, ""5"": 1, ""32"": 1}"
27,low,0,3.055793107009138,3.4446173372623043,20,0,1.0,1,"{""0"": 20}"
27,medium_low,1,3.4446173372623043,3.8767795531604428,20,0,0.15,14,"{""39"": 2, ""37"": 1, ""28"": 2, ""20"": 1, ""48"": 1, ""3"": 2, ""19"": 1, ""8"": 1, ""0"": 3, ""17"": 1, ""12"": 1, ""47"": 2, ""10"": 1, ""50"": 1}"
27,medium,2,3.8767795531604428,4.682014394418016,20,0,0.4,12,"{""35"": 1, ""0"": 8, ""28"": 1, ""48"": 2, ""26"": 1, ""25"": 1, ""8"": 1, ""3"": 1, ""42"": 1, ""31"": 1, ""37"": 1, ""39"": 1}"
27,medium_high,3,4.682014394418016,7.395351771280885,20,0,0.85,4,"{""47"": 1, ""0"": 17, ""3"": 1, ""40"": 1}"
27,high,4,7.395351771280885,12.280808828007736,20,0,1.0,1,"{""0"": 20}"
28,low,0,1.2417160625829824,1.6783788390568966,20,0,0.2,12,"{""0"": 4, ""12"": 2, ""2"": 2, ""1"": 1, ""21"": 1, ""22"": 1, ""48"": 1, ""30"": 4, ""4"": 1, ""7"": 1, ""3"": 1, ""18"": 1}"
28,medium_low,1,1.6783788390568966,2.0225762093433146,20,0,0.5,7,"{""2"": 2, ""0"": 10, ""36"": 1, ""3"": 3, ""48"": 1, ""30"": 2, ""39"": 1}"
28,medium,2,2.0225762093433146,2.4683482476524157,20,0,0.4,9,"{""0"": 8, ""36"": 2, ""6"": 2, ""4"": 1, ""8"": 1, ""42"": 1, ""7"": 2, ""1"": 2, ""53"": 1}"
28,medium_high,3,2.4683482476524157,2.9526594113943063,20,0,0.3,12,"{""0"": 6, ""24"": 2, ""1"": 2, ""11"": 1, ""4"": 1, ""12"": 1, ""27"": 1, ""13"": 1, ""3"": 2, ""48"": 1, ""21"": 1, ""36"": 1}"
28,high,4,2.9526594113943063,4.00185450935511,20,0,0.3,11,"{""33"": 1, ""45"": 2, ""3"": 2, ""47"": 1, ""0"": 6, ""12"": 2, ""48"": 2, ""14"": 1, ""13"": 1, ""36"": 1, ""49"": 1}"
29,low,0,1.113221584003,1.3641551726825305,20,18,0.2,12,"{""36"": 2, ""0"": 2, ""21"": 1, ""48"": 1, ""39"": 3, ""9"": 2, ""18"": 4, ""37"": 1, ""12"": 1, ""13"": 1, ""19"": 1, ""3"": 1}"
29,medium_low,1,1.3641551726825305,1.497898203015855,20,30,0.15,13,"{""9"": 2, ""3"": 2, ""13"": 1, ""12"": 1, ""18"": 2, ""35"": 1, ""0"": 1, ""22"": 2, ""27"": 1, ""16"": 2, ""8"": 1, ""48"": 1, ""30"": 3}"
29,medium,2,1.497898203015855,1.889106742740122,20,3,0.15,14,"{""17"": 1, ""53"": 1, ""48"": 1, ""3"": 3, ""7"": 1, ""12"": 3, ""27"": 1, ""25"": 1, ""16"": 1, ""39"": 2, ""8"": 2, ""28"": 1, ""14"": 1, ""1"": 1}"
29,medium_high,3,1.889106742740122,2.3359689619086166,20,0,0.15,16,"{""0"": 3, ""39"": 2, ""30"": 1, ""19"": 1, ""48"": 1, ""17"": 1, ""13"": 1, ""18"": 2, ""37"": 1, ""45"": 1, ""4"": 1, ""46"": 1, ""35"": 1, ""53"": 1, ""22"": 1, ""3"": 1}"
29,high,4,2.3359689619086166,4.1734637295048245,20,0,1.0,1,"{""0"": 20}"
30,low,0,3.4930129962533503,4.41198282830173,20,0,1.0,1,"{""0"": 20}"
30,medium_low,1,4.41198282830173,4.959570787691229,20,0,1.0,1,"{""0"": 20}"
30,medium,2,4.959570787691229,6.137306268339186,20,0,1.0,1,"{""0"": 20}"
30,medium_high,3,6.137306268339186,7.028986182119413,20,0,0.35,12,"{""7"": 1, ""36"": 1, ""45"": 1, ""0"": 7, ""20"": 1, ""2"": 1, ""1"": 1, ""48"": 1, ""18"": 2, ""11"": 1, ""3"": 1, ""9"": 2}"
30,high,4,7.028986182119413,11.73019803474391,20,0,0.7,7,"{""0"": 14, ""45"": 1, ""52"": 1, ""36"": 1, ""17"": 1, ""9"": 1, ""37"": 1}"
31,low,0,1.3844601747053693,1.670794582089052,20,2,0.35,10,"{""2"": 7, ""0"": 4, ""1"": 1, ""21"": 1, ""45"": 1, ""12"": 1, ""6"": 1, ""7"": 1, ""27"": 1, ""3"": 2}"
31,medium_low,1,1.670794582089052,1.8740344581242734,20,8,0.15,15,"{""3"": 2, ""15"": 1, ""48"": 2, ""35"": 1, ""2"": 1, ""12"": 2, ""30"": 1, ""47"": 1, ""20"": 1, ""42"": 1, ""8"": 3, ""14"": 1, ""9"": 1, ""21"": 1, ""45"": 1}"
31,medium,2,1.8740344581242734,2.140008213097329,20,53,0.25,11,"{""53"": 5, ""48"": 4, ""27"": 1, ""8"": 1, ""12"": 2, ""3"": 2, ""9"": 1, ""0"": 1, ""46"": 1, ""30"": 1, ""44"": 1}"
31,medium_high,3,2.140008213097329,2.392583373509779,20,30,0.2,12,"{""39"": 2, ""30"": 4, ""8"": 1, ""42"": 1, ""1"": 4, ""19"": 2, ""20"": 1, ""47"": 1, ""3"": 1, ""15"": 1, ""28"": 1, ""37"": 1}"
31,high,4,2.392583373509779,3.6302079233186473,20,0,0.55,7,"{""0"": 11, ""9"": 2, ""48"": 2, ""2"": 1, ""39"": 2, ""3"": 1, ""14"": 1}"
32,low,0,0.3720436297451355,0.5744932208326923,20,0,0.85,3,"{""0"": 17, ""3"": 1, ""4"": 2}"
32,medium_low,1,0.5744932208326923,0.6805850607315214,20,3,0.3,9,"{""4"": 3, ""3"": 6, ""21"": 2, ""12"": 2, ""13"": 1, ""30"": 3, ""31"": 1, ""45"": 1, ""48"": 1}"
32,medium,2,0.6805850607315214,0.7988240406496775,20,12,0.2,9,"{""21"": 2, ""3"": 1, ""27"": 3, ""12"": 4, ""30"": 4, ""48"": 2, ""8"": 1, ""39"": 2, ""1"": 1}"
32,medium_high,3,0.7988240406496775,0.8966944599339252,20,30,0.2,11,"{""3"": 3, ""21"": 2, ""9"": 1, ""37"": 1, ""30"": 4, ""18"": 2, ""36"": 2, ""27"": 2, ""12"": 1, ""46"": 1, ""39"": 1}"
32,high,4,0.8966944599339252,1.4950615281777018,20,0,0.2,12,"{""49"": 1, ""0"": 4, ""37"": 1, ""2"": 3, ""18"": 1, ""30"": 2, ""21"": 1, ""40"": 2, ""48"": 1, ""3"": 2, ""1"": 1, ""36"": 1}"
33,low,0,0.6818524559002178,0.8519988068606517,20,27,0.15,12,"{""22"": 1, ""27"": 3, ""3"": 3, ""25"": 2, ""48"": 1, ""2"": 1, ""16"": 1, ""12"": 1, ""17"": 2, ""21"": 3, ""39"": 1, ""45"": 1}"
33,medium_low,1,0.8519988068606517,0.9949056453296761,20,3,0.15,13,"{""3"": 3, ""45"": 2, ""13"": 1, ""39"": 2, ""28"": 3, ""9"": 1, ""48"": 1, ""31"": 1, ""21"": 2, ""22"": 1, ""0"": 1, ""30"": 1, ""17"": 1}"
33,medium,2,0.9949056453296761,1.286992474476079,20,1,0.2,13,"{""1"": 4, ""14"": 1, ""46"": 1, ""9"": 1, ""27"": 1, ""2"": 1, ""3"": 2, ""0"": 3, ""30"": 1, ""8"": 2, ""39"": 1, ""12"": 1, ""21"": 1}"
33,medium_high,3,1.286992474476079,1.5997186583907435,20,12,0.15,13,"{""19"": 2, ""39"": 2, ""12"": 3, ""26"": 2, ""30"": 1, ""35"": 2, ""48"": 2, ""10"": 1, ""22"": 1, ""8"": 1, ""28"": 1, ""21"": 1, ""17"": 1}"
33,high,4,1.5997186583907435,1.8515163894206665,20,1,0.15,14,"{""47"": 2, ""9"": 1, ""29"": 2, ""1"": 3, ""44"": 1, ""37"": 2, ""20"": 1, ""11"": 1, ""10"": 1, ""2"": 2, ""39"": 1, ""19"": 1, ""30"": 1, ""12"": 1}"
34,low,0,0.3761628264723242,0.6270166264444498,20,0,0.2,13,"{""48"": 3, ""0"": 4, ""3"": 1, ""1"": 2, ""38"": 1, ""30"": 2, ""9"": 1, ""35"": 1, ""28"": 1, ""27"": 1, ""21"": 1, ""12"": 1, ""4"": 1}"
34,medium_low,1,0.6270166264444498,0.7216035337987815,20,39,0.2,13,"{""21"": 2, ""20"": 1, ""44"": 1, ""48"": 1, ""27"": 2, ""22"": 1, ""46"": 1, ""12"": 3, ""3"": 1, ""39"": 4, ""28"": 1, ""18"": 1, ""38"": 1}"
34,medium,2,0.7216035337987815,0.8645687183898263,20,39,0.2,14,"{""30"": 1, ""45"": 2, ""21"": 1, ""53"": 2, ""39"": 4, ""18"": 1, ""9"": 1, ""29"": 1, ""31"": 1, ""27"": 1, ""47"": 1, ""3"": 2, ""48"": 1, ""26"": 1}"
34,medium_high,3,0.8645687183898263,0.9644835836606725,20,39,0.15,15,"{""13"": 1, ""28"": 2, ""3"": 2, ""39"": 3, ""21"": 1, ""26"": 1, ""44"": 1, ""27"": 1, ""18"": 1, ""8"": 2, ""10"": 1, ""30"": 1, ""37"": 1, ""0"": 1, ""12"": 1}"
34,high,4,0.9644835836606725,1.2516292571772518,20,0,0.5,8,"{""12"": 2, ""44"": 1, ""0"": 10, ""3"": 2, ""27"": 2, ""9"": 1, ""7"": 1, ""39"": 1}"
35,low,0,1.2377801995693258,1.620540573396918,20,0,1.0,1,"{""0"": 20}"
35,medium_low,1,1.620540573396918,1.827270743115165,20,0,0.25,9,"{""21"": 2, ""12"": 4, ""0"": 5, ""40"": 1, ""18"": 1, ""23"": 1, ""1"": 2, ""2"": 3, ""48"": 1}"
35,medium,2,1.827270743115165,2.080456137653188,20,3,0.2,14,"{""10"": 1, ""3"": 4, ""46"": 1, ""38"": 1, ""21"": 1, ""48"": 4, ""12"": 1, ""30"": 1, ""22"": 1, ""18"": 1, ""39"": 1, ""45"": 1, ""37"": 1, ""13"": 1}"
35,medium_high,3,2.080456137653188,2.4957569003552433,20,0,0.15,15,"{""19"": 1, ""30"": 1, ""0"": 3, ""3"": 2, ""33"": 1, ""1"": 1, ""40"": 1, ""21"": 2, ""10"": 1, ""11"": 1, ""9"": 2, ""12"": 1, ""48"": 1, ""6"": 1, ""49"": 1}"
35,high,4,2.4957569003552433,3.3485302268423185,20,0,0.85,4,"{""0"": 17, ""24"": 1, ""23"": 1, ""16"": 1}"
36,low,0,3.1060827614001694,3.4429037286446618,20,0,1.0,1,"{""0"": 20}"
36,medium_low,1,3.4429037286446618,3.8308614207825338,20,0,0.25,13,"{""48"": 2, ""26"": 1, ""0"": 5, ""1"": 1, ""30"": 1, ""33"": 1, ""12"": 2, ""22"": 1, ""21"": 1, ""44"": 1, ""3"": 2, ""8"": 1, ""4"": 1}"
36,medium,2,3.8308614207825338,4.77510306327766,20,3,0.15,14,"{""30"": 1, ""0"": 1, ""9"": 2, ""22"": 1, ""19"": 2, ""3"": 3, ""40"": 2, ""17"": 2, ""1"": 1, ""15"": 1, ""33"": 1, ""31"": 1, ""21"": 1, ""52"": 1}"
36,medium_high,3,4.77510306327766,7.5728189556991925,20,0,0.95,2,"{""0"": 19, ""30"": 1}"
36,high,4,7.5728189556991925,12.253718500678003,20,0,1.0,1,"{""0"": 20}"
37,low,0,1.3621462614758495,1.717180678083645,20,0,0.2,13,"{""0"": 4, ""3"": 2, ""31"": 1, ""36"": 2, ""21"": 1, ""48"": 1, ""12"": 1, ""7"": 1, ""45"": 2, ""2"": 2, ""49"": 1, ""30"": 1, ""34"": 1}"
37,medium_low,1,1.717180678083645,2.130470050015728,20,0,0.45,8,"{""3"": 1, ""0"": 9, ""12"": 1, ""1"": 1, ""2"": 3, ""30"": 1, ""48"": 3, ""49"": 1}"
37,medium,2,2.130470050015728,2.5625370426442964,20,0,0.35,11,"{""0"": 7, ""7"": 4, ""23"": 1, ""14"": 1, ""18"": 1, ""15"": 1, ""40"": 1, ""51"": 1, ""19"": 1, ""13"": 1, ""33"": 1}"
37,medium_high,3,2.5625370426442964,3.048885563060661,20,0,0.4,10,"{""0"": 8, ""4"": 3, ""7"": 1, ""5"": 1, ""15"": 1, ""39"": 1, ""3"": 2, ""49"": 1, ""23"": 1, ""22"": 1}"
37,high,4,3.048885563060661,4.151163298675327,20,0,0.4,11,"{""0"": 8, ""13"": 2, ""9"": 1, ""23"": 1, ""17"": 1, ""5"": 1, ""30"": 1, ""40"": 1, ""14"": 2, ""36"": 1, ""39"": 1}"
38,low,0,1.2181391385541187,1.3957539115916295,20,19,0.2,15,"{""9"": 1, ""18"": 1, ""31"": 1, ""12"": 1, ""49"": 1, ""50"": 1, ""21"": 1, ""43"": 1, ""19"": 4, ""48"": 2, ""0"": 2, ""1"": 1, ""39"": 1, ""22"": 1, ""30"": 1}"
38,medium_low,1,1.3957539115916295,1.5760944005006574,20,12,0.2,13,"{""13"": 1, ""12"": 4, ""4"": 1, ""30"": 1, ""9"": 2, ""39"": 2, ""27"": 2, ""22"": 1, ""48"": 1, ""33"": 1, ""0"": 2, ""46"": 1, ""26"": 1}"
38,medium,2,1.5760944005006574,2.0121077049324696,20,17,0.15,14,"{""5"": 1, ""53"": 1, ""17"": 3, ""8"": 2, ""0"": 1, ""12"": 3, ""24"": 1, ""18"": 1, ""26"": 2, ""10"": 1, ""28"": 1, ""52"": 1, ""3"": 1, ""48"": 1}"
38,medium_high,3,2.0121077049324696,2.381362778337733,20,3,0.15,14,"{""9"": 2, ""19"": 2, ""8"": 1, ""14"": 1, ""4"": 1, ""26"": 1, ""30"": 2, ""21"": 1, ""3"": 3, ""31"": 1, ""37"": 1, ""48"": 1, ""6"": 2, ""17"": 1}"
38,high,4,2.381362778337733,4.265287247299309,20,0,0.95,2,"{""0"": 19, ""4"": 1}"
39,low,0,3.4855246813301535,4.416815381109354,20,0,1.0,1,"{""0"": 20}"
39,medium_low,1,4.416815381109354,5.085612309555079,20,0,1.0,1,"{""0"": 20}"
39,medium,2,5.085612309555079,6.052739737117186,20,0,1.0,1,"{""0"": 20}"
39,medium_high,3,6.052739737117186,7.133960736206747,20,0,0.5,9,"{""0"": 10, ""9"": 1, ""36"": 2, ""1"": 2, ""47"": 1, ""48"": 1, ""2"": 1, ""11"": 1, ""20"": 1}"
39,high,4,7.133960736206747,11.633087943622668,20,0,0.65,5,"{""0"": 13, ""36"": 1, ""1"": 3, ""9"": 2, ""18"": 1}"
40,low,0,1.416185867379158,1.6992307052950097,20,0,0.2,12,"{""48"": 1, ""1"": 2, ""12"": 1, ""0"": 4, ""53"": 1, ""6"": 1, ""3"": 3, ""7"": 3, ""2"": 1, ""21"": 1, ""26"": 1, ""39"": 1}"
40,medium_low,1,1.6992307052950097,1.9081108297004699,20,48,0.2,12,"{""44"": 1, ""14"": 1, ""48"": 4, ""3"": 2, ""38"": 1, ""12"": 3, ""18"": 1, ""39"": 1, ""21"": 2, ""8"": 2, ""2"": 1, ""30"": 1}"
40,medium,2,1.9081108297004699,2.1513636892420465,20,3,0.15,14,"{""39"": 2, ""12"": 1, ""3"": 3, ""46"": 1, ""6"": 1, ""35"": 1, ""45"": 1, ""48"": 2, ""26"": 1, ""21"": 2, ""33"": 1, ""9"": 1, ""36"": 1, ""53"": 2}"
40,medium_high,3,2.1513636892420465,2.3930423482491254,20,45,0.1,15,"{""21"": 1, ""47"": 1, ""37"": 1, ""45"": 2, ""10"": 1, ""28"": 1, ""12"": 2, ""48"": 2, ""0"": 1, ""27"": 1, ""42"": 1, ""46"": 2, ""36"": 2, ""18"": 1, ""2"": 1}"
40,high,4,2.3930423482491254,3.7121035110793796,20,0,0.7,6,"{""48"": 2, ""0"": 14, ""52"": 1, ""30"": 1, ""18"": 1, ""36"": 1}"
41,low,0,0.4445338799584001,0.6506055834536241,20,0,0.3,9,"{""4"": 2, ""0"": 6, ""3"": 1, ""39"": 2, ""17"": 2, ""30"": 2, ""1"": 2, ""21"": 2, ""12"": 1}"
41,medium_low,1,0.6506055834536241,0.7634699162026323,20,30,0.15,14,"{""11"": 1, ""2"": 1, ""19"": 2, ""3"": 2, ""12"": 1, ""21"": 2, ""48"": 1, ""30"": 3, ""1"": 2, ""36"": 1, ""38"": 1, ""46"": 1, ""9"": 1, ""29"": 1}"
41,medium,2,0.7634699162026323,0.8469032860865201,20,36,0.15,12,"{""26"": 2, ""29"": 1, ""48"": 2, ""19"": 1, ""45"": 1, ""9"": 1, ""36"": 3, ""3"": 1, ""21"": 3, ""47"": 1, ""39"": 3, ""28"": 1}"
41,medium_high,3,0.8469032860865201,1.1118888717997655,20,0,0.4,9,"{""0"": 8, ""11"": 1, ""39"": 3, ""1"": 1, ""3"": 1, ""9"": 3, ""48"": 1, ""36"": 1, ""30"": 1}"
41,high,4,1.1118888717997655,1.5191103399172805,20,0,1.0,1,"{""0"": 20}"
42,low,0,0.5620422991007739,0.7883902641831902,20,12,0.15,14,"{""48"": 2, ""21"": 2, ""2"": 1, ""27"": 1, ""38"": 1, ""47"": 1, ""4"": 1, ""17"": 1, ""39"": 1, ""12"": 3, ""11"": 1, ""30"": 2, ""0"": 2, ""1"": 1}"
42,medium_low,1,0.7883902641831902,0.9620381034265292,20,12,0.2,11,"{""48"": 2, ""22"": 1, ""12"": 4, ""39"": 3, ""30"": 3, ""47"": 2, ""3"": 1, ""21"": 1, ""40"": 1, ""27"": 1, ""45"": 1}"
42,medium,2,0.9620381034265292,1.199644990114344,20,1,0.15,12,"{""1"": 3, ""53"": 1, ""4"": 1, ""0"": 2, ""8"": 1, ""2"": 3, ""12"": 2, ""48"": 1, ""21"": 1, ""18"": 1, ""3"": 3, ""27"": 1}"
42,medium_high,3,1.199644990114344,1.439583624283138,20,46,0.1,15,"{""30"": 1, ""48"": 1, ""29"": 1, ""27"": 1, ""46"": 2, ""35"": 2, ""25"": 1, ""21"": 2, ""19"": 1, ""9"": 2, ""12"": 2, ""45"": 1, ""17"": 1, ""44"": 1, ""36"": 1}"
42,high,4,1.439583624283138,1.69439332358939,20,39,0.1,16,"{""39"": 2, ""35"": 1, ""10"": 1, ""52"": 1, ""41"": 1, ""46"": 2, ""12"": 1, ""17"": 1, ""27"": 1, ""49"": 1, ""44"": 2, ""0"": 2, ""36"": 1, ""47"": 1, ""38"": 1, ""9"": 1}"
43,low,0,0.4129985933613274,0.6129851489621178,20,1,0.2,14,"{""47"": 1, ""1"": 4, ""12"": 3, ""22"": 1, ""10"": 1, ""9"": 1, ""21"": 1, ""6"": 1, ""20"": 2, ""33"": 1, ""48"": 1, ""3"": 1, ""30"": 1, ""31"": 1}"
43,medium_low,1,0.6129851489621178,0.7777071349394342,20,39,0.15,16,"{""39"": 3, ""48"": 1, ""18"": 2, ""35"": 1, ""28"": 1, ""12"": 1, ""13"": 1, ""3"": 1, ""47"": 1, ""38"": 1, ""15"": 1, ""46"": 1, ""30"": 1, ""50"": 1, ""0"": 2, ""8"": 1}"
43,medium,2,0.7777071349394342,1.0032217087842532,20,3,0.2,12,"{""21"": 2, ""48"": 3, ""3"": 4, ""6"": 2, ""46"": 1, ""39"": 1, ""17"": 1, ""19"": 1, ""38"": 2, ""12"": 1, ""11"": 1, ""33"": 1}"
43,medium_high,3,1.0032217087842532,1.2063769066825172,20,0,0.8,4,"{""0"": 16, ""2"": 2, ""26"": 1, ""42"": 1}"
43,high,4,1.2063769066825172,1.4616959645355312,20,0,1.0,1,"{""0"": 20}"
44,low,0,1.1273720181972102,1.627703688044139,20,0,0.85,2,"{""0"": 17, ""1"": 3}"
44,medium_low,1,1.627703688044139,1.830635480283542,20,0,0.35,10,"{""1"": 3, ""0"": 7, ""9"": 1, ""12"": 1, ""3"": 1, ""40"": 1, ""2"": 3, ""21"": 1, ""39"": 1, ""18"": 1}"
44,medium,2,1.830635480283542,2.009266845185446,20,48,0.15,12,"{""21"": 2, ""25"": 1, ""12"": 2, ""48"": 3, ""9"": 3, ""5"": 1, ""37"": 1, ""3"": 2, ""50"": 1, ""15"": 1, ""30"": 2, ""0"": 1}"
44,medium_high,3,2.009266845185446,2.5120900300956523,20,0,0.25,11,"{""24"": 1, ""3"": 4, ""0"": 5, ""12"": 1, ""11"": 1, ""1"": 1, ""9"": 2, ""27"": 2, ""7"": 1, ""18"": 1, ""21"": 1}"
44,high,4,2.5120900300956523,3.312344665363363,20,0,0.95,2,"{""0"": 19, ""1"": 1}"
45,low,0,3.126001299824957,3.500544888904859,20,0,0.6,9,"{""0"": 12, ""4"": 1, ""39"": 1, ""38"": 1, ""21"": 1, ""29"": 1, ""36"": 1, ""2"": 1, ""3"": 1}"
45,medium_low,1,3.500544888904859,3.891604825318045,20,48,0.15,15,"{""12"": 1, ""29"": 2, ""48"": 3, ""8"": 2, ""40"": 1, ""17"": 1, ""23"": 1, ""11"": 2, ""37"": 1, ""4"": 1, ""20"": 1, ""3"": 1, ""26"": 1, ""47"": 1, ""30"": 1}"
45,medium,2,3.891604825318045,4.742468537625144,20,0,0.25,13,"{""0"": 5, ""37"": 2, ""3"": 2, ""12"": 1, ""30"": 1, ""28"": 1, ""48"": 1, ""15"": 1, ""41"": 2, ""2"": 1, ""17"": 1, ""29"": 1, ""46"": 1}"
45,medium_high,3,4.742468537625144,7.8911125930359525,20,0,0.65,6,"{""3"": 3, ""48"": 1, ""0"": 13, ""1"": 1, ""2"": 1, ""37"": 1}"
45,high,4,7.8911125930359525,12.376286567309663,20,0,1.0,1,"{""0"": 20}"
46,low,0,1.4426414514670804,1.9892362645608066,20,0,0.25,10,"{""0"": 5, ""48"": 4, ""31"": 1, ""40"": 1, ""3"": 2, ""2"": 2, ""20"": 1, ""12"": 1, ""1"": 1, ""21"": 2}"
46,medium_low,1,1.9892362645608066,2.2743491530767237,20,0,0.55,6,"{""3"": 4, ""0"": 11, ""30"": 1, ""1"": 1, ""18"": 1, ""2"": 2}"
46,medium,2,2.2743491530767237,2.738470598940429,20,0,0.45,7,"{""0"": 9, ""8"": 1, ""7"": 3, ""42"": 1, ""22"": 2, ""4"": 2, ""48"": 2}"
46,medium_high,3,2.738470598940429,3.309130600902063,20,0,0.5,10,"{""0"": 10, ""12"": 1, ""4"": 1, ""38"": 1, ""3"": 2, ""21"": 1, ""44"": 1, ""2"": 1, ""42"": 1, ""18"": 1}"
46,high,4,3.309130600902063,4.5302711739183295,20,0,0.3,13,"{""0"": 6, ""13"": 1, ""27"": 3, ""5"": 1, ""18"": 1, ""21"": 1, ""45"": 1, ""39"": 1, ""12"": 1, ""30"": 1, ""20"": 1, ""2"": 1, ""17"": 1}"
47,low,0,1.2930595258776996,1.6032053662898424,20,3,0.15,13,"{""27"": 1, ""48"": 2, ""3"": 3, ""12"": 1, ""30"": 1, ""18"": 3, ""42"": 1, ""7"": 1, ""40"": 2, ""26"": 1, ""39"": 2, ""21"": 1, ""46"": 1}"
47,medium_low,1,1.6032053662898424,1.7597467554019308,20,3,0.2,13,"{""12"": 2, ""3"": 4, ""4"": 1, ""18"": 1, ""39"": 2, ""8"": 1, ""0"": 3, ""33"": 1, ""26"": 1, ""31"": 1, ""21"": 1, ""48"": 1, ""9"": 1}"
47,medium,2,1.7597467554019308,2.1218239184672827,20,46,0.1,16,"{""46"": 2, ""53"": 1, ""4"": 1, ""3"": 2, ""44"": 1, ""0"": 1, ""39"": 1, ""35"": 2, ""48"": 1, ""27"": 1, ""12"": 1, ""5"": 1, ""10"": 1, ""26"": 1, ""1"": 2, ""9"": 1}"
47,medium_high,3,2.1218239184672827,2.696337309537879,20,0,0.2,12,"{""49"": 1, ""0"": 4, ""30"": 2, ""51"": 1, ""18"": 2, ""27"": 2, ""2"": 1, ""39"": 1, ""21"": 1, ""6"": 1, ""15"": 3, ""42"": 1}"
47,high,4,2.696337309537879,4.820528108908354,20,0,1.0,1,"{""0"": 20}"
48,low,0,3.527372346943462,4.359834116354695,20,0,1.0,1,"{""0"": 20}"
48,medium_low,1,4.359834116354695,5.0378519341650545,20,0,1.0,1,"{""0"": 20}"
48,medium,2,5.0378519341650545,6.071900545544625,20,0,1.0,1,"{""0"": 20}"
48,medium_high,3,6.071900545544625,7.098109161515018,20,0,0.5,8,"{""0"": 10, ""46"": 1, ""40"": 2, ""2"": 3, ""33"": 1, ""10"": 1, ""5"": 1, ""9"": 1}"
48,high,4,7.098109161515018,11.608419714586255,20,0,0.65,8,"{""0"": 13, ""16"": 1, ""47"": 1, ""43"": 1, ""2"": 1, ""31"": 1, ""1"": 1, ""4"": 1}"
49,low,0,1.455559039380957,1.687281754409393,20,0,0.3,9,"{""1"": 2, ""21"": 1, ""0"": 6, ""3"": 2, ""12"": 3, ""7"": 2, ""50"": 1, ""30"": 1, ""2"": 2}"
