system,dad_seed,history_id,xi1,y1,xi2_star,xi2_DAD,agree,J_star,J_DAD,regret
ieee9,101,7,40,3.535118224014962,0,17,0,0.96,0.96,0.0
ieee9,101,8,40,1.7896337124307804,44,36,0,0.9644444444444443,0.9636111111111111,-0.0008333333333332416
ieee9,101,9,40,1.80597385829888,14,36,0,0.9640277777777778,0.9651388888888889,0.0011111111111110628
ieee9,101,10,40,1.5147052193614183,1,36,0,0.96,0.96,0.0
ieee9,101,11,40,1.63020664010745,12,36,0,0.96,0.9620833333333333,0.002083333333333326
ieee9,101,12,40,1.7850390940845375,48,36,0,0.9619444444444444,0.9639583333333333,0.0020138888888888706
ieee9,101,13,40,1.9554260237647938,46,36,0,0.9658333333333333,0.9803472222222221,0.014513888888888826
ieee9,101,14,40,2.374197463356003,21,36,0,0.9870138888888889,0.986736111111111,-0.0002777777777778212
ieee9,101,15,40,1.4955458359357972,0,36,0,0.9601388888888889,0.9609722222222222,0.0008333333333333526
ieee9,101,16,40,1.6497465625962264,53,36,0,0.9627083333333332,0.9636805555555555,0.0009722222222223742
ieee9,101,17,40,2.1237742381252107,6,36,0,0.9688888888888889,0.9729166666666665,0.00402777777777763
ieee9,101,18,40,2.0474433324546184,3,36,0,0.9718055555555556,0.9702777777777779,-0.0015277777777776835
ieee9,101,19,40,2.069172338602475,35,36,0,0.9705555555555555,0.9706250000000001,6.944444444456632e-05
ieee9,101,20,40,2.707187742597209,0,36,0,0.96,0.96,0.0
ieee9,101,21,40,2.225478098614284,47,36,0,0.9706944444444444,0.9701388888888888,-0.0005555555555556424
ieee9,101,22,40,1.785261455354814,3,36,0,0.9649999999999999,0.9639583333333333,-0.0010416666666666075
ieee9,101,23,40,2.298130356734581,37,36,0,0.9694444444444444,0.9740277777777777,0.004583333333333273
ieee9,101,24,40,2.504746236360033,0,36,0,0.9915277777777778,0.9743055555555555,-0.01722222222222225
ieee9,101,25,40,1.5055720565752877,0,36,0,0.96,0.96,0.0
ieee9,101,26,40,2.121204891802826,45,36,0,0.9731249999999999,0.9738194444444445,0.000694444444444553
ieee9,101,27,40,2.2319414001122295,45,36,0,0.9665277777777778,0.9752777777777778,0.008750000000000036
ieee9,101,28,40,3.1383581772954097,0,17,0,0.96,0.96,0.0
ieee9,101,29,40,1.778393388665353,48,36,0,0.9678472222222222,0.9662499999999999,-0.0015972222222222499
ieee9,101,30,40,2.5205128048570957,52,36,0,0.9929166666666666,0.9978472222222221,0.004930555555555549
ieee9,101,31,40,3.577785645544082,0,17,0,0.96,0.96,0.0
ieee9,101,32,40,1.8403503170455058,38,36,0,0.9635416666666666,0.9613194444444444,-0.0022222222222222365
ieee9,101,33,40,1.7934680626225077,12,36,0,0.9649305555555555,0.9656249999999998,0.000694444444444331
ieee9,101,34,40,1.5687575207910531,6,36,0,0.96,0.9601388888888889,0.0001388888888889106
ieee9,101,35,40,1.5057419310152143,0,36,0,0.96,0.96,0.0
ieee9,101,36,40,1.8720982798324013,18,36,0,0.9660416666666665,0.9616666666666666,-0.004374999999999907
ieee9,101,37,40,1.9486113088452721,48,36,0,0.9665277777777778,0.9716666666666667,0.005138888888888915
ieee9,101,38,40,2.3151505308158145,10,36,0,0.9772222222222222,0.9870138888888889,0.009791666666666643
ieee9,101,39,40,1.5928964702983244,3,36,0,0.9633333333333333,0.9601388888888889,-0.0031944444444443887
ieee9,101,40,40,1.6022895484505024,7,36,0,0.96,0.9604166666666666,0.0004166666666666208
ieee9,101,41,40,2.1448335779546044,48,36,0,0.9781944444444445,0.9747916666666666,-0.0034027777777778656
ieee9,101,42,40,2.0087110923033125,3,36,0,0.9752777777777778,0.9895138888888889,0.014236111111111116
ieee9,101,43,40,2.1766335571126745,28,36,0,0.9711805555555556,0.9706250000000001,-0.0005555555555555314
ieee9,101,44,40,2.690736760584556,0,36,0,0.96,0.96,0.0
ieee9,101,45,40,2.191088357029249,12,36,0,0.9705555555555555,0.9673611111111112,-0.0031944444444442777
ieee9,101,46,40,1.848879671865668,39,36,0,0.9716666666666667,0.9659722222222221,-0.0056944444444445574
ieee9,101,47,40,2.3687406419810495,48,36,0,0.9784722222222223,0.9775694444444444,-0.0009027777777779189
ieee9,101,48,40,2.299666994099369,0,36,0,0.9752777777777778,0.9729861111111111,-0.002291666666666692
ieee9,101,49,40,1.6140238774975877,7,36,0,0.96,0.96125,0.0012500000000000844
ieee9,101,50,40,2.061914948470037,26,36,0,0.9802777777777778,0.9730555555555555,-0.007222222222222352
ieee9,101,51,40,2.1984330054813257,27,36,0,0.9684027777777778,0.9720833333333334,0.003680555555555576
ieee9,101,52,40,3.056028448849356,0,17,0,0.96,0.96,0.0
ieee9,101,53,40,1.699347247535948,48,36,0,0.9616666666666666,0.9610416666666666,-0.0006249999999999867
ieee9,101,54,40,2.5006445962620476,30,36,0,0.99125,0.9786805555555556,-0.012569444444444411
ieee9,101,55,40,3.5554626865113654,0,17,0,0.96,0.96,0.0
ieee9,101,56,40,1.8524873473872163,21,36,0,0.9665972222222222,0.9656944444444444,-0.0009027777777778079
ieee9,101,57,40,1.8078112384081346,12,36,0,0.9682638888888889,0.9649999999999999,-0.003263888888889066
ieee9,101,58,40,1.7282439914782006,12,36,0,0.9616666666666666,0.9638888888888889,0.0022222222222223476
ieee9,101,59,40,1.5951410044896728,3,36,0,0.9616666666666666,0.9629166666666666,0.0012500000000000844
ieee9,101,60,40,1.7515933107259027,21,36,0,0.9616666666666666,0.966388888888889,0.004722222222222405
ieee9,101,61,40,1.9864865912182252,21,36,0,0.9700000000000001,0.9656250000000001,-0.004375000000000018
ieee9,101,62,40,2.4134728902695235,48,36,0,1.0026388888888889,0.9817361111111111,-0.020902777777777715
ieee9,101,63,40,1.5377105174181032,2,36,0,0.96,0.96,0.0
ieee9,101,64,40,1.6424189612753324,3,36,0,0.9633333333333333,0.9615277777777779,-0.0018055555555553937
ieee9,101,65,40,2.161158856173209,42,36,0,0.9767361111111111,0.9677083333333334,-0.009027777777777746
ieee9,101,66,40,2.042309133447669,33,36,0,0.9729166666666668,0.9740972222222221,0.001180555555555296
ieee9,101,67,40,1.9731648414333929,9,36,0,0.9688194444444443,0.9814583333333333,0.012638888888888977
ieee9,101,68,40,2.7776207795158667,0,17,0,0.96,0.96,0.0
ieee9,101,69,40,2.3023052111776714,46,36,0,0.9815277777777777,0.9836111111111112,0.002083333333333548
ieee9,101,70,40,1.795724672247423,8,36,0,0.9664583333333333,0.9668055555555556,0.0003472222222222765
ieee9,101,71,40,2.274302740799933,36,36,1,0.9709722222222222,0.9709722222222222,0.0
ieee9,101,72,40,2.387934712744026,18,36,0,0.9685416666666665,0.9952083333333333,0.026666666666666727
ieee9,101,73,40,1.6028522540490528,7,36,0,0.96,0.96125,0.0012500000000000844
ieee9,101,74,40,2.2179884346960157,46,36,0,0.9744444444444444,0.9690972222222222,-0.005347222222222281
ieee9,101,75,40,2.1429703043874095,36,36,1,0.96875,0.96875,0.0
ieee9,101,76,40,3.038868601674477,0,17,0,0.96,0.96,0.0
ieee9,101,77,40,1.7501466188392627,2,36,0,0.9629166666666666,0.9699305555555555,0.007013888888888875
ieee9,101,78,40,2.4954177568887896,18,36,0,0.9752777777777778,0.9938194444444445,0.01854166666666668
ieee9,101,79,40,3.7121035110793796,0,17,0,0.96,0.96,0.0
ieee9,101,80,40,1.8618132550011637,48,36,0,0.9668055555555556,0.9659722222222222,-0.0008333333333333526
ieee9,101,81,40,2.016021157133075,53,36,0,0.965,0.9729166666666668,0.007916666666666794
ieee9,101,82,40,1.6214433474224168,21,36,0,0.9616666666666666,0.9600694444444443,-0.0015972222222222499
ieee9,101,83,40,1.416185867379158,0,36,0,0.96,0.96,0.0
ieee9,101,84,40,1.8069757015968613,30,36,0,0.9616666666666666,0.9638194444444445,0.0021527777777778923
ieee9,101,85,40,1.8827653704485043,8,36,0,0.960486111111111,0.9669444444444445,0.006458333333333455
ieee9,101,86,40,2.3306568396542144,48,36,0,0.9824305555555556,0.9745833333333334,-0.007847222222222228
ieee9,101,87,40,1.5123449137772105,1,36,0,0.96,0.96,0.0
ieee9,101,88,40,1.6203548060418418,26,36,0,0.9616666666666666,0.9622916666666667,0.0006250000000000977
ieee9,101,89,40,2.2059239023596287,36,36,1,0.9666666666666668,0.9666666666666668,0.0
ieee9,101,90,40,1.980157336057581,39,36,0,0.9700000000000001,0.9608333333333333,-0.009166666666666767
ieee9,101,91,40,2.0917777765148804,21,36,0,0.987361111111111,0.9756944444444443,-0.011666666666666714
ieee9,101,92,40,2.5281958052680795,36,36,1,0.9768055555555555,0.9768055555555555,0.0
ieee9,101,93,40,2.2312366152911793,45,36,0,0.9684722222222222,0.9788194444444445,0.010347222222222285
ieee9,101,94,40,1.8319616454539671,3,36,0,0.9731249999999999,0.9660416666666668,-0.007083333333333108
ieee9,101,95,40,2.3402241190033126,12,36,0,0.9766666666666666,0.975138888888889,-0.0015277777777775725
ieee9,101,96,40,2.6064795256444224,0,36,0,0.965,0.9675694444444444,0.002569444444444402
ieee9,101,97,40,1.6987645363312567,39,36,0,0.9633333333333333,0.9622916666666667,-0.0010416666666666075
ieee9,101,98,40,2.126869109224403,53,36,0,0.9695833333333334,0.9777777777777777,0.008194444444444393
ieee9,101,99,40,2.2555156085841253,2,36,0,0.9754166666666665,0.9811805555555555,0.005763888888889013
ieee9,101,0,41,1.109368973776219,0,17,0,0.96,0.96,0.0
ieee9,101,1,41,0.754345789065243,11,17,0,0.9990277777777777,0.9924305555555556,-0.006597222222222143
ieee9,101,2,41,0.8139819767221862,26,17,0,0.9923611111111111,1.0005555555555554,0.008194444444444282
ieee9,101,3,41,0.6879883843130341,2,17,0,0.9859027777777779,0.9781944444444445,-0.007708333333333428
ieee9,101,4,41,0.8445012934848581,29,17,0,0.9840277777777778,0.9948611111111111,0.01083333333333325
ieee9,101,5,41,0.5631969933337391,4,17,0,0.96,0.96,0.0
ieee9,101,6,41,1.242478205871957,0,17,0,0.96,0.96,0.0
ieee9,101,7,41,1.4942504791991624,0,17,0,0.96,0.96,0.0
ieee9,101,8,41,0.8225989401303154,48,17,0,0.9940277777777778,0.98875,-0.005277777777777826
ieee9,101,9,41,0.4656712140512278,0,17,0,0.96,0.96,0.0
ieee9,101,10,41,0.5441673175522886,3,17,0,0.96,0.96,0.0
ieee9,101,11,41,0.6643953660915543,19,17,0,0.9745138888888888,0.9729861111111111,-0.0015277777777776835
ieee9,101,12,41,0.7939585135884214,19,17,0,0.9933333333333333,0.9903472222222222,-0.002986111111111134
ieee9,101,13,41,1.3367586215102079,0,17,0,0.96,0.96,0.0
ieee9,101,14,41,0.9684179167431656,0,17,0,0.9652083333333333,0.9640277777777778,-0.001180555555555518
ieee9,101,15,41,0.6329667399075297,39,17,0,0.9628472222222223,0.9691666666666666,0.006319444444444322
ieee9,101,16,41,0.7953681163592837,45,17,0,0.9854861111111112,0.9890277777777777,0.003541666666666554
ieee9,101,17,41,0.7695526676275584,9,17,0,0.98375,1.0086805555555556,0.024930555555555567
ieee9,101,18,41,0.6296668303968262,39,17,0,0.9660416666666666,0.9742361111111112,0.008194444444444615
ieee9,101,19,41,0.6354891304933097,17,17,1,0.9660416666666668,0.9660416666666668,0.0
ieee9,101,20,41,1.1360657799857898,0,17,0,0.96,0.96,0.0
ieee9,101,21,41,1.1766637606725099,0,17,0,0.96,0.96,0.0
ieee9,101,22,41,1.3767876329186863,0,17,0,0.96,0.96,0.0
ieee9,101,23,41,0.8358088306520446,36,17,0,1.0011805555555557,0.9927083333333333,-0.008472222222222436
ieee9,101,24,41,1.1393724783157089,0,17,0,0.96,0.96,0.0
ieee9,101,25,41,0.9795869315167837,11,17,0,0.9603472222222221,0.9608333333333334,0.0004861111111112981
ieee9,101,26,41,0.7920269526552612,3,17,0,0.9888888888888889,0.9897916666666666,0.0009027777777776969
ieee9,101,27,41,0.587972965943609,30,17,0,0.9700694444444444,0.96125,-0.00881944444444438
ieee9,101,28,41,0.9292580674345303,39,17,0,0.9709722222222222,0.9655555555555556,-0.005416666666666625
ieee9,101,29,41,0.5651233560380056,4,17,0,0.96,0.96,0.0
ieee9,101,30,41,1.0606049770001977,0,17,0,0.96,0.96,0.0
ieee9,101,31,41,1.3146567695200635,0,17,0,0.96,0.96,0.0
ieee9,101,32,41,0.737753712019457,19,17,0,0.9856250000000001,0.9875694444444445,0.0019444444444444153
ieee9,101,33,41,0.5015399251905581,1,17,0,0.96,0.96,0.0
ieee9,101,34,41,0.7433993474976964,3,17,0,0.9970833333333333,1.0010416666666666,0.003958333333333286
ieee9,101,35,41,0.6525209519031814,12,17,0,0.9794444444444443,0.9716666666666667,-0.007777777777777661
ieee9,101,36,41,0.7354091781481581,3,17,0,0.9956944444444445,0.9884027777777779,-0.007291666666666696
ieee9,101,37,41,1.1852999399825621,0,17,0,0.96,0.96,0.0
ieee9,101,38,41,0.8144890245044172,21,17,0,0.985,1.009236111111111,0.024236111111111014
ieee9,101,39,41,0.569654297120134,0,17,0,0.9603472222222221,0.96,-0.0003472222222221655
ieee9,101,40,41,0.8133434560985947,21,17,0,0.9777777777777779,0.9931944444444444,0.015416666666666523
ieee9,101,41,41,0.7487627792530971,21,17,0,0.9995138888888889,0.9997916666666667,0.0002777777777778212
ieee9,101,42,41,0.7408933481815665,21,17,0,1.0083333333333335,0.9985416666666667,-0.009791666666666865
ieee9,101,43,41,0.642944109655395,17,17,1,0.9738888888888889,0.9738888888888889,0.0
ieee9,101,44,41,0.8670537077462114,39,17,0,0.971111111111111,0.9925,0.021388888888889013
ieee9,101,45,41,1.0183393318645384,1,17,0,0.96,0.96,0.0
ieee9,101,46,41,1.2859481169013145,0,17,0,0.96,0.96,0.0
ieee9,101,47,41,0.8069645835602323,47,17,0,0.9846527777777778,0.9790277777777779,-0.00562499999999988
ieee9,101,48,41,1.1219684638939516,0,17,0,0.96,0.96,0.0
ieee9,101,49,41,0.8785579440232467,3,17,0,0.9760416666666666,0.9759722222222221,-6.94444444444553e-05
ieee9,101,50,41,0.827513552879069,26,17,0,0.9900694444444444,0.9860416666666666,-0.004027777777777852
ieee9,101,51,41,0.6400534549199905,21,17,0,0.9736805555555555,0.9759722222222224,0.002291666666666803
ieee9,101,52,41,0.842756470521781,39,17,0,0.9954166666666667,0.9872916666666667,-0.008125000000000049
ieee9,101,53,41,0.4905483002338872,1,17,0,0.96,0.96,0.0
ieee9,101,54,41,1.158426474733045,0,17,0,0.96,0.96,0.0
ieee9,101,55,41,1.5191103399172805,0,17,0,0.96,0.96,0.0
ieee9,101,56,41,0.7340145320172028,48,17,0,0.9918055555555556,0.9885416666666668,-0.003263888888888844
ieee9,101,57,41,0.6949736772798871,30,17,0,0.9818749999999999,1.0005555555555556,0.0186805555555557
ieee9,101,58,41,0.677990333900314,1,17,0,0.9673611111111112,0.9816666666666668,0.014305555555555571
ieee9,101,59,41,0.7422759600415284,36,17,0,0.9929166666666666,1.0055555555555555,0.012638888888888977
ieee9,101,60,41,0.8010135748371456,39,17,0,0.9897916666666667,0.9893055555555557,-0.0004861111111110761
ieee9,101,61,41,1.3090010371964393,0,17,0,0.96,0.96,0.0
ieee9,101,62,41,0.8265638680747187,39,17,0,0.9914583333333334,0.9891666666666667,-0.002291666666666692
ieee9,101,63,41,0.7317116780107636,30,17,0,0.9882638888888889,0.9909722222222221,0.0027083333333332016
ieee9,101,64,41,0.9110004694863334,9,17,0,0.9689583333333335,0.9718749999999999,0.0029166666666664565
ieee9,101,65,41,0.8005913233187645,28,17,0,0.990625,0.9893055555555555,-0.0013194444444444287
ieee9,101,66,41,0.8145333272439681,36,17,0,0.9888888888888889,0.9984722222222223,0.009583333333333388
ieee9,101,67,41,0.6024581653260721,21,17,0,0.9700000000000001,0.9662499999999999,-0.003750000000000142
ieee9,101,68,41,1.1406990894206728,0,17,0,0.96,0.96,0.0
ieee9,101,69,41,1.0276161221749456,0,17,0,0.96,0.96,0.0
ieee9,101,70,41,1.1835819950902815,0,17,0,0.96,0.96,0.0
ieee9,101,71,41,0.6915871596803147,30,17,0,0.9814583333333333,0.9810416666666667,-0.0004166666666666208
ieee9,101,72,41,1.0454033174177022,0,17,0,0.96,0.96,0.0
ieee9,101,73,41,0.9490863596695777,0,17,0,0.9692361111111111,0.9649305555555556,-0.0043055555555554514
ieee9,101,74,41,0.850506274989013,48,17,0,0.9856250000000001,0.995972222222222,0.010347222222221952
ieee9,101,75,41,0.58510435433796,30,17,0,0.9608333333333333,0.962361111111111,0.0015277777777776835
ieee9,101,76,41,0.7265561518043357,38,17,0,0.9916666666666666,0.9950694444444445,0.0034027777777778656
ieee9,101,77,41,0.4445338799584001,0,17,0,0.96,0.96,0.0
ieee9,101,78,41,1.2429269054142593,0,17,0,0.96,0.96,0.0
ieee9,101,79,41,1.4894126818213789,0,17,0,0.96,0.96,0.0
ieee9,101,80,41,0.7536223230636813,46,17,0,0.9876388888888888,1.00125,0.01361111111111113
ieee9,101,81,41,0.5083116451544814,0,17,0,0.96,0.96,0.0
ieee9,101,82,41,0.5103829683935541,0,17,0,0.96,0.96,0.0
ieee9,101,83,41,0.6743626650067212,9,17,0,0.9804861111111111,0.9729166666666665,-0.0075694444444445175
ieee9,101,84,41,0.8157115437858171,36,17,0,0.9904166666666666,0.995625,0.00520833333333337
ieee9,101,85,41,1.166236500411625,0,17,0,0.96,0.96,0.0
ieee9,101,86,41,0.9772922069825356,9,17,0,0.9603472222222221,0.9616666666666666,0.0013194444444444287
ieee9,101,87,41,0.6035406211908728,12,17,0,0.9700000000000001,0.9666666666666667,-0.0033333333333334103
ieee9,101,88,41,0.7293846275077049,29,17,0,0.9945138888888888,0.9869444444444445,-0.007569444444444295
ieee9,101,89,41,0.8073189796150776,21,17,0,1.0089583333333334,0.9968749999999998,-0.012083333333333557
ieee9,101,90,41,0.9005332321048686,39,17,0,0.9776388888888888,0.9727777777777779,-0.004861111111110983
ieee9,101,91,41,0.6971757326578852,1,17,0,0.9831944444444445,0.9776388888888888,-0.005555555555555647
ieee9,101,92,41,1.0597825324822312,0,17,0,0.96,0.96,0.0
ieee9,101,93,41,0.9402596117154198,9,17,0,0.9677777777777777,0.96875,0.0009722222222222632
ieee9,101,94,41,1.3203312187609915,0,17,0,0.96,0.96,0.0
ieee9,101,95,41,0.8068320128560089,48,17,0,0.9954166666666667,1.0018055555555556,0.006388888888888888
ieee9,101,96,41,0.9780420238828473,0,17,0,0.9635416666666666,0.9628472222222221,-0.000694444444444553
ieee9,101,97,41,0.8787299328773819,36,17,0,0.9810416666666667,0.9812500000000001,0.0002083333333333659
ieee9,101,98,41,0.8572847060632979,30,17,0,0.9819444444444444,0.9827083333333332,0.0007638888888887863
ieee9,101,99,41,0.5681559794637916,0,17,0,0.961875,0.96,-0.001875000000000071
ieee9,101,0,42,0.829061733840289,48,12,0,0.9823611111111111,0.9665277777777778,-0.015833333333333366
ieee9,101,1,42,1.375530870380059,30,12,0,0.9969444444444444,0.9886111111111111,-0.008333333333333304
ieee9,101,2,42,0.778806614545798,48,12,0,0.9799305555555554,0.978125,-0.0018055555555553937
ieee9,101,3,42,1.3195400903367125,48,12,0,0.9905555555555555,0.9929166666666668,0.002361111111111258
ieee9,101,4,42,0.9268228165653454,22,12,0,0.9638888888888889,0.9698611111111112,0.005972222222222268
ieee9,101,5,42,0.9164296908170045,12,12,1,0.9660416666666668,0.9660416666666668,0.0
ieee9,101,6,42,0.7528942471008921,21,12,0,0.9670138888888888,0.9730555555555555,0.006041666666666612
ieee9,101,7,42,1.0192740810131813,1,12,0,0.96,0.96,0.0
ieee9,101,8,42,1.4490924588150678,39,12,0,0.9765277777777778,0.9801388888888889,0.0036111111111111205
ieee9,101,9,42,1.0511229373582924,1,12,0,0.96,0.96,0.0
ieee9,101,10,42,0.640948914203055,2,12,0,0.9621527777777779,0.9615972222222222,-0.0005555555555556424
ieee9,101,11,42,1.1642325338217498,53,12,0,0.965,0.965,0.0
ieee9,101,12,42,1.4310791230503417,29,12,0,0.982986111111111,0.9793055555555554,-0.003680555555555576
ieee9,101,13,42,1.365780990234618,27,12,0,0.9752777777777778,0.9894444444444445,0.01416666666666666
ieee9,101,14,42,0.8934560747081067,48,12,0,0.9685416666666665,0.9734027777777777,0.004861111111111205
ieee9,101,15,42,1.1016332166026346,4,12,0,0.96,0.96,0.0
ieee9,101,16,42,0.7755559723014525,27,12,0,0.9702083333333333,0.9825694444444445,0.012361111111111156
ieee9,101,17,42,1.0108426174023228,0,12,0,0.96125,0.9653472222222222,0.0040972222222221966
ieee9,101,18,42,1.5484108362569924,39,12,0,0.9775,0.9854166666666666,0.007916666666666572
ieee9,101,19,42,0.6439832180739413,38,12,0,0.9625,0.9667361111111111,0.004236111111111107
ieee9,101,20,42,1.5725385269955077,35,12,0,0.9720833333333333,0.9754166666666667,0.0033333333333334103
ieee9,101,21,42,1.4186164263486094,46,12,0,0.9704166666666666,0.9772222222222222,0.00680555555555562
ieee9,101,22,42,0.7929090853572179,39,12,0,0.9699305555555556,0.9784722222222223,0.00854166666666667
ieee9,101,23,42,1.152892522032646,8,12,0,0.9700000000000001,0.9700000000000001,0.0
ieee9,101,24,42,0.8700537844466816,30,12,0,0.9631250000000001,0.9722916666666667,0.009166666666666545
ieee9,101,25,42,1.5351196733124535,10,12,0,0.9770833333333333,0.9797222222222223,0.0026388888888889683
ieee9,101,26,42,0.8747376206707531,47,12,0,0.970486111111111,0.9824305555555556,0.011944444444444535
ieee9,101,27,42,1.5044189135185289,52,12,0,0.9847222222222222,0.9815277777777777,-0.0031944444444444997
ieee9,101,28,42,0.9881108442740273,2,12,0,0.9605555555555556,0.965,0.004444444444444362
ieee9,101,29,42,0.8679345810198867,12,12,1,0.9652777777777777,0.9652777777777777,0.0
ieee9,101,30,42,0.6726999748058655,21,12,0,0.9631249999999999,0.9651388888888889,0.0020138888888889817
ieee9,101,31,42,0.9691274811543029,12,12,1,0.9609722222222222,0.9609722222222222,0.0
ieee9,101,32,42,1.4838388283756156,41,12,0,0.9770833333333333,0.977361111111111,0.0002777777777777102
ieee9,101,33,42,0.9647878742313521,48,12,0,0.960625,0.9628472222222223,0.0022222222222223476
ieee9,101,34,42,0.6646282711184959,47,12,0,0.9614583333333332,0.9619444444444444,0.0004861111111111871
ieee9,101,35,42,1.2743821374145503,46,12,0,0.982986111111111,0.9823611111111111,-0.0006249999999998757
ieee9,101,36,42,1.463017484959502,46,12,0,0.9747222222222222,0.9747222222222223,1.1102230246251565e-16
ieee9,101,37,42,1.349885706741181,35,12,0,0.995,0.9916666666666667,-0.0033333333333332993
ieee9,101,38,42,1.0038211175524512,2,12,0,0.96,0.9660416666666666,0.006041666666666612
ieee9,101,39,42,1.2142357825560268,25,12,0,0.9808333333333333,0.975,-0.005833333333333357
ieee9,101,40,42,0.9403693172255018,3,12,0,0.9720833333333333,0.9603472222222221,-0.01173611111111117
ieee9,101,41,42,1.1556179911045723,12,12,1,0.98,0.98,0.0
ieee9,101,42,42,1.4759917666520452,12,12,1,0.9797222222222223,0.9797222222222223,0.0
ieee9,101,43,42,0.7002542702271617,4,12,0,0.9684027777777778,0.964375,-0.004027777777777852
ieee9,101,44,42,1.4566026771862868,17,12,0,0.9693055555555555,0.9838888888888889,0.014583333333333393
ieee9,101,45,42,1.673278944087067,27,12,0,0.9629166666666666,0.9648611111111111,0.0019444444444444153
ieee9,101,46,42,0.7734533142050182,48,12,0,0.9784027777777777,0.973125,-0.005277777777777715
ieee9,101,47,42,1.3344599347979658,21,12,0,0.9915277777777778,0.9736111111111111,-0.017916666666666692
ieee9,101,48,42,0.7949725304981694,12,12,1,0.9709722222222222,0.9709722222222222,0.0
ieee9,101,49,42,1.4422355791460573,49,12,0,0.9767361111111109,0.9811111111111112,0.00437500000000024
ieee9,101,50,42,0.717597538679405,17,12,0,0.9676388888888888,0.9637500000000001,-0.0038888888888887196
ieee9,101,51,42,1.4319399560161783,19,12,0,0.9793055555555554,0.9790277777777777,-0.0002777777777777102
ieee9,101,52,42,0.9388572476299295,39,12,0,0.9606944444444444,0.9661805555555555,0.0054861111111110805
ieee9,101,53,42,0.8321765469184241,47,12,0,0.9708333333333333,0.9741666666666667,0.0033333333333334103
ieee9,101,54,42,0.727343407656766,39,12,0,0.9704861111111112,0.9733333333333333,0.002847222222222112
ieee9,101,55,42,0.9579134472192947,21,12,0,0.9724305555555556,0.9652777777777777,-0.007152777777777897
ieee9,101,56,42,1.5247985801321549,44,12,0,0.9723611111111111,0.9884722222222222,0.016111111111111076
ieee9,101,57,42,1.0486440151614833,1,12,0,0.96,0.96,0.0
ieee9,101,58,42,0.7430559810766395,12,12,1,0.9790277777777777,0.9790277777777777,0.0
ieee9,101,59,42,1.3874764985307992,9,12,0,0.9805555555555556,0.9752777777777778,-0.005277777777777826
ieee9,101,60,42,1.3628653292791992,12,12,1,0.9772222222222222,0.9772222222222222,0.0
ieee9,101,61,42,1.3392386429951082,45,12,0,0.9836805555555554,0.9794444444444445,-0.004236111111110996
ieee9,101,62,42,0.934326484669966,12,12,1,0.9608333333333333,0.9608333333333333,0.0
ieee9,101,63,42,1.1750366436836976,21,12,0,0.9700000000000001,0.9700000000000001,0.0
ieee9,101,64,42,0.9794489833740325,18,12,0,0.9659027777777777,0.9647916666666667,-0.0011111111111109517
ieee9,101,65,42,1.0728554934086219,3,12,0,0.9600694444444443,0.9607638888888888,0.000694444444444442
ieee9,101,66,42,1.5221360589568542,0,12,0,0.9776388888888888,0.9727777777777779,-0.004861111111110983
ieee9,101,67,42,0.6951664377045819,11,12,0,0.9638888888888889,0.960486111111111,-0.0034027777777778656
ieee9,101,68,42,1.4798790256691432,36,12,0,0.9734722222222221,0.9943055555555556,0.02083333333333348
ieee9,101,69,42,1.6883085305207626,47,12,0,0.9666666666666667,0.9693055555555556,0.0026388888888889683
ieee9,101,70,42,0.7826256682024347,30,12,0,0.9631249999999999,0.9690972222222222,0.005972222222222268
ieee9,101,71,42,1.1160541829749955,3,12,0,0.9700000000000001,0.96,-0.01000000000000012
ieee9,101,72,42,0.7348897587361131,30,12,0,0.9697222222222223,0.9732638888888889,0.003541666666666665
ieee9,101,73,42,1.4202753919978413,21,12,0,0.97125,0.976111111111111,0.004861111111111094
ieee9,101,74,42,0.9461151115213172,40,12,0,0.9629166666666666,0.9673611111111112,0.004444444444444584
ieee9,101,75,42,1.3387647943902548,17,12,0,0.9919444444444444,0.9822222222222221,-0.009722222222222299
ieee9,101,76,42,0.9179768445111424,27,12,0,0.965,0.9626388888888888,-0.002361111111111147
ieee9,101,77,42,0.9441206227626142,39,12,0,0.9701388888888888,0.9658333333333333,-0.0043055555555554514
ieee9,101,78,42,0.8145091019235633,45,12,0,0.9699305555555555,0.9812500000000001,0.011319444444444549
ieee9,101,79,42,1.04445546276535,0,12,0,0.9604166666666666,0.9629166666666666,0.0025000000000000577
ieee9,101,80,42,1.512423959803379,44,12,0,0.9840277777777778,0.9809722222222222,-0.003055555555555589
ieee9,101,81,42,1.2537332356804036,44,12,0,0.985,0.9899999999999999,0.004999999999999893
ieee9,101,82,42,0.5638344105359209,0,12,0,0.96,0.96,0.0
ieee9,101,83,42,1.1302237947827438,27,12,0,0.9664583333333333,0.96,-0.006458333333333344
ieee9,101,84,42,1.3304599063245128,12,12,1,0.9743055555555555,0.9743055555555555,0.0
ieee9,101,85,42,1.3685799002862926,9,12,0,0.977013888888889,0.9734722222222222,-0.003541666666666776
ieee9,101,86,42,0.8960050954754452,30,12,0,0.9695833333333334,0.9604166666666666,-0.009166666666666767
ieee9,101,87,42,1.2242484968674407,35,12,0,0.985,0.985,0.0
ieee9,101,88,42,0.7224676595227469,12,12,1,0.9688888888888889,0.9688888888888889,0.0
ieee9,101,89,42,0.9967735860857967,2,12,0,0.96,0.96,0.0
