theta_test_id,rollout_id,sequence,y_obs,u_ctrl,u_req_true,excess_control,u_ctrl_prior,changed_from_prior,reduced_from_prior,increased_from_prior,safe_total,max_rocof,frequency_nadir,rocof_safe,nadir_safe,posterior_ess,max_posterior_weight,posterior_mean_U,posterior_std_U,posterior_mean_U_error,runtime_s,exact_tie_count,near_tie_count,action_index_tie_break_count,median_co_tied_action_count,mean_score_gap,mean_decision_runtime_s,rule_terminal_rule_hash,rule_quantile_level,rule_additive_margin,rule_alpha,rule_snap_up,rule_control_grid_hash,rule_source,rule_rule,method
0,0,"[8, 19, 28, 18]","[3.0444517782750347, 4.024636934598783, 3.47369771647741, 3.3085730672144678]",1.0,0.1,0.9,1.0,False,False,False,True,4.7444373912934275,-0.011502217313638992,True,True,1.025182450272642,0.9875741165324591,0.4469842986959004,0.027040995492868113,0.3469842986959004,0.06953586894087493,0,0,0,nan,nan,0.001534028211608529,c2e2af33cb68a5ea,0.95,0.55,0.05,True,3697ea3799e74809,/home/grads/g/g.lin/Documents/dad_mocu_kuramoto_v4/experiments/dad_cross_system_improvement/ieee5_T4/selected_policy_robust_rule.json,snap_up(Q_{1-alpha}(U|w) + margin),dad
1,1,"[8, 19, 28, 18]","[4.492593243367072, 6.943264705344106, 4.877236266800049, 4.639449153006762]",0.8,0.1,0.7000000000000001,1.0,True,True,False,True,10.4881090220033,-0.06126389054985644,True,True,1.0,1.0,0.25,5.942359222262269e-23,0.15,0.0688941350672394,0,0,0,nan,nan,0.0015231335419230163,c2e2af33cb68a5ea,0.95,0.55,0.05,True,3697ea3799e74809,/home/grads/g/g.lin/Documents/dad_mocu_kuramoto_v4/experiments/dad_cross_system_improvement/ieee5_T4/selected_policy_robust_rule.json,snap_up(Q_{1-alpha}(U|w) + margin),dad
2,2,"[8, 19, 28, 18]","[3.68186064583233, 4.319257387041805, 4.0048646996731705, 3.620799150741844]",0.9,0.3,0.6000000000000001,1.0,True,True,False,True,4.848379284386246,-0.04908653844885331,True,True,1.0000969008533933,0.9999515519205198,0.29999757759602597,0.00034801484258526887,-2.4224039740228243e-06,0.07886500097811222,0,0,0,nan,nan,0.000589647504966706,c2e2af33cb68a5ea,0.95,0.55,0.05,True,3697ea3799e74809,/home/grads/g/g.lin/Documents/dad_mocu_kuramoto_v4/experiments/dad_cross_system_improvement/ieee5_T4/selected_policy_robust_rule.json,snap_up(Q_{1-alpha}(U|w) + margin),dad
3,3,"[8, 19, 28, 18]","[6.648492929681617, 4.6352519725211705, 7.300776250920116, 6.846713000076343]",0.9,0.5,0.4,1.0,True,True,False,True,8.584969301667055,-0.07595121380361972,True,True,1.0,1.0,0.35,1.5987990900269583e-48,-0.15000000000000002,0.07130706892348826,0,0,0,nan,nan,0.001657780958339572,c2e2af33cb68a5ea,0.95,0.55,0.05,True,3697ea3799e74809,/home/grads/g/g.lin/Documents/dad_mocu_kuramoto_v4/experiments/dad_cross_system_improvement/ieee5_T4/selected_policy_robust_rule.json,snap_up(Q_{1-alpha}(U|w) + margin),dad
4,4,"[8, 19, 28, 18]","[3.05821726977755, 2.136104048902909, 3.269250966557022, 3.0458332250308797]",1.0,0.4,0.6,1.0,False,False,False,True,2.9696220675062928,-0.025230983616995065,True,True,1.961303063806157,0.6175064803492621,0.19904914082237535,0.19097529094741555,-0.20095085917762467,0.07241883501410484,0,0,0,nan,nan,0.0017166307661682367,c2e2af33cb68a5ea,0.95,0.55,0.05,True,3697ea3799e74809,/home/grads/g/g.lin/Documents/dad_mocu_kuramoto_v4/experiments/dad_cross_system_improvement/ieee5_T4/selected_policy_robust_rule.json,snap_up(Q_{1-alpha}(U|w) + margin),dad
5,5,"[8, 19, 28, 18]","[6.325951058221176, 2.3699831435422234, 7.027620435170806, 6.661827294018049]",0.6,0.25,0.35,1.0,True,True,False,True,9.50739012527667,-0.14592898207337443,True,True,1.0,1.0,0.05,5.528923238185966e-14,-0.2,0.0681917171459645,0,0,0,nan,nan,0.0015117439324967563,c2e2af33cb68a5ea,0.95,0.55,0.05,True,3697ea3799e74809,/home/grads/g/g.lin/Documents/dad_mocu_kuramoto_v4/experiments/dad_cross_system_improvement/ieee5_T4/selected_policy_robust_rule.json,snap_up(Q_{1-alpha}(U|w) + margin),dad
6,6,"[8, 19, 28, 18]","[3.338508787631817, 2.9982197575155305, 3.674678446210452, 3.47313175907201]",1.0,0.6,0.4,1.0,False,False,False,True,3.5821298688752155,-0.03333248743694302,True,True,1.37794193592073,0.8359481249447765,0.39179738765240246,0.018518361811020522,-0.20820261234759752,0.07271393109112978,0,0,0,nan,nan,0.002417210314888507,c2e2af33cb68a5ea,0.95,0.55,0.05,True,3697ea3799e74809,/home/grads/g/g.lin/Documents/dad_mocu_kuramoto_v4/experiments/dad_cross_system_improvement/ieee5_T4/selected_policy_robust_rule.json,snap_up(Q_{1-alpha}(U|w) + margin),dad
7,7,"[8, 19, 28, 18]","[4.745125396667033, 6.422645921276461, 5.11658853755081, 4.866712463706587]",1.0,0.6,0.4,1.0,False,False,False,True,9.123288688766664,-0.037471248633068444,True,True,1.0,1.0,0.45,1.5238457616066755e-25,-0.14999999999999997,0.06966647901572287,0,0,0,nan,nan,0.000709068204741925,c2e2af33cb68a5ea,0.95,0.55,0.05,True,3697ea3799e74809,/home/grads/g/g.lin/Documents/dad_mocu_kuramoto_v4/experiments/dad_cross_system_improvement/ieee5_T4/selected_policy_robust_rule.json,snap_up(Q_{1-alpha}(U|w) + margin),dad
8,8,"[8, 19, 28, 18]","[6.118841579594963, 2.4943274380462412, 6.585391865074317, 6.2312684599407895]",0.6,0.1,0.5,1.0,True,True,False,True,7.546941317766077,-0.12253256195015293,True,True,1.0,1.0,0.05,7.538642755244498e-27,-0.05,0.07288306509144604,0,0,0,nan,nan,0.002160912612453103,c2e2af33cb68a5ea,0.95,0.55,0.05,True,3697ea3799e74809,/home/grads/g/g.lin/Documents/dad_mocu_kuramoto_v4/experiments/dad_cross_system_improvement/ieee5_T4/selected_policy_robust_rule.json,snap_up(Q_{1-alpha}(U|w) + margin),dad
9,9,"[8, 19, 28, 18]","[7.078747686804653, 2.5778509880393496, 7.829274228763351, 7.313674417402585]",0.7,0.35,0.35,1.0,True,True,False,True,9.934056000092648,-0.12432088683406356,True,True,1.0067972260955584,0.9966128597962813,0.15033871402037183,0.005810049470494106,-0.19966128597962815,0.07014231313951313,0,0,0,nan,nan,0.0007145951967686415,c2e2af33cb68a5ea,0.95,0.55,0.05,True,3697ea3799e74809,/home/grads/g/g.lin/Documents/dad_mocu_kuramoto_v4/experiments/dad_cross_system_improvement/ieee5_T4/selected_policy_robust_rule.json,snap_up(Q_{1-alpha}(U|w) + margin),dad
