epoch,policy_entropy,entropy_coef,kl_coef
0,1.3726996343869429,0.02,0.05
1,1.5731045718376453,0.019310344827586208,0.04666666666666667
2,1.5049476256737342,0.018620689655172412,0.043333333333333335
3,1.459447762140861,0.01793103448275862,0.04000000000000001
4,1.5138553025630803,0.017241379310344827,0.036666666666666674
5,1.60549379999821,0.016551724137931035,0.03333333333333334
6,1.7980699252623777,0.015862068965517243,0.03
7,1.6613234591025572,0.015172413793103448,0.02666666666666667
8,1.6305668892768712,0.014482758620689656,0.023333333333333334
9,1.8281526428002577,0.013793103448275864,0.020000000000000004
10,2.1459778409737806,0.01310344827586207,0.01666666666666667
11,2.079464621268786,0.012413793103448277,0.013333333333333336
12,2.3551340148999143,0.011724137931034485,0.009999999999999998
13,2.8261065918665667,0.01103448275862069,0.006666666666666665
14,3.2423446338910322,0.010344827586206895,0.0033333333333333327
15,3.5403625712944913,0.009655172413793102,0.0
16,3.65146957223232,0.00896551724137931,0.0
17,3.7286058274599223,0.00827586206896552,0.0
18,3.7708361790730405,0.007586206896551724,0.0
19,3.786923050880432,0.006896551724137932,0.0
20,3.81672475200433,0.006206896551724137,0.0
21,3.830383172402015,0.005517241379310345,0.0
22,3.839587227656291,0.004827586206896553,0.0
23,3.846485192959125,0.004137931034482758,0.0
24,3.838647526044112,0.003448275862068966,0.0
25,3.834559651521536,0.0027586206896551735,0.0
26,3.8371695234225345,0.002068965517241379,0.0
27,3.846575324351971,0.0013793103448275868,0.0
28,3.8354682349241696,0.0006896551724137923,0.0
29,3.7926899125942817,0.0,0.0
