epoch,grad_norm
0,0.03849764741384066
1,0.038626353471324995
2,0.06884519737930252
3,0.024811775280305974
4,0.07084773258807567
5,0.05765784073334474
6,0.15489253502052563
7,0.055260975200396314
8,0.0699954008540282
9,0.08719758374186662
10,0.17544679157435894
11,0.09874991055291432
12,0.13140140258922026
13,0.1375351887769424
14,0.11896532544722924
15,0.09107097682471459
16,0.12916943631493127
17,0.05664099616786608
18,0.1274419309428105
19,0.08134947158396244
20,0.0695112941500086
21,0.05510328244417906
22,0.0479215568719575
23,0.050561631814791605
24,0.07901187198093304
25,0.04572409987807847
26,0.05462876615974192
27,0.07449791293877822
28,0.0853419596902453
29,0.0723263704432891
