system,history_id,history_step,previous_actions,previous_observations,candidate_bus,candidate_amplitude,expected_continuous_objective,expected_snapped_objective,is_joint_optimal,is_bus_optimal,is_amplitude_optimal_given_bus,bus_objective_gap,history_source
ieee5,-1,0,,,2,0.3,1.01796875,0.9578125,0,0,1,0.12187499999999996,prior_h0
ieee5,-1,0,,,3,0.3,0.9671875,0.9546875,0,0,1,0.07109374999999984,prior_h0
ieee5,-1,0,,,4,0.3,1.03671875,0.9828125,0,0,1,0.14062499999999978,prior_h0
ieee5,0,1,0,2.03798353,1,0.05,0.76484375,0.834375,0,0,1,0.06328124999999996,objective_adaptive_value/first_history_results.csv
ieee5,0,1,0,2.03798353,2,0.05,0.7140625,0.7765625,0,0,0,0.006249999999999867,objective_adaptive_value/first_history_results.csv
ieee5,0,1,0,2.03798353,3,0.05,0.7171875,0.7859375000000001,0,0,1,0.015624999999999889,objective_adaptive_value/first_history_results.csv
ieee5,0,1,0,2.03798353,4,0.05,0.7046875000000001,0.7734375,0,1,0,0.0,objective_adaptive_value/first_history_results.csv
ieee5,0,1,0,2.03798353,0,0.075,0.8109375000000001,0.84375,0,0,0,0.09609374999999998,objective_adaptive_value/first_history_results.csv
ieee5,0,1,0,2.03798353,1,0.075,0.76484375,0.834375,0,0,0,0.06328124999999996,objective_adaptive_value/first_history_results.csv
ieee5,0,1,0,2.03798353,2,0.075,0.7140625,0.7765625,0,0,0,0.006249999999999867,objective_adaptive_value/first_history_results.csv
ieee5,0,1,0,2.03798353,3,0.075,0.7171875,0.7859375000000001,0,0,0,0.015624999999999889,objective_adaptive_value/first_history_results.csv
ieee5,0,1,0,2.03798353,4,0.075,0.7031250000000001,0.771875,0,1,0,0.0,objective_adaptive_value/first_history_results.csv
ieee5,0,1,0,2.03798353,0,0.1,0.8109375000000001,0.84375,0,0,0,0.09609374999999998,objective_adaptive_value/first_history_results.csv
ieee5,0,1,0,2.03798353,1,0.1,0.76484375,0.834375,0,0,0,0.06328124999999996,objective_adaptive_value/first_history_results.csv
ieee5,0,1,0,2.03798353,2,0.1,0.7078125,0.7718750000000001,0,0,1,0.006249999999999867,objective_adaptive_value/first_history_results.csv
ieee5,0,1,0,2.03798353,3,0.1,0.7171875,0.7859375000000001,0,0,0,0.015624999999999889,objective_adaptive_value/first_history_results.csv
ieee5,0,1,0,2.03798353,4,0.1,0.7031250000000001,0.771875,0,1,0,0.0,objective_adaptive_value/first_history_results.csv
ieee5,0,1,0,2.03798353,0,0.15,0.8078125,0.8406250000000002,0,0,0,0.09609374999999998,objective_adaptive_value/first_history_results.csv
ieee5,0,1,0,2.03798353,1,0.15,0.76484375,0.834375,0,0,0,0.06328124999999996,objective_adaptive_value/first_history_results.csv
ieee5,0,1,0,2.03798353,2,0.15,0.7078125,0.7718750000000001,0,0,0,0.006249999999999867,objective_adaptive_value/first_history_results.csv
ieee5,0,1,0,2.03798353,3,0.15,0.7171875,0.7859375000000001,0,0,0,0.015624999999999889,objective_adaptive_value/first_history_results.csv
ieee5,0,1,0,2.03798353,4,0.15,0.7031250000000001,0.771875,0,1,0,0.0,objective_adaptive_value/first_history_results.csv
ieee5,0,1,0,2.03798353,0,0.2,0.8023437500000001,0.8359375000000001,0,0,0,0.09609374999999998,objective_adaptive_value/first_history_results.csv
ieee5,0,1,0,2.03798353,1,0.2,0.7656250000000001,0.8359375,0,0,0,0.06328124999999996,objective_adaptive_value/first_history_results.csv
ieee5,0,1,0,2.03798353,2,0.2,0.7140625,0.7765625,0,0,0,0.006249999999999867,objective_adaptive_value/first_history_results.csv
ieee5,0,1,0,2.03798353,3,0.2,0.7171875,0.7859375000000001,0,0,0,0.015624999999999889,objective_adaptive_value/first_history_results.csv
ieee5,0,1,0,2.03798353,4,0.2,0.7031250000000001,0.771875,0,1,0,0.0,objective_adaptive_value/first_history_results.csv
ieee5,0,1,0,2.03798353,0,0.3,0.7976562500000001,0.8328125000000001,0,0,1,0.09609374999999998,objective_adaptive_value/first_history_results.csv
ieee5,0,1,0,2.03798353,1,0.3,0.76484375,0.8359375,0,0,0,0.06328124999999996,objective_adaptive_value/first_history_results.csv
ieee5,0,1,0,2.03798353,2,0.3,0.7140625,0.7765625,0,0,0,0.006249999999999867,objective_adaptive_value/first_history_results.csv
ieee5,0,1,0,2.03798353,3,0.3,0.7171875,0.7859375000000001,0,0,0,0.015624999999999889,objective_adaptive_value/first_history_results.csv
ieee5,0,1,0,2.03798353,4,0.3,0.7015625000000001,0.7703125,1,1,1,0.0,objective_adaptive_value/first_history_results.csv
ieee5,1,1,0,1.20958263,1,0.05,0.8367187500000001,0.878125,1,1,1,0.0,objective_adaptive_value/first_history_results.csv
ieee5,1,1,0,1.20958263,2,0.05,0.8992187500000001,0.9046875,0,0,0,0.05859375,objective_adaptive_value/first_history_results.csv
ieee5,1,1,0,1.20958263,3,0.05,0.88984375,0.9015625,0,0,0,0.05078125,objective_adaptive_value/first_history_results.csv
ieee5,1,1,0,1.20958263,4,0.05,0.875,0.8890625000000001,0,0,0,0.03593750000000007,objective_adaptive_value/first_history_results.csv
ieee5,1,1,0,1.20958263,0,0.075,0.9148437500000001,0.9171875,0,0,0,0.07734375000000004,objective_adaptive_value/first_history_results.csv
ieee5,1,1,0,1.20958263,1,0.075,0.8367187500000001,0.878125,0,1,0,0.0,objective_adaptive_value/first_history_results.csv
ieee5,1,1,0,1.20958263,2,0.075,0.8984375,0.9046875,0,0,0,0.05859375,objective_adaptive_value/first_history_results.csv
ieee5,1,1,0,1.20958263,3,0.075,0.88984375,0.9015625,0,0,0,0.05078125,objective_adaptive_value/first_history_results.csv
ieee5,1,1,0,1.20958263,4,0.075,0.87421875,0.8875000000000001,0,0,0,0.03593750000000007,objective_adaptive_value/first_history_results.csv
ieee5,1,1,0,1.20958263,0,0.1,0.9140625000000001,0.9156250000000001,0,0,1,0.07734375000000004,objective_adaptive_value/first_history_results.csv
ieee5,1,1,0,1.20958263,1,0.1,0.8390625,0.878125,0,1,0,0.0,objective_adaptive_value/first_history_results.csv
ieee5,1,1,0,1.20958263,2,0.1,0.8968750000000001,0.9015625,0,0,0,0.05859375,objective_adaptive_value/first_history_results.csv
ieee5,1,1,0,1.20958263,3,0.1,0.88984375,0.9015625,0,0,0,0.05078125,objective_adaptive_value/first_history_results.csv
ieee5,1,1,0,1.20958263,4,0.1,0.875,0.8875000000000001,0,0,0,0.03593750000000007,objective_adaptive_value/first_history_results.csv
ieee5,1,1,0,1.20958263,0,0.15,0.9148437500000002,0.9156250000000001,0,0,0,0.07734375000000004,objective_adaptive_value/first_history_results.csv
ieee5,1,1,0,1.20958263,1,0.15,0.8390625,0.878125,0,1,0,0.0,objective_adaptive_value/first_history_results.csv
ieee5,1,1,0,1.20958263,2,0.15,0.89609375,0.8999999999999999,0,0,0,0.05859375,objective_adaptive_value/first_history_results.csv
ieee5,1,1,0,1.20958263,3,0.15,0.8875000000000001,0.9015625,0,0,1,0.05078125,objective_adaptive_value/first_history_results.csv
ieee5,1,1,0,1.20958263,4,0.15,0.8734375000000001,0.8859375,0,0,0,0.03593750000000007,objective_adaptive_value/first_history_results.csv
ieee5,1,1,0,1.20958263,0,0.2,0.9164062500000001,0.9171875,0,0,0,0.07734375000000004,objective_adaptive_value/first_history_results.csv
ieee5,1,1,0,1.20958263,1,0.2,0.84921875,0.8796875000000002,0,1,0,0.0,objective_adaptive_value/first_history_results.csv
ieee5,1,1,0,1.20958263,2,0.2,0.89609375,0.8999999999999999,0,0,0,0.05859375,objective_adaptive_value/first_history_results.csv
ieee5,1,1,0,1.20958263,3,0.2,0.8875000000000001,0.9015625,0,0,0,0.05078125,objective_adaptive_value/first_history_results.csv
ieee5,1,1,0,1.20958263,4,0.2,0.8734375000000001,0.8859375,0,0,0,0.03593750000000007,objective_adaptive_value/first_history_results.csv
ieee5,1,1,0,1.20958263,0,0.3,0.9171875,0.9171875,0,0,0,0.07734375000000004,objective_adaptive_value/first_history_results.csv
ieee5,1,1,0,1.20958263,1,0.3,0.8632812500000001,0.8828125000000001,0,1,0,0.0,objective_adaptive_value/first_history_results.csv
ieee5,1,1,0,1.20958263,2,0.3,0.8953125000000001,0.8999999999999999,0,0,1,0.05859375,objective_adaptive_value/first_history_results.csv
ieee5,1,1,0,1.20958263,3,0.3,0.8875000000000001,0.9015625,0,0,0,0.05078125,objective_adaptive_value/first_history_results.csv
ieee5,1,1,0,1.20958263,4,0.3,0.8726562500000001,0.8828125,0,0,1,0.03593750000000007,objective_adaptive_value/first_history_results.csv
ieee5,2,1,0,1.50464853,1,0.05,0.9085937500000001,0.9046875000000001,1,1,1,0.0,objective_adaptive_value/first_history_results.csv
ieee5,2,1,0,1.50464853,2,0.05,0.9867187500000001,0.9453125,0,0,0,0.0703125,objective_adaptive_value/first_history_results.csv
ieee5,2,1,0,1.50464853,3,0.05,0.95625,0.95625,0,0,0,0.04531249999999998,objective_adaptive_value/first_history_results.csv
ieee5,2,1,0,1.50464853,4,0.05,1.00625,0.9640625,0,0,1,0.09765625,objective_adaptive_value/first_history_results.csv
ieee5,2,1,0,1.50464853,0,0.075,1.13125,1.0,0,0,0,0.22031250000000013,objective_adaptive_value/first_history_results.csv
ieee5,2,1,0,1.50464853,1,0.075,0.9085937500000001,0.9046875000000001,0,1,0,0.0,objective_adaptive_value/first_history_results.csv
ieee5,2,1,0,1.50464853,2,0.075,0.9867187500000001,0.9453125,0,0,0,0.0703125,objective_adaptive_value/first_history_results.csv
ieee5,2,1,0,1.50464853,3,0.075,0.95625,0.95625,0,0,0,0.04531249999999998,objective_adaptive_value/first_history_results.csv
ieee5,2,1,0,1.50464853,4,0.075,1.00625,0.9640625,0,0,0,0.09765625,objective_adaptive_value/first_history_results.csv
ieee5,2,1,0,1.50464853,0,0.1,1.13125,1.0,0,0,0,0.22031250000000013,objective_adaptive_value/first_history_results.csv
ieee5,2,1,0,1.50464853,1,0.1,0.909375,0.90625,0,1,0,0.0,objective_adaptive_value/first_history_results.csv
ieee5,2,1,0,1.50464853,2,0.1,0.984375,0.9453125,0,0,0,0.0703125,objective_adaptive_value/first_history_results.csv
ieee5,2,1,0,1.50464853,3,0.1,0.95625,0.95625,0,0,0,0.04531249999999998,objective_adaptive_value/first_history_results.csv
ieee5,2,1,0,1.50464853,4,0.1,1.00625,0.9640625,0,0,0,0.09765625,objective_adaptive_value/first_history_results.csv
ieee5,2,1,0,1.50464853,0,0.15,1.13125,1.0,0,0,0,0.22031250000000013,objective_adaptive_value/first_history_results.csv
ieee5,2,1,0,1.50464853,1,0.15,0.909375,0.90625,0,1,0,0.0,objective_adaptive_value/first_history_results.csv
ieee5,2,1,0,1.50464853,2,0.15,0.984375,0.9453125,0,0,0,0.0703125,objective_adaptive_value/first_history_results.csv
ieee5,2,1,0,1.50464853,3,0.15,0.9539062500000001,0.953125,0,0,1,0.04531249999999998,objective_adaptive_value/first_history_results.csv
ieee5,2,1,0,1.50464853,4,0.15,1.00625,0.9640625,0,0,0,0.09765625,objective_adaptive_value/first_history_results.csv
ieee5,2,1,0,1.50464853,0,0.2,1.1289062500000002,1.0,0,0,1,0.22031250000000013,objective_adaptive_value/first_history_results.csv
ieee5,2,1,0,1.50464853,1,0.2,0.91328125,0.909375,0,1,0,0.0,objective_adaptive_value/first_history_results.csv
ieee5,2,1,0,1.50464853,2,0.2,0.98046875,0.9437500000000001,0,0,0,0.0703125,objective_adaptive_value/first_history_results.csv
ieee5,2,1,0,1.50464853,3,0.2,0.9539062500000001,0.953125,0,0,0,0.04531249999999998,objective_adaptive_value/first_history_results.csv
ieee5,2,1,0,1.50464853,4,0.2,1.00625,0.9640625,0,0,0,0.09765625,objective_adaptive_value/first_history_results.csv
ieee5,2,1,0,1.50464853,0,0.3,1.1289062500000002,1.0,0,0,0,0.22031250000000013,objective_adaptive_value/first_history_results.csv
ieee5,2,1,0,1.50464853,1,0.3,0.91953125,0.9125000000000001,0,1,0,0.0,objective_adaptive_value/first_history_results.csv
ieee5,2,1,0,1.50464853,2,0.3,0.9789062500000001,0.9421875000000001,0,0,1,0.0703125,objective_adaptive_value/first_history_results.csv
ieee5,2,1,0,1.50464853,3,0.3,0.9539062500000001,0.953125,0,0,0,0.04531249999999998,objective_adaptive_value/first_history_results.csv
ieee5,2,1,0,1.50464853,4,0.3,1.00625,0.9640625,0,0,0,0.09765625,objective_adaptive_value/first_history_results.csv
ieee5,3,1,0,1.71610042,1,0.05,0.88984375,0.8953125,0,1,0,0.0,objective_adaptive_value/first_history_results.csv
ieee5,3,1,0,1.71610042,2,0.05,0.9664062499999999,0.940625,0,0,0,0.07734374999999993,objective_adaptive_value/first_history_results.csv
ieee5,3,1,0,1.71610042,3,0.05,0.9296875,0.9328125,0,0,0,0.03828124999999993,objective_adaptive_value/first_history_results.csv
ieee5,3,1,0,1.71610042,4,0.05,0.9945312500000001,0.9609375,0,0,0,0.10156249999999989,objective_adaptive_value/first_history_results.csv
ieee5,3,1,0,1.71610042,0,0.075,1.1500000000000001,1.0,0,0,0,0.24687500000000007,objective_adaptive_value/first_history_results.csv
ieee5,3,1,0,1.71610042,1,0.075,0.8890625000000001,0.89375,0,1,0,0.0,objective_adaptive_value/first_history_results.csv
ieee5,3,1,0,1.71610042,2,0.075,0.9664062499999999,0.940625,0,0,0,0.07734374999999993,objective_adaptive_value/first_history_results.csv
ieee5,3,1,0,1.71610042,3,0.075,0.92890625,0.9328125,0,0,0,0.03828124999999993,objective_adaptive_value/first_history_results.csv
ieee5,3,1,0,1.71610042,4,0.075,0.9945312500000001,0.9609375,0,0,0,0.10156249999999989,objective_adaptive_value/first_history_results.csv
ieee5,3,1,0,1.71610042,0,0.1,1.1500000000000001,1.0,0,0,0,0.24687500000000007,objective_adaptive_value/first_history_results.csv
ieee5,3,1,0,1.71610042,1,0.1,0.8890625000000001,0.8953125,0,1,0,0.0,objective_adaptive_value/first_history_results.csv
ieee5,3,1,0,1.71610042,2,0.1,0.965625,0.940625,0,0,0,0.07734374999999993,objective_adaptive_value/first_history_results.csv
ieee5,3,1,0,1.71610042,3,0.1,0.925,0.9296875,0,0,1,0.03828124999999993,objective_adaptive_value/first_history_results.csv
ieee5,3,1,0,1.71610042,4,0.1,0.9945312500000001,0.9609375,0,0,0,0.10156249999999989,objective_adaptive_value/first_history_results.csv
ieee5,3,1,0,1.71610042,0,0.15,1.140625,1.0,0,0,0,0.24687500000000007,objective_adaptive_value/first_history_results.csv
ieee5,3,1,0,1.71610042,1,0.15,0.8867187500000001,0.8953125,1,1,1,0.0,objective_adaptive_value/first_history_results.csv
ieee5,3,1,0,1.71610042,2,0.15,0.96484375,0.940625,0,0,0,0.07734374999999993,objective_adaptive_value/first_history_results.csv
ieee5,3,1,0,1.71610042,3,0.15,0.925,0.9296875,0,0,0,0.03828124999999993,objective_adaptive_value/first_history_results.csv
ieee5,3,1,0,1.71610042,4,0.15,0.99140625,0.9609375,0,0,0,0.10156249999999989,objective_adaptive_value/first_history_results.csv
ieee5,3,1,0,1.71610042,0,0.2,1.1359375000000003,1.0,0,0,0,0.24687500000000007,objective_adaptive_value/first_history_results.csv
ieee5,3,1,0,1.71610042,1,0.2,0.8875000000000001,0.8984375,0,1,0,0.0,objective_adaptive_value/first_history_results.csv
ieee5,3,1,0,1.71610042,2,0.2,0.9640625,0.940625,0,0,1,0.07734374999999993,objective_adaptive_value/first_history_results.csv
ieee5,3,1,0,1.71610042,3,0.2,0.925,0.9296875,0,0,0,0.03828124999999993,objective_adaptive_value/first_history_results.csv
ieee5,3,1,0,1.71610042,4,0.2,0.98828125,0.9609375,0,0,1,0.10156249999999989,objective_adaptive_value/first_history_results.csv
ieee5,3,1,0,1.71610042,0,0.3,1.1335937500000002,1.0,0,0,1,0.24687500000000007,objective_adaptive_value/first_history_results.csv
ieee5,3,1,0,1.71610042,1,0.3,0.89375,0.903125,0,1,0,0.0,objective_adaptive_value/first_history_results.csv
ieee5,3,1,0,1.71610042,2,0.3,0.9640625,0.940625,0,0,0,0.07734374999999993,objective_adaptive_value/first_history_results.csv
ieee5,3,1,0,1.71610042,3,0.3,0.925,0.9296875,0,0,0,0.03828124999999993,objective_adaptive_value/first_history_results.csv
ieee5,3,1,0,1.71610042,4,0.3,0.98828125,0.9609375,0,0,0,0.10156249999999989,objective_adaptive_value/first_history_results.csv
ieee5,4,1,0,1.65570632,1,0.05,0.89765625,0.8984375,1,1,1,0.0,objective_adaptive_value/first_history_results.csv
ieee5,4,1,0,1.65570632,2,0.05,1.0265625,0.9671875000000001,0,0,0,0.12265624999999991,objective_adaptive_value/first_history_results.csv
ieee5,4,1,0,1.65570632,3,0.05,0.9343750000000001,0.9265625,0,0,0,0.03359374999999998,objective_adaptive_value/first_history_results.csv
ieee5,4,1,0,1.65570632,4,0.05,1.0265625,0.9671875000000001,0,0,0,0.11562500000000009,objective_adaptive_value/first_history_results.csv
ieee5,4,1,0,1.65570632,0,0.075,1.1500000000000001,1.0,0,0,0,0.22656250000000022,objective_adaptive_value/first_history_results.csv
ieee5,4,1,0,1.65570632,1,0.075,0.8984375,0.8984375,0,1,0,0.0,objective_adaptive_value/first_history_results.csv
ieee5,4,1,0,1.65570632,2,0.075,1.02421875,0.9671875000000001,0,0,0,0.12265624999999991,objective_adaptive_value/first_history_results.csv
ieee5,4,1,0,1.65570632,3,0.075,0.9343750000000001,0.9265625,0,0,0,0.03359374999999998,objective_adaptive_value/first_history_results.csv
ieee5,4,1,0,1.65570632,4,0.075,1.0265625,0.9671875000000001,0,0,0,0.11562500000000009,objective_adaptive_value/first_history_results.csv
ieee5,4,1,0,1.65570632,0,0.1,1.1500000000000001,1.0,0,0,0,0.22656250000000022,objective_adaptive_value/first_history_results.csv
ieee5,4,1,0,1.65570632,1,0.1,0.8984375,0.8984375,0,1,0,0.0,objective_adaptive_value/first_history_results.csv
ieee5,4,1,0,1.65570632,2,0.1,1.02421875,0.9671875000000001,0,0,0,0.12265624999999991,objective_adaptive_value/first_history_results.csv
ieee5,4,1,0,1.65570632,3,0.1,0.9343750000000001,0.9265625,0,0,0,0.03359374999999998,objective_adaptive_value/first_history_results.csv
ieee5,4,1,0,1.65570632,4,0.1,1.0265625,0.9671875000000001,0,0,0,0.11562500000000009,objective_adaptive_value/first_history_results.csv
ieee5,4,1,0,1.65570632,0,0.15,1.1500000000000001,1.0,0,0,0,0.22656250000000022,objective_adaptive_value/first_history_results.csv
ieee5,4,1,0,1.65570632,1,0.15,0.9007812500000001,0.903125,0,1,0,0.0,objective_adaptive_value/first_history_results.csv
ieee5,4,1,0,1.65570632,2,0.15,1.02421875,0.9671875000000001,0,0,0,0.12265624999999991,objective_adaptive_value/first_history_results.csv
ieee5,4,1,0,1.65570632,3,0.15,0.9328125,0.925,0,0,0,0.03359374999999998,objective_adaptive_value/first_history_results.csv
ieee5,4,1,0,1.65570632,4,0.15,1.0203125000000002,0.9671875000000001,0,0,0,0.11562500000000009,objective_adaptive_value/first_history_results.csv
ieee5,4,1,0,1.65570632,0,0.2,1.13125,1.0,0,0,0,0.22656250000000022,objective_adaptive_value/first_history_results.csv
ieee5,4,1,0,1.65570632,1,0.2,0.9039062500000001,0.9078125,0,1,0,0.0,objective_adaptive_value/first_history_results.csv
ieee5,4,1,0,1.65570632,2,0.2,1.02421875,0.9671875000000001,0,0,0,0.12265624999999991,objective_adaptive_value/first_history_results.csv
ieee5,4,1,0,1.65570632,3,0.2,0.93125,0.9234375,0,0,1,0.03359374999999998,objective_adaptive_value/first_history_results.csv
ieee5,4,1,0,1.65570632,4,0.2,1.01875,0.9656250000000001,0,0,0,0.11562500000000009,objective_adaptive_value/first_history_results.csv
ieee5,4,1,0,1.65570632,0,0.3,1.1242187500000003,1.0,0,0,1,0.22656250000000022,objective_adaptive_value/first_history_results.csv
ieee5,4,1,0,1.65570632,1,0.3,0.91640625,0.9187500000000001,0,1,0,0.0,objective_adaptive_value/first_history_results.csv
ieee5,4,1,0,1.65570632,2,0.3,1.0203125,0.9671875000000001,0,0,1,0.12265624999999991,objective_adaptive_value/first_history_results.csv
ieee5,4,1,0,1.65570632,3,0.3,0.93125,0.9234375,0,0,0,0.03359374999999998,objective_adaptive_value/first_history_results.csv
ieee5,4,1,0,1.65570632,4,0.3,1.0132812500000001,0.9656250000000001,0,0,1,0.11562500000000009,objective_adaptive_value/first_history_results.csv
ieee5,5,1,0,1.50731169,1,0.05,0.92109375,0.9046875,1,1,1,0.0,objective_adaptive_value/first_history_results.csv
ieee5,5,1,0,1.50731169,2,0.05,1.05703125,0.9750000000000001,0,0,0,0.11953124999999987,objective_adaptive_value/first_history_results.csv
ieee5,5,1,0,1.50731169,3,0.05,0.94765625,0.934375,0,0,0,0.021874999999999978,objective_adaptive_value/first_history_results.csv
ieee5,5,1,0,1.50731169,4,0.05,1.01953125,0.9671875000000001,0,0,1,0.09843749999999996,objective_adaptive_value/first_history_results.csv
ieee5,5,1,0,1.50731169,0,0.075,1.1382812500000001,1.0,0,0,0,0.2132812500000001,objective_adaptive_value/first_history_results.csv
ieee5,5,1,0,1.50731169,1,0.075,0.92109375,0.9046875,0,1,0,0.0,objective_adaptive_value/first_history_results.csv
ieee5,5,1,0,1.50731169,2,0.075,1.05703125,0.9750000000000001,0,0,0,0.11953124999999987,objective_adaptive_value/first_history_results.csv
ieee5,5,1,0,1.50731169,3,0.075,0.94765625,0.934375,0,0,0,0.021874999999999978,objective_adaptive_value/first_history_results.csv
ieee5,5,1,0,1.50731169,4,0.075,1.01953125,0.9671875000000001,0,0,0,0.09843749999999996,objective_adaptive_value/first_history_results.csv
ieee5,5,1,0,1.50731169,0,0.1,1.1382812500000001,1.0,0,0,0,0.2132812500000001,objective_adaptive_value/first_history_results.csv
ieee5,5,1,0,1.50731169,1,0.1,0.921875,0.90625,0,1,0,0.0,objective_adaptive_value/first_history_results.csv
ieee5,5,1,0,1.50731169,2,0.1,1.05703125,0.9750000000000001,0,0,0,0.11953124999999987,objective_adaptive_value/first_history_results.csv
ieee5,5,1,0,1.50731169,3,0.1,0.94765625,0.934375,0,0,0,0.021874999999999978,objective_adaptive_value/first_history_results.csv
ieee5,5,1,0,1.50731169,4,0.1,1.01953125,0.9671875000000001,0,0,0,0.09843749999999996,objective_adaptive_value/first_history_results.csv
ieee5,5,1,0,1.50731169,0,0.15,1.1406250000000002,1.0,0,0,0,0.2132812500000001,objective_adaptive_value/first_history_results.csv
ieee5,5,1,0,1.50731169,1,0.15,0.92421875,0.9109375000000001,0,1,0,0.0,objective_adaptive_value/first_history_results.csv
ieee5,5,1,0,1.50731169,2,0.15,1.0546875,0.9750000000000001,0,0,0,0.11953124999999987,objective_adaptive_value/first_history_results.csv
ieee5,5,1,0,1.50731169,3,0.15,0.9453125,0.93125,0,0,0,0.021874999999999978,objective_adaptive_value/first_history_results.csv
ieee5,5,1,0,1.50731169,4,0.15,1.01953125,0.9671875000000001,0,0,0,0.09843749999999996,objective_adaptive_value/first_history_results.csv
ieee5,5,1,0,1.50731169,0,0.2,1.1406250000000002,1.0,0,0,0,0.2132812500000001,objective_adaptive_value/first_history_results.csv
ieee5,5,1,0,1.50731169,1,0.2,0.9281250000000001,0.9140625000000001,0,1,0,0.0,objective_adaptive_value/first_history_results.csv
ieee5,5,1,0,1.50731169,2,0.2,1.05234375,0.9750000000000001,0,0,0,0.11953124999999987,objective_adaptive_value/first_history_results.csv
ieee5,5,1,0,1.50731169,3,0.2,0.9453125,0.93125,0,0,0,0.021874999999999978,objective_adaptive_value/first_history_results.csv
ieee5,5,1,0,1.50731169,4,0.2,1.0234375,0.96875,0,0,0,0.09843749999999996,objective_adaptive_value/first_history_results.csv
ieee5,5,1,0,1.50731169,0,0.3,1.1343750000000001,0.9984375,0,0,1,0.2132812500000001,objective_adaptive_value/first_history_results.csv
ieee5,5,1,0,1.50731169,1,0.3,0.9382812500000001,0.9234375,0,1,0,0.0,objective_adaptive_value/first_history_results.csv
ieee5,5,1,0,1.50731169,2,0.3,1.040625,0.9703125,0,0,1,0.11953124999999987,objective_adaptive_value/first_history_results.csv
ieee5,5,1,0,1.50731169,3,0.3,0.94296875,0.9281250000000001,0,0,1,0.021874999999999978,objective_adaptive_value/first_history_results.csv
ieee5,5,1,0,1.50731169,4,0.3,1.0234375,0.96875,0,0,0,0.09843749999999996,objective_adaptive_value/first_history_results.csv
ieee5,6,1,0,1.33469281,1,0.05,0.8453125000000001,0.8843750000000001,1,1,1,0.0,objective_adaptive_value/first_history_results.csv
ieee5,6,1,0,1.33469281,2,0.05,0.9078125000000001,0.9109375000000001,0,0,0,0.04062499999999991,objective_adaptive_value/first_history_results.csv
ieee5,6,1,0,1.33469281,3,0.05,0.9046875000000001,0.9187500000000001,0,0,1,0.059374999999999956,objective_adaptive_value/first_history_results.csv
