system,history_i,history_j,b_star_i,b_star_j,wrong_bus_regret_cont,wrong_bus_regret_snap
ieee5,0,86,4,1,0.06328124999999996,0.06406250000000002
ieee5,0,87,4,1,0.06328124999999996,0.06406250000000002
ieee5,0,88,4,1,0.06328124999999996,0.06406250000000002
ieee5,0,89,4,1,0.06328124999999996,0.06406250000000002
ieee5,0,90,4,1,0.06328124999999996,0.06406250000000002
ieee5,0,91,4,1,0.06328124999999996,0.06406250000000002
ieee5,0,92,4,2,0.006249999999999867,0.0015625000000001332
ieee5,0,93,4,1,0.06328124999999996,0.06406250000000002
ieee5,0,94,4,1,0.06328124999999996,0.06406250000000002
ieee5,0,95,4,2,0.006249999999999867,0.0015625000000001332
ieee5,0,96,4,1,0.06328124999999996,0.06406250000000002
ieee5,0,97,4,1,0.06328124999999996,0.06406250000000002
ieee5,0,98,4,1,0.06328124999999996,0.06406250000000002
ieee5,0,99,4,1,0.06328124999999996,0.06406250000000002
ieee5,0,100,4,1,0.06328124999999996,0.06406250000000002
ieee5,0,101,4,1,0.06328124999999996,0.06406250000000002
ieee5,0,102,4,1,0.06328124999999996,0.06406250000000002
ieee5,0,103,4,1,0.06328124999999996,0.06406250000000002
ieee5,0,104,4,4,0.0,0.0
ieee5,0,105,4,1,0.06328124999999996,0.06406250000000002
ieee5,0,106,4,1,0.06328124999999996,0.06406250000000002
ieee5,0,107,4,2,0.006249999999999867,0.0015625000000001332
ieee5,0,108,4,4,0.0,0.0
ieee5,0,109,4,1,0.06328124999999996,0.06406250000000002
ieee5,0,110,4,1,0.06328124999999996,0.06406250000000002
ieee5,0,111,4,1,0.06328124999999996,0.06406250000000002
ieee5,0,112,4,1,0.06328124999999996,0.06406250000000002
ieee5,0,113,4,1,0.06328124999999996,0.06406250000000002
ieee5,0,114,4,1,0.06328124999999996,0.06406250000000002
ieee5,0,115,4,1,0.06328124999999996,0.06406250000000002
ieee5,0,116,4,4,0.0,0.0
ieee5,0,117,4,1,0.06328124999999996,0.06406250000000002
ieee5,0,118,4,4,0.0,0.0
ieee5,0,119,4,2,0.006249999999999867,0.0015625000000001332
ieee5,0,120,4,1,0.06328124999999996,0.06406250000000002
ieee5,0,121,4,1,0.06328124999999996,0.06406250000000002
ieee5,0,122,4,1,0.06328124999999996,0.06406250000000002
ieee5,0,123,4,1,0.06328124999999996,0.06406250000000002
ieee5,0,124,4,1,0.06328124999999996,0.06406250000000002
ieee5,0,125,4,1,0.06328124999999996,0.06406250000000002
ieee5,0,126,4,1,0.06328124999999996,0.06406250000000002
ieee5,0,127,4,1,0.06328124999999996,0.06406250000000002
ieee5,0,128,4,1,0.06328124999999996,0.06406250000000002
ieee5,0,129,4,1,0.06328124999999996,0.06406250000000002
ieee5,0,130,4,4,0.0,0.0
ieee5,0,131,4,3,0.015624999999999889,0.01562500000000011
ieee5,0,132,4,1,0.06328124999999996,0.06406250000000002
ieee5,0,133,4,1,0.06328124999999996,0.06406250000000002
ieee5,0,134,4,1,0.06328124999999996,0.06406250000000002
ieee5,0,135,4,1,0.06328124999999996,0.06406250000000002
ieee5,0,136,4,1,0.06328124999999996,0.06406250000000002
ieee5,0,137,4,1,0.06328124999999996,0.06406250000000002
ieee5,0,138,4,1,0.06328124999999996,0.06406250000000002
ieee5,0,139,4,1,0.06328124999999996,0.06406250000000002
ieee5,0,140,4,4,0.0,0.0
ieee5,0,141,4,1,0.06328124999999996,0.06406250000000002
ieee5,0,142,4,1,0.06328124999999996,0.06406250000000002
ieee5,0,143,4,2,0.006249999999999867,0.0015625000000001332
ieee5,0,144,4,4,0.0,0.0
ieee5,0,145,4,1,0.06328124999999996,0.06406250000000002
ieee5,0,146,4,1,0.06328124999999996,0.06406250000000002
ieee5,0,147,4,1,0.06328124999999996,0.06406250000000002
ieee5,0,148,4,1,0.06328124999999996,0.06406250000000002
ieee5,0,149,4,1,0.06328124999999996,0.06406250000000002
ieee5,0,150,4,1,0.06328124999999996,0.06406250000000002
ieee5,0,151,4,1,0.06328124999999996,0.06406250000000002
ieee5,0,152,4,2,0.006249999999999867,0.0015625000000001332
ieee5,0,153,4,1,0.06328124999999996,0.06406250000000002
ieee5,0,154,4,4,0.0,0.0
ieee5,0,155,4,4,0.0,0.0
ieee5,0,156,4,4,0.0,0.0
ieee5,0,157,4,1,0.06328124999999996,0.06406250000000002
ieee5,0,158,4,1,0.06328124999999996,0.06406250000000002
ieee5,0,159,4,1,0.06328124999999996,0.06406250000000002
ieee5,0,160,4,1,0.06328124999999996,0.06406250000000002
ieee5,0,161,4,1,0.06328124999999996,0.06406250000000002
ieee5,0,162,4,1,0.06328124999999996,0.06406250000000002
ieee5,0,163,4,1,0.06328124999999996,0.06406250000000002
ieee5,0,164,4,3,0.015624999999999889,0.01562500000000011
ieee5,0,165,4,1,0.06328124999999996,0.06406250000000002
ieee5,0,166,4,4,0.0,0.0
ieee5,0,167,4,3,0.015624999999999889,0.01562500000000011
ieee5,0,168,4,1,0.06328124999999996,0.06406250000000002
ieee5,0,169,4,1,0.06328124999999996,0.06406250000000002
ieee5,0,170,4,1,0.06328124999999996,0.06406250000000002
ieee5,0,171,4,1,0.06328124999999996,0.06406250000000002
ieee5,0,172,4,1,0.06328124999999996,0.06406250000000002
ieee5,0,173,4,1,0.06328124999999996,0.06406250000000002
ieee5,0,174,4,1,0.06328124999999996,0.06406250000000002
ieee5,0,175,4,4,0.0,0.0
ieee5,0,176,4,4,0.0,0.0
ieee5,0,177,4,1,0.06328124999999996,0.06406250000000002
ieee5,0,178,4,1,0.06328124999999996,0.06406250000000002
ieee5,0,179,4,2,0.006249999999999867,0.0015625000000001332
ieee5,0,180,4,1,0.06328124999999996,0.06406250000000002
ieee5,0,181,4,1,0.06328124999999996,0.06406250000000002
ieee5,0,182,4,1,0.06328124999999996,0.06406250000000002
ieee5,0,183,4,1,0.06328124999999996,0.06406250000000002
ieee5,0,184,4,1,0.06328124999999996,0.06406250000000002
ieee5,0,185,4,1,0.06328124999999996,0.06406250000000002
ieee5,0,186,4,1,0.06328124999999996,0.06406250000000002
ieee5,0,187,4,1,0.06328124999999996,0.06406250000000002
ieee5,0,188,4,2,0.006249999999999867,0.0015625000000001332
ieee5,0,189,4,1,0.06328124999999996,0.06406250000000002
ieee5,0,190,4,1,0.06328124999999996,0.06406250000000002
ieee5,0,191,4,2,0.006249999999999867,0.0015625000000001332
ieee5,0,192,4,1,0.06328124999999996,0.06406250000000002
ieee5,0,193,4,1,0.06328124999999996,0.06406250000000002
ieee5,0,194,4,1,0.06328124999999996,0.06406250000000002
ieee5,0,195,4,1,0.06328124999999996,0.06406250000000002
ieee5,0,196,4,1,0.06328124999999996,0.06406250000000002
ieee5,0,197,4,1,0.06328124999999996,0.06406250000000002
ieee5,0,198,4,1,0.06328124999999996,0.06406250000000002
ieee5,0,199,4,1,0.06328124999999996,0.06406250000000002
ieee5,1,0,1,4,0.03593750000000007,0.004687499999999956
ieee5,1,2,1,1,0.0,0.0
ieee5,1,3,1,1,0.0,0.0
ieee5,1,4,1,1,0.0,0.0
ieee5,1,5,1,1,0.0,0.0
ieee5,1,6,1,1,0.0,0.0
ieee5,1,7,1,1,0.0,0.0
ieee5,1,8,1,2,0.05859375,0.021874999999999867
ieee5,1,9,1,1,0.0,0.0
ieee5,1,10,1,1,0.0,0.0
ieee5,1,11,1,4,0.03593750000000007,0.004687499999999956
ieee5,1,12,1,1,0.0,0.0
ieee5,1,13,1,1,0.0,0.0
ieee5,1,14,1,1,0.0,0.0
ieee5,1,15,1,1,0.0,0.0
ieee5,1,16,1,1,0.0,0.0
ieee5,1,17,1,1,0.0,0.0
ieee5,1,18,1,1,0.0,0.0
ieee5,1,19,1,1,0.0,0.0
ieee5,1,20,1,3,0.05078125,0.0234375
ieee5,1,21,1,1,0.0,0.0
ieee5,1,22,1,4,0.03593750000000007,0.004687499999999956
ieee5,1,23,1,4,0.03593750000000007,0.004687499999999956
ieee5,1,24,1,4,0.03593750000000007,0.004687499999999956
ieee5,1,25,1,1,0.0,0.0
ieee5,1,26,1,1,0.0,0.0
ieee5,1,27,1,1,0.0,0.0
ieee5,1,28,1,1,0.0,0.0
ieee5,1,29,1,1,0.0,0.0
ieee5,1,30,1,1,0.0,0.0
ieee5,1,31,1,4,0.03593750000000007,0.004687499999999956
ieee5,1,32,1,3,0.05078125,0.0234375
ieee5,1,33,1,1,0.0,0.0
ieee5,1,34,1,4,0.03593750000000007,0.004687499999999956
ieee5,1,35,1,3,0.05078125,0.0234375
ieee5,1,36,1,4,0.03593750000000007,0.004687499999999956
ieee5,1,37,1,1,0.0,0.0
ieee5,1,38,1,1,0.0,0.0
ieee5,1,39,1,1,0.0,0.0
ieee5,1,40,1,1,0.0,0.0
ieee5,1,41,1,1,0.0,0.0
ieee5,1,42,1,1,0.0,0.0
ieee5,1,43,1,1,0.0,0.0
ieee5,1,44,1,3,0.05078125,0.0234375
ieee5,1,45,1,1,0.0,0.0
ieee5,1,46,1,2,0.05859375,0.021874999999999867
ieee5,1,47,1,2,0.05859375,0.021874999999999867
ieee5,1,48,1,1,0.0,0.0
ieee5,1,49,1,1,0.0,0.0
ieee5,1,50,1,1,0.0,0.0
ieee5,1,51,1,1,0.0,0.0
ieee5,1,52,1,1,0.0,0.0
ieee5,1,53,1,1,0.0,0.0
ieee5,1,54,1,1,0.0,0.0
ieee5,1,55,1,1,0.0,0.0
ieee5,1,56,1,4,0.03593750000000007,0.004687499999999956
ieee5,1,57,1,1,0.0,0.0
ieee5,1,58,1,2,0.05859375,0.021874999999999867
ieee5,1,59,1,2,0.05859375,0.021874999999999867
ieee5,1,60,1,4,0.03593750000000007,0.004687499999999956
ieee5,1,61,1,1,0.0,0.0
ieee5,1,62,1,1,0.0,0.0
ieee5,1,63,1,1,0.0,0.0
ieee5,1,64,1,1,0.0,0.0
ieee5,1,65,1,1,0.0,0.0
ieee5,1,66,1,1,0.0,0.0
ieee5,1,67,1,4,0.03593750000000007,0.004687499999999956
ieee5,1,68,1,2,0.05859375,0.021874999999999867
ieee5,1,69,1,1,0.0,0.0
ieee5,1,70,1,1,0.0,0.0
ieee5,1,71,1,3,0.05078125,0.0234375
ieee5,1,72,1,1,0.0,0.0
ieee5,1,73,1,1,0.0,0.0
ieee5,1,74,1,1,0.0,0.0
ieee5,1,75,1,1,0.0,0.0
ieee5,1,76,1,1,0.0,0.0
ieee5,1,77,1,1,0.0,0.0
ieee5,1,78,1,1,0.0,0.0
ieee5,1,79,1,1,0.0,0.0
ieee5,1,80,1,2,0.05859375,0.021874999999999867
ieee5,1,81,1,1,0.0,0.0
ieee5,1,82,1,3,0.05078125,0.0234375
ieee5,1,83,1,2,0.05859375,0.021874999999999867
ieee5,1,84,1,4,0.03593750000000007,0.004687499999999956
ieee5,1,85,1,1,0.0,0.0
ieee5,1,86,1,1,0.0,0.0
ieee5,1,87,1,1,0.0,0.0
ieee5,1,88,1,1,0.0,0.0
ieee5,1,89,1,1,0.0,0.0
ieee5,1,90,1,1,0.0,0.0
ieee5,1,91,1,1,0.0,0.0
ieee5,1,92,1,2,0.05859375,0.021874999999999867
ieee5,1,93,1,1,0.0,0.0
ieee5,1,94,1,1,0.0,0.0
ieee5,1,95,1,2,0.05859375,0.021874999999999867
ieee5,1,96,1,1,0.0,0.0
ieee5,1,97,1,1,0.0,0.0
ieee5,1,98,1,1,0.0,0.0
ieee5,1,99,1,1,0.0,0.0
ieee5,1,100,1,1,0.0,0.0
ieee5,1,101,1,1,0.0,0.0
ieee5,1,102,1,1,0.0,0.0
ieee5,1,103,1,1,0.0,0.0
ieee5,1,104,1,4,0.03593750000000007,0.004687499999999956
ieee5,1,105,1,1,0.0,0.0
ieee5,1,106,1,1,0.0,0.0
ieee5,1,107,1,2,0.05859375,0.021874999999999867
ieee5,1,108,1,4,0.03593750000000007,0.004687499999999956
ieee5,1,109,1,1,0.0,0.0
ieee5,1,110,1,1,0.0,0.0
ieee5,1,111,1,1,0.0,0.0
ieee5,1,112,1,1,0.0,0.0
ieee5,1,113,1,1,0.0,0.0
ieee5,1,114,1,1,0.0,0.0
ieee5,1,115,1,1,0.0,0.0
ieee5,1,116,1,4,0.03593750000000007,0.004687499999999956
ieee5,1,117,1,1,0.0,0.0
ieee5,1,118,1,4,0.03593750000000007,0.004687499999999956
ieee5,1,119,1,2,0.05859375,0.021874999999999867
ieee5,1,120,1,1,0.0,0.0
ieee5,1,121,1,1,0.0,0.0
ieee5,1,122,1,1,0.0,0.0
ieee5,1,123,1,1,0.0,0.0
ieee5,1,124,1,1,0.0,0.0
ieee5,1,125,1,1,0.0,0.0
ieee5,1,126,1,1,0.0,0.0
ieee5,1,127,1,1,0.0,0.0
ieee5,1,128,1,1,0.0,0.0
ieee5,1,129,1,1,0.0,0.0
ieee5,1,130,1,4,0.03593750000000007,0.004687499999999956
ieee5,1,131,1,3,0.05078125,0.0234375
ieee5,1,132,1,1,0.0,0.0
ieee5,1,133,1,1,0.0,0.0
ieee5,1,134,1,1,0.0,0.0
ieee5,1,135,1,1,0.0,0.0
ieee5,1,136,1,1,0.0,0.0
ieee5,1,137,1,1,0.0,0.0
ieee5,1,138,1,1,0.0,0.0
ieee5,1,139,1,1,0.0,0.0
ieee5,1,140,1,4,0.03593750000000007,0.004687499999999956
ieee5,1,141,1,1,0.0,0.0
ieee5,1,142,1,1,0.0,0.0
ieee5,1,143,1,2,0.05859375,0.021874999999999867
ieee5,1,144,1,4,0.03593750000000007,0.004687499999999956
ieee5,1,145,1,1,0.0,0.0
ieee5,1,146,1,1,0.0,0.0
ieee5,1,147,1,1,0.0,0.0
ieee5,1,148,1,1,0.0,0.0
ieee5,1,149,1,1,0.0,0.0
ieee5,1,150,1,1,0.0,0.0
ieee5,1,151,1,1,0.0,0.0
ieee5,1,152,1,2,0.05859375,0.021874999999999867
ieee5,1,153,1,1,0.0,0.0
ieee5,1,154,1,4,0.03593750000000007,0.004687499999999956
ieee5,1,155,1,4,0.03593750000000007,0.004687499999999956
ieee5,1,156,1,4,0.03593750000000007,0.004687499999999956
ieee5,1,157,1,1,0.0,0.0
ieee5,1,158,1,1,0.0,0.0
ieee5,1,159,1,1,0.0,0.0
ieee5,1,160,1,1,0.0,0.0
ieee5,1,161,1,1,0.0,0.0
ieee5,1,162,1,1,0.0,0.0
ieee5,1,163,1,1,0.0,0.0
ieee5,1,164,1,3,0.05078125,0.0234375
ieee5,1,165,1,1,0.0,0.0
ieee5,1,166,1,4,0.03593750000000007,0.004687499999999956
ieee5,1,167,1,3,0.05078125,0.0234375
ieee5,1,168,1,1,0.0,0.0
ieee5,1,169,1,1,0.0,0.0
ieee5,1,170,1,1,0.0,0.0
ieee5,1,171,1,1,0.0,0.0
ieee5,1,172,1,1,0.0,0.0
ieee5,1,173,1,1,0.0,0.0
ieee5,1,174,1,1,0.0,0.0
ieee5,1,175,1,4,0.03593750000000007,0.004687499999999956
ieee5,1,176,1,4,0.03593750000000007,0.004687499999999956
ieee5,1,177,1,1,0.0,0.0
ieee5,1,178,1,1,0.0,0.0
ieee5,1,179,1,2,0.05859375,0.021874999999999867
ieee5,1,180,1,1,0.0,0.0
ieee5,1,181,1,1,0.0,0.0
ieee5,1,182,1,1,0.0,0.0
ieee5,1,183,1,1,0.0,0.0
ieee5,1,184,1,1,0.0,0.0
ieee5,1,185,1,1,0.0,0.0
ieee5,1,186,1,1,0.0,0.0
ieee5,1,187,1,1,0.0,0.0
ieee5,1,188,1,2,0.05859375,0.021874999999999867
ieee5,1,189,1,1,0.0,0.0
ieee5,1,190,1,1,0.0,0.0
ieee5,1,191,1,2,0.05859375,0.021874999999999867
ieee5,1,192,1,1,0.0,0.0
ieee5,1,193,1,1,0.0,0.0
ieee5,1,194,1,1,0.0,0.0
ieee5,1,195,1,1,0.0,0.0
ieee5,1,196,1,1,0.0,0.0
ieee5,1,197,1,1,0.0,0.0
ieee5,1,198,1,1,0.0,0.0
ieee5,1,199,1,1,0.0,0.0
ieee5,2,0,1,4,0.09765625,0.059374999999999956
ieee5,2,1,1,1,0.0,0.0
ieee5,2,3,1,1,0.0,0.0
ieee5,2,4,1,1,0.0,0.0
ieee5,2,5,1,1,0.0,0.0
ieee5,2,6,1,1,0.0,0.0
ieee5,2,7,1,1,0.0,0.0
ieee5,2,8,1,2,0.0703125,0.03749999999999998
ieee5,2,9,1,1,0.0,0.0
ieee5,2,10,1,1,0.0,0.0
ieee5,2,11,1,4,0.09765625,0.059374999999999956
ieee5,2,12,1,1,0.0,0.0
ieee5,2,13,1,1,0.0,0.0
ieee5,2,14,1,1,0.0,0.0
ieee5,2,15,1,1,0.0,0.0
ieee5,2,16,1,1,0.0,0.0
ieee5,2,17,1,1,0.0,0.0
ieee5,2,18,1,1,0.0,0.0
ieee5,2,19,1,1,0.0,0.0
ieee5,2,20,1,3,0.04531249999999998,0.04843749999999991
ieee5,2,21,1,1,0.0,0.0
ieee5,2,22,1,4,0.09765625,0.059374999999999956
ieee5,2,23,1,4,0.09765625,0.059374999999999956
ieee5,2,24,1,4,0.09765625,0.059374999999999956
ieee5,2,25,1,1,0.0,0.0
ieee5,2,26,1,1,0.0,0.0
ieee5,2,27,1,1,0.0,0.0
ieee5,2,28,1,1,0.0,0.0
ieee5,2,29,1,1,0.0,0.0
ieee5,2,30,1,1,0.0,0.0
ieee5,2,31,1,4,0.09765625,0.059374999999999956
ieee5,2,32,1,3,0.04531249999999998,0.04843749999999991
ieee5,2,33,1,1,0.0,0.0
ieee5,2,34,1,4,0.09765625,0.059374999999999956
ieee5,2,35,1,3,0.04531249999999998,0.04843749999999991
ieee5,2,36,1,4,0.09765625,0.059374999999999956
ieee5,2,37,1,1,0.0,0.0
ieee5,2,38,1,1,0.0,0.0
ieee5,2,39,1,1,0.0,0.0
ieee5,2,40,1,1,0.0,0.0
ieee5,2,41,1,1,0.0,0.0
ieee5,2,42,1,1,0.0,0.0
ieee5,2,43,1,1,0.0,0.0
ieee5,2,44,1,3,0.04531249999999998,0.04843749999999991
ieee5,2,45,1,1,0.0,0.0
ieee5,2,46,1,2,0.0703125,0.03749999999999998
ieee5,2,47,1,2,0.0703125,0.03749999999999998
ieee5,2,48,1,1,0.0,0.0
ieee5,2,49,1,1,0.0,0.0
ieee5,2,50,1,1,0.0,0.0
ieee5,2,51,1,1,0.0,0.0
ieee5,2,52,1,1,0.0,0.0
ieee5,2,53,1,1,0.0,0.0
ieee5,2,54,1,1,0.0,0.0
ieee5,2,55,1,1,0.0,0.0
ieee5,2,56,1,4,0.09765625,0.059374999999999956
ieee5,2,57,1,1,0.0,0.0
ieee5,2,58,1,2,0.0703125,0.03749999999999998
ieee5,2,59,1,2,0.0703125,0.03749999999999998
ieee5,2,60,1,4,0.09765625,0.059374999999999956
ieee5,2,61,1,1,0.0,0.0
ieee5,2,62,1,1,0.0,0.0
ieee5,2,63,1,1,0.0,0.0
ieee5,2,64,1,1,0.0,0.0
ieee5,2,65,1,1,0.0,0.0
ieee5,2,66,1,1,0.0,0.0
ieee5,2,67,1,4,0.09765625,0.059374999999999956
ieee5,2,68,1,2,0.0703125,0.03749999999999998
ieee5,2,69,1,1,0.0,0.0
ieee5,2,70,1,1,0.0,0.0
ieee5,2,71,1,3,0.04531249999999998,0.04843749999999991
ieee5,2,72,1,1,0.0,0.0
ieee5,2,73,1,1,0.0,0.0
ieee5,2,74,1,1,0.0,0.0
ieee5,2,75,1,1,0.0,0.0
ieee5,2,76,1,1,0.0,0.0
ieee5,2,77,1,1,0.0,0.0
ieee5,2,78,1,1,0.0,0.0
ieee5,2,79,1,1,0.0,0.0
ieee5,2,80,1,2,0.0703125,0.03749999999999998
ieee5,2,81,1,1,0.0,0.0
ieee5,2,82,1,3,0.04531249999999998,0.04843749999999991
ieee5,2,83,1,2,0.0703125,0.03749999999999998
ieee5,2,84,1,4,0.09765625,0.059374999999999956
ieee5,2,85,1,1,0.0,0.0
ieee5,2,86,1,1,0.0,0.0
ieee5,2,87,1,1,0.0,0.0
ieee5,2,88,1,1,0.0,0.0
ieee5,2,89,1,1,0.0,0.0
ieee5,2,90,1,1,0.0,0.0
ieee5,2,91,1,1,0.0,0.0
ieee5,2,92,1,2,0.0703125,0.03749999999999998
ieee5,2,93,1,1,0.0,0.0
ieee5,2,94,1,1,0.0,0.0
ieee5,2,95,1,2,0.0703125,0.03749999999999998
ieee5,2,96,1,1,0.0,0.0
ieee5,2,97,1,1,0.0,0.0
ieee5,2,98,1,1,0.0,0.0
ieee5,2,99,1,1,0.0,0.0
ieee5,2,100,1,1,0.0,0.0
ieee5,2,101,1,1,0.0,0.0
ieee5,2,102,1,1,0.0,0.0
ieee5,2,103,1,1,0.0,0.0
ieee5,2,104,1,4,0.09765625,0.059374999999999956
ieee5,2,105,1,1,0.0,0.0
ieee5,2,106,1,1,0.0,0.0
ieee5,2,107,1,2,0.0703125,0.03749999999999998
ieee5,2,108,1,4,0.09765625,0.059374999999999956
ieee5,2,109,1,1,0.0,0.0
ieee5,2,110,1,1,0.0,0.0
ieee5,2,111,1,1,0.0,0.0
ieee5,2,112,1,1,0.0,0.0
ieee5,2,113,1,1,0.0,0.0
ieee5,2,114,1,1,0.0,0.0
ieee5,2,115,1,1,0.0,0.0
ieee5,2,116,1,4,0.09765625,0.059374999999999956
ieee5,2,117,1,1,0.0,0.0
ieee5,2,118,1,4,0.09765625,0.059374999999999956
ieee5,2,119,1,2,0.0703125,0.03749999999999998
ieee5,2,120,1,1,0.0,0.0
ieee5,2,121,1,1,0.0,0.0
ieee5,2,122,1,1,0.0,0.0
ieee5,2,123,1,1,0.0,0.0
ieee5,2,124,1,1,0.0,0.0
ieee5,2,125,1,1,0.0,0.0
ieee5,2,126,1,1,0.0,0.0
ieee5,2,127,1,1,0.0,0.0
ieee5,2,128,1,1,0.0,0.0
ieee5,2,129,1,1,0.0,0.0
ieee5,2,130,1,4,0.09765625,0.059374999999999956
ieee5,2,131,1,3,0.04531249999999998,0.04843749999999991
ieee5,2,132,1,1,0.0,0.0
ieee5,2,133,1,1,0.0,0.0
ieee5,2,134,1,1,0.0,0.0
ieee5,2,135,1,1,0.0,0.0
ieee5,2,136,1,1,0.0,0.0
ieee5,2,137,1,1,0.0,0.0
ieee5,2,138,1,1,0.0,0.0
ieee5,2,139,1,1,0.0,0.0
ieee5,2,140,1,4,0.09765625,0.059374999999999956
ieee5,2,141,1,1,0.0,0.0
ieee5,2,142,1,1,0.0,0.0
ieee5,2,143,1,2,0.0703125,0.03749999999999998
ieee5,2,144,1,4,0.09765625,0.059374999999999956
ieee5,2,145,1,1,0.0,0.0
ieee5,2,146,1,1,0.0,0.0
