update,mean_kl_from_pre_finetune,selected_action_changes,branch_survival_rate,unique_selected_actions,selected_actions,policy_distributions
1,0.0,0,1.0,1,22 22 22,"[[0.0, 0.0, 0.15479692816734314, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1375695765018463, 0.0, 0.0, 0.0, 0.0, 0.1708092987537384, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2812860310077667, 0.0, 0.0, 0.2555381953716278, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.15413975715637207, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.13571716845035553, 0.0, 0.0, 0.0, 0.0, 0.17249654233455658, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2808273732662201, 0.0, 0.0, 0.2568192183971405, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.1550024002790451, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.13805127143859863, 0.0, 0.0, 0.0, 0.0, 0.17250646650791168, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.28040194511413574, 0.0, 0.0, 0.25403785705566406, 0.0, 0.0, 0.0, 0.0]]"
2,0.0,0,1.0,1,22 22 22,"[[0.0, 0.0, 0.13899460434913635, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.13190026581287384, 0.0, 0.0, 0.0, 0.0, 0.20996250212192535, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2718668580055237, 0.0, 0.0, 0.24727573990821838, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.13817700743675232, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.13091234862804413, 0.0, 0.0, 0.0, 0.0, 0.21140702068805695, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.26658785343170166, 0.0, 0.0, 0.25291579961776733, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.13780684769153595, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.13335232436656952, 0.0, 0.0, 0.0, 0.0, 0.21274876594543457, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.26996469497680664, 0.0, 0.0, 0.24612733721733093, 0.0, 0.0, 0.0, 0.0]]"
3,0.0,0,1.0,1,22 22 22,"[[0.0, 0.0, 0.1663724035024643, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11528219282627106, 0.0, 0.0, 0.0, 0.0, 0.22069871425628662, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.25596103072166443, 0.0, 0.0, 0.241685688495636, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.1630854308605194, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11604633927345276, 0.0, 0.0, 0.0, 0.0, 0.22359950840473175, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.24881047010421753, 0.0, 0.0, 0.24845829606056213, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.1605449914932251, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11778274923563004, 0.0, 0.0, 0.0, 0.0, 0.22654420137405396, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2546256184577942, 0.0, 0.0, 0.2405024766921997, 0.0, 0.0, 0.0, 0.0]]"
4,0.0,0,1.0,1,25 25 25,"[[0.0, 0.0, 0.20117531716823578, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08757109940052032, 0.0, 0.0, 0.0, 0.0, 0.18221993744373322, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2582438588142395, 0.0, 0.0, 0.27078977227211, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.1954592615365982, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08940480649471283, 0.0, 0.0, 0.0, 0.0, 0.18665821850299835, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2486286759376526, 0.0, 0.0, 0.27984896302223206, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.19059909880161285, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09010155498981476, 0.0, 0.0, 0.0, 0.0, 0.19071818888187408, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2583578824996948, 0.0, 0.0, 0.27022331953048706, 0.0, 0.0, 0.0, 0.0]]"
5,0.0,0,1.0,1,25 25 25,"[[0.0, 0.0, 0.2732502222061157, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07251102477312088, 0.0, 0.0, 0.0, 0.0, 0.13553939759731293, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.23758496344089508, 0.0, 0.0, 0.2811144292354584, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.26142290234565735, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07479532808065414, 0.0, 0.0, 0.0, 0.0, 0.14023707807064056, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2276841700077057, 0.0, 0.0, 0.2958604693412781, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.2564888894557953, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0745587944984436, 0.0, 0.0, 0.0, 0.0, 0.14425159990787506, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2386108934879303, 0.0, 0.0, 0.28608983755111694, 0.0, 0.0, 0.0, 0.0]]"
6,0.0,0,1.0,1,2 2 2,"[[0.0, 0.0, 0.3777787983417511, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06559735536575317, 0.0, 0.0, 0.0, 0.0, 0.10924211144447327, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.22401782870292664, 0.0, 0.0, 0.22336386144161224, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.35921066999435425, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06764288991689682, 0.0, 0.0, 0.0, 0.0, 0.11363732814788818, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.21467623114585876, 0.0, 0.0, 0.24483288824558258, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.35670745372772217, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06725672632455826, 0.0, 0.0, 0.0, 0.0, 0.11702394485473633, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.22431890666484833, 0.0, 0.0, 0.2346930056810379, 0.0, 0.0, 0.0, 0.0]]"
7,0.0,0,1.0,1,2 2 2,"[[0.0, 0.0, 0.3895485997200012, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07378442585468292, 0.0, 0.0, 0.0, 0.0, 0.11471213400363922, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.27300217747688293, 0.0, 0.0, 0.1489526778459549, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.3721694350242615, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07574775815010071, 0.0, 0.0, 0.0, 0.0, 0.11962693929672241, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2671624422073364, 0.0, 0.0, 0.16529345512390137, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.3662530183792114, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07607528567314148, 0.0, 0.0, 0.0, 0.0, 0.12427036464214325, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.27498114109039307, 0.0, 0.0, 0.15842020511627197, 0.0, 0.0, 0.0, 0.0]]"
8,0.0,0,1.0,1,22 22 22,"[[0.0, 0.0, 0.3200262188911438, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08005032688379288, 0.0, 0.0, 0.0, 0.0, 0.12106123566627502, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3405032455921173, 0.0, 0.0, 0.13835901021957397, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.3016462028026581, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08238666504621506, 0.0, 0.0, 0.0, 0.0, 0.1278356909751892, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.33619222044944763, 0.0, 0.0, 0.15193912386894226, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.2949260473251343, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08328304439783096, 0.0, 0.0, 0.0, 0.0, 0.13441358506679535, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.33981919288635254, 0.0, 0.0, 0.14755821228027344, 0.0, 0.0, 0.0, 0.0]]"
9,0.0,0,1.0,1,22 22 22,"[[0.0, 0.0, 0.27615296840667725, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07659824937582016, 0.0, 0.0, 0.0, 0.0, 0.11217376589775085, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3884285092353821, 0.0, 0.0, 0.14664648473262787, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.25504711270332336, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07971994578838348, 0.0, 0.0, 0.0, 0.0, 0.12166118621826172, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.38161924481391907, 0.0, 0.0, 0.1619524359703064, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.24659308791160583, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08103186637163162, 0.0, 0.0, 0.0, 0.0, 0.1308985948562622, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.38208043575286865, 0.0, 0.0, 0.15939603745937347, 0.0, 0.0, 0.0, 0.0]]"
10,0.0,0,1.0,1,22 22 22,"[[0.0, 0.0, 0.26115965843200684, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06688226014375687, 0.0, 0.0, 0.0, 0.0, 0.10354859381914139, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.395560622215271, 0.0, 0.0, 0.1728488802909851, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.23854583501815796, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07087501138448715, 0.0, 0.0, 0.0, 0.0, 0.115662582218647, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.38222503662109375, 0.0, 0.0, 0.19269151985645294, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.22487875819206238, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07361733913421631, 0.0, 0.0, 0.0, 0.0, 0.1309797763824463, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3759666085243225, 0.0, 0.0, 0.1945575624704361, 0.0, 0.0, 0.0, 0.0]]"
