update,mean_train_u_ctrl,mean_train_control_cost,method,update_seconds,trajectories_sampled,policy_entropy,validation_mean_u_ctrl,validation_n_unique_sequences,validation_sequence_entropy,validation_unique_frac,validation_under_control_rate,validation_valid,validation_mean_shortfall,validation_checkpoint_score,validation_meets_unique_floor
1,0.2334375,0.2334375,RL-sBOED,1.569216251373291,64,3.3218560218811035,,,,,,,,,
2,0.22640624999999998,0.22640624999999998,RL-sBOED,1.3852930068969727,128,3.317575216293335,,,,,,,,,
3,0.23343750000000002,0.2396875,RL-sBOED,1.3712849617004395,192,3.3155949115753174,,,,,,,,,
4,0.23343750000000002,0.23343750000000002,RL-sBOED,1.3477749824523926,256,3.312838077545166,,,,,,,,,
5,0.23296874999999997,0.23296874999999997,RL-sBOED,1.3301644325256348,320,3.308917284011841,,,,,,,,,
6,0.23812499999999998,0.23812499999999998,RL-sBOED,1.3579661846160889,384,3.304506778717041,,,,,,,,,
7,0.2371875,0.2371875,RL-sBOED,1.3373463153839111,448,3.2995946407318115,,,,,,,,,
8,0.2475,0.2475,RL-sBOED,1.3748202323913574,512,3.295400381088257,,,,,,,,,
9,0.24328125,0.24328125,RL-sBOED,1.3608362674713135,576,3.2939717769622803,,,,,,,,,
10,0.22874999999999998,0.22874999999999998,RL-sBOED,1.352999210357666,640,3.292952060699463,,,,,,,,,
11,0.24,0.24,RL-sBOED,1.3605515956878662,704,3.286839008331299,,,,,,,,,
12,0.23859375,0.23859375,RL-sBOED,1.2075345516204834,768,3.286245107650757,,,,,,,,,
13,0.23203124999999997,0.23203124999999997,RL-sBOED,1.047257423400879,832,3.2856805324554443,,,,,,,,,
14,0.23109375,0.23109375,RL-sBOED,1.2293519973754883,896,3.2865796089172363,,,,,,,,,
15,0.23015624999999998,0.23015624999999998,RL-sBOED,1.230191946029663,960,3.286011219024658,,,,,,,,,
16,0.22359374999999998,0.22359374999999998,RL-sBOED,1.2406055927276611,1024,3.2842891216278076,,,,,,,,,
17,0.2315625,0.2315625,RL-sBOED,1.2249829769134521,1088,3.2780399322509766,,,,,,,,,
18,0.23390624999999998,0.23390624999999998,RL-sBOED,1.2225656509399414,1152,3.267913579940796,,,,,,,,,
19,0.22546875,0.22546875,RL-sBOED,1.2239384651184082,1216,3.261479139328003,,,,,,,,,
20,0.241875,0.241875,RL-sBOED,1.2298977375030518,1280,3.257862091064453,,,,,,,,,
