method,theta_test_id,rollout_id,u_ctrl,u_req_true,excess_control,safe_total,runtime_s,exact_tie_count,near_tie_count,average_co_tied_actions,sequence,y_obs
myopic,0,0,0.7,0.1,0.6,True,2.3672313808929175,5,28,2.6666666666666665,1 27 3,1.535541147 2.987729881 3.021165004
myopic,1,1,0.6,0.1,0.5,True,1.2780883589293808,5,11,2.6666666666666665,1 25 2,1.74445153 2.568094085 1.710668425
myopic,2,2,0.8,0.3,0.5,True,1.2766515768598765,1,6,1.3333333333333333,1 29 20,2.202648366 4.885387579 1.600953856
myopic,3,3,1.0,0.5,0.5,True,1.2529549759346992,55,56,19.333333333333332,1 0 2,3.636081802 1.873563915 1.91335363
myopic,4,4,1.0,0.4,0.6,True,1.2740692750085145,27,34,10.0,1 28 0,2.781681955 3.259933687 1.109061469
myopic,5,5,0.9,0.25,0.65,True,1.2691466338001192,11,18,4.666666666666667,1 29 0,1.977643355 2.463281802 1.339122747
myopic,6,6,1.0,0.6,0.4,True,1.2630631050560623,55,56,19.333333333333332,1 0 2,3.659373692 1.329907462 1.155368493
myopic,7,7,1.0,0.6,0.4,True,1.2638857471756637,55,56,19.333333333333332,1 0 2,3.822450193 1.309287358 1.434909929
myopic,8,8,0.9,0.1,0.8,True,1.3013562681153417,11,28,4.666666666666667,1 27 3,1.526521956 1.755773599 5.899269664
myopic,9,9,0.8,0.35,0.45000000000000007,True,1.3067955779843032,27,32,10.0,1 28 0,2.154262097 7.958400481 1.840731064
myopic,10,10,0.7,0.15,0.5499999999999999,True,1.2831972648855299,1,10,1.3333333333333333,1 28 22,1.618651288 3.755952008 2.294783999
myopic,11,11,0.7,0.1,0.6,True,1.2950946839991957,27,27,10.0,1 25 0,1.68554157 3.54559478 2.572569155
myopic,12,12,1.0,0.6,0.4,True,1.273078572936356,55,56,19.333333333333332,1 0 2,3.607172219 2.152477152 1.030502153
myopic,13,13,1.0,0.45,0.55,True,1.3124120328575373,55,55,19.333333333333332,1 0 2,3.010896493 1.935892349 1.078374932
myopic,14,14,0.9,0.3,0.6000000000000001,True,1.395480478880927,0,4,1.0,1 27 29,2.068091558 1.236026912 3.481264243
myopic,15,15,0.8,0.2,0.6000000000000001,True,1.3051745078992099,0,7,1.0,1 29 28,1.86634754 2.659140575 3.695028951
myopic,0,16,0.8,0.1,0.7000000000000001,True,1.3002746868878603,5,14,2.6666666666666665,1 25 3,1.694877288 2.101255972 3.040447419
myopic,1,17,0.7,0.1,0.6,True,1.3239573938772082,1,6,1.3333333333333333,1 3 25,1.654059197 4.350422959 2.553141637
myopic,2,18,0.8,0.3,0.5,True,1.2789817980956286,1,14,1.3333333333333333,1 28 21,2.123290089 3.902488064 1.872175647
myopic,3,19,1.0,0.5,0.5,True,1.2590836440213025,55,55,19.333333333333332,1 0 2,3.401942859 1.830635152 1.694415332
myopic,4,20,1.0,0.4,0.6,True,1.2683852999471128,27,39,10.0,1 29 0,2.732167813 2.287640085 1.11990058
myopic,5,21,0.9,0.25,0.65,True,1.2639418279286474,27,32,10.0,1 28 0,2.094931859 7.077510879 1.37873869
myopic,6,22,1.0,0.6,0.4,True,1.2527871830388904,55,55,19.333333333333332,1 0 2,3.722122352 1.398534571 1.192576586
myopic,7,23,1.0,0.6,0.4,True,1.2631588471122086,55,55,19.333333333333332,1 0 2,3.647550766 1.330659576 1.306343142
myopic,8,24,0.6,0.1,0.5,True,1.2707952670753002,27,32,10.0,1 3 0,1.611366676 5.903349614 1.336957986
myopic,9,25,0.8,0.35,0.45000000000000007,True,1.2655330800917,27,30,10.0,1 28 0,2.156943124 7.837395379 1.677501833
myopic,10,26,0.7,0.15,0.5499999999999999,True,1.2614152419846505,0,9,1.0,1 13 27,1.659438023 3.529151529 2.853226412
myopic,11,27,0.7,0.1,0.6,True,1.2856165890116245,6,29,3.0,1 27 2,1.525660511 1.207415791 1.010172812
myopic,12,28,1.0,0.6,0.4,True,1.276552245952189,55,55,19.333333333333332,1 0 2,3.846161253 1.875647711 1.123699919
myopic,13,29,1.0,0.45,0.55,True,1.2859888449311256,55,55,19.333333333333332,1 0 2,3.182414914 1.958463665 1.231875029
myopic,14,30,0.9,0.3,0.6000000000000001,True,1.2822875529527664,27,30,10.0,1 28 0,2.095944597 5.238392383 2.397606565
myopic,15,31,0.8,0.2,0.6000000000000001,True,1.2817270238883793,5,27,2.6666666666666665,1 27 3,1.799531937 1.194964499 3.325626564
myopic,0,32,0.7,0.1,0.6,True,1.2763431139755994,17,28,6.666666666666667,1 27 0,1.533617071 3.070523521 1.450585132
myopic,1,33,0.9,0.1,0.8,True,1.285530110821128,5,12,2.6666666666666665,1 25 3,1.77798478 2.451347842 4.425786783
myopic,2,34,0.8,0.3,0.5,True,1.285331676946953,8,29,3.6666666666666665,1 28 0,2.100736453 3.846911106 1.329813851
myopic,3,35,1.0,0.5,0.5,True,1.2842531770002097,55,55,19.333333333333332,1 0 2,3.294686313 1.890922935 1.690818183
myopic,4,36,1.0,0.4,0.6,True,1.4498213469050825,27,31,10.0,1 29 0,2.824150237 2.460534193 1.147430921
myopic,5,37,0.9,0.25,0.65,True,1.2709883090574294,27,30,10.0,1 28 0,2.094333747 7.017960158 1.262183188
myopic,6,38,1.0,0.6,0.4,True,2.809816085966304,55,56,19.333333333333332,1 0 2,3.506426877 1.592474192 1.19575804
myopic,7,39,1.0,0.6,0.4,True,1.3100159298628569,55,55,19.333333333333332,1 0 2,3.866279353 1.457647715 1.351797449
myopic,8,40,0.7,0.1,0.6,True,1.2834145191591233,27,30,10.0,1 27 0,1.447928101 1.872189992 1.365506818
myopic,9,41,0.9,0.35,0.55,True,1.2713966500014067,27,32,10.0,1 29 0,2.320823167 2.859986528 1.721705377
myopic,10,42,0.7,0.15,0.5499999999999999,True,1.2845221909228712,0,13,1.0,1 25 27,1.71491568 1.814299779 2.820796254
myopic,11,43,0.7,0.1,0.6,True,1.2738830719608814,27,28,10.0,1 25 0,1.754258018 3.478435502 2.716027546
myopic,12,44,1.0,0.6,0.4,True,1.259526357986033,55,56,19.333333333333332,1 0 2,3.696985126 1.881166607 1.090492092
myopic,13,45,1.0,0.45,0.55,True,1.2693828500341624,27,55,10.0,1 27 0,2.976593568 1.638205651 1.803999748
myopic,14,46,0.9,0.3,0.6000000000000001,True,2.2656744178384542,27,31,10.0,1 29 0,2.261355133 3.449325667 2.38739438
myopic,15,47,0.8,0.2,0.6000000000000001,True,3.527564820833504,27,32,10.0,1 28 0,2.017605317 3.666797319 2.676309318
myopic,0,48,0.7,0.1,0.6,True,3.5428531048819423,22,29,8.333333333333334,1 27 0,1.518855504 3.110073566 1.500801078
myopic,1,49,0.8,0.1,0.7000000000000001,True,2.0257720600347966,27,29,10.0,1 29 0,1.909349105 7.457792183 2.036903952
myopic,2,50,0.8,0.3,0.5,True,1.2829011660069227,1,10,1.3333333333333333,1 24 20,2.268331566 4.518847222 1.566431401
myopic,3,51,1.0,0.5,0.5,True,1.263680983101949,55,56,19.333333333333332,1 0 2,3.432832336 1.781315958 1.742971112
myopic,4,52,1.0,0.4,0.6,True,1.364816634915769,29,38,10.666666666666666,1 19 0,2.735081278 2.092247103 1.150050212
myopic,5,53,0.9,0.25,0.65,True,1.2858488510828465,27,33,10.0,1 28 0,2.05498323 7.248742556 1.389436885
myopic,6,54,1.0,0.6,0.4,True,1.2829921839293092,55,55,19.333333333333332,1 0 2,3.678437313 1.457896842 1.358581512
myopic,7,55,1.0,0.6,0.4,True,1.4115464689675719,55,55,19.333333333333332,1 0 2,3.838725962 1.423239022 1.277744452
myopic,8,56,0.6,0.1,0.5,True,1.28891423298046,27,28,10.0,1 3 0,1.659394053 5.864260571 1.473546052
myopic,9,57,0.9,0.35,0.55,True,1.280539550120011,11,31,4.666666666666667,1 29 0,2.253233126 2.81627481 1.619888897
myopic,10,58,0.7,0.15,0.5499999999999999,True,1.272621362004429,5,6,2.6666666666666665,1 27 0,1.537718734 2.80080227 1.403105863
myopic,11,59,0.7,0.1,0.6,True,1.2706144601106644,4,27,2.3333333333333335,1 27 2,1.552375156 1.323317954 0.823630892
myopic,12,60,1.0,0.6,0.4,True,1.2571300638373941,55,55,19.333333333333332,1 0 2,3.85871564 1.971327959 1.166605152
myopic,13,61,1.0,0.45,0.55,True,1.2656873390078545,55,55,19.333333333333332,1 0 2,2.992843675 1.810488287 1.140027732
myopic,14,62,0.9,0.3,0.6000000000000001,True,1.2698508999310434,6,13,3.0,1 28 4,2.154184169 5.049052465 3.266974748
myopic,15,63,0.8,0.2,0.6000000000000001,True,1.2774238400161266,2,13,1.6666666666666667,1 8 27,1.64488904 3.398970921 1.262980089
myopic,0,64,0.7,0.1,0.6,True,1.2674253329169005,17,28,6.666666666666667,1 27 0,1.528962794 3.103584309 1.49420595
myopic,1,65,0.9,0.1,0.8,True,1.2650949789676815,2,12,1.6666666666666667,1 2 18,1.807837992 1.76805267 4.673931571
myopic,2,66,0.9,0.3,0.6000000000000001,True,1.2806824129074812,5,9,2.6666666666666665,1 27 3,2.067296619 2.534229967 3.542549844
myopic,3,67,1.0,0.5,0.5,True,1.2646245809737593,55,55,19.333333333333332,1 0 2,3.554300952 1.757845815 1.739281797
myopic,4,68,1.0,0.4,0.6,True,1.300102035049349,29,38,10.666666666666666,1 19 0,2.717194559 2.308514606 1.136855337
myopic,5,69,0.9,0.25,0.65,True,1.270959649933502,27,29,10.0,1 28 0,2.150829563 7.164262699 1.419533482
myopic,6,70,1.0,0.6,0.4,True,1.6356026141438633,55,55,19.333333333333332,1 0 2,3.616050705 1.487499714 1.314103025
myopic,7,71,1.0,0.6,0.4,True,1.9620698210783303,55,55,19.333333333333332,1 0 2,3.887371961 1.382091162 1.308685917
myopic,8,72,0.6,0.1,0.5,True,5.8750212548766285,27,32,10.0,1 3 0,1.593795032 5.993877759 1.327839798
myopic,9,73,0.9,0.35,0.55,True,8.41143943183124,11,27,4.666666666666667,1 29 0,2.190693501 2.796634999 1.736986457
myopic,10,74,0.7,0.15,0.5499999999999999,True,4.50236088084057,0,14,1.0,1 23 27,1.610503621 3.561422674 2.992583368
myopic,11,75,0.8,0.1,0.7000000000000001,True,3.732229635119438,2,29,1.6666666666666667,1 27 4,1.519294735 1.462029341 3.303062675
