system,sequence,xi1,xi2,xi3,mean_u_ctrl,std_u_ctrl,mean_u_raw,std_u_raw,n_eval
ieee5,5 26 10,5,26,10,0.8787499999999999,0.11477559627377242,0.875,0.14075688260259245,80.0
ieee5,15 0 18,15,0,18,0.885,0.11629703349613009,0.8793749999999999,0.13221520099822104,80.0
ieee5,16 13 0,16,13,0,0.85125,0.12844624361965593,0.8487500000000001,0.14533904327468233,80.0
ieee5,28 18 24,28,18,24,0.875,0.12298373876248846,0.8731250000000002,0.13962981191350216,80.0
ieee5,8 14 6,8,14,6,0.85,0.1264911064067352,0.849375,0.1439387347971351,80.0
ieee5,16 24 9,16,24,9,0.8550000000000001,0.12338962679253068,0.8524999999999998,0.1413992574237927,80.0
ieee5,21 29 16,21,29,16,0.86,0.11895377253370319,0.85625,0.13701619429833828,80.0
ieee5,6 5 22,6,5,22,0.85,0.13133925536563698,0.8487500000000001,0.14768526500636409,80.0
ieee5,19 10 18,19,10,18,0.8474999999999999,0.13036007824483692,0.8462499999999998,0.14721901201950782,80.0
ieee5,13 10 12,13,10,12,0.8675,0.13112494041943357,0.8643750000000001,0.14624332249713146,80.0
ieee5,4 9 20,4,9,20,0.8875,0.11110243021644486,0.89375,0.14106182155353017,80.0
ieee5,19 16 25,19,16,25,0.8487500000000001,0.13037805605238945,0.8474999999999999,0.1472455432262722,80.0
ieee5,9 14 8,9,14,8,0.86875,0.12902882429906892,0.8681249999999998,0.14496632151986194,80.0
ieee5,22 13 7,22,13,7,0.8737499999999999,0.13109514674464498,0.87625,0.14768526500636409,80.0
ieee5,2 6 21,2,6,21,0.85625,0.12830018511288285,0.85375,0.1448652391017251,80.0
