system,sequence,xi1,xi2,xi3,mean_u_ctrl,std_u_ctrl,mean_u_raw,std_u_raw,n_eval
ieee5,24 19 18,24,19,18,0.86625,0.13128570942794957,0.865625,0.14739270461932635,80.0
ieee5,8 22 2,8,22,2,0.8800000000000001,0.1307669683062202,0.88125,0.1464955204093285,80.0
ieee5,10 11 12,10,11,12,0.8512500000000001,0.13037805605238945,0.85,0.14726676475023137,80.0
ieee5,8 22 20,8,22,20,0.8574999999999999,0.13016816046944812,0.8549999999999999,0.14611639196202453,80.0
ieee5,18 0 1,18,0,1,0.85125,0.12648492993238367,0.8487500000000001,0.14447642541259106,80.0
ieee5,29 16 2,29,16,2,0.85,0.12747548783981963,0.8487499999999999,0.1446925620064832,80.0
ieee5,0 25 12,0,25,12,0.89875,0.12697809850521466,0.9175000000000001,0.15970676253684435,80.0
ieee5,6 14 23,6,14,23,0.85,0.1264911064067352,0.849375,0.1439387347971351,80.0
ieee5,19 2 6,19,2,6,0.85125,0.12648492993238367,0.8493749999999999,0.14372146455905602,80.0
ieee5,16 9 12,16,9,12,0.85,0.1284523257866513,0.8481249999999999,0.14543979639355933,80.0
ieee5,9 0 7,9,0,7,0.86875,0.1356408400888169,0.8775000000000001,0.16257690487889104,80.0
ieee5,20 10 5,20,10,5,0.9475000000000001,0.08940777371123833,1.005625,0.14469661148416704,80.0
ieee5,22 29 16,22,29,16,0.8487500000000001,0.12844624361965593,0.8474999999999999,0.14553779577827883,80.0
ieee5,21 14 27,21,14,27,0.8474999999999999,0.13036007824483692,0.8462499999999998,0.14721901201950782,80.0
ieee5,5 3 4,5,3,4,0.85,0.13133925536563698,0.8487500000000001,0.14810785765785686,80.0
ieee5,24 10 13,24,10,13,0.85,0.13133925536563698,0.8487500000000001,0.14810785765785686,80.0
ieee5,6 25 18,6,25,18,0.8474999999999999,0.13036007824483692,0.8462500000000001,0.14721901201950782,80.0
ieee5,4 2 26,4,2,26,0.85375,0.12643550727544856,0.85125,0.14360862613366926,80.0
ieee5,23 26 16,23,26,16,0.8612500000000001,0.12092740590949598,0.859375,0.1376348770297703,80.0
ieee5,17 16 15,17,16,15,0.8487500000000001,0.13037805605238945,0.8481249999999999,0.14778441857990304,80.0
ieee5,11 13 15,11,13,15,0.85125,0.12844624361965593,0.8487500000000001,0.14533904327468233,80.0
ieee5,27 19 14,27,19,14,0.8774999999999998,0.13506942659240098,0.8862500000000001,0.16085222255225443,80.0
ieee5,28 4 14,28,4,14,0.8612500000000001,0.12893191032479123,0.859375,0.14557939199969203,80.0
ieee5,4 17 29,4,17,29,0.8787499999999999,0.1310474627758966,0.8862500000000001,0.15551828670609763,80.0
ieee5,20 12 19,20,12,19,0.86875,0.1356408400888169,0.8731249999999999,0.15790498527595634,80.0
ieee5,14 20 19,14,20,19,0.8875,0.1122218784373172,0.8956250000000001,0.1421253298149207,80.0
ieee5,20 5 7,20,5,7,0.89625,0.12888342600970848,0.91625,0.16427397085357126,80.0
ieee5,0 24 19,0,24,19,0.9125,0.11110243021644486,0.9400000000000001,0.15499999999999994,80.0
