system,sequence,xi1,xi2,xi3,mean_u_ctrl,std_u_ctrl,mean_u_raw,std_u_raw,n_eval
ieee9,32 19 18,32,19,18,0.9690000000000001,0.03998749804626442,0.9130000000000003,0.06380438856379708,80.0
ieee9,7 48 27,7,48,27,0.9700000000000001,0.042661458015403095,0.9140000000000003,0.06545227268781428,80.0
ieee9,28 42 9,28,42,9,0.9710000000000001,0.04146082488325577,0.9150000000000003,0.06461423991660041,80.0
ieee9,34 20 12,34,20,12,0.9680000000000002,0.039191835884530846,0.9120000000000001,0.06337191807101944,80.0
ieee9,14 38 36,14,38,36,0.9780000000000001,0.05653317610041029,0.9310000000000003,0.116957257149781,80.0
ieee9,53 16 1,53,16,1,0.975,0.04577116996538325,0.9190000000000002,0.06722350779303322,80.0
ieee9,26 11 37,26,11,37,0.9740000000000002,0.05332916650389354,0.9320000000000002,0.1383329317263247,80.0
ieee9,33 5 0,33,5,0,0.977,0.05168171823769021,0.9280000000000002,0.10961751684835778,80.0
ieee9,21 10 20,21,10,20,0.9680000000000002,0.039191835884530846,0.9120000000000001,0.06337191807101944,80.0
ieee9,17 34 45,17,34,45,0.975,0.047486840282335074,0.9190000000000002,0.06840321629865076,80.0
ieee9,8 6 25,8,6,25,0.984,0.05276362383309169,0.9350000000000002,0.10943034314119646,80.0
ieee9,17 30 29,17,30,29,0.9680000000000002,0.039191835884530846,0.9120000000000001,0.06337191807101944,80.0
ieee9,37 2 24,37,2,24,0.9740000000000002,0.05332916650389354,0.9320000000000002,0.1383329317263247,80.0
ieee9,27 44 29,27,44,29,0.9740000000000002,0.05332916650389354,0.9320000000000002,0.1383329317263247,80.0
ieee9,9 30 34,9,30,34,0.9680000000000002,0.039191835884530846,0.9120000000000001,0.06337191807101944,80.0
ieee9,38 51 34,38,51,34,0.99,0.07197221686178634,0.9690000000000001,0.20069628795769995,80.0
ieee9,28 38 16,28,38,16,0.9730000000000001,0.049709154086546276,0.9240000000000002,0.10910545357588686,80.0
ieee9,8 43 37,8,43,37,0.9810000000000001,0.056204981985585586,0.9390000000000003,0.13856045611934165,80.0
ieee9,27 39 45,27,39,45,0.9680000000000002,0.039191835884530846,0.9120000000000001,0.06337191807101944,80.0
ieee9,9 47 50,9,47,50,0.975,0.053805204209258425,0.9280000000000002,0.11600000000000002,80.0
ieee9,42 22 15,42,22,15,0.99,0.07628892449104262,0.9780000000000001,0.2194447538675737,80.0
ieee9,53 4 22,53,4,22,0.9870000000000001,0.06189507250177516,0.9380000000000003,0.1138244262010576,80.0
ieee9,21 24 8,21,24,8,0.9690000000000001,0.03998749804626442,0.9130000000000003,0.06380438856379708,80.0
ieee9,16 23 35,16,23,35,0.9870000000000001,0.06317436188834837,0.9380000000000003,0.11452510641776328,80.0
ieee9,31 49 44,31,49,44,0.986,0.06296030495478881,0.937,0.11450327506233174,80.0
ieee9,32 26 29,32,26,29,0.9870000000000001,0.06686553671361654,0.9520000000000003,0.16400000000000003,80.0
ieee9,40 17 28,40,17,28,0.9720000000000002,0.04749736834815167,0.9230000000000003,0.10821737383618214,80.0
ieee9,1 20 6,1,20,6,0.9860000000000001,0.0724154679609267,0.9670000000000002,0.20413475941152215,80.0
ieee9,23 45 6,23,45,6,0.9830000000000002,0.06596211033616194,0.9550000000000003,0.18312563993062256,80.0
ieee9,0 3 35,0,3,35,0.9680000000000002,0.039191835884530846,0.9120000000000001,0.06337191807101944,80.0
ieee9,41 28 33,41,28,33,0.9879999999999999,0.072773621594641,0.9690000000000001,0.203860246247276,80.0
ieee9,37 47 45,37,47,45,0.9710000000000001,0.046893496350773424,0.9220000000000003,0.10805554127392081,80.0
ieee9,1 19 37,1,19,37,1.0070000000000001,0.0891683800458436,1.0130000000000001,0.24906023367852212,80.0
ieee9,47 11 44,47,11,44,0.9890000000000001,0.06722350779303325,0.9540000000000003,0.16384138671288156,80.0
ieee9,44 18 41,44,18,41,0.9780000000000001,0.05929586832149439,0.9360000000000003,0.14022838514366487,80.0
ieee9,53 23 21,53,23,21,0.9700000000000001,0.042661458015403095,0.914,0.0654522726878143,80.0
ieee9,1 41 52,1,41,52,0.991,0.07641334961902926,0.9640000000000001,0.17951044537853506,80.0
ieee9,24 16 23,24,16,23,1.0030000000000001,0.07688302803610171,0.9840000000000002,0.20234623791906786,80.0
ieee9,9 21 10,9,21,10,0.9680000000000002,0.039191835884530846,0.9120000000000001,0.06337191807101944,80.0
ieee9,0 49 34,0,49,34,0.9760000000000002,0.05425863986500216,0.9270000000000002,0.11095494581135174,80.0
ieee9,31 7 33,31,7,33,0.992,0.0664529909033446,0.9590000000000002,0.16624981202996897,80.0
ieee9,27 44 28,27,44,28,0.9740000000000002,0.05332916650389354,0.9320000000000002,0.1383329317263247,80.0
ieee9,34 37 35,34,37,35,0.9880000000000001,0.06705221845696084,0.9600000000000002,0.182647200909294,80.0
ieee9,11 29 38,11,29,38,1.031,0.09715451610707554,1.0500000000000003,0.26026909151875877,80.0
ieee9,10 51 32,10,51,32,0.99,0.07085195833567341,0.9590000000000003,0.17146136591080807,80.0
ieee9,37 25 21,37,25,21,0.9710000000000001,0.0433474336033865,0.9150000000000003,0.06584071688552608,80.0
ieee9,45 37 27,45,37,27,0.9720000000000002,0.04749736834815167,0.9230000000000003,0.10821737383618216,80.0
ieee9,42 21 22,42,21,22,0.9680000000000002,0.039191835884530846,0.9120000000000001,0.06337191807101944,80.0
ieee9,36 4 44,36,4,44,0.975,0.05380520420925844,0.9260000000000002,0.11083320801997931,80.0
ieee9,9 17 8,9,17,8,0.9800000000000001,0.06000000000000001,0.9380000000000003,0.14027116596079184,80.0
ieee9,19 8 43,19,8,43,0.9830000000000002,0.06091797764207214,0.9480000000000001,0.16228370220080637,80.0
ieee9,39 11 40,39,11,40,0.9710000000000001,0.04689349635077342,0.9220000000000003,0.10805554127392081,80.0
ieee9,1 14 48,1,14,48,0.9700000000000001,0.042661458015403095,0.9140000000000003,0.06545227268781428,80.0
ieee9,41 12 43,41,12,43,0.9700000000000001,0.04266145801540309,0.914,0.0654522726878143,80.0
ieee9,19 49 25,19,49,25,0.984,0.061188234163113434,0.9440000000000002,0.14416657032752084,80.0
ieee9,9 14 2,9,14,2,0.9700000000000001,0.04266145801540309,0.914,0.0654522726878143,80.0
ieee9,53 15 44,53,15,44,0.9960000000000001,0.07144228439796702,0.975,0.1993363990845626,80.0
ieee9,18 50 30,18,50,30,0.9680000000000002,0.039191835884530846,0.9120000000000001,0.06337191807101944,80.0
ieee9,14 34 10,14,34,10,0.983,0.06596211033616194,0.9500000000000002,0.16751119365582712,80.0
ieee9,41 15 53,41,15,53,0.991,0.07535914012248283,0.9770000000000003,0.21668179434368737,80.0
ieee9,19 8 20,19,8,20,0.982,0.06569627082262737,0.9540000000000003,0.1832048034304778,80.0
ieee9,25 3 19,25,3,19,0.9700000000000001,0.042661458015403095,0.9140000000000003,0.06545227268781428,80.0
ieee9,29 5 48,29,5,48,0.9780000000000001,0.05793099343184096,0.9410000000000002,0.15848974730246754,80.0
ieee9,17 37 31,17,37,31,0.9760000000000002,0.054258639865002144,0.9340000000000002,0.13843409984537772,80.0
ieee9,19 20 21,19,20,21,0.9680000000000002,0.039191835884530846,0.9120000000000001,0.06337191807101944,80.0
ieee9,34 22 1,34,22,1,0.9870000000000001,0.06565820588471787,0.9540000000000003,0.16674531477675766,80.0
ieee9,14 19 30,14,19,30,0.9680000000000002,0.039191835884530846,0.9120000000000001,0.06337191807101944,80.0
ieee9,13 20 33,13,20,33,0.9850000000000001,0.06523036102920174,0.9520000000000002,0.16690116836020055,80.0
ieee9,37 20 13,37,20,13,0.9720000000000001,0.04749736834815168,0.9230000000000003,0.10821737383618214,80.0
ieee9,3 53 45,3,53,45,0.9680000000000002,0.039191835884530846,0.9120000000000001,0.06337191807101944,80.0
ieee9,34 14 24,34,14,24,1.0070000000000001,0.0855043858524228,1.0110000000000001,0.24608738285413986,80.0
ieee9,13 23 38,13,23,38,0.9960000000000001,0.08089499366462674,0.9760000000000002,0.19713954448562573,80.0
ieee9,23 50 42,23,50,42,0.9940000000000001,0.07876547467006087,0.9820000000000002,0.21944475386757373,80.0
ieee9,40 51 15,40,51,15,0.9880000000000001,0.06705221845696084,0.9550000000000001,0.1671376678071105,80.0
ieee9,26 47 42,26,47,42,0.977,0.05168171823769021,0.9280000000000002,0.10961751684835778,80.0
ieee9,50 49 17,50,49,17,0.9790000000000001,0.056912213100528804,0.9300000000000003,0.11198214143335534,80.0
ieee9,53 11 14,53,11,14,0.9880000000000001,0.0693974062915899,0.9600000000000002,0.18352111595127144,80.0
ieee9,53 40 50,53,40,50,0.9740000000000002,0.0502394267483219,0.9180000000000004,0.07039886362719218,80.0
ieee9,30 43 4,30,43,4,0.9720000000000002,0.0457820925690384,0.9160000000000001,0.06740919818541088,80.0
ieee9,1 0 9,1,0,9,0.9710000000000001,0.04146082488325577,0.9150000000000003,0.06461423991660041,80.0
ieee9,26 29 12,26,29,12,0.9680000000000002,0.039191835884530846,0.9120000000000001,0.06337191807101944,80.0
ieee9,39 50 12,39,50,12,0.9700000000000001,0.042661458015403095,0.914,0.0654522726878143,80.0
ieee9,0 37 27,0,37,27,0.9730000000000001,0.04807286136688766,0.9240000000000002,0.10836973747315254,80.0
ieee9,32 13 16,32,13,16,0.9940000000000001,0.06902173570694961,0.9540000000000003,0.14630105946301278,80.0
ieee9,2 24 18,2,24,18,0.9710000000000001,0.046893496350773424,0.9170000000000001,0.07662245101796211,80.0
ieee9,38 26 51,38,26,51,0.992,0.07222188034107117,0.9710000000000001,0.20039710576752354,80.0
ieee9,8 49 42,8,49,42,0.9790000000000001,0.05548873759602034,0.937,0.13853158484620035,80.0
ieee9,37 0 21,37,0,21,0.9680000000000002,0.039191835884530846,0.9120000000000001,0.06337191807101944,80.0
ieee9,31 6 17,31,6,17,0.983,0.060917977642072144,0.9480000000000002,0.16228370220080637,80.0
ieee9,20 52 34,20,52,34,0.986,0.0690217357069496,0.9600000000000002,0.18654758106177632,80.0
ieee9,29 23 42,29,23,42,0.998,0.08292164976651152,1.0000000000000002,0.24576411454889016,80.0
ieee9,26 14 13,26,14,13,0.9810000000000001,0.0629205848669575,0.9460000000000001,0.16335237984186213,80.0
ieee9,48 6 12,48,6,12,0.9690000000000001,0.03998749804626442,0.9130000000000003,0.06380438856379708,80.0
ieee9,19 34 44,19,34,44,0.9890000000000001,0.06602272336097625,0.9610000000000003,0.1820961284596683,80.0
ieee9,29 1 50,29,1,50,0.9880000000000001,0.07386474125047755,0.9690000000000001,0.20425229496874697,80.0
ieee9,21 38 7,21,38,7,0.9680000000000002,0.039191835884530846,0.9120000000000001,0.06337191807101944,80.0
ieee9,24 39 32,24,39,32,0.9720000000000001,0.04749736834815167,0.923,0.10821737383618216,80.0
ieee9,29 24 33,29,24,33,0.993,0.0734234295031225,0.9740000000000002,0.20308618859981598,80.0
ieee9,17 37 12,17,37,12,0.9680000000000002,0.039191835884530846,0.9120000000000001,0.06337191807101944,80.0
ieee9,23 4 51,23,4,51,0.9960000000000001,0.07472616676907763,0.9770000000000001,0.2029556601822181,80.0
ieee9,27 8 50,27,8,50,0.9730000000000001,0.05129327441292865,0.9240000000000002,0.10983624174196785,80.0
ieee9,42 43 40,42,43,40,0.9970000000000001,0.0768830280361017,0.9850000000000001,0.21811694111187244,80.0
ieee9,36 19 23,36,19,23,0.9730000000000001,0.05282991576748916,0.9210000000000003,0.08740137298692738,80.0
ieee9,17 28 39,17,28,39,0.9680000000000002,0.039191835884530846,0.9120000000000001,0.06337191807101944,80.0
ieee9,22 15 41,22,15,41,0.9870000000000001,0.06686553671361654,0.9590000000000002,0.18275393292621644,80.0
ieee9,5 37 51,5,37,51,0.9800000000000001,0.060000000000000005,0.9450000000000003,0.16240381768911719,80.0
ieee9,53 21 45,53,21,45,0.9680000000000002,0.039191835884530846,0.9120000000000001,0.06337191807101944,80.0
ieee9,37 39 3,37,39,3,0.9680000000000002,0.039191835884530846,0.9120000000000001,0.06337191807101944,80.0
ieee9,3 2 38,3,2,38,0.9710000000000001,0.04689349635077342,0.9220000000000003,0.10805554127392081,80.0
ieee9,30 49 1,30,49,1,0.9680000000000002,0.039191835884530846,0.9120000000000001,0.06337191807101944,80.0
ieee9,42 8 50,42,8,50,0.9780000000000001,0.05653317610041029,0.9360000000000002,0.1390827092057097,80.0
ieee9,17 47 11,17,47,11,0.9790000000000001,0.0569122131005288,0.937,0.13910787181177062,80.0
ieee9,39 34 12,39,34,12,0.9720000000000002,0.0457820925690384,0.9160000000000001,0.06740919818541088,80.0
ieee9,25 46 32,25,46,32,0.991,0.07098591409568522,0.9600000000000002,0.1713475999248312,80.0
ieee9,11 47 44,11,47,44,0.9800000000000001,0.05585696017507578,0.9310000000000003,0.11135079703351924,80.0
ieee9,13 12 23,13,12,23,0.9700000000000001,0.042661458015403095,0.9140000000000003,0.06545227268781428,80.0
ieee9,52 50 14,52,50,14,0.9940000000000001,0.07774316690230725,0.9720000000000002,0.1937420966129974,80.0
ieee9,41 16 2,41,16,2,0.9880000000000001,0.0693974062915899,0.9700000000000003,0.21066561181170512,80.0
ieee9,0 33 19,0,33,19,0.9780000000000001,0.05653317610041029,0.9360000000000002,0.1390827092057097,80.0
ieee9,33 15 5,33,15,5,1.0020000000000002,0.08292164976651153,0.9920000000000002,0.2213052190979689,80.0
ieee9,36 22 1,36,22,1,0.9710000000000001,0.046893496350773424,0.9220000000000003,0.10805554127392082,80.0
ieee9,15 17 31,15,17,31,0.977,0.0501098792654702,0.9280000000000002,0.10888526071052962,80.0
ieee9,52 0 31,52,0,31,0.9730000000000001,0.049709154086546276,0.9240000000000002,0.10910545357588686,80.0
ieee9,43 46 48,43,46,48,0.9680000000000002,0.039191835884530846,0.9120000000000001,0.06337191807101944,80.0
ieee9,18 11 36,18,11,36,0.974,0.053329166503893535,0.9220000000000003,0.08761278445523804,80.0
ieee9,27 15 30,27,15,30,0.9680000000000002,0.039191835884530846,0.9120000000000001,0.06337191807101944,80.0
ieee9,29 50 8,29,50,8,0.9780000000000001,0.057930993431840966,0.9360000000000002,0.13965672200076873,80.0
ieee9,15 16 53,15,16,53,0.992,0.07222188034107117,0.9710000000000001,0.2003971057675235,80.0
ieee9,13 11 35,13,11,35,0.975,0.05074445782546111,0.9260000000000002,0.10938007131100257,80.0
ieee9,8 30 13,8,30,13,0.9680000000000002,0.039191835884530846,0.9120000000000001,0.06337191807101944,80.0
ieee9,34 12 52,34,12,52,0.9740000000000002,0.04862098312457289,0.9180000000000001,0.06925315877272313,80.0
ieee9,47 28 35,47,28,35,0.9760000000000002,0.05571355310873648,0.9340000000000002,0.1390107909480412,80.0
ieee9,13 45 42,13,45,42,0.9690000000000001,0.03998749804626442,0.9130000000000003,0.06380438856379708,80.0
ieee9,32 5 29,32,5,29,0.9969999999999999,0.07893668348746355,0.9750000000000003,0.19363625693552333,80.0
ieee9,1 36 46,1,36,46,0.9800000000000001,0.060000000000000005,0.9450000000000001,0.16240381768911719,80.0
ieee9,45 12 53,45,12,53,0.9680000000000002,0.039191835884530846,0.9120000000000001,0.06337191807101944,80.0
ieee9,44 28 1,44,28,1,0.982,0.05653317610041028,0.9400000000000002,0.1385640646055102,80.0
ieee9,17 35 18,17,35,18,0.9810000000000001,0.06417943595888018,0.9460000000000003,0.1638413867128816,80.0
ieee9,45 1 34,45,1,34,0.9800000000000001,0.05585696017507577,0.9380000000000001,0.138549630096944,80.0
ieee9,18 0 22,18,0,22,0.9760000000000002,0.055713553108736484,0.9240000000000002,0.08890444308357147,80.0
ieee9,8 3 37,8,3,37,0.9680000000000002,0.039191835884530846,0.9120000000000001,0.06337191807101944,80.0
ieee9,22 37 18,22,37,18,0.975,0.053805204209258425,0.9280000000000003,0.116,80.0
ieee9,31 2 18,31,2,18,0.9690000000000001,0.03998749804626442,0.9130000000000003,0.06380438856379708,80.0
ieee9,32 2 5,32,2,5,1.001,0.08098765338000602,0.9840000000000002,0.20664946164943188,80.0
ieee9,19 41 28,19,41,28,1.002,0.08096912991998866,0.9920000000000002,0.22058105086339583,80.0
ieee9,14 40 19,14,40,19,0.9780000000000001,0.059295868321494374,0.9430000000000003,0.16245307014642724,80.0
ieee9,32 53 47,32,53,47,0.982,0.06063002556489649,0.9400000000000002,0.1402854233340015,80.0
ieee9,23 30 12,23,30,12,0.9710000000000001,0.04689349635077342,0.9220000000000003,0.10805554127392081,80.0
ieee9,23 8 11,23,8,11,0.9780000000000001,0.057930993431840966,0.9360000000000003,0.13965672200076873,80.0
ieee9,25 42 24,25,42,24,1.0100000000000002,0.08136338242723197,0.9950000000000003,0.20711108130662642,80.0
ieee9,53 17 42,53,17,42,0.9949999999999999,0.06793379129711519,0.9670000000000002,0.1817443259086787,80.0
ieee9,14 20 45,14,20,45,0.9760000000000002,0.05571355310873648,0.9340000000000002,0.1390107909480412,80.0
ieee9,33 29 15,33,29,15,1.0050000000000001,0.08564461454172119,1.014,0.25636692454370946,80.0
ieee9,39 38 4,39,38,4,0.9680000000000002,0.039191835884530846,0.9120000000000001,0.06337191807101944,80.0
ieee9,52 22 17,52,22,17,0.9800000000000001,0.05865151319446073,0.9380000000000003,0.1396996778808026,80.0
ieee9,26 50 37,26,50,37,0.9800000000000001,0.05727128425310542,0.9380000000000003,0.13912584231550948,80.0
ieee9,35 9 52,35,9,52,0.974,0.051807335387954484,0.9250000000000004,0.10997727037892877,80.0
ieee9,16 48 29,16,48,29,0.9720000000000002,0.0457820925690384,0.9160000000000001,0.06740919818541088,80.0
ieee9,5 19 14,5,19,14,0.9940000000000001,0.07977468270071653,0.9890000000000001,0.233235932051646,80.0
ieee9,42 14 51,42,14,51,1.012,0.08681013765684283,1.0110000000000003,0.23511486554448233,80.0
ieee9,28 4 35,28,4,35,0.9780000000000001,0.059295868321494374,0.9430000000000002,0.16245307014642724,80.0
ieee9,19 34 1,19,34,1,1.0110000000000001,0.08694250974063264,1.0050000000000001,0.22471092541307383,80.0
