update,mean_train_u_ctrl,policy_loss,value_loss,entropy,approximate_kl,zero_intermediate_reward_fraction,reward_mode,method,init_mode,validation_mean_u_ctrl,validation_unique_sequences,validation_dominant_fraction
1,0.8687499999999999,-0.0007383849006146193,0.006847892422229052,0.02475232630968094,0.0005236268043518066,0.5625,rl_sboed_stepwise,RL-sBOED,fixed,,,
2,0.8500000000000001,-0.0001914778840728104,0.00918185617774725,0.025505414232611656,-0.0002711316046770662,0.5625,rl_sboed_stepwise,RL-sBOED,fixed,,,
3,0.84375,-0.0003116849111393094,0.007529813330620527,0.02463158406317234,9.57349911914207e-05,0.5625,rl_sboed_stepwise,RL-sBOED,fixed,,,
4,0.825,-0.0004916028119623661,0.008028974756598473,0.03765594959259033,0.0014153221854940057,0.4375,rl_sboed_stepwise,RL-sBOED,fixed,,,
5,0.8,-0.0007107635028660297,0.00950560811907053,0.037619058042764664,-0.0009771684417501092,0.5,rl_sboed_stepwise,RL-sBOED,fixed,,,
6,0.85625,-0.0003093419363722205,0.006953059229999781,0.026605285704135895,-0.00077764195157215,0.3125,rl_sboed_stepwise,RL-sBOED,fixed,,,
7,0.8375,-0.004247389733791351,0.01055083330720663,0.02402407117187977,0.009120166301727295,0.25,rl_sboed_stepwise,RL-sBOED,fixed,,,
8,0.8875,-0.00012206042447360232,0.0037828441709280014,0.022257501259446144,-6.621082866331562e-05,0.4375,rl_sboed_stepwise,RL-sBOED,fixed,,,
9,0.85625,-0.00015468613128177822,0.008150938898324966,0.02255532331764698,-5.480647087097168e-05,0.4375,rl_sboed_stepwise,RL-sBOED,fixed,,,
10,0.8,-0.006319101899862289,0.009336941875517368,0.035668667405843735,-0.009818822145462036,0.5,rl_sboed_stepwise,RL-sBOED,fixed,0.8296875000000001,1,1.0
11,0.825,3.3943302696570754e-05,0.010963271372020245,0.039901893585920334,0.0009972354164347053,0.375,rl_sboed_stepwise,RL-sBOED,fixed,,,
12,0.8125,-0.010539609007537365,0.007814514450728893,0.054962608963251114,0.005624046083539724,0.3125,rl_sboed_stepwise,RL-sBOED,fixed,,,
13,0.8125,-0.0005662094336003065,0.009101162664592266,0.05380215123295784,0.0010203322162851691,0.4375,rl_sboed_stepwise,RL-sBOED,fixed,,,
14,0.9125000000000001,-0.0026239086873829365,0.004559084307402372,0.0793532282114029,0.002939035417512059,0.5625,rl_sboed_stepwise,RL-sBOED,fixed,,,
15,0.86875,-0.0036567565985023975,0.004630459006875753,0.0829319879412651,0.00813083816319704,0.25,rl_sboed_stepwise,RL-sBOED,fixed,,,
16,0.875,-0.00013549714640248567,0.009446636773645878,0.06517288833856583,-0.0012370645999908447,0.5,rl_sboed_stepwise,RL-sBOED,fixed,,,
17,0.84375,-0.0005463915877044201,0.008650168776512146,0.05860220268368721,-0.000662684440612793,0.375,rl_sboed_stepwise,RL-sBOED,fixed,,,
18,0.89375,-0.00038842286448925734,0.004402744118124247,0.052311867475509644,-0.000559518754016608,0.3125,rl_sboed_stepwise,RL-sBOED,fixed,,,
19,0.86875,-0.00016484575462527573,0.007007993757724762,0.049765247851610184,-0.00016405184578616172,0.3125,rl_sboed_stepwise,RL-sBOED,fixed,,,
20,0.8375,-0.00043124560033902526,0.007095778826624155,0.05234202742576599,0.00032483538961969316,0.5,rl_sboed_stepwise,RL-sBOED,fixed,0.8296875000000001,1,1.0
21,0.8875,-0.00029494616319425404,0.004320640582591295,0.05782346799969673,0.0005346934194676578,0.375,rl_sboed_stepwise,RL-sBOED,fixed,,,
22,0.8625,-0.0054424479603767395,0.006848402786999941,0.08436587452888489,-0.012980540283024311,0.3125,rl_sboed_stepwise,RL-sBOED,fixed,,,
23,0.85625,-0.002532647456973791,0.00548159284517169,0.12995602190494537,0.005998730659484863,0.3125,rl_sboed_stepwise,RL-sBOED,fixed,,,
24,0.90625,-0.006041564512997866,0.0062788394279778,0.16920430958271027,0.004951000213623047,0.6875,rl_sboed_stepwise,RL-sBOED,fixed,,,
25,0.8250000000000001,-0.004074872005730867,0.006087437737733126,0.11675169318914413,0.007426480296999216,0.1875,rl_sboed_stepwise,RL-sBOED,fixed,,,
