update,environment,trajectories_per_batch,transitions,cumulative_trajectories,advantage_mean,advantage_std,value_loss,policy_loss,entropy,approximate_kl,clip_fraction,actor_gradient_norm,value_gradient_norm,mean_training_terminal_cost,entropy_t1,entropy_t2,validation_mean_u_ctrl,validation_std_u_ctrl,validation_median_u_ctrl,validation_q10_u_ctrl,validation_q90_u_ctrl,validation_safety,validation_dominant_sequence,validation_dominant_sequence_fraction,validation_unique_sequences,validation_sequence_entropy,validation_entropy_t1,validation_entropy_t2,best_validation_so_far
1,C0,48,96,48,-0.8110585141022068,0.15750630382604167,0.02445659227669239,-0.05510588362812996,1.678704857826233,0.00442886957898736,0.40625,0.325336217880249,0.6455899477005005,0.8875000000000001,1.7696304321289062,1.579418659210205,0.8729166666666667,0.14823908522683515,1.0,0.7,1.0,1.0,"[15, 2]",1.0,1,-0.0,1.7696970701217651,1.5878822944230504,0.8729166666666667
2,C0,48,96,96,0.029338334657251854,0.1546188684192018,0.012149295769631863,-0.054200056940317154,1.6437422037124634,0.009395667351782322,0.2291666716337204,0.3205640912055969,0.18552125990390778,0.8874999999999998,1.7277640104293823,1.5398420095443726,,,,,,,,,,,,,
3,C0,48,96,144,0.022661269508302228,0.1542933070556346,0.011438526213169098,-0.027426326647400856,1.6054939031600952,0.007015701849013567,0.09375,0.32524487376213074,0.13714668154716492,0.86875,1.6722098588943481,1.524678349494934,,,,,,,,,,,,,
4,C0,48,96,192,0.0409248816246788,0.146423572027482,0.013240951113402843,-0.03612018749117851,1.5588852167129517,-0.0025192394386976957,0.125,0.3648437559604645,0.19258366525173187,0.8375,1.6176549196243286,1.4845370054244995,,,,,,,,,,,,,
5,C0,48,96,240,-0.07078513992826142,0.14780221957674491,0.011230030097067356,-0.023285746574401855,1.5191696882247925,0.012682433240115643,0.03125,0.30692049860954285,0.1328592747449875,0.8562500000000001,1.551512598991394,1.4771533012390137,,,,,,,,,,,,,
6,C0,48,96,288,0.018258443827430422,0.13859756365638426,0.009321664460003376,-0.0372367799282074,1.4930477142333984,-0.008936886675655842,0.03125,0.4412567615509033,0.0330662876367569,0.8937500000000002,1.4854286909103394,1.485695481300354,,,,,,,,,,,,,
7,C0,48,96,336,0.004845687059064722,0.13364044707188844,0.008378149010241032,-0.017272619530558586,1.4720889329910278,-0.010162869468331337,0.02083333395421505,0.35847556591033936,0.0647948682308197,0.8875000000000001,1.4197989702224731,1.5182914733886719,,,,,,,,,,,,,
8,C0,48,96,384,0.016309783714513002,0.13464714654259285,0.00815698504447937,-0.027333175763487816,1.4782594442367554,0.003959186840802431,0.09375,0.3157166838645935,0.027250098064541817,0.8562500000000001,1.4581266641616821,1.5019983053207397,,,,,,,,,,,,,
9,C0,48,96,432,-0.015266850841542062,0.13285577908557272,0.00843325350433588,-0.02545267902314663,1.481829047203064,0.02807706594467163,0.0833333358168602,0.6579176783561707,0.022740446031093597,0.85,1.4744235277175903,1.475645661354065,,,,,,,,,,,,,
10,C0,48,96,480,-0.00946323685348032,0.13185710594295683,0.008590822108089924,-0.05896918848156929,1.456610083580017,0.0081067169085145,0.3333333432674408,0.457746684551239,0.04448722302913666,0.8750000000000001,1.5380085706710815,1.373591423034668,0.86875,0.14882351124738324,1.0,0.7,1.0,1.0,"[22, 25]",1.0,1,-0.0,1.5374786853790283,1.4392288219597604,0.86875
11,C0,48,96,528,0.0005389332026243405,0.14207011575134354,0.00921006128191948,-0.010664637200534344,1.4374260902404785,0.009374379180371761,0.03125,0.44402649998664856,0.01634882763028145,0.875,1.5494765043258667,1.3186776638031006,,,,,,,,,,,,,
12,C0,48,96,576,-0.0015588777785499723,0.1293949761883963,0.00837880652397871,-0.023830505087971687,1.378942847251892,-0.00950040016323328,0.010416666977107525,0.4833196997642517,0.012945900671184063,0.88125,1.4731186628341675,1.2364641427993774,,,,,,,,,,,,,
13,C0,48,96,624,0.02688063500324887,0.13151311388313602,0.008832142688333988,-0.01740787923336029,1.281317949295044,0.01946512795984745,0.3333333432674408,0.6727380156517029,0.06788980215787888,0.8625000000000002,1.3486342430114746,1.2037886381149292,,,,,,,,,,,,,
