update,environment,trajectories_per_batch,transitions,cumulative_trajectories,advantage_mean,advantage_std,value_loss,policy_loss,entropy,approximate_kl,clip_fraction,actor_gradient_norm,value_gradient_norm,mean_training_terminal_cost,entropy_t1,entropy_t2,validation_mean_u_ctrl,validation_std_u_ctrl,validation_median_u_ctrl,validation_q10_u_ctrl,validation_q90_u_ctrl,validation_safety,validation_dominant_sequence,validation_dominant_sequence_fraction,validation_unique_sequences,validation_sequence_entropy,validation_entropy_t1,validation_entropy_t2,best_validation_so_far
1,C0,24,48,24,-1.2150343659762293,0.10596387515169187,0.021915839985013008,-0.08803338557481766,1.8469362258911133,0.032718226313591,0.625,0.29747191071510315,0.8589529991149902,1.1,1.9275671243667603,1.7551764249801636,1.08,0.10583005244258363,1.08,0.96,1.2,1.0,"[36, 10]",1.0,1,-0.0,1.9277689456939697,1.7614701390266418,1.08
2,C0,24,48,48,0.18504249579310417,0.08658695856548508,0.008794382214546204,-0.07227576524019241,1.8404251337051392,-0.0057239830493927,0.1041666641831398,0.6045914888381958,0.4306661784648895,1.1266666666666667,1.9280180931091309,1.7519736289978027,,,,,,,,,,,,,
3,C0,24,48,72,-0.02989460873206455,0.10911107079522163,0.007020505610853434,-0.039737265557050705,1.8397340774536133,0.002502846298739314,0.1041666641831398,0.49899256229400635,0.2214498519897461,1.1066666666666667,1.9242335557937622,1.749653697013855,,,,,,,,,,,,,
4,C0,24,48,96,0.03911517729361852,0.0895395809844973,0.0061921849846839905,-0.053169623017311096,1.8255910873413086,0.008914667181670666,0.0,0.5698248744010925,0.23167909681797028,1.0833333333333333,1.9058374166488647,1.7396291494369507,,,,,,,,,,,,,
5,C0,24,48,120,-0.03438381158510841,0.10488255006136374,0.0052635520696640015,-0.030641870573163033,1.8148717880249023,0.011181093752384186,0.0,0.5307307839393616,0.16730666160583496,1.08,1.9032363891601562,1.7242220640182495,,,,,,,,,,,,,
6,C0,24,48,144,0.05540105272730192,0.08948628512143031,0.005056007299572229,-0.030551224946975708,1.8092360496520996,-0.012625631876289845,0.0,0.4968623220920563,0.1840783655643463,1.0566666666666666,1.912052035331726,1.7037638425827026,,,,,,,,,,,,,
7,C0,24,48,168,-0.08142559901674588,0.09561049761220228,0.005709674675017595,-0.06794778257608414,1.8049287796020508,0.015963250771164894,0.0,0.7832651734352112,0.22544702887535095,1.1033333333333335,1.8940075635910034,1.7062158584594727,,,,,,,,,,,,,
8,C0,24,48,192,0.06447152446111046,0.10982247254354696,0.005380126181989908,-0.04494677856564522,1.7756415605545044,0.035723764449357986,0.1666666716337204,0.44452381134033203,0.12679564952850342,1.0733333333333335,1.8621593713760376,1.6750760078430176,,,,,,,,,,,,,
9,C0,24,48,216,-0.04367092316746709,0.09981598279021411,0.005429665092378855,-0.011387801729142666,1.7632719278335571,-0.01343450229614973,0.02083333395421505,0.5941143035888672,0.07442691922187805,1.0933333333333335,1.8631339073181152,1.6694785356521606,,,,,,,,,,,,,
10,C0,24,48,240,0.013137580080827084,0.08585049119256766,0.0033375751227140427,-0.02828153967857361,1.7647500038146973,0.003271109191700816,0.0625,0.44156110286712646,0.029261615127325058,1.1066666666666667,1.873181939125061,1.6561301946640015,1.09,0.0888819441731559,1.12,0.96,1.2,1.0,"[43, 36]",1.0,1,-0.0,1.873558521270752,1.677009642124176,1.08
11,C0,24,48,264,-0.014833161449432355,0.08611447245476418,0.0036510126665234566,-0.024663718417286873,1.7660274505615234,0.02288028411567211,0.0625,0.4929126799106598,0.025744378566741943,1.1233333333333333,1.8773835897445679,1.6485166549682617,,,,,,,,,,,,,
12,C0,24,48,288,0.004266475085417437,0.0784838548356388,0.0031043675262480974,-0.025842586532235146,1.7328381538391113,0.012899813242256641,0.02083333395421505,0.4998047947883606,0.02939652092754841,1.1400000000000001,1.8635430335998535,1.5863367319107056,,,,,,,,,,,,,
13,C0,24,48,312,0.012490233916044228,0.0829255165170621,0.003487243549898267,-0.04092533886432648,1.696549892425537,0.022003769874572754,0.125,0.5084245800971985,0.062215398997068405,1.1133333333333335,1.8443821668624878,1.530835747718811,,,,,,,,,,,,,
14,C0,24,48,336,0.00255787633657458,0.09226309439952504,0.004230454098433256,-0.020986204966902733,1.6663528680801392,-0.011845528148114681,0.0,0.7172926068305969,0.011638553813099861,1.0966666666666667,1.8337281942367554,1.4920735359191895,,,,,,,,,,,,,
15,C0,24,48,360,-0.014751368602116883,0.08318961850374601,0.003373091807588935,-0.060747940093278885,1.6590229272842407,-0.0041012815199792385,0.2291666716337204,0.5088426470756531,0.02819390594959259,1.1,1.7740116119384766,1.5150432586669922,,,,,,,,,,,,,
16,C0,24,48,384,0.058601955254872655,0.08688122184895056,0.004688876681029797,-0.002800946356728673,1.5635896921157837,-0.001993101090192795,0.0,0.36315131187438965,0.15775826573371887,1.05,1.7245787382125854,1.3896747827529907,,,,,,,,,,,,,
17,C0,24,48,408,-0.06618119972447556,0.09040466805023571,0.005076498258858919,-0.02433117665350437,1.5639100074768066,0.03578520193696022,0.0833333358168602,0.4916246831417084,0.1913183480501175,1.0833333333333333,1.6768898963928223,1.4229029417037964,,,,,,,,,,,,,
18,C0,24,48,432,0.035416041505336775,0.07912337946586141,0.0033870006445795298,-0.03223726898431778,1.5614566802978516,-0.004442454781383276,0.0,0.6759524941444397,0.09850671142339706,1.1033333333333333,1.6845463514328003,1.4331172704696655,,,,,,,,,,,,,
19,C0,24,48,456,-0.015523927144209521,0.09630958697789653,0.004349693190306425,-0.022944169119000435,1.4215669631958008,0.0035502705723047256,0.02083333395421505,0.6298999786376953,0.03999040275812149,1.08,1.7133702039718628,1.1302167177200317,,,,,,,,,,,,,
20,C0,24,48,480,0.0004908984184265192,0.09011747191856997,0.004147319123148918,-0.011452878825366497,1.4671725034713745,0.0038237825501710176,0.0625,0.6385456323623657,0.01879463531076908,1.0966666666666667,1.7136071920394897,1.216941237449646,1.08,0.10583005244258363,1.08,0.96,1.2,1.0,"[36, 10]",1.0,1,-0.0,1.7153849601745605,1.6477925777435303,1.08
21,C0,24,48,504,0.002949164747198453,0.09392800121992899,0.004260644316673279,-0.01620161533355713,1.4718337059020996,0.004086899105459452,0.0,0.3561181426048279,0.017852401360869408,1.09,1.6831079721450806,1.2477468252182007,,,,,,,,,,,,,
22,C0,24,48,528,-0.008760228210687627,0.09066319673578035,0.004002551082521677,-0.07347997277975082,1.3914285898208618,0.011391322128474712,0.3333333432674408,0.6596195697784424,0.035022128373384476,1.0933333333333335,1.5644043684005737,1.196648120880127,,,,,,,,,,,,,
23,C0,24,48,552,0.008765219364563618,0.09037863579015715,0.004027951508760452,-0.02737809158861637,1.3875236511230469,0.031247658655047417,0.1458333283662796,0.3012600839138031,0.033440593630075455,1.09,1.4335187673568726,1.3520196676254272,,,,,,,,,,,,,
24,C0,24,48,576,-0.009762581310669592,0.08702022806782443,0.0036005082074552774,-0.03644302487373352,1.2228611707687378,0.015653027221560478,0.1041666641831398,0.5715506672859192,0.03100150264799595,1.0966666666666667,1.2833970785140991,1.0855792760849,,,,,,,,,,,,,
