epoch,policy_entropy,entropy_coef,kl_coef
0,1.3554375504071896,0.02,0.05
1,1.4508594091121967,0.019310344827586208,0.04666666666666667
2,1.5007232301510298,0.018620689655172412,0.043333333333333335
3,1.519219893675584,0.01793103448275862,0.04000000000000001
4,1.5124289806072528,0.017241379310344827,0.036666666666666674
5,1.5357650025532796,0.016551724137931035,0.03333333333333334
6,1.5224606543779373,0.015862068965517243,0.03
7,1.4301097289874003,0.015172413793103448,0.02666666666666667
8,1.4314628128822033,0.014482758620689656,0.023333333333333334
9,1.5660353027857268,0.013793103448275864,0.020000000000000004
10,1.9667595877097204,0.01310344827586207,0.01666666666666667
11,2.2715589037308326,0.012413793103448277,0.013333333333333336
12,1.9858072938827367,0.011724137931034485,0.009999999999999998
13,1.9344013791817884,0.01103448275862069,0.006666666666666665
14,2.451350347353862,0.010344827586206895,0.0033333333333333327
15,3.150231885222288,0.009655172413793102,0.0
16,3.567360440125832,0.00896551724137931,0.0
17,3.707967604582126,0.00827586206896552,0.0
18,3.778361751483037,0.007586206896551724,0.0
19,3.849715762413465,0.006896551724137932,0.0
20,3.892919281354317,0.006206896551724137,0.0
21,3.902841249337563,0.005517241379310345,0.0
22,3.9062228867640862,0.004827586206896553,0.0
23,3.8980270486611586,0.004137931034482758,0.0
24,3.874325169966771,0.003448275862068966,0.0
25,3.87247945024417,0.0027586206896551735,0.0
26,3.892032361947573,0.002068965517241379,0.0
27,3.894291646205462,0.0013793103448275868,0.0
28,3.8888985835588894,0.0006896551724137923,0.0
29,3.884093156227699,0.0,0.0
