update,mean_train_u_ctrl,mean_train_control_cost,method,update_seconds,trajectories_sampled,policy_entropy,router_entropy,expert_redundancy,max_expert_usage,residual_scale,validation_mean_u_ctrl,validation_mean_mocu,validation_n_unique_sequences,validation_sequence_entropy,validation_unique_frac,validation_under_control_rate,validation_valid,validation_mean_shortfall,validation_checkpoint_score,validation_meets_unique_floor,moe_adaptivity_constraint
1,0.23109374940395355,0.23109374940395355,MoE-sBOED,0.29836487770080566,64,3.3658835887908936,1.384824275970459,0.0118446946144104,0.27092665433883667,0.11928703635931015,,,,,,,,,,,
2,0.21843750774860382,0.21843750774860382,MoE-sBOED,0.052892446517944336,128,3.365213394165039,1.3844550848007202,0.02071763016283512,0.2742789089679718,0.11939509958028793,,,,,,,,,,,
3,0.23390625417232513,0.23390625417232513,MoE-sBOED,0.052776336669921875,192,3.364222526550293,1.3837270736694336,0.03691724315285683,0.2804126739501953,0.11951480060815811,,,,,,,,,,,
4,0.22312499582767487,0.22312499582767487,MoE-sBOED,0.05209922790527344,256,3.3624045848846436,1.3809001445770264,0.05576806142926216,0.29501813650131226,0.11964432150125504,,,,,,,,,,,
5,0.2292187511920929,0.2292187511920929,MoE-sBOED,0.051989078521728516,320,3.3585450649261475,1.3755292892456055,0.07765758037567139,0.3142915666103363,0.119780994951725,,,,,,,,,,,
6,0.2240625023841858,0.2240625023841858,MoE-sBOED,0.0537877082824707,384,3.3515095710754395,1.3680431842803955,0.09564969688653946,0.3347723186016083,0.11992576718330383,,,,,,,,,,,
7,0.23250000178813934,0.23250000178813934,MoE-sBOED,0.054841041564941406,448,3.3430895805358887,1.3574209213256836,0.10824596881866455,0.35810184478759766,0.12007948756217957,,,,,,,,,,,
8,0.2109375,0.2109375,MoE-sBOED,0.05347609519958496,512,3.3201920986175537,1.3306530714035034,0.13382388651371002,0.40203428268432617,0.12024049460887909,,,,,,,,,,,
9,0.21796874701976776,0.22890625894069672,MoE-sBOED,0.07085180282592773,576,3.2886312007904053,1.2913486957550049,0.1561477929353714,0.4510173201560974,0.12040073424577713,,,,,,,,,,,
10,0.21796876192092896,0.21796876192092896,MoE-sBOED,0.06045842170715332,640,3.2289962768554688,1.2452619075775146,0.1810428649187088,0.4972735345363617,0.12056885659694672,,,,,,,,,,,
11,0.22218748927116394,0.22218748927116394,MoE-sBOED,0.050871849060058594,704,3.121973752975464,1.186597466468811,0.19380034506320953,0.54664146900177,0.1207476556301117,,,,,,,,,,,
12,0.2015625238418579,0.2015625238418579,MoE-sBOED,0.05705380439758301,768,3.0310771465301514,1.1824984550476074,0.18807286024093628,0.5498150587081909,0.12091886252164841,,,,,,,,,,,
13,0.20624999701976776,0.20624999701976776,MoE-sBOED,0.05525493621826172,832,2.955566167831421,1.2113734483718872,0.1831720471382141,0.5267244577407837,0.12107778340578079,,,,,,,,,,,
14,0.20484375953674316,0.20484375953674316,MoE-sBOED,0.048386573791503906,896,2.7878711223602295,1.2354811429977417,0.1802690327167511,0.5059735774993896,0.12123657763004303,,,,,,,,,,,
15,0.20484374463558197,0.20484374463558197,MoE-sBOED,0.049541473388671875,960,2.683201551437378,1.230452299118042,0.17688880860805511,0.5103682279586792,0.12136710435152054,,,,,,,,,,,
