update,mean_kl_from_pre_finetune,selected_action_changes,branch_survival_rate,unique_selected_actions,selected_actions,policy_distributions
21,0.0,0,1.0,1,2 2 2,"[[0.0, 0.0, 0.8479578495025635, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04448071867227554, 0.0, 0.0, 0.0, 0.0, 0.024421177804470062, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03161714971065521, 0.0, 0.0, 0.051523178815841675, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.7985621690750122, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04530598968267441, 0.0, 0.0, 0.0, 0.0, 0.03320861607789993, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.038191795349121094, 0.0, 0.0, 0.08473142981529236, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.6619513630867004, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04713082313537598, 0.0, 0.0, 0.0, 0.0, 0.05314793437719345, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05982527881860733, 0.0, 0.0, 0.177944615483284, 0.0, 0.0, 0.0, 0.0]]"
22,0.0,0,1.0,1,2 2 2,"[[0.0, 0.0, 0.7829716801643372, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05840200558304787, 0.0, 0.0, 0.0, 0.0, 0.04010102152824402, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.045458655804395676, 0.0, 0.0, 0.07306667417287827, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.7185212969779968, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05789252370595932, 0.0, 0.0, 0.0, 0.0, 0.05324782058596611, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05355187878012657, 0.0, 0.0, 0.11678648740053177, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.5907544493675232, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.052052270621061325, 0.0, 0.0, 0.0, 0.0, 0.07323160767555237, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07160283625125885, 0.0, 0.0, 0.21235881745815277, 0.0, 0.0, 0.0, 0.0]]"
23,0.0,0,1.0,1,2 2 2,"[[0.0, 0.0, 0.6350638270378113, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06606563925743103, 0.0, 0.0, 0.0, 0.0, 0.08054369688034058, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07639899849891663, 0.0, 0.0, 0.1419277787208557, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.5208324790000916, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06093313544988632, 0.0, 0.0, 0.0, 0.0, 0.10279516875743866, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08564487099647522, 0.0, 0.0, 0.22979430854320526, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.416256844997406, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05209020525217056, 0.0, 0.0, 0.0, 0.0, 0.11710565537214279, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09420660138130188, 0.0, 0.0, 0.32034072279930115, 0.0, 0.0, 0.0, 0.0]]"
24,0.0,0,1.0,1,2 2 2,"[[0.0, 0.0, 0.6163673996925354, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.059278495609760284, 0.0, 0.0, 0.0, 0.0, 0.08677304536104202, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08489245921373367, 0.0, 0.0, 0.1526886224746704, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.4663918614387512, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05110650509595871, 0.0, 0.0, 0.0, 0.0, 0.11095450818538666, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09441173076629639, 0.0, 0.0, 0.2771354019641876, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.40681546926498413, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04673391208052635, 0.0, 0.0, 0.0, 0.0, 0.11801835894584656, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09731508791446686, 0.0, 0.0, 0.3311172425746918, 0.0, 0.0, 0.0, 0.0]]"
25,0.023084988817572594,0,1.0,1,2 2 2,"[[0.0, 0.0, 0.7049896121025085, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0533401183784008, 0.0, 0.0, 0.0, 0.0, 0.06358981877565384, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07261747866868973, 0.0, 0.0, 0.10546304285526276, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.5525351762771606, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.045092660933732986, 0.0, 0.0, 0.0, 0.0, 0.08840568363666534, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08686933666467667, 0.0, 0.0, 0.2270970642566681, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.5317193269729614, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04333924502134323, 0.0, 0.0, 0.0, 0.0, 0.09062999486923218, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0877651497721672, 0.0, 0.0, 0.24654628336429596, 0.0, 0.0, 0.0, 0.0]]"
26,0.03824444115161896,0,1.0,1,2 2 2,"[[0.0, 0.0, 0.7166953682899475, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05177033320069313, 0.0, 0.0, 0.0, 0.0, 0.05302201583981514, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0793033316731453, 0.0, 0.0, 0.09920898824930191, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.5826677680015564, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04368716478347778, 0.0, 0.0, 0.0, 0.0, 0.07276453077793121, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0933108925819397, 0.0, 0.0, 0.20756971836090088, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.5586439371109009, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04144194722175598, 0.0, 0.0, 0.0, 0.0, 0.07432790100574493, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0944056510925293, 0.0, 0.0, 0.2311805784702301, 0.0, 0.0, 0.0, 0.0]]"
27,0.011870689690113068,0,1.0,1,2 2 2,"[[0.0, 0.0, 0.6363974213600159, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06149812787771225, 0.0, 0.0, 0.0, 0.0, 0.05962197482585907, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10813136398792267, 0.0, 0.0, 0.13435102999210358, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.4562740623950958, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.045712970197200775, 0.0, 0.0, 0.0, 0.0, 0.08015966415405273, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11751183867454529, 0.0, 0.0, 0.3003414273262024, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.4664747416973114, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.046015962958335876, 0.0, 0.0, 0.0, 0.0, 0.07770921289920807, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11608308553695679, 0.0, 0.0, 0.29371702671051025, 0.0, 0.0, 0.0, 0.0]]"
28,0.03064860962331295,1,0.6666666666666666,2,2 25 2,"[[0.0, 0.0, 0.5893365144729614, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06354249268770218, 0.0, 0.0, 0.0, 0.0, 0.05296303331851959, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11872778087854385, 0.0, 0.0, 0.17543017864227295, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.361791729927063, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04086089879274368, 0.0, 0.0, 0.0, 0.0, 0.06903626769781113, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11268273741006851, 0.0, 0.0, 0.41562849283218384, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.39360472559928894, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04403021186590195, 0.0, 0.0, 0.0, 0.0, 0.06599489599466324, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11314787715673447, 0.0, 0.0, 0.38322222232818604, 0.0, 0.0, 0.0, 0.0]]"
29,0.0794595256447792,2,0.3333333333333333,2,2 25 25,"[[0.0, 0.0, 0.6201691031455994, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05298641324043274, 0.0, 0.0, 0.0, 0.0, 0.03583373501896858, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10382767021656036, 0.0, 0.0, 0.18718305230140686, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.3020961284637451, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.028719782829284668, 0.0, 0.0, 0.0, 0.0, 0.046971991658210754, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0869097039103508, 0.0, 0.0, 0.535302460193634, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.40391162037849426, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03641504421830177, 0.0, 0.0, 0.0, 0.0, 0.04411909729242325, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09356289356946945, 0.0, 0.0, 0.4219912886619568, 0.0, 0.0, 0.0, 0.0]]"
30,0.12985461950302124,1,0.6666666666666666,2,2 25 2,"[[0.0, 0.0, 0.6945117712020874, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.036683518439531326, 0.0, 0.0, 0.0, 0.0, 0.023496199399232864, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07981029152870178, 0.0, 0.0, 0.16549809277057648, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.29010650515556335, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.018404832109808922, 0.0, 0.0, 0.0, 0.0, 0.03324415534734726, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06327446550130844, 0.0, 0.0, 0.5949700474739075, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.4595925509929657, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02590794675052166, 0.0, 0.0, 0.0, 0.0, 0.03041738271713257, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07175836712121964, 0.0, 0.0, 0.4123236835002899, 0.0, 0.0, 0.0, 0.0]]"
31,0.16957227885723114,1,0.6666666666666666,2,2 25 2,"[[0.0, 0.0, 0.8055399060249329, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.024134187027812004, 0.0, 0.0, 0.0, 0.0, 0.014275533147156239, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.048416122794151306, 0.0, 0.0, 0.1076342836022377, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.36345574259757996, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.013892288319766521, 0.0, 0.0, 0.0, 0.0, 0.0269083883613348, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04750565439462662, 0.0, 0.0, 0.5482379198074341, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.48737913370132446, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.016991324722766876, 0.0, 0.0, 0.0, 0.0, 0.024324515834450722, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.048564620316028595, 0.0, 0.0, 0.4227403998374939, 0.0, 0.0, 0.0, 0.0]]"
32,0.1860356330871582,2,0.3333333333333333,2,2 25 25,"[[0.0, 0.0, 0.8536245822906494, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.020708950236439705, 0.0, 0.0, 0.0, 0.0, 0.012878477573394775, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.038126733154058456, 0.0, 0.0, 0.07466119527816772, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.366607129573822, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.012779293581843376, 0.0, 0.0, 0.0, 0.0, 0.03125189617276192, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.043718643486499786, 0.0, 0.0, 0.5456430912017822, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.43244171142578125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01476769894361496, 0.0, 0.0, 0.0, 0.0, 0.030370017513632774, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04364630579948425, 0.0, 0.0, 0.4787742793560028, 0.0, 0.0, 0.0, 0.0]]"
33,0.197368323802948,1,0.6666666666666666,2,2 25 2,"[[0.0, 0.0, 0.8684907555580139, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02302037924528122, 0.0, 0.0, 0.0, 0.0, 0.01602613553404808, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03767131641507149, 0.0, 0.0, 0.05479134991765022, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.24461525678634644, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.012837364338338375, 0.0, 0.0, 0.0, 0.0, 0.05194521322846413, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04436901956796646, 0.0, 0.0, 0.6462331414222717, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.4997938573360443, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.019403645768761635, 0.0, 0.0, 0.0, 0.0, 0.046789512038230896, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.049399323761463165, 0.0, 0.0, 0.38461363315582275, 0.0, 0.0, 0.0, 0.0]]"
34,0.18958145380020142,1,0.6666666666666666,2,2 25 2,"[[0.0, 0.0, 0.8695709109306335, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02343769185245037, 0.0, 0.0, 0.0, 0.0, 0.017667748034000397, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.038498178124427795, 0.0, 0.0, 0.05082538723945618, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.24386470019817352, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.013578641228377819, 0.0, 0.0, 0.0, 0.0, 0.06380823999643326, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04731506109237671, 0.0, 0.0, 0.6314333081245422, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.5684722065925598, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.021300729364156723, 0.0, 0.0, 0.0, 0.0, 0.052332933992147446, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0515848845243454, 0.0, 0.0, 0.30630919337272644, 0.0, 0.0, 0.0, 0.0]]"
35,0.2631172835826874,1,0.6666666666666666,2,2 25 2,"[[0.0, 0.0, 0.897592306137085, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.020712390542030334, 0.0, 0.0, 0.0, 0.0, 0.010611025616526604, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03263368830084801, 0.0, 0.0, 0.03845057636499405, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.3266770541667938, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.012963688932359219, 0.0, 0.0, 0.0, 0.0, 0.044858019798994064, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.047439057379961014, 0.0, 0.0, 0.5680621862411499, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.7431061863899231, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01803494803607464, 0.0, 0.0, 0.0, 0.0, 0.024862641468644142, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.041886165738105774, 0.0, 0.0, 0.17211002111434937, 0.0, 0.0, 0.0, 0.0]]"
36,0.20293863117694855,1,0.6666666666666666,2,2 25 2,"[[0.0, 0.0, 0.8733749389648438, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.022364933043718338, 0.0, 0.0, 0.0, 0.0, 0.016337640583515167, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03895660489797592, 0.0, 0.0, 0.0489659458398819, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.38484084606170654, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.015287368558347225, 0.0, 0.0, 0.0, 0.0, 0.05719967931509018, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05133768171072006, 0.0, 0.0, 0.49133437871932983, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.7401682734489441, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.020376386120915413, 0.0, 0.0, 0.0, 0.0, 0.03366131708025932, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04617057368159294, 0.0, 0.0, 0.15962351858615875, 0.0, 0.0, 0.0, 0.0]]"
37,0.11062208563089371,1,0.6666666666666666,2,2 25 2,"[[0.0, 0.0, 0.8139026165008545, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03231150656938553, 0.0, 0.0, 0.0, 0.0, 0.039066772907972336, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.051607564091682434, 0.0, 0.0, 0.0631115660071373, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.3641442060470581, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0215605478733778, 0.0, 0.0, 0.0, 0.0, 0.10928647965192795, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05727298930287361, 0.0, 0.0, 0.4477357566356659, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.6673896908760071, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.030811196193099022, 0.0, 0.0, 0.0, 0.0, 0.07656393945217133, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05688925459980965, 0.0, 0.0, 0.16834591329097748, 0.0, 0.0, 0.0, 0.0]]"
38,0.10480865836143494,1,0.6666666666666666,2,2 25 2,"[[0.0, 0.0, 0.7724406123161316, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0376121923327446, 0.0, 0.0, 0.0, 0.0, 0.060411758720874786, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06034034863114357, 0.0, 0.0, 0.06919505447149277, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.2850494384765625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02006002701818943, 0.0, 0.0, 0.0, 0.0, 0.1351919025182724, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05524357408285141, 0.0, 0.0, 0.504455029964447, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.618076741695404, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.034113768488168716, 0.0, 0.0, 0.0, 0.0, 0.10868873447179794, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06170560419559479, 0.0, 0.0, 0.17741510272026062, 0.0, 0.0, 0.0, 0.0]]"
39,0.09961804002523422,1,0.6666666666666666,2,2 25 2,"[[0.0, 0.0, 0.7452561855316162, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.035425908863544464, 0.0, 0.0, 0.0, 0.0, 0.07964081317186356, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06845550239086151, 0.0, 0.0, 0.07122159749269485, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.2947397828102112, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02017292007803917, 0.0, 0.0, 0.0, 0.0, 0.1678815484046936, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05807257071137428, 0.0, 0.0, 0.45913320779800415, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.6052501797676086, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0335208885371685, 0.0, 0.0, 0.0, 0.0, 0.13931973278522491, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06621362268924713, 0.0, 0.0, 0.15569551289081573, 0.0, 0.0, 0.0, 0.0]]"
40,0.17203055322170258,1,0.6666666666666666,2,2 25 2,"[[0.0, 0.0, 0.8477338552474976, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.023553647100925446, 0.0, 0.0, 0.0, 0.0, 0.030166838318109512, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05266454443335533, 0.0, 0.0, 0.04588106647133827, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.4047940671443939, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01675095222890377, 0.0, 0.0, 0.0, 0.0, 0.08765017241239548, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05698110908269882, 0.0, 0.0, 0.43382367491722107, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.7462877035140991, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02366122603416443, 0.0, 0.0, 0.0, 0.0, 0.05840352177619934, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05531575530767441, 0.0, 0.0, 0.11633177846670151, 0.0, 0.0, 0.0, 0.0]]"
41,0.3094521760940552,0,1.0,1,2 2 2,"[[0.0, 0.0, 0.8975160717964172, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.022312626242637634, 0.0, 0.0, 0.0, 0.0, 0.01606461964547634, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03668005391955376, 0.0, 0.0, 0.027426600456237793, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.5801932215690613, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.018945546820759773, 0.0, 0.0, 0.0, 0.0, 0.05656523257493973, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.051131654530763626, 0.0, 0.0, 0.29316434264183044, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.8490749001502991, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.023212576285004616, 0.0, 0.0, 0.0, 0.0, 0.02871466800570488, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03951830044388771, 0.0, 0.0, 0.0594794861972332, 0.0, 0.0, 0.0, 0.0]]"
42,0.18467317521572113,0,1.0,1,2 2 2,"[[0.0, 0.0, 0.8486862182617188, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.030603762716054916, 0.0, 0.0, 0.0, 0.0, 0.031546734273433685, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05183101445436478, 0.0, 0.0, 0.03733227401971817, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.4711861312389374, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02270229160785675, 0.0, 0.0, 0.0, 0.0, 0.08823462575674057, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06155006214976311, 0.0, 0.0, 0.3563269376754761, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.7603278756141663, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03426174074411392, 0.0, 0.0, 0.0, 0.0, 0.061302706599235535, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05829048901796341, 0.0, 0.0, 0.08581710606813431, 0.0, 0.0, 0.0, 0.0]]"
43,0.08834252506494522,1,0.6666666666666666,2,2 25 2,"[[0.0, 0.0, 0.761094868183136, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04042324423789978, 0.0, 0.0, 0.0, 0.0, 0.06657611578702927, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07630616426467896, 0.0, 0.0, 0.055599551647901535, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.3799515962600708, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02558521367609501, 0.0, 0.0, 0.0, 0.0, 0.13273568451404572, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07160063087940216, 0.0, 0.0, 0.39012691378593445, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.6125962138175964, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04360194131731987, 0.0, 0.0, 0.0, 0.0, 0.1285492181777954, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08117910474538803, 0.0, 0.0, 0.13407357037067413, 0.0, 0.0, 0.0, 0.0]]"
44,0.11293900012969971,1,0.6666666666666666,2,2 25 2,"[[0.0, 0.0, 0.5284402966499329, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06757719814777374, 0.0, 0.0, 0.0, 0.0, 0.197226881980896, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11519547551870346, 0.0, 0.0, 0.09156022220849991, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.24290509521961212, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03338012471795082, 0.0, 0.0, 0.0, 0.0, 0.23566854000091553, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07971706986427307, 0.0, 0.0, 0.4083292484283447, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.32364997267723083, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05820846185088158, 0.0, 0.0, 0.0, 0.0, 0.3115493655204773, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09671114385128021, 0.0, 0.0, 0.20988109707832336, 0.0, 0.0, 0.0, 0.0]]"
45,0.5000734925270081,3,0.0,1,14 14 14,"[[0.0, 0.0, 0.2206573188304901, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08162931352853775, 0.0, 0.0, 0.0, 0.0, 0.49667540192604065, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10125014930963516, 0.0, 0.0, 0.0997878685593605, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.12286445498466492, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.039995238184928894, 0.0, 0.0, 0.0, 0.0, 0.45437315106391907, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06799178570508957, 0.0, 0.0, 0.31477537751197815, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.11941741406917572, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05410352349281311, 0.0, 0.0, 0.0, 0.0, 0.5606861710548401, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06841416656970978, 0.0, 0.0, 0.19737868010997772, 0.0, 0.0, 0.0, 0.0]]"
