update,policy_loss,value_loss,approximate_kl,entropy,mean_training_terminal_cost,mean_u_ctrl,std_u_ctrl,median_u_ctrl,q10_u_ctrl,q90_u_ctrl,safety,dominant_sequence,dominant_sequence_fraction,unique_sequences,sequence_entropy,entropy_t1,entropy_t2,entropy_t3
1,-0.04224110022187233,0.021755138412117958,0.030917465686798096,3.3572278022766113,0.8250000000000001,0.8833333333333332,0.12801909579781015,0.95,0.7,1.0,1.0,"[29, 15, 19]",0.6666666666666666,3,0.8239592165010823,3.396243095397949,3.353179693222046,3.320978323618571
10,-0.044291600584983826,0.003612625179812312,0.02590756304562092,3.2858595848083496,0.9,0.8500000000000001,0.1384437310486346,0.9,0.61,1.0,1.0,"[13, 11, 1]",0.9166666666666666,2,0.2868359830561607,3.3644607067108154,3.291666348775228,3.2702447970708213
20,-0.058699291199445724,0.004243435338139534,0.012604091316461563,3.1983582973480225,0.875,0.8750000000000001,0.0924211375534118,0.9,0.8,1.0,1.0,"[13, 11, 5]",1.0,1,-0.0,3.3390393257141113,3.163814882437388,3.2223604917526245
30,-0.03887169063091278,0.005041949450969696,0.0011280575999990106,3.115967273712158,0.8666666666666668,0.8416666666666668,0.12555432644432804,0.9,0.62,0.99,1.0,"[28, 29, 11]",1.0,1,-0.0,3.2965760231018066,3.1079753041267395,3.0323110818862915
40,-0.03809851035475731,0.00599832646548748,-0.0005341039504855871,3.141613483428955,0.8416666666666668,0.8166666666666665,0.1343709624716425,0.8500000000000001,0.61,0.99,1.0,"[28, 29, 1]",0.5,2,0.6931471805599453,3.15120792388916,3.2526074250539145,3.1788739363352456
50,-0.016536755487322807,0.007659532129764557,-0.006176796276122332,2.9911139011383057,0.85,0.875,0.10103629710818453,0.9,0.71,1.0,1.0,"[1, 8, 17]",0.5,2,0.6931471805599453,3.035339117050171,3.0123815139134726,3.0201736887296042
60,0.0010858388850465417,0.006269366014748812,0.034603506326675415,2.8444466590881348,0.8333333333333334,0.8500000000000001,0.1322875655532295,0.9,0.62,1.0,1.0,"[1, 24, 8]",1.0,1,-0.0,2.861579418182373,2.9805338978767395,3.0363271633783975
70,-0.04415004327893257,0.004834309220314026,0.027021126821637154,2.976125955581665,0.875,0.8416666666666668,0.1440968038815882,0.9,0.61,1.0,1.0,"[1, 8, 16]",0.9166666666666666,2,0.2868359830561607,2.8459348678588867,3.322391847769419,3.1001645922660828
80,-0.028141148388385773,0.007635638117790222,0.00516986520960927,2.9301929473876953,0.7916666666666666,0.8250000000000001,0.13616778865306828,0.9,0.61,0.99,1.0,"[16, 8, 1]",1.0,1,-0.0,3.0017504692077637,3.023067851861318,3.009283264478048
90,-0.010406745597720146,0.003179331077262759,0.007511695381253958,3.101146697998047,0.8750000000000001,0.8416666666666668,0.1440968038815882,0.9,0.61,1.0,1.0,"[1, 8, 16]",1.0,1,-0.0,3.158952236175537,3.12095973889033,3.1071593165397644
100,-0.04108557477593422,0.0036970239598304033,0.04984314739704132,2.0498175621032715,0.8750000000000001,0.9,0.1,0.9,0.8,1.0,1.0,"[8, 4, 22]",0.5833333333333334,3,0.887694275799104,2.144277334213257,2.5930435260136924,2.864190181096395
