update,mean_train_u_ctrl,mean_train_control_cost,method,update_seconds,trajectories_sampled,policy_entropy,router_entropy,expert_redundancy,max_expert_usage,expert_residual_scale,validation_mean_u_ctrl,validation_mean_mocu,validation_n_unique_sequences,validation_sequence_entropy,validation_unique_frac,validation_under_control_rate,validation_valid,validation_mean_shortfall,validation_checkpoint_score,validation_meets_unique_floor,moe_adaptivity_constraint
1,0.17671874165534973,0.17671874165534973,MoE-sBOED,0.29247069358825684,64,3.3828201293945312,1.384690761566162,0.0689236968755722,0.2732425034046173,0.1192532405257225,,,,,,,,,,,
2,0.16687500476837158,0.16687500476837158,MoE-sBOED,0.04799151420593262,128,3.3821208477020264,1.385133981704712,0.028615262359380722,0.26895707845687866,0.11934623122215271,,,,,,,,,,,
3,0.16359375417232513,0.16359375417232513,MoE-sBOED,0.052597999572753906,192,3.3815832138061523,1.385707139968872,0.0028900436591356993,0.2635619044303894,0.11940217018127441,,,,,,,,,,,
4,0.17578125,0.17578125,MoE-sBOED,0.046473026275634766,256,3.3806562423706055,1.3861743211746216,0.004754903260618448,0.25497061014175415,0.11944530159235,,,,,,,,,,,
5,0.17531250417232513,0.17531250417232513,MoE-sBOED,0.04567742347717285,320,3.3793773651123047,1.386217713356018,0.002572949742898345,0.2506828308105469,0.1195143610239029,,,,,,,,,,,
6,0.17578125,0.17578125,MoE-sBOED,0.045241355895996094,384,3.377511978149414,1.386178731918335,0.002955536125227809,0.2504168748855591,0.1196155920624733,,,,,,,,,,,
7,0.1626562476158142,0.1626562476158142,MoE-sBOED,0.05676770210266113,448,3.3750338554382324,1.3861336708068848,0.0011139579582959414,0.2504996657371521,0.11972808092832565,,,,,,,,,,,
8,0.17109376192092896,0.17109376192092896,MoE-sBOED,0.0438234806060791,512,3.371990203857422,1.3860962390899658,0.0005404121475294232,0.2513352036476135,0.11984610557556152,,,,,,,,,,,
9,0.17812499403953552,0.17812499403953552,MoE-sBOED,0.04457807540893555,576,3.370230197906494,1.3859809637069702,0.0009493349934928119,0.25262948870658875,0.11991751194000244,,,,,,,,,,,
10,0.17812499403953552,0.17812499403953552,MoE-sBOED,0.04564785957336426,640,3.3702120780944824,1.3859479427337646,0.00037391611840575933,0.25134196877479553,0.11987490206956863,,,,,,,,,,,
11,0.18140624463558197,0.18140624463558197,MoE-sBOED,0.04491233825683594,704,3.3715462684631348,1.385864019393921,0.0006115971482358873,0.2503497898578644,0.11976917088031769,,,,,,,,,,,
12,0.1678124964237213,0.1678124964237213,MoE-sBOED,0.04596996307373047,768,3.372109889984131,1.3857566118240356,0.0008589725475758314,0.2517848610877991,0.11970356851816177,,,,,,,,,,,
13,0.17765626311302185,0.17765626311302185,MoE-sBOED,0.05672025680541992,832,3.370173931121826,1.3857709169387817,0.0007771194796077907,0.2511029839515686,0.11968766897916794,,,,,,,,,,,
14,0.19031250476837158,0.19031250476837158,MoE-sBOED,0.04738163948059082,896,3.3681533336639404,1.3857810497283936,0.0008946696179918945,0.2521497905254364,0.11970482766628265,,,,,,,,,,,
15,0.18281249701976776,0.18281249701976776,MoE-sBOED,0.04919004440307617,960,3.366518497467041,1.385835886001587,0.0004823686904273927,0.25389957427978516,0.11974915117025375,,,,,,,,,,,
16,0.17671874165534973,0.17671874165534973,MoE-sBOED,0.047298431396484375,1024,3.365668535232544,1.3858928680419922,0.0003713201731443405,0.2531105577945709,0.11980554461479187,,,,,,,,,,,
17,0.17390625178813934,0.17390625178813934,MoE-sBOED,0.04703235626220703,1088,3.3655459880828857,1.3859792947769165,0.00034230994060635567,0.25153934955596924,0.11980758607387543,,,,,,,,,,,
18,0.15843749046325684,0.15843749046325684,MoE-sBOED,0.05075669288635254,1152,3.3650622367858887,1.3859847784042358,0.001120847649872303,0.2517854869365692,0.11972015351057053,,,,,,,,,,,
19,0.18187500536441803,0.18187500536441803,MoE-sBOED,0.04760599136352539,1216,3.36370849609375,1.3860327005386353,0.0008172981324605644,0.25338447093963623,0.11962606012821198,,,,,,,,,,,
20,0.1706250011920929,0.1706250011920929,MoE-sBOED,0.04831719398498535,1280,3.36318302154541,1.3860909938812256,0.0004699529963545501,0.2539106607437134,0.1195339560508728,,,,,,,,,,,
21,0.1771875023841858,0.1771875023841858,MoE-sBOED,0.04821419715881348,1344,3.362400531768799,1.3861631155014038,0.0007857002783566713,0.25194251537323,0.11943046003580093,,,,,,,,,,,
22,0.1823437511920929,0.1823437511920929,MoE-sBOED,0.047458648681640625,1408,3.359480381011963,1.386125087738037,0.00048760962090454996,0.253964900970459,0.11932436376810074,,,,,,,,,,,
