system,stage,configuration,seed,epochs,best_epoch,final_epoch,best_validation_u_ctrl,final_validation_u_ctrl,best_validation_safety,best_checkpoint,entropy_schedule,baseline,advantage_normalization,credit,learning_rate,max_potential_telescope_error,gradient_reached_policy,initial_policy_entropy,quarter_policy_entropy,final_policy_entropy,initial_entropy_t1,initial_entropy_t2,initial_entropy_t3,final_entropy_t1,final_entropy_t2,final_entropy_t3,mean_gradient_norm,max_gradient_norm,total_clipping_events,mean_advantage_mean,mean_advantage_std,mean_terminal_cost_unique_count,mean_terminal_cost_modal_fraction,mean_terminal_cost_tied_fraction
ieee9,entropy_study,E0_current,101,500,390,499,0.9666666666666667,0.98,1.0,/home/grads/g/g.lin/Documents/dad_mocu_kuramoto_v4/experiments/dad_rl_training_improvement/ieee9_T3/entropy_study/E0_current/seed_101/best_checkpoint.pt,current,ema,False,terminal,0.001,0.0,True,3.967866897583008,3.9446394443511963,1.5768455266952515,3.9877500534057617,3.967445135116577,3.948406457901001,3.981898307800293,0.24989904463291168,0.4987390339374542,0.04670505889916184,0.5287200212478638,0,-0.00017011034127102244,0.051125879901541584,1.7663076923076924,0.8899615384615385,0.9170192307692308
ieee9,entropy_study,E0_current,202,500,0,499,0.9700000000000001,0.9700000000000001,1.0,/home/grads/g/g.lin/Documents/dad_mocu_kuramoto_v4/experiments/dad_rl_training_improvement/ieee9_T3/entropy_study/E0_current/seed_202/best_checkpoint.pt,current,ema,False,terminal,0.001,0.0,True,3.9681053161621094,3.946990489959717,2.9449498653411865,3.9877564907073975,3.9677960872650146,3.9487626552581787,3.981489658355713,2.397543430328369,2.4558165073394775,0.04590118404383807,0.5102512836456299,0,-0.0001679005684951912,0.0514110251141649,1.7724615384615385,0.8887307692307692,0.9169423076923078
ieee9,entropy_study,E0_current,303,500,290,499,0.9700000000000001,0.98,1.0,/home/grads/g/g.lin/Documents/dad_mocu_kuramoto_v4/experiments/dad_rl_training_improvement/ieee9_T3/entropy_study/E0_current/seed_303/best_checkpoint.pt,current,ema,False,terminal,0.001,0.0,True,3.967803955078125,3.9218482971191406,2.8629095554351807,3.987438201904297,3.967501401901245,3.948472261428833,3.9805853366851807,2.268192768096924,2.3399505615234375,0.048703688034223605,0.46644940972328186,0,-0.00016856065825794972,0.05206010298203374,1.7892307692307692,0.8873076923076924,0.9142692307692308
ieee9,entropy_study,E0_current,404,500,0,499,0.9700000000000001,0.9700000000000001,1.0,/home/grads/g/g.lin/Documents/dad_mocu_kuramoto_v4/experiments/dad_rl_training_improvement/ieee9_T3/entropy_study/E0_current/seed_404/best_checkpoint.pt,current,ema,False,terminal,0.001,0.0,True,3.9685051441192627,3.936739444732666,2.947160482406616,3.988006353378296,3.9682772159576416,3.9492311477661133,3.979708194732666,2.289585590362549,2.572188138961792,0.04722863656816144,0.5609115362167358,0,-0.00016850811177096148,0.05176801266183715,1.7796923076923077,0.8880192307692307,0.9158461538461539
ieee9,entropy_study,E0_current,505,500,5,499,0.9633333333333333,0.9700000000000001,1.0,/home/grads/g/g.lin/Documents/dad_mocu_kuramoto_v4/experiments/dad_rl_training_improvement/ieee9_T3/entropy_study/E0_current/seed_505/best_checkpoint.pt,current,ema,False,terminal,0.001,0.0,True,3.968151807785034,3.90621280670166,3.387566089630127,3.98748517036438,3.9680075645446777,3.948963165283203,3.981590509414673,2.8621087074279785,3.318999767303467,0.04813602640198616,0.493499219417572,0,-0.00016912849055223395,0.05194539985110803,1.7881538461538462,0.88775,0.9141923076923076
ieee9,entropy_study,E1_slow_decay,101,500,20,499,0.9700000000000001,0.9833333333333334,1.0,/home/grads/g/g.lin/Documents/dad_mocu_kuramoto_v4/experiments/dad_rl_training_improvement/ieee9_T3/entropy_study/E1_slow_decay/seed_101/best_checkpoint.pt,slow_decay,ema,False,terminal,0.001,0.0,True,3.967866897583008,3.9430744647979736,3.805999755859375,3.9877500534057617,3.967445135116577,3.948406457901001,3.9815287590026855,3.6882359981536865,3.748234987258911,0.04357901774024448,0.5287200212478638,0,-0.00017456083365784876,0.052499767371179916,1.8033846153846158,0.8844038461538462,0.9131923076923076
ieee9,entropy_study,E1_slow_decay,202,500,0,499,0.9700000000000001,0.98,1.0,/home/grads/g/g.lin/Documents/dad_mocu_kuramoto_v4/experiments/dad_rl_training_improvement/ieee9_T3/entropy_study/E1_slow_decay/seed_202/best_checkpoint.pt,slow_decay,ema,False,terminal,0.001,0.0,True,3.9681053161621094,3.947415828704834,3.827505350112915,3.9877564907073975,3.9677960872650146,3.9487626552581787,3.981611967086792,3.7267918586730957,3.774111270904541,0.0449466214287453,0.5102512836456299,0,-0.00016790399999556572,0.0524529146507931,1.798769230769231,0.8835,0.9153461538461539
ieee9,entropy_study,E1_slow_decay,303,500,305,499,0.9700000000000001,0.98,1.0,/home/grads/g/g.lin/Documents/dad_mocu_kuramoto_v4/experiments/dad_rl_training_improvement/ieee9_T3/entropy_study/E1_slow_decay/seed_303/best_checkpoint.pt,slow_decay,ema,False,terminal,0.001,0.0,True,3.967803955078125,3.9189116954803467,3.6797938346862793,3.987438201904297,3.967501401901245,3.948472261428833,3.9804391860961914,3.4914090633392334,3.5675342082977295,0.04406889537926047,0.46644940972328186,0,-0.00016863298143400348,0.05272904688095179,1.8083076923076924,0.8842115384615385,0.912423076923077
ieee9,entropy_study,E1_slow_decay,404,500,0,499,0.9700000000000001,0.9899999999999999,1.0,/home/grads/g/g.lin/Documents/dad_mocu_kuramoto_v4/experiments/dad_rl_training_improvement/ieee9_T3/entropy_study/E1_slow_decay/seed_404/best_checkpoint.pt,slow_decay,ema,False,terminal,0.001,0.0,True,3.9685051441192627,3.9446778297424316,3.5441038608551025,3.988006353378296,3.9682772159576416,3.9492311477661133,3.9794399738311768,3.2093088626861572,3.4435627460479736,0.045221193611711404,0.510638952255249,0,-0.00016941720141158627,0.05284326305307828,1.8056923076923077,0.8833461538461538,0.9138269230769231
ieee9,entropy_study,E1_slow_decay,505,500,5,499,0.9633333333333333,0.9766666666666666,1.0,/home/grads/g/g.lin/Documents/dad_mocu_kuramoto_v4/experiments/dad_rl_training_improvement/ieee9_T3/entropy_study/E1_slow_decay/seed_505/best_checkpoint.pt,slow_decay,ema,False,terminal,0.001,0.0,True,3.968151807785034,3.8778789043426514,3.7480015754699707,3.98748517036438,3.9680075645446777,3.948963165283203,3.9810407161712646,3.5790557861328125,3.6839077472686768,0.044970469579906566,0.493499219417572,0,-0.0001665650876804753,0.052681890321302494,1.8070769230769232,0.8845769230769231,0.9124615384615385
