system,seed,epoch,train_mean_u_ctrl,validation_mean_u_ctrl,validation_safety,best_validation_mean_u_ctrl,policy_entropy,entropy_t1,entropy_t2,entropy_t3,entropy_coefficient,gradient_norm,gradient_norm_max,policy_gradient_norm,policy_gradient_norm_max,clipping_events,advantage_mean,advantage_std,unique_sequences,dominant_sequence,dominant_sequence_fraction,terminal_cost_unique_count,terminal_cost_modal_fraction,terminal_cost_tied_fraction,potential_telescope_max_error,loss
ieee5,404,0,0.8692307692307691,0.8583333333333333,1.0,0.8583333333333333,3.3639636039733887,3.399933338165283,3.363511085510254,3.3284454345703125,0.01,0.10626818239688873,0.20905287563800812,0.10626818239688873,0.2090528905391693,0,1.1343031357496212e-10,0.11875421781678856,52,11 14 5,0.019230769230769232,3.857142857142857,0.44642857142857145,0.7321428571428571,0.0,-0.09959257926259722
ieee5,404,1,0.8576923076923075,,,0.8583333333333333,3.356471061706543,3.3999688625335693,3.3522300720214844,3.317214012145996,0.00997995991983968,0.0875533361520086,0.12980863451957703,0.0875533361520086,0.12980863451957703,0,-3.4029094072488636e-10,0.09435170224430238,52,18 2 10,0.019230769230769232,3.2857142857142856,0.48214285714285715,0.8571428571428571,0.0,-0.1027030497789383
ieee5,404,2,0.8538461538461537,,,0.8583333333333333,3.346147298812866,3.3999152183532715,3.336905002593994,3.3016202449798584,0.009959919839679358,0.10810990418706622,0.12528103590011597,0.10810990525143487,0.12528105080127716,0,-2.1492059414203352e-10,0.10841959079845874,52,7 26 22,0.019230769230769232,3.857142857142857,0.39285714285714285,0.7857142857142857,0.0,-0.09539422286408288
ieee5,404,3,0.8826923076923077,,,0.8583333333333333,3.3476428985595703,3.399876117706299,3.3389012813568115,3.304151773452759,0.009939879759519038,0.09353989894901003,0.11736629903316498,0.09353989788464137,0.11736630648374557,0,-2.626807261735965e-10,0.10261016540894746,51,12 2 0,0.038461538461538464,3.5714285714285716,0.44642857142857145,0.8392857142857143,0.0,-0.09660187576498304
ieee5,404,4,0.8615384615384615,,,0.8583333333333333,3.34759259223938,3.399817943572998,3.338590383529663,3.304368495941162,0.009919839679358718,0.07721765445811409,0.11853945255279541,0.07721765339374542,0.11853944510221481,0,-1.1701232347732935e-09,0.09388345122521144,52,28 13 0,0.019230769230769232,3.7142857142857144,0.5357142857142857,0.7321428571428571,0.0,-0.102951779961586
ieee5,404,5,0.8615384615384615,0.8833333333333334,1.0,0.8583333333333333,3.330829381942749,3.3997702598571777,3.3133223056793213,3.2793962955474854,0.009899799599198397,0.12410866682018552,0.161644846200943,0.12410866682018552,0.161644846200943,0,-4.955113698274661e-10,0.12283379504075692,52,14 8 27,0.019230769230769232,3.857142857142857,0.44642857142857145,0.75,0.0,-0.11527208664587565
ieee5,404,6,0.8653846153846154,,,0.8583333333333333,3.2471120357513428,3.3997182846069336,3.188730001449585,3.152888059616089,0.009879759519038077,0.11706221635852541,0.14964954555034637,0.1170622142297881,0.14964954555034637,0,-3.641710067406679e-10,0.10488852473073915,52,19 2 16,0.019230769230769232,3.5714285714285716,0.44642857142857145,0.8035714285714286,0.0,-0.1167028301528522
ieee5,404,7,0.8057692307692308,,,0.8583333333333333,3.0111682415008545,3.399670124053955,2.8454079627990723,2.7884268760681152,0.009859719438877755,0.26506024811949047,0.3139393627643585,0.2650602566344397,0.3139393925666809,0,-2.149205944978742e-10,0.1229967688726013,52,28 12 14,0.019230769230769232,4.142857142857143,0.39285714285714285,0.75,0.0,-0.09726336279085704
ieee5,404,8,0.8538461538461538,,,0.8583333333333333,2.9090898036956787,3.3996646404266357,2.6858224868774414,2.6417813301086426,0.009839679358717435,0.2756910536970411,0.41849133372306824,0.2756910536970411,0.41849133372306824,0,-3.82081056252504e-10,0.1118750445877191,52,15 22 6,0.019230769230769232,4.285714285714286,0.48214285714285715,0.6071428571428571,0.0,-0.08424262596028191
ieee5,404,9,0.8557692307692307,,,0.8583333333333333,2.9065775871276855,3.3996505737304688,2.6401147842407227,2.6799676418304443,0.009819639278557115,0.18587963389498846,0.2802004814147949,0.18587963389498846,0.2802004814147949,0,-5.552115355786013e-10,0.10606601826950561,52,23 22 13,0.019230769230769232,3.857142857142857,0.48214285714285715,0.75,0.0,-0.11644159576722554
ieee5,404,10,0.8730769230769229,0.85,1.0,0.85,2.870826244354248,3.399681568145752,2.5719525814056396,2.6408445835113525,0.009799599198396793,0.21419798582792282,0.2935520112514496,0.21419797837734222,0.2935520112514496,0,-5.970016503945375e-11,0.11358098886263515,52,8 13 29,0.019230769230769232,3.7142857142857144,0.44642857142857145,0.75,0.0,-0.11393954817737852
ieee5,404,11,0.8442307692307692,,,0.85,2.9994633197784424,3.3997480869293213,2.750739812850952,2.8479020595550537,0.009779559118236473,0.2197950684598514,0.3652932941913605,0.2197950684598514,0.3652932941913605,0,-1.6119044560652512e-10,0.11956116358236638,52,9 6 11,0.019230769230769232,4.142857142857143,0.39285714285714285,0.7142857142857143,0.0,-0.06279364547559194
ieee5,404,12,0.8461538461538463,,,0.85,3.245176076889038,3.399789333343506,3.1805150508880615,3.1552233695983887,0.009759519038076153,0.1606560019510133,0.267056941986084,0.16065600088664464,0.267056941986084,0,-9.790827066470416e-10,0.10860419810804528,52,22 3 8,0.019230769230769232,4.285714285714286,0.39285714285714285,0.6428571428571429,0.0,-0.08944028722388404
ieee5,404,13,0.8538461538461538,,,0.85,3.323871374130249,3.399846315383911,3.30145263671875,3.2703142166137695,0.009739478957915831,0.11690482177904674,0.1631653606891632,0.1169048228434154,0.1631653606891632,0,-2.5671070966965115e-10,0.10897247261622668,52,23 6 9,0.019230769230769232,3.857142857142857,0.39285714285714285,0.6964285714285714,0.0,-0.10080855659076146
ieee5,404,14,0.8576923076923078,,,0.85,3.3374903202056885,3.399829387664795,3.3226308822631836,3.290010929107666,0.009719438877755511,0.09612933226994105,0.19354429841041565,0.09612933333430972,0.19354431331157684,0,-2.3880065304100074e-11,0.10166876932402844,52,3 23 5,0.019230769230769232,3.7142857142857144,0.48214285714285715,0.7678571428571429,0.0,-0.09467047559363502
ieee5,404,15,0.8576923076923078,0.85,1.0,0.85,3.345869779586792,3.39980149269104,3.334843873977661,3.3029627799987793,0.009699398797595191,0.0880884618631431,0.11729732900857925,0.08808846026659012,0.11729732900857925,0,-7.820721620168442e-10,0.10778956175273269,52,1 8 13,0.019230769230769232,4.142857142857143,0.42857142857142855,0.625,0.0,-0.09425676826919828
ieee5,404,16,0.8615384615384615,,,0.85,3.350360870361328,3.399811029434204,3.3415791988372803,3.309691905975342,0.00967935871743487,0.09862224757671356,0.1802554875612259,0.09862224598016057,0.1802554726600647,0,-1.9701054463019738e-10,0.1114444788456061,52,16 10 29,0.019230769230769232,4.0,0.39285714285714285,0.6607142857142857,0.0,-0.09298307022878102
ieee5,404,17,0.8692307692307691,,,0.85,3.3551433086395264,3.3998465538024902,3.3499577045440674,3.315624475479126,0.00965931863727455,0.08090256154537201,0.12740187346935272,0.08090256260974067,0.12740187346935272,0,-3.1044085927268167e-10,0.10099663647915512,52,3 26 17,0.019230769230769232,3.5714285714285716,0.42857142857142855,0.8035714285714286,0.0,-0.08968681948525566
ieee5,404,18,0.8423076923076922,,,0.85,3.3616435527801514,3.39989972114563,3.36006498336792,3.324967384338379,0.00963927855711423,0.08321023732423782,0.10199432075023651,0.0832102367920535,0.10199432075023651,0,-3.641710074523493e-10,0.11072314770587852,52,19 29 5,0.019230769230769232,3.857142857142857,0.44642857142857145,0.7857142857142857,0.0,-0.0978979617357254
ieee5,404,19,0.8403846153846154,,,0.85,3.3614470958709717,3.399940013885498,3.359407663345337,3.3249928951263428,0.009619238476953907,0.08150942410741534,0.12228014320135117,0.08150942357523101,0.12228015065193176,0,-3.582009902367225e-11,0.10217976930774696,52,18 11 9,0.019230769230769232,3.857142857142857,0.48214285714285715,0.75,0.0,-0.09883657736437661
