update,environment,trajectories_per_batch,transitions,cumulative_trajectories,advantage_mean,advantage_std,value_loss,policy_loss,entropy,approximate_kl,clip_fraction,actor_gradient_norm,value_gradient_norm,mean_training_terminal_cost,entropy_t1,entropy_t2,entropy_t3,validation_mean_u_ctrl,validation_std_u_ctrl,validation_median_u_ctrl,validation_q10_u_ctrl,validation_q90_u_ctrl,validation_safety,validation_dominant_sequence,validation_dominant_sequence_fraction,validation_unique_sequences,validation_sequence_entropy,validation_entropy_t1,validation_entropy_t2,validation_entropy_t3,validation_unique_sequence_count,validation_xi2_action_variation_across_y1_bins,validation_xi3_action_variation_across_y1_y2_bins,validation_mi_y1_xi2,validation_mi_y1y2_xi3,validation_observation_action_mutual_information,validation_classification,validation_n_bins,validation_deterministic_policy_evaluation,best_validation_so_far
1,ieee5_full,48,144,48,-0.8363135090772024,0.17342861966208128,0.2808174788951874,-0.09160866588354111,3.355276584625244,0.026727724820375443,0.2152777761220932,0.24726812541484833,0.3675423562526703,0.8645833333333334,3.3891656398773193,3.3522064685821533,3.3199379444122314,0.8916666666666666,0.11149240133549711,0.9,0.8,1.0,1.0,"[11, 4, 20]",0.5,3,1.0114042647073518,3.3892242908477783,3.3577922185262046,3.3216880361239114,3,2,3,0.4773856262211096,1.0114042647073518,1.4887898909284614,observation-dependent adaptive,5,True,0.8916666666666666
2,ieee5_full,48,144,96,-0.010095733628711768,0.15675010362696226,0.3920289874076843,-0.05867601931095123,3.3470678329467773,-0.006925475317984819,0.0347222238779068,0.37673911452293396,0.4135257303714752,0.8333333333333334,3.3770570755004883,3.345268964767456,3.312761068344116,0.8833333333333334,0.08975274678557507,0.9,0.8,1.0,1.0,"[20, 3, 21]",1.0,1,-0.0,3.377180814743042,3.33961029847463,3.309699376424154,1,1,1,0.0,0.0,0.0,effectively nonadaptive,5,True,0.8833333333333334
3,ieee5_full,48,144,144,0.0036514768362459174,0.11542884006181597,0.24732351303100586,-0.04291157424449921,3.3356521129608154,0.0071195014752447605,0.0,0.3877181112766266,0.3462960720062256,0.8520833333333333,3.357628107070923,3.339038848876953,3.302190065383911,,,,,,,,,,,,,,,,,,,,,,,
4,ieee5_full,48,144,192,0.013130749346481417,0.11298677657802379,0.2329733669757843,-0.03709061071276665,3.323995351791382,0.006182493641972542,0.02083333395421505,0.37403997778892517,0.16471770405769348,0.8458333333333332,3.3353769779205322,3.333648920059204,3.2958924770355225,0.8999999999999999,0.1,0.9,0.8,1.0,1.0,"[20, 21, 14]",1.0,1,-0.0,3.3356406688690186,3.321587304274241,3.297546605269114,1,1,1,0.0,0.0,0.0,effectively nonadaptive,5,True,0.8833333333333334
5,ieee5_full,48,144,240,-0.020255394621648732,0.10196510976397445,0.24446064233779907,-0.03405369818210602,3.3122215270996094,0.0014389074640348554,0.0,0.4156439006328583,0.28714388608932495,0.8895833333333334,3.3161962032318115,3.3250999450683594,3.289714813232422,,,,,,,,,,,,,,,,,,,,,,,
6,ieee5_full,48,144,288,0.03872070367158286,0.11238164416663941,0.2770058810710907,-0.033512916415929794,3.30202054977417,-0.0026038687210530043,0.0,0.44321438670158386,0.27271169424057007,0.8395833333333332,3.2894773483276367,3.320026159286499,3.28939151763916,0.875,0.14790199457749043,0.9,0.61,1.0,1.0,"[20, 21, 1]",1.0,1,-0.0,3.2897887229919434,3.3121850887934365,3.302195986111959,1,1,1,0.0,0.0,0.0,effectively nonadaptive,5,True,0.875
7,ieee5_full,48,144,336,0.007560672886876584,0.11352281604625179,0.2783855199813843,-0.0426020473241806,3.2861711978912354,0.0041198646649718285,0.0416666679084301,0.4482360780239105,0.30804145336151123,0.8520833333333333,3.246548652648926,3.30932354927063,3.288464307785034,,,,,,,,,,,,,,,,,,,,,,,
8,ieee5_full,48,144,384,-0.01889729563622839,0.1112232119020989,0.3131079077720642,-0.032845061272382736,3.263096809387207,0.010244373232126236,0.0416666679084301,0.3941253125667572,0.26936858892440796,0.8666666666666668,3.2064645290374756,3.2960903644561768,3.2730400562286377,0.8500000000000001,0.15545631755148026,0.9,0.6,1.0,1.0,"[20, 11, 0]",1.0,1,-0.0,3.206737756729126,3.2927288015683494,3.2781598567962646,1,1,1,0.0,0.0,0.0,effectively nonadaptive,5,True,0.8500000000000001
9,ieee5_full,48,144,432,0.04265227206548054,0.10848209869018934,0.3116544187068939,-0.036011967808008194,3.2456917762756348,0.01315949484705925,0.0416666679084301,0.47456637024879456,0.26213547587394714,0.8583333333333333,3.21073317527771,3.272022247314453,3.2496697902679443,,,,,,,,,,,,,,,,,,,,,,,
10,ieee5_full,48,144,480,-0.02527227275321881,0.10398359618822613,0.24595965445041656,-0.032409731298685074,3.2359018325805664,0.0034409628715366125,0.02083333395421505,0.46592092514038086,0.15758657455444336,0.8729166666666668,3.2298223972320557,3.2498414516448975,3.22379469871521,0.875,0.14790199457749043,0.9,0.61,1.0,1.0,"[20, 11, 10]",1.0,1,-0.0,3.2299866676330566,3.246018648147583,3.2484609484672546,1,1,1,0.0,0.0,0.0,effectively nonadaptive,5,True,0.8500000000000001
