update,environment,trajectories_per_batch,transitions,cumulative_trajectories,advantage_mean,advantage_std,value_loss,policy_loss,entropy,approximate_kl,clip_fraction,actor_gradient_norm,value_gradient_norm,mean_training_terminal_cost,entropy_t1,entropy_t2,entropy_t3,validation_mean_u_ctrl,validation_std_u_ctrl,validation_median_u_ctrl,validation_q10_u_ctrl,validation_q90_u_ctrl,validation_safety,validation_dominant_sequence,validation_dominant_sequence_fraction,validation_unique_sequences,validation_sequence_entropy,validation_entropy_t1,validation_entropy_t2,validation_entropy_t3,validation_unique_sequence_count,validation_xi2_action_variation_across_y1_bins,validation_xi3_action_variation_across_y1_y2_bins,validation_mi_y1_xi2,validation_mi_y1y2_xi3,validation_observation_action_mutual_information,validation_classification,validation_n_bins,validation_deterministic_policy_evaluation,best_validation_so_far
1,ieee5_full,48,144,48,-0.6969538136781194,0.1526816814577998,0.012989860959351063,-0.08856873214244843,3.356637716293335,0.012652413919568062,0.125,0.268124520778656,0.37114253640174866,0.875,3.3874895572662354,3.356865167617798,3.320204019546509,0.8916666666666669,0.07592027982620247,0.9,0.8,1.0,1.0,"[14, 7, 10]",0.9166666666666666,2,0.2868359830561607,3.387549638748169,3.359821935494741,3.3228641152381897,2,1,2,0.0,0.2868359830561605,0.2868359830561605,observation-dependent adaptive,5,True,0.8916666666666669
2,ieee5_full,48,144,96,-0.06455529092003902,0.15154030243323055,0.010766730643808842,-0.0608799047768116,3.3501102924346924,0.004957394674420357,0.02083333395421505,0.40132561326026917,0.12281183153390884,0.81875,3.378427743911743,3.350090980529785,3.3176450729370117,0.8916666666666669,0.07592027982620247,0.9,0.8,1.0,1.0,"[14, 7, 10]",1.0,1,-0.0,3.378544569015503,3.3537139892578125,3.3190743724505105,1,1,1,0.0,0.0,0.0,effectively nonadaptive,5,True,0.8916666666666669
3,ieee5_full,48,144,144,-0.002669343000484843,0.13752471169412492,0.006820546928793192,-0.048139121383428574,3.342789888381958,-0.009384246543049812,0.0347222238779068,0.410697877407074,0.09293702244758606,0.8541666666666666,3.3636529445648193,3.3422744274139404,3.3164589405059814,,,,,,,,,,,,,,,,,,,,,,,
4,ieee5_full,48,144,192,0.01751283169289429,0.13498970636735907,0.00823395885527134,-0.032465770840644836,3.335535764694214,0.009885081090033054,0.0069444444961845875,0.35108575224876404,0.09276994317770004,0.85,3.35294508934021,3.3379828929901123,3.3126773834228516,0.8500000000000002,0.09574271077563382,0.8500000000000001,0.71,0.99,1.0,"[23, 21, 1]",0.5,3,0.9184277849930976,3.3531532287597656,3.3393160899480185,3.3178569078445435,3,1,3,0.0,0.9184277849930977,0.9184277849930977,observation-dependent adaptive,5,True,0.8500000000000002
5,ieee5_full,48,144,240,-0.03293355765442055,0.10237877177024562,0.005922279320657253,-0.040023643523454666,3.331679344177246,0.0025725795421749353,0.02083333395421505,0.3981291651725769,0.11491015553474426,0.875,3.3502614498138428,3.3361356258392334,3.3069937229156494,,,,,,,,,,,,,,,,,,,,,,,
6,ieee5_full,48,144,288,0.03372129573590225,0.11905834107615708,0.005758885759860277,-0.039189405739307404,3.3253586292266846,-0.011194593273103237,0.0,0.4965144097805023,0.09301149100065231,0.8541666666666666,3.338566780090332,3.329765558242798,3.300931692123413,0.8666666666666667,0.12472191289246473,0.9,0.7,1.0,1.0,"[23, 21, 16]",1.0,1,-0.0,3.3388116359710693,3.328126589457194,3.3004183173179626,1,1,1,0.0,0.0,0.0,effectively nonadaptive,5,True,0.8500000000000002
7,ieee5_full,48,144,336,-0.027427007491389918,0.10462385855921312,0.005348185542970896,-0.04109726846218109,3.3133108615875244,0.013485174626111984,0.0069444444961845875,0.505692183971405,0.07328152656555176,0.8624999999999999,3.3158743381500244,3.3210856914520264,3.2928645610809326,,,,,,,,,,,,,,,,,,,,,,,
8,ieee5_full,48,144,384,0.03063421347406175,0.106681900202112,0.005686173215508461,-0.03442836180329323,3.2978358268737793,0.0025009429082274437,0.013888888992369175,0.47527623176574707,0.05849028378725052,0.8479166666666665,3.30810284614563,3.3034584522247314,3.274935007095337,0.8583333333333334,0.10374916331657276,0.9,0.8,0.99,1.0,"[23, 21, 18]",0.5833333333333334,3,0.9596147939120492,3.3083548545837402,3.293665905793508,3.268204172452291,3,1,3,0.0,0.9596147939120492,0.9596147939120492,observation-dependent adaptive,5,True,0.8500000000000002
9,ieee5_full,48,144,432,-0.04093969608926112,0.09298575209670858,0.004480709787458181,-0.03146011382341385,3.2807741165161133,0.003933487460017204,0.013888888992369175,0.419192910194397,0.09308277815580368,0.8729166666666668,3.310964822769165,3.271195411682129,3.2514827251434326,,,,,,,,,,,,,,,,,,,,,,,
10,ieee5_full,48,144,480,0.05880536059290171,0.11878493704617055,0.007799762766808271,-0.021917538717389107,3.278691053390503,-0.003760175546631217,0.0069444444961845875,0.4022226333618164,0.1261126548051834,0.8249999999999998,3.3067781925201416,3.2745933532714844,3.2522504329681396,0.85,0.1118033988749895,0.9,0.71,0.99,1.0,"[23, 21, 18]",1.0,1,-0.0,3.307185411453247,3.258989612261454,3.2496085166931152,1,1,1,0.0,0.0,0.0,effectively nonadaptive,5,True,0.85
