update,mean_train_u_ctrl,method,update_seconds,trajectories_sampled,policy_entropy,validation_mean_u_ctrl,validation_n_unique_sequences,validation_sequence_entropy,validation_unique_frac,validation_checkpoint_score,validation_meets_unique_floor
1,0.12375,DAD,0.6798117160797119,64,3.3396170139312744,,,,,,
2,0.12187500000000001,DAD,0.48879027366638184,128,3.3318374156951904,,,,,,
3,0.12281249999999999,DAD,0.4886448383331299,192,3.324521064758301,,,,,,
4,0.1359375,DAD,0.4879441261291504,256,3.3182859420776367,,,,,,
5,0.12046874999999999,DAD,0.4877007007598877,320,3.3088722229003906,,,,,,
6,0.12984375,DAD,0.488384485244751,384,3.302790880203247,,,,,,
7,0.1275,DAD,0.4852559566497803,448,3.2953267097473145,,,,,,
8,0.13359375,DAD,0.4849972724914551,512,3.285428047180176,,,,,,
9,0.12703124999999998,DAD,0.48673558235168457,576,3.281586170196533,,,,,,
10,0.1134375,DAD,0.4850728511810303,640,3.274972438812256,,,,,,
11,0.12093749999999999,DAD,0.48810338973999023,704,3.2674450874328613,,,,,,
12,0.12328125,DAD,0.4867560863494873,768,3.256657600402832,,,,,,
13,0.11624999999999999,DAD,0.4875621795654297,832,3.236750364303589,,,,,,
14,0.11953125,DAD,0.48752760887145996,896,3.221658229827881,,,,,,
15,0.1134375,DAD,0.4890005588531494,960,3.2239789962768555,,,,,,
16,0.106875,DAD,0.48816680908203125,1024,3.229802370071411,,,,,,
17,0.114375,DAD,0.4857487678527832,1088,3.2148938179016113,,,,,,
18,0.12609375,DAD,0.4921436309814453,1152,3.2052364349365234,,,,,,
19,0.1078125,DAD,0.4943828582763672,1216,3.1856255531311035,,,,,,
20,0.12609375,DAD,0.48639917373657227,1280,3.152531147003174,,,,,,
21,0.10921874999999999,DAD,0.491931676864624,1344,3.1299245357513428,,,,,,
22,0.11953124999999999,DAD,0.49092864990234375,1408,3.1060965061187744,,,,,,
23,0.10640625000000001,DAD,0.4915149211883545,1472,3.0953822135925293,,,,,,
24,0.10734375,DAD,0.4880092144012451,1536,3.081664562225342,,,,,,
25,0.09609375,DAD,0.4858121871948242,1600,3.058786153793335,0.123046875,5,0.6021211602112168,0.0390625,0.123046875,0
26,0.11578125,DAD,0.4847738742828369,1664,3.0507514476776123,,,,,,
27,0.11156250000000001,DAD,0.4933450222015381,1728,3.060486316680908,,,,,,
28,0.1125,DAD,0.49391698837280273,1792,3.083883285522461,,,,,,
29,0.110625,DAD,0.48969006538391113,1856,3.0972518920898438,,,,,,
30,0.11109374999999999,DAD,0.492234468460083,1920,3.1294946670532227,,,,,,
31,0.11812499999999998,DAD,0.4882688522338867,1984,3.134695529937744,,,,,,
32,0.10828125,DAD,0.4903285503387451,2048,3.126509189605713,,,,,,
33,0.1134375,DAD,0.4931364059448242,2112,3.124119997024536,,,,,,
34,0.11203125,DAD,0.4946756362915039,2176,3.12800931930542,,,,,,
35,0.11062499999999999,DAD,0.4914672374725342,2240,3.123621702194214,,,,,,
36,0.12890625,DAD,0.48966312408447266,2304,3.116879463195801,,,,,,
37,0.10265625,DAD,0.4932863712310791,2368,3.125548839569092,,,,,,
38,0.0975,DAD,0.4947023391723633,2432,3.135416030883789,,,,,,
39,0.10968750000000001,DAD,0.49231457710266113,2496,3.1524834632873535,,,,,,
40,0.11296875,DAD,0.493344783782959,2560,3.1656076908111572,,,,,,
41,0.114375,DAD,0.4933638572692871,2624,3.1754488945007324,,,,,,
42,0.11625,DAD,0.48841261863708496,2688,3.192622423171997,,,,,,
43,0.12374999999999999,DAD,0.48844242095947266,2752,3.186342477798462,,,,,,
44,0.10875,DAD,0.48845481872558594,2816,3.18044114112854,,,,,,
45,0.11578124999999999,DAD,0.4865236282348633,2880,3.152404308319092,,,,,,
46,0.11578125,DAD,0.48644065856933594,2944,3.123075485229492,,,,,,
47,0.10828125000000001,DAD,0.488553524017334,3008,3.1174845695495605,,,,,,
48,0.12187499999999998,DAD,0.49274611473083496,3072,3.123159408569336,,,,,,
49,0.10875,DAD,0.49367856979370117,3136,3.147876262664795,,,,,,
50,0.13640625,DAD,0.4886162281036377,3200,3.1789655685424805,0.1171875,6,1.137110931477556,0.046875,0.1171875,0
51,0.12421874999999999,DAD,0.486910343170166,3264,3.215578079223633,,,,,,
52,0.110625,DAD,0.4888787269592285,3328,3.236340284347534,,,,,,
53,0.12515625,DAD,0.4937453269958496,3392,3.253448486328125,,,,,,
54,0.12281249999999999,DAD,0.48595499992370605,3456,3.249727487564087,,,,,,
55,0.1096875,DAD,0.49477243423461914,3520,3.252244472503662,,,,,,
56,0.114375,DAD,0.4880368709564209,3584,3.241255760192871,,,,,,
57,0.1396875,DAD,0.48779916763305664,3648,3.2441110610961914,,,,,,
58,0.10734375,DAD,0.49408793449401855,3712,3.2339210510253906,,,,,,
59,0.11953125,DAD,0.49076294898986816,3776,3.2153115272521973,,,,,,
60,0.11765624999999999,DAD,0.48787450790405273,3840,3.1885628700256348,,,,,,
61,0.11906249999999999,DAD,0.4863433837890625,3904,3.1561484336853027,,,,,,
62,0.12375,DAD,0.48818278312683105,3968,3.1118111610412598,,,,,,
63,0.1190625,DAD,0.4875180721282959,4032,3.1075501441955566,,,,,,
64,0.12375,DAD,0.4873046875,4096,3.078465223312378,,,,,,
65,0.0965625,DAD,0.49185848236083984,4160,3.077737331390381,,,,,,
66,0.13359375,DAD,0.4932982921600342,4224,3.0769553184509277,,,,,,
67,0.11906249999999999,DAD,0.4870567321777344,4288,3.066659927368164,,,,,,
68,0.10921874999999999,DAD,0.48755693435668945,4352,3.074312925338745,,,,,,
69,0.12093749999999999,DAD,0.48838305473327637,4416,3.069246768951416,,,,,,
70,0.1209375,DAD,0.49240565299987793,4480,3.077099084854126,,,,,,
71,0.11390625,DAD,0.49311232566833496,4544,3.089750289916992,,,,,,
72,0.110625,DAD,0.49295806884765625,4608,3.092041492462158,,,,,,
73,0.12140625,DAD,0.4937868118286133,4672,3.087541341781616,,,,,,
74,0.09843749999999998,DAD,0.48947858810424805,4736,3.090134620666504,,,,,,
75,0.1275,DAD,0.4926795959472656,4800,3.0885634422302246,0.11624999999999999,2,0.27416591535017265,0.015625,0.11624999999999999,0
76,0.11578125,DAD,0.4866788387298584,4864,3.1093544960021973,,,,,,
77,0.10921875,DAD,0.48821330070495605,4928,3.1290924549102783,,,,,,
78,0.1040625,DAD,0.4921073913574219,4992,3.1559457778930664,,,,,,
79,0.11109374999999999,DAD,0.48789048194885254,5056,3.1737163066864014,,,,,,
80,0.11109375,DAD,0.48791027069091797,5120,3.169156551361084,,,,,,
81,0.1096875,DAD,0.4921550750732422,5184,3.1609792709350586,,,,,,
82,0.12046875000000001,DAD,0.49287867546081543,5248,3.175323963165283,,,,,,
83,0.11953125,DAD,0.4894413948059082,5312,3.1909828186035156,,,,,,
84,0.1134375,DAD,0.4885830879211426,5376,3.19716739654541,,,,,,
85,0.12609375,DAD,0.49463963508605957,5440,3.1985177993774414,,,,,,
86,0.10640625,DAD,0.4871397018432617,5504,3.1980340480804443,,,,,,
87,0.12187500000000001,DAD,0.4861297607421875,5568,3.1913366317749023,,,,,,
88,0.11859375,DAD,0.48600077629089355,5632,3.1831395626068115,,,,,,
89,0.10828125,DAD,0.4867289066314697,5696,3.178187370300293,,,,,,
90,0.1078125,DAD,0.4865705966949463,5760,3.1791813373565674,,,,,,
91,0.11765625,DAD,0.48734521865844727,5824,3.168961524963379,,,,,,
92,0.118125,DAD,0.48738598823547363,5888,3.1469616889953613,,,,,,
93,0.110625,DAD,0.48997926712036133,5952,3.126160144805908,,,,,,
94,0.10078125000000002,DAD,0.48688292503356934,6016,3.113950729370117,,,,,,
95,0.103125,DAD,0.48545002937316895,6080,3.101330041885376,,,,,,
96,0.1115625,DAD,0.48714399337768555,6144,3.105384588241577,,,,,,
97,0.11671874999999998,DAD,0.48609018325805664,6208,3.1040585041046143,,,,,,
98,0.11578125,DAD,0.48654913902282715,6272,3.119968891143799,,,,,,
99,0.1078125,DAD,0.48651671409606934,6336,3.1422808170318604,,,,,,
100,0.10734375,DAD,0.48645782470703125,6400,3.166109085083008,0.116484375,12,1.9528609030224318,0.09375,0.116484375,0
101,0.11156250000000001,DAD,0.4871037006378174,6464,3.197064161300659,,,,,,
102,0.11296874999999999,DAD,0.48890137672424316,6528,3.204770565032959,,,,,,
103,0.12703124999999998,DAD,0.48648881912231445,6592,3.2095577716827393,,,,,,
104,0.11484375,DAD,0.48770761489868164,6656,3.1744518280029297,,,,,,
105,0.11296875,DAD,0.48794054985046387,6720,3.1662371158599854,,,,,,
106,0.1040625,DAD,0.48743772506713867,6784,3.1723294258117676,,,,,,
107,0.11390625,DAD,0.48679256439208984,6848,3.172708034515381,,,,,,
108,0.114375,DAD,0.48674583435058594,6912,3.159883499145508,,,,,,
109,0.12187499999999998,DAD,0.4869234561920166,6976,3.1419358253479004,,,,,,
110,0.1153125,DAD,0.4853489398956299,7040,3.12479829788208,,,,,,
111,0.1021875,DAD,0.48583364486694336,7104,3.1263957023620605,,,,,,
112,0.10078125,DAD,0.490009069442749,7168,3.1072983741760254,,,,,,
113,0.105,DAD,0.4888145923614502,7232,3.133103847503662,,,,,,
114,0.11109374999999999,DAD,0.48567628860473633,7296,3.103360176086426,,,,,,
115,0.11296875,DAD,0.4876525402069092,7360,3.1318507194519043,,,,,,
116,0.1078125,DAD,0.4879295825958252,7424,3.1551942825317383,,,,,,
117,0.10124999999999999,DAD,0.48670196533203125,7488,3.1911380290985107,,,,,,
118,0.1171875,DAD,0.4873664379119873,7552,3.1499037742614746,,,,,,
119,0.11015625,DAD,0.487407922744751,7616,3.120356559753418,,,,,,
120,0.11624999999999999,DAD,0.48622846603393555,7680,3.1054840087890625,,,,,,
121,0.11390625,DAD,0.48584628105163574,7744,3.1322226524353027,,,,,,
122,0.11812500000000001,DAD,0.48653078079223633,7808,3.1420583724975586,,,,,,
123,0.11249999999999999,DAD,0.48695874214172363,7872,3.133319854736328,,,,,,
124,0.10546875,DAD,0.4878058433532715,7936,3.108173370361328,,,,,,
125,0.110625,DAD,0.4878199100494385,8000,3.0742504596710205,0.118125,22,2.1668579097332463,0.171875,0.118125,0
126,0.12140625,DAD,0.5224006175994873,8064,3.0709781646728516,,,,,,
127,0.1115625,DAD,0.48884081840515137,8128,3.047743797302246,,,,,,
128,0.12140625000000001,DAD,0.48759961128234863,8192,3.0450406074523926,,,,,,
129,0.12046875,DAD,0.4891245365142822,8256,3.009016513824463,,,,,,
130,0.11249999999999999,DAD,0.4862782955169678,8320,3.0275917053222656,,,,,,
