update,mean_train_u_ctrl,method,update_seconds,trajectories_sampled,policy_entropy,validation_mean_u_ctrl,validation_n_unique_sequences,validation_sequence_entropy,validation_unique_frac,validation_checkpoint_score,validation_meets_unique_floor
1,0.12375,RL-sBOED,0.6759114265441895,64,3.3394575119018555,,,,,,
2,0.12187500000000001,RL-sBOED,0.48630356788635254,128,3.3323214054107666,,,,,,
3,0.11859375,RL-sBOED,0.4831075668334961,192,3.3276495933532715,,,,,,
4,0.13078125,RL-sBOED,0.4864048957824707,256,3.3204665184020996,,,,,,
5,0.12,RL-sBOED,0.48395276069641113,320,3.309619426727295,,,,,,
6,0.12703124999999998,RL-sBOED,0.4844484329223633,384,3.29754638671875,,,,,,
7,0.12328125,RL-sBOED,0.48442625999450684,448,3.292814254760742,,,,,,
8,0.13546875,RL-sBOED,0.484647274017334,512,3.2834434509277344,,,,,,
9,0.12890625,RL-sBOED,0.4842870235443115,576,3.275188684463501,,,,,,
10,0.11859375000000001,RL-sBOED,0.48269176483154297,640,3.268264055252075,,,,,,
11,0.12515625,RL-sBOED,0.4816551208496094,704,3.2557711601257324,,,,,,
12,0.12234375,RL-sBOED,0.4837226867675781,768,3.2542459964752197,,,,,,
13,0.1171875,RL-sBOED,0.4834420680999756,832,3.256885051727295,,,,,,
14,0.12281249999999999,RL-sBOED,0.48534202575683594,896,3.2558538913726807,,,,,,
15,0.11249999999999999,RL-sBOED,0.4846370220184326,960,3.2517380714416504,,,,,,
16,0.10734375000000002,RL-sBOED,0.48418474197387695,1024,3.2457504272460938,,,,,,
17,0.1171875,RL-sBOED,0.48407483100891113,1088,3.237032890319824,,,,,,
18,0.1265625,RL-sBOED,0.48412203788757324,1152,3.2309021949768066,,,,,,
19,0.1134375,RL-sBOED,0.4828476905822754,1216,3.2209270000457764,,,,,,
20,0.13078125,RL-sBOED,0.4839046001434326,1280,3.194094657897949,,,,,,
21,0.11015624999999998,RL-sBOED,0.4845240116119385,1344,3.1724185943603516,,,,,,
22,0.12093749999999999,RL-sBOED,0.4853515625,1408,3.13970947265625,,,,,,
23,0.1096875,RL-sBOED,0.4842407703399658,1472,3.110259771347046,,,,,,
24,0.10828125,RL-sBOED,0.48472023010253906,1536,3.0639595985412598,,,,,,
25,0.09281249999999999,RL-sBOED,0.48435354232788086,1600,3.031695604324341,0.12,8,1.8667451590876833,0.0625,0.12,0
26,0.114375,RL-sBOED,0.48194074630737305,1664,2.9884350299835205,,,,,,
27,0.1134375,RL-sBOED,0.48391175270080566,1728,3.014200210571289,,,,,,
28,0.11390625,RL-sBOED,0.4853525161743164,1792,3.0635862350463867,,,,,,
29,0.10968750000000001,RL-sBOED,0.48412013053894043,1856,3.095391273498535,,,,,,
30,0.1096875,RL-sBOED,0.48575448989868164,1920,3.1469318866729736,,,,,,
31,0.12187499999999998,RL-sBOED,0.4847571849822998,1984,3.1667733192443848,,,,,,
32,0.11109375,RL-sBOED,0.48525118827819824,2048,3.1704564094543457,,,,,,
33,0.11671875,RL-sBOED,0.4854257106781006,2112,3.178298234939575,,,,,,
34,0.1153125,RL-sBOED,0.4845104217529297,2176,3.1768722534179688,,,,,,
35,0.10734374999999999,RL-sBOED,0.48570942878723145,2240,3.1611225605010986,,,,,,
36,0.1303125,RL-sBOED,0.48319530487060547,2304,3.149966239929199,,,,,,
37,0.10359375000000001,RL-sBOED,0.4836575984954834,2368,3.1501359939575195,,,,,,
38,0.0965625,RL-sBOED,0.4826369285583496,2432,3.15704345703125,,,,,,
39,0.11624999999999999,RL-sBOED,0.48383021354675293,2496,3.165598154067993,,,,,,
40,0.11390624999999999,RL-sBOED,0.4843120574951172,2560,3.177304744720459,,,,,,
41,0.1134375,RL-sBOED,0.4836306571960449,2624,3.1798853874206543,,,,,,
42,0.11671875000000001,RL-sBOED,0.4847738742828369,2688,3.1963653564453125,,,,,,
43,0.1246875,RL-sBOED,0.4834475517272949,2752,3.2060933113098145,,,,,,
44,0.10828125,RL-sBOED,0.4836232662200928,2816,3.200643301010132,,,,,,
45,0.11437499999999999,RL-sBOED,0.48323631286621094,2880,3.1808643341064453,,,,,,
46,0.1171875,RL-sBOED,0.4832925796508789,2944,3.15285325050354,,,,,,
47,0.10828125,RL-sBOED,0.4833059310913086,3008,3.1356208324432373,,,,,,
