epoch,grad_norm
0,0.04046170714382942
1,0.056784442196098656
2,0.11821619607508183
3,0.18085337115021852
4,0.10803748294711113
5,0.10122617391439584
6,0.0486305055136864
7,0.07550591860826199
8,0.04748530356356731
9,0.08443064930347297
10,0.08067491149099973
11,0.10336279066709372
12,0.1565757067157672
13,0.13554828929213378
14,0.1741911104092231
15,0.1223974864070232
16,0.11432372606717624
17,0.07889474555850029
18,0.08315525032006778
19,0.07562589244200633
20,0.07561356431016555
21,0.08025997619216259
22,0.08007374233924426
23,0.08849297893735078
24,0.0874066619345775
25,0.08427730259987024
26,0.07940306256596859
27,0.07896608085586475
28,0.07839873891610366
29,0.07535739701527816
