update,mean_train_u_ctrl,mean_train_control_cost,method,update_seconds,trajectories_sampled,policy_entropy,validation_mean_u_ctrl,validation_n_unique_sequences,validation_sequence_entropy,validation_unique_frac,validation_under_control_rate,validation_valid,validation_mean_shortfall,validation_checkpoint_score,validation_meets_unique_floor
1,0.27,0.27,RL-sBOED,0.5493450164794922,64,3.35634183883667,,,,,,,,,
2,0.27,0.27,RL-sBOED,0.3473947048187256,128,3.3476271629333496,,,,,,,,,
3,0.27,0.27,RL-sBOED,0.34767889976501465,192,3.3407974243164062,,,,,,,,,
4,0.27,0.27,RL-sBOED,0.34694600105285645,256,3.333117961883545,,,,,,,,,
5,0.27,0.27,RL-sBOED,0.3481473922729492,320,3.324094533920288,,,,,,,,,
6,0.27,0.27,RL-sBOED,0.345855712890625,384,3.3160674571990967,,,,,,,,,
7,0.27,0.27,RL-sBOED,0.34586215019226074,448,3.310441493988037,,,,,,,,,
8,0.27,0.27,RL-sBOED,0.34510254859924316,512,3.3075504302978516,,,,,,,,,
9,0.27,0.27,RL-sBOED,0.34527087211608887,576,3.3076894283294678,,,,,,,,,
10,0.27,0.27,RL-sBOED,0.34546566009521484,640,3.313933849334717,,,,,,,,,
11,0.27,0.27,RL-sBOED,0.34505629539489746,704,3.3155341148376465,,,,,,,,,
12,0.27,0.27,RL-sBOED,0.34518980979919434,768,3.3214640617370605,,,,,,,,,
13,0.27,0.27,RL-sBOED,0.34591054916381836,832,3.323110580444336,,,,,,,,,
14,0.27,0.27,RL-sBOED,0.3449535369873047,896,3.3234667778015137,,,,,,,,,
15,0.27,0.27,RL-sBOED,0.34478282928466797,960,3.314659833908081,,,,,,,,,
16,0.27,0.27,RL-sBOED,0.3452918529510498,1024,3.3134665489196777,,,,,,,,,
17,0.27,0.27,RL-sBOED,0.3446664810180664,1088,3.3136062622070312,,,,,,,,,
18,0.27,0.27,RL-sBOED,0.34609031677246094,1152,3.318978786468506,,,,,,,,,
19,0.27,0.27,RL-sBOED,0.34494566917419434,1216,3.3206276893615723,,,,,,,,,
20,0.27,0.27,RL-sBOED,0.3446977138519287,1280,3.322653293609619,,,,,,,,,
21,0.27,0.27,RL-sBOED,0.34483766555786133,1344,3.325232982635498,,,,,,,,,
22,0.27,0.27,RL-sBOED,0.34512805938720703,1408,3.3284616470336914,,,,,,,,,
23,0.27,0.27,RL-sBOED,0.3449220657348633,1472,3.3322951793670654,,,,,,,,,
24,0.27,0.27,RL-sBOED,0.3446815013885498,1536,3.3350830078125,,,,,,,,,
25,0.27,0.27,RL-sBOED,0.3448793888092041,1600,3.3378095626831055,0.27,7,1.7472013573580885,0.0546875,0.0,1,0.0,0.27,0
26,0.27,0.27,RL-sBOED,0.34470534324645996,1664,3.336862564086914,,,,,,,,,
27,0.27,0.27,RL-sBOED,0.3449699878692627,1728,3.336141347885132,,,,,,,,,
28,0.27,0.27,RL-sBOED,0.3456399440765381,1792,3.3339366912841797,,,,,,,,,
29,0.27,0.27,RL-sBOED,0.3456461429595947,1856,3.3243770599365234,,,,,,,,,
30,0.27,0.27,RL-sBOED,0.3454620838165283,1920,3.322521209716797,,,,,,,,,
31,0.27,0.27,RL-sBOED,0.3450925350189209,1984,3.3273544311523438,,,,,,,,,
32,0.27,0.27,RL-sBOED,0.3462979793548584,2048,3.332679510116577,,,,,,,,,
33,0.27,0.27,RL-sBOED,0.34493231773376465,2112,3.3362765312194824,,,,,,,,,
