update,mean_train_u_ctrl,policy_loss,value_loss,entropy,approximate_kl,zero_intermediate_reward_fraction,reward_mode,method,init_mode,validation_mean_u_ctrl,validation_unique_sequences,validation_dominant_fraction
1,0.875,-0.09168481826782227,0.005381997209042311,3.3550853729248047,0.03170083463191986,0.375,rl_sboed_stepwise,RL-sBOED,random,,,
2,0.85,-0.0792277529835701,0.008300737477838993,3.346806526184082,-0.014195521362125874,0.375,rl_sboed_stepwise,RL-sBOED,random,,,
3,0.9,-0.040203601121902466,0.005818104837089777,3.341245651245117,0.0006553034181706607,0.625,rl_sboed_stepwise,RL-sBOED,random,,,
4,0.86875,-0.059005700051784515,0.004270194564014673,3.3357698917388916,-0.0007903476362116635,0.3125,rl_sboed_stepwise,RL-sBOED,random,,,
5,0.90625,-0.05152597278356552,0.004373145755380392,3.329864740371704,-0.007246384862810373,0.4375,rl_sboed_stepwise,RL-sBOED,random,,,
6,0.8875000000000001,-0.05197805166244507,0.003385192481800914,3.3188295364379883,0.008321012370288372,0.4375,rl_sboed_stepwise,RL-sBOED,random,,,
7,0.89375,-0.05962727218866348,0.004176586400717497,3.3052749633789062,0.008853401057422161,0.4375,rl_sboed_stepwise,RL-sBOED,random,,,
8,0.8125,-0.04356880486011505,0.007382042706012726,3.2909231185913086,-0.002785220742225647,0.3125,rl_sboed_stepwise,RL-sBOED,random,,,
9,0.8374999999999999,-0.04021795839071274,0.009006636217236519,3.2731802463531494,0.0017841706285253167,0.375,rl_sboed_stepwise,RL-sBOED,random,,,
10,0.85,-0.04723498597741127,0.007063169032335281,3.2658774852752686,0.017054656520485878,0.25,rl_sboed_stepwise,RL-sBOED,random,0.8671875,1,1.0
11,0.8625,-0.025934994220733643,0.0034934564027935266,3.2601449489593506,-0.004709561821073294,0.1875,rl_sboed_stepwise,RL-sBOED,random,,,
12,0.88125,-0.03731994330883026,0.004703311715275049,3.2544944286346436,0.0073367455042898655,0.4375,rl_sboed_stepwise,RL-sBOED,random,,,
13,0.86875,-0.03368740528821945,0.0034216095227748156,3.2432196140289307,0.007232899311929941,0.1875,rl_sboed_stepwise,RL-sBOED,random,,,
14,0.8250000000000001,-0.028648685663938522,0.008291804231703281,3.2271788120269775,-0.005719269160181284,0.3125,rl_sboed_stepwise,RL-sBOED,random,,,
15,0.8999999999999999,-0.03484192490577698,0.0016002258053049445,3.2233612537384033,-0.0029919843655079603,0.125,rl_sboed_stepwise,RL-sBOED,random,,,
16,0.875,-0.041486263275146484,0.005475688725709915,3.2233943939208984,0.011604011058807373,0.5625,rl_sboed_stepwise,RL-sBOED,random,,,
17,0.8812500000000001,-0.023867372423410416,0.006336532067507505,3.2249433994293213,0.0027910321950912476,0.4375,rl_sboed_stepwise,RL-sBOED,random,,,
18,0.85,-0.023254109546542168,0.008355245925486088,3.231365203857422,-0.003008022904396057,0.5,rl_sboed_stepwise,RL-sBOED,random,,,
19,0.88125,-0.04042118042707443,0.005059246439486742,3.2225501537323,0.0005907813902013004,0.625,rl_sboed_stepwise,RL-sBOED,random,,,
20,0.8375,-0.038889579474925995,0.006856641266494989,3.2158915996551514,-0.00401469087228179,0.375,rl_sboed_stepwise,RL-sBOED,random,0.8578125,1,1.0
21,0.8625,-0.029880503192543983,0.004044794477522373,3.2083499431610107,-0.001926963566802442,0.3125,rl_sboed_stepwise,RL-sBOED,random,,,
22,0.8875,-0.03825739026069641,0.005331739783287048,3.193237543106079,-0.004810929298400879,0.4375,rl_sboed_stepwise,RL-sBOED,random,,,
23,0.8687499999999999,-0.028604980558156967,0.008245144039392471,3.1705238819122314,-5.462269109557383e-05,0.5625,rl_sboed_stepwise,RL-sBOED,random,,,
24,0.84375,-0.0428047776222229,0.006119303870946169,3.161604881286621,-0.0020481098908931017,0.3125,rl_sboed_stepwise,RL-sBOED,random,,,
25,0.8875,-0.025121713057160378,0.003477695630863309,3.170635223388672,-0.0052677639760077,0.375,rl_sboed_stepwise,RL-sBOED,random,,,
26,0.85625,-0.05322811007499695,0.004602684173732996,3.184263229370117,0.012291844002902508,0.4375,rl_sboed_stepwise,RL-sBOED,random,,,
27,0.88125,-0.02697443589568138,0.005448517855256796,3.1921894550323486,0.009536181576550007,0.4375,rl_sboed_stepwise,RL-sBOED,random,,,
28,0.8187500000000001,-0.03351946547627449,0.007651539519429207,3.1797101497650146,0.00899440050125122,0.3125,rl_sboed_stepwise,RL-sBOED,random,,,
29,0.79375,-0.028755171224474907,0.005264116916805506,3.1668882369995117,-0.005767941474914551,0.0625,rl_sboed_stepwise,RL-sBOED,random,,,
30,0.8500000000000001,-0.0338820219039917,0.004308223724365234,3.157038927078247,0.0032165497541427612,0.1875,rl_sboed_stepwise,RL-sBOED,random,0.86875,1,1.0
31,0.875,-0.024675622582435608,0.00380739220418036,3.1397511959075928,-0.0004160553216934204,0.4375,rl_sboed_stepwise,RL-sBOED,random,,,
32,0.86875,-0.025147298350930214,0.008036660961806774,3.1216065883636475,-0.007201130036264658,0.5625,rl_sboed_stepwise,RL-sBOED,random,,,
33,0.9125,-0.049515098333358765,0.003092801431193948,3.086890935897827,0.002952948212623596,0.4375,rl_sboed_stepwise,RL-sBOED,random,,,
34,0.8624999999999999,-0.04574626684188843,0.005255031865090132,3.053011655807495,-0.004639709834009409,0.25,rl_sboed_stepwise,RL-sBOED,random,,,
35,0.9125,-0.0386991910636425,0.006127752363681793,2.9948527812957764,-0.0031962718348950148,0.6875,rl_sboed_stepwise,RL-sBOED,random,,,
36,0.85625,-0.024017944931983948,0.004763306584209204,2.947171449661255,0.00367148220539093,0.4375,rl_sboed_stepwise,RL-sBOED,random,,,
37,0.8875,-0.03148243576288223,0.003008704399690032,2.929891347885132,0.0006399328703992069,0.3125,rl_sboed_stepwise,RL-sBOED,random,,,
38,0.89375,-0.03457169234752655,0.003655491629615426,2.9167864322662354,-0.004979640245437622,0.4375,rl_sboed_stepwise,RL-sBOED,random,,,
39,0.85625,-0.03028894029557705,0.005946749355643988,2.9110610485076904,0.02240823395550251,0.4375,rl_sboed_stepwise,RL-sBOED,random,,,
40,0.8374999999999999,-0.03162340447306633,0.006339592859148979,2.8813581466674805,-0.008732344023883343,0.375,rl_sboed_stepwise,RL-sBOED,random,0.8671875,1,1.0
41,0.85,-0.019431019201874733,0.005105933640152216,2.859830856323242,0.005459378007799387,0.375,rl_sboed_stepwise,RL-sBOED,random,,,
42,0.86875,-0.034249380230903625,0.0035811399575322866,2.8485000133514404,-0.0038489375729113817,0.1875,rl_sboed_stepwise,RL-sBOED,random,,,
43,0.8187500000000001,-0.02034427970647812,0.005645980592817068,2.8446261882781982,0.004876439925283194,0.1875,rl_sboed_stepwise,RL-sBOED,random,,,
44,0.84375,-0.037618041038513184,0.004585657734423876,2.8676671981811523,-0.0017649158835411072,0.1875,rl_sboed_stepwise,RL-sBOED,random,,,
45,0.85625,-0.03822031989693642,0.004860409069806337,2.909327507019043,0.002263483824208379,0.25,rl_sboed_stepwise,RL-sBOED,random,,,
46,0.86875,-0.03837452083826065,0.0040829796344041824,2.89723801612854,-0.00035257390118204057,0.375,rl_sboed_stepwise,RL-sBOED,random,,,
47,0.8875,-0.03615041449666023,0.0042073908261954784,2.8591907024383545,0.007834148593246937,0.5625,rl_sboed_stepwise,RL-sBOED,random,,,
48,0.8687499999999999,-0.025630155578255653,0.0030128529760986567,2.8387832641601562,-0.00908177625387907,0.25,rl_sboed_stepwise,RL-sBOED,random,,,
49,0.86875,-0.032082535326480865,0.004453510511666536,2.8485233783721924,0.0019532591104507446,0.375,rl_sboed_stepwise,RL-sBOED,random,,,
50,0.85625,-0.028826873749494553,0.004110902082175016,2.8281610012054443,-0.0019960924983024597,0.25,rl_sboed_stepwise,RL-sBOED,random,0.8625,1,1.0
51,0.90625,-0.03069046512246132,0.00349261611700058,2.831881284713745,-0.009137158282101154,0.5625,rl_sboed_stepwise,RL-sBOED,random,,,
52,0.8500000000000001,-0.037488870322704315,0.0037589806597679853,2.824340581893921,0.002676489530131221,0.3125,rl_sboed_stepwise,RL-sBOED,random,,,
53,0.875,-0.038336411118507385,0.0029063813854008913,2.867750883102417,-0.005128992255777121,0.375,rl_sboed_stepwise,RL-sBOED,random,,,
54,0.825,-0.04614116996526718,0.00441287737339735,2.891756296157837,-0.00435398006811738,0.1875,rl_sboed_stepwise,RL-sBOED,random,,,
55,0.8562500000000001,-0.05652393400669098,0.004561203066259623,2.9355762004852295,0.0011619701981544495,0.25,rl_sboed_stepwise,RL-sBOED,random,,,
56,0.8875,-0.03806727007031441,0.004443139303475618,2.9580013751983643,-0.016380585730075836,0.4375,rl_sboed_stepwise,RL-sBOED,random,,,
57,0.90625,-0.05093345791101456,0.002149896929040551,2.939162015914917,-0.015058855526149273,0.375,rl_sboed_stepwise,RL-sBOED,random,,,
58,0.8312499999999999,-0.04118528962135315,0.006969377864152193,2.883641242980957,0.00541020417585969,0.25,rl_sboed_stepwise,RL-sBOED,random,,,
59,0.81875,-0.035062842071056366,0.004394558724015951,2.868335723876953,0.0025076817255467176,0.1875,rl_sboed_stepwise,RL-sBOED,random,,,
