first_action,y1,second_action
13,-2.0,18
13,-1.6363636363636362,18
13,-1.2727272727272727,18
13,-0.9090909090909092,18
13,-0.5454545454545454,18
13,-0.18181818181818166,18
13,0.18181818181818166,18
13,0.5454545454545454,18
13,0.9090909090909092,18
13,1.272727272727273,18
13,1.6363636363636367,18
13,2.0,18
