epoch,bc_loss,bc_accuracy
0,3.2459132289886474,0.27692307692307694
1,1.3844212913513183,0.9365384615384615
2,1.304514935016632,1.0
3,1.2707059264183045,1.0
4,1.2566562604904175,1.0
5,1.242531020641327,1.0
6,1.2359507226943969,1.0
7,1.2025593757629394,1.0
8,1.2032088232040405,1.0
9,1.1739509081840516,1.0
10,1.159629635810852,1.0
11,1.155877754688263,1.0
12,1.1379356431961059,1.0
13,1.1267264866828919,1.0
14,1.1086243653297425,1.0
15,1.0837304711341857,1.0
16,1.0828961277008056,1.0
17,1.0649052238464356,1.0
18,1.0437344980239869,1.0
19,1.039003276824951,1.0
20,1.0244116806983947,1.0
21,1.022322883605957,1.0
22,0.9859953451156617,1.0
23,0.9805989480018615,1.0
24,0.954265604019165,1.0
25,0.9547246289253235,1.0
26,0.9432430267333984,1.0
27,0.9259624910354615,1.0
28,0.9143111801147461,1.0
29,0.891579852104187,1.0
30,0.8747618126869202,1.0
31,0.8636002612113952,1.0
32,0.8654031920433044,1.0
33,0.8406297135353088,1.0
34,0.8344133758544922,1.0
35,0.7976781630516052,1.0
36,0.7867665040493012,1.0
37,0.7757853126525879,1.0
38,0.7626624131202697,1.0
39,0.7563553547859192,1.0
