update,mean_train_u_ctrl,mean_train_control_cost,method,update_seconds,trajectories_sampled,policy_entropy,validation_mean_u_ctrl,validation_n_unique_sequences,validation_sequence_entropy,validation_unique_frac,validation_under_control_rate,validation_valid,validation_mean_shortfall,validation_checkpoint_score,validation_meets_unique_floor
1,0.264375,0.264375,RL-sBOED,0.64385986328125,64,3.341207504272461,,,,,,,,,
2,0.26578124999999997,0.26578124999999997,RL-sBOED,0.45134711265563965,128,3.3356547355651855,,,,,,,,,
3,0.264375,0.264375,RL-sBOED,0.4488706588745117,192,3.323936939239502,,,,,,,,,
4,0.26390625,0.26390625,RL-sBOED,0.4528927803039551,256,3.3042678833007812,,,,,,,,,
5,0.26156250000000003,0.26156250000000003,RL-sBOED,0.4501171112060547,320,3.2773895263671875,,,,,,,,,
6,0.260625,0.260625,RL-sBOED,0.44835591316223145,384,3.2449042797088623,,,,,,,,,
7,0.26296875000000003,0.26296875000000003,RL-sBOED,0.4485135078430176,448,3.1963422298431396,,,,,,,,,
8,0.2578125,0.2578125,RL-sBOED,0.4479634761810303,512,3.1352789402008057,,,,,,,,,
9,0.26156250000000003,0.26156250000000003,RL-sBOED,0.45360803604125977,576,3.0702438354492188,,,,,,,,,
10,0.2465625,0.2465625,RL-sBOED,0.44701695442199707,640,3.022084951400757,,,,,,,,,
11,0.25546875,0.25546875,RL-sBOED,0.4477677345275879,704,2.924830436706543,,,,,,,,,
12,0.24843749999999998,0.24843749999999998,RL-sBOED,0.4474916458129883,768,2.852849006652832,,,,,,,,,
13,0.255,0.255,RL-sBOED,0.4482698440551758,832,2.771535873413086,,,,,,,,,
14,0.24843750000000003,0.24843750000000003,RL-sBOED,0.4485442638397217,896,2.7443931102752686,,,,,,,,,
15,0.24421874999999998,0.24421874999999998,RL-sBOED,0.44698619842529297,960,2.6939406394958496,,,,,,,,,
16,0.23671874999999998,0.23671874999999998,RL-sBOED,0.4486865997314453,1024,2.7869081497192383,,,,,,,,,
17,0.24890625000000002,0.24890625000000002,RL-sBOED,0.4473099708557129,1088,2.828639507293701,,,,,,,,,
18,0.24656250000000002,0.24656250000000002,RL-sBOED,0.4490354061126709,1152,2.7568812370300293,,,,,,,,,
19,0.24421875,0.24421875,RL-sBOED,0.44781017303466797,1216,2.870055675506592,,,,,,,,,
20,0.24984375,0.24984375,RL-sBOED,0.44710302352905273,1280,2.8630146980285645,,,,,,,,,
21,0.24515624999999996,0.25140625,RL-sBOED,0.44719433784484863,1344,2.9941649436950684,,,,,,,,,
22,0.25968749999999996,0.25968749999999996,RL-sBOED,0.4475221633911133,1408,3.0344619750976562,,,,,,,,,
23,0.24421874999999998,0.24421874999999998,RL-sBOED,0.448530912399292,1472,3.0221214294433594,,,,,,,,,
24,0.25640625,0.25640625,RL-sBOED,0.44770026206970215,1536,3.0359764099121094,,,,,,,,,
25,0.25546875,0.25546875,RL-sBOED,0.44764065742492676,1600,3.0238723754882812,0.243515625,1,-0.0,0.0078125,0.0,1,0.0,0.243515625,0
26,0.24984375,0.24984375,RL-sBOED,0.4510774612426758,1664,2.893463373184204,,,,,,,,,
27,0.255,0.255,RL-sBOED,0.4486410617828369,1728,2.8366074562072754,,,,,,,,,
28,0.2475,0.2475,RL-sBOED,0.44786882400512695,1792,2.7764992713928223,,,,,,,,,
