split,rollout_id,theta_id,sequence,u_ctrl,u_path,rewards
confirmation,0,0,40 48 8,0.96,1.040000 1.120000 0.960000 0.960000,-0.080000 0.160000 0.000000
confirmation,1,1,40 48 8,0.96,1.040000 0.960000 0.960000 0.960000,0.080000 0.000000 0.000000
confirmation,2,2,40 48 8,0.96,1.040000 1.200000 0.960000 0.960000,-0.160000 0.240000 0.000000
confirmation,3,3,40 48 8,0.96,1.040000 0.960000 0.960000 0.960000,0.080000 0.000000 0.000000
confirmation,4,4,40 48 8,1.2,1.040000 1.200000 1.200000 1.200000,-0.160000 0.000000 0.000000
confirmation,5,5,40 48 8,0.96,1.040000 1.040000 0.960000 0.960000,0.000000 0.080000 0.000000
confirmation,6,6,40 48 8,0.96,1.040000 0.960000 0.960000 0.960000,0.080000 0.000000 0.000000
confirmation,7,7,40 48 8,1.12,1.040000 1.120000 1.120000 1.120000,-0.080000 0.000000 0.000000
confirmation,8,8,40 48 8,0.96,1.040000 0.960000 0.960000 0.960000,0.080000 0.000000 0.000000
confirmation,9,9,40 48 8,0.96,1.040000 0.960000 0.960000 0.960000,0.080000 0.000000 0.000000
confirmation,10,10,40 48 8,0.96,1.040000 1.120000 0.960000 0.960000,-0.080000 0.160000 0.000000
confirmation,11,11,40 48 8,0.96,1.040000 0.960000 0.960000 0.960000,0.080000 0.000000 0.000000
confirmation,12,12,40 48 8,1.12,1.040000 1.120000 1.120000 1.120000,-0.080000 0.000000 0.000000
confirmation,13,13,40 48 8,0.96,1.040000 0.960000 0.960000 0.960000,0.080000 0.000000 0.000000
confirmation,14,14,40 48 8,1.04,1.040000 1.200000 1.040000 1.040000,-0.160000 0.160000 0.000000
confirmation,15,15,40 48 8,0.96,1.040000 1.200000 0.960000 0.960000,-0.160000 0.240000 0.000000
confirmation,16,16,40 48 8,0.96,1.040000 0.960000 0.960000 0.960000,0.080000 0.000000 0.000000
confirmation,17,17,40 48 8,0.96,1.040000 1.200000 0.960000 0.960000,-0.160000 0.240000 0.000000
confirmation,18,18,40 48 8,0.96,1.040000 0.960000 0.960000 0.960000,0.080000 0.000000 0.000000
confirmation,19,19,40 48 8,0.96,1.040000 1.120000 0.960000 0.960000,-0.080000 0.160000 0.000000
confirmation,20,20,40 48 8,0.96,1.040000 1.200000 0.960000 0.960000,-0.160000 0.240000 0.000000
confirmation,21,21,40 48 8,0.96,1.040000 1.040000 0.960000 0.960000,0.000000 0.080000 0.000000
confirmation,22,22,40 48 8,0.96,1.040000 0.960000 0.960000 0.960000,0.080000 0.000000 0.000000
confirmation,23,23,40 48 8,0.96,1.040000 0.960000 0.960000 0.960000,0.080000 0.000000 0.000000
confirmation,24,24,40 48 8,0.96,1.040000 1.200000 0.960000 0.960000,-0.160000 0.240000 0.000000
confirmation,25,25,40 48 8,0.96,1.040000 1.200000 0.960000 0.960000,-0.160000 0.240000 0.000000
confirmation,26,26,40 48 8,0.96,1.040000 0.960000 0.960000 0.960000,0.080000 0.000000 0.000000
confirmation,27,27,40 48 8,0.96,1.040000 1.200000 0.960000 0.960000,-0.160000 0.240000 0.000000
confirmation,28,28,40 48 8,0.96,1.040000 1.120000 0.960000 0.960000,-0.080000 0.160000 0.000000
confirmation,29,29,40 48 8,0.96,1.040000 1.120000 0.960000 0.960000,-0.080000 0.160000 0.000000
confirmation,30,30,40 48 8,0.96,1.040000 0.960000 0.960000 0.960000,0.080000 0.000000 0.000000
confirmation,31,31,40 48 8,0.96,1.040000 0.960000 0.960000 0.960000,0.080000 0.000000 0.000000
confirmation,32,0,40 48 8,0.96,1.040000 1.200000 0.960000 0.960000,-0.160000 0.240000 0.000000
confirmation,33,1,40 48 8,0.96,1.040000 0.960000 0.960000 0.960000,0.080000 0.000000 0.000000
confirmation,34,2,40 48 8,0.96,1.040000 1.200000 0.960000 0.960000,-0.160000 0.240000 0.000000
confirmation,35,3,40 48 8,0.96,1.040000 0.960000 0.960000 0.960000,0.080000 0.000000 0.000000
confirmation,36,4,40 48 8,1.2,1.040000 1.200000 1.200000 1.200000,-0.160000 0.000000 0.000000
confirmation,37,5,40 48 8,0.96,1.040000 1.200000 0.960000 0.960000,-0.160000 0.240000 0.000000
confirmation,38,6,40 48 8,0.96,1.040000 0.960000 0.960000 0.960000,0.080000 0.000000 0.000000
confirmation,39,7,40 48 8,0.96,1.040000 1.120000 1.120000 0.960000,-0.080000 0.000000 0.160000
confirmation,40,8,40 48 8,0.96,1.040000 0.960000 0.960000 0.960000,0.080000 0.000000 0.000000
confirmation,41,9,40 48 8,0.96,1.040000 1.200000 0.960000 0.960000,-0.160000 0.240000 0.000000
confirmation,42,10,40 48 8,0.96,1.040000 1.200000 0.960000 0.960000,-0.160000 0.240000 0.000000
confirmation,43,11,40 48 8,0.96,1.040000 0.960000 0.960000 0.960000,0.080000 0.000000 0.000000
confirmation,44,12,40 48 8,1.12,1.040000 1.200000 1.120000 1.120000,-0.160000 0.080000 0.000000
confirmation,45,13,40 48 8,0.96,1.040000 1.040000 0.960000 0.960000,0.000000 0.080000 0.000000
confirmation,46,14,40 48 8,0.96,1.040000 1.120000 1.040000 0.960000,-0.080000 0.080000 0.080000
confirmation,47,15,40 48 8,0.96,1.040000 1.200000 0.960000 0.960000,-0.160000 0.240000 0.000000
confirmation,48,16,40 48 8,0.96,1.040000 0.960000 0.960000 0.960000,0.080000 0.000000 0.000000
confirmation,49,17,40 48 8,0.96,1.040000 1.200000 0.960000 0.960000,-0.160000 0.240000 0.000000
confirmation,50,18,40 48 8,0.96,1.040000 0.960000 0.960000 0.960000,0.080000 0.000000 0.000000
confirmation,51,19,40 48 8,0.96,1.040000 1.120000 0.960000 0.960000,-0.080000 0.160000 0.000000
confirmation,52,20,40 48 8,0.96,1.040000 1.200000 0.960000 0.960000,-0.160000 0.240000 0.000000
confirmation,53,21,40 48 8,0.96,1.040000 0.960000 0.960000 0.960000,0.080000 0.000000 0.000000
confirmation,54,22,40 48 8,0.96,1.040000 0.960000 0.960000 0.960000,0.080000 0.000000 0.000000
confirmation,55,23,40 48 8,0.96,1.040000 0.960000 0.960000 0.960000,0.080000 0.000000 0.000000
confirmation,56,24,40 48 8,0.96,1.040000 1.120000 0.960000 0.960000,-0.080000 0.160000 0.000000
confirmation,57,25,40 48 8,0.96,1.040000 0.960000 0.960000 0.960000,0.080000 0.000000 0.000000
confirmation,58,26,40 48 8,0.96,1.040000 0.960000 0.960000 0.960000,0.080000 0.000000 0.000000
confirmation,59,27,40 48 8,0.96,1.040000 1.200000 0.960000 0.960000,-0.160000 0.240000 0.000000
confirmation,60,28,40 48 8,0.96,1.040000 1.120000 0.960000 0.960000,-0.080000 0.160000 0.000000
confirmation,61,29,40 48 8,0.96,1.040000 1.040000 0.960000 0.960000,0.000000 0.080000 0.000000
confirmation,62,30,40 48 8,0.96,1.040000 0.960000 0.960000 0.960000,0.080000 0.000000 0.000000
confirmation,63,31,40 48 8,0.96,1.040000 0.960000 0.960000 0.960000,0.080000 0.000000 0.000000
