update,mean_train_u_ctrl,policy_loss,value_loss,entropy,approximate_kl,zero_intermediate_reward_fraction,reward_mode,method,init_mode,validation_mean_u_ctrl,validation_unique_sequences,validation_dominant_fraction
1,0.96,-0.011153795756399632,0.0017936943331733346,0.047336652874946594,-0.010024328716099262,0.0,rl_sboed_stepwise,RL-sBOED,fixed,,,
2,0.965,0.0010031287092715502,0.001231375616043806,0.05771369859576225,0.0018831590423360467,0.0625,rl_sboed_stepwise,RL-sBOED,fixed,,,
3,0.99,-0.0006839812267571688,0.002476954599842429,0.059520572423934937,3.7352244817157043e-06,0.0,rl_sboed_stepwise,RL-sBOED,fixed,,,
4,0.98,-0.0011616715928539634,0.0024555358104407787,0.07697481662034988,0.001981596229597926,0.0625,rl_sboed_stepwise,RL-sBOED,fixed,,,
5,0.96,-0.009514270350337029,0.0016542953671887517,0.19769565761089325,0.015426009893417358,0.0,rl_sboed_stepwise,RL-sBOED,fixed,,,
6,0.96,-0.011396306566894054,0.0017855260521173477,0.22122174501419067,0.014843513257801533,0.0,rl_sboed_stepwise,RL-sBOED,fixed,,,
7,0.97,-0.005203302018344402,0.0006828979239799082,0.13350258767604828,0.0036998342256993055,0.0625,rl_sboed_stepwise,RL-sBOED,fixed,,,
8,0.975,-0.004221700597554445,0.001322285272181034,0.11330801248550415,-0.0037770371418446302,0.0,rl_sboed_stepwise,RL-sBOED,fixed,,,
9,0.96,-0.012043318711221218,0.001528749242424965,0.16389816999435425,0.013658504001796246,0.0,rl_sboed_stepwise,RL-sBOED,fixed,,,
10,0.975,-0.0011069128522649407,0.0018357072258368134,0.08069871366024017,-0.004155626054853201,0.0,rl_sboed_stepwise,RL-sBOED,fixed,0.9774999999999999,1,1.0
11,0.975,-0.010566874407231808,0.0012873884988948703,0.09735807776451111,0.006310562137514353,0.0,rl_sboed_stepwise,RL-sBOED,fixed,,,
12,0.96,-0.006854111794382334,0.0019867345690727234,0.10160882025957108,0.00033636888838373125,0.0,rl_sboed_stepwise,RL-sBOED,fixed,,,
13,0.975,-0.002117464318871498,0.0013712384970858693,0.07426077872514725,0.008832116611301899,0.0,rl_sboed_stepwise,RL-sBOED,fixed,,,
14,1.025,-0.0005401357775554061,0.003420928493142128,0.058230698108673096,-0.0011515418300405145,0.0,rl_sboed_stepwise,RL-sBOED,fixed,,,
15,0.97,-0.00023111065092962235,0.0015817511593922973,0.048950035125017166,-0.0003939171729143709,0.0,rl_sboed_stepwise,RL-sBOED,fixed,,,
16,0.96,-0.00039701833156868815,0.0012930717784911394,0.048133086413145065,0.00011792778968811035,0.0,rl_sboed_stepwise,RL-sBOED,fixed,,,
17,0.96,-0.0005464113783091307,0.0006812675856053829,0.05309198796749115,0.00047122439718805254,0.0,rl_sboed_stepwise,RL-sBOED,fixed,,,
18,0.96,-0.0005665168864652514,0.0010787518694996834,0.0609307698905468,0.0007392068509943783,0.0,rl_sboed_stepwise,RL-sBOED,fixed,,,
19,0.96,-0.006022303830832243,0.001014418201521039,0.05916498973965645,0.009753544814884663,0.0,rl_sboed_stepwise,RL-sBOED,fixed,,,
20,0.96,-0.0009099935414269567,0.0016955443425104022,0.05188871920108795,0.0004039804043713957,0.0,rl_sboed_stepwise,RL-sBOED,fixed,0.9774999999999999,1,1.0
21,0.975,-0.0033918225672096014,0.0016370067605748773,0.06539430469274521,0.004092276096343994,0.0,rl_sboed_stepwise,RL-sBOED,fixed,,,
22,0.97,-0.0365920290350914,0.0007048766710795462,0.14557170867919922,0.042613256722688675,0.0625,rl_sboed_stepwise,RL-sBOED,fixed,,,
23,0.99,-0.004355305340141058,0.0033444780856370926,0.2664603888988495,0.06992194056510925,0.0,rl_sboed_stepwise,RL-sBOED,fixed,,,
24,0.96,-0.003254421753808856,0.0008681877516210079,0.44387444853782654,0.0053908973932266235,0.0625,rl_sboed_stepwise,RL-sBOED,fixed,,,
25,0.965,-0.012869555503129959,0.0008230364765040576,0.49288153648376465,-0.0100935697555542,0.0,rl_sboed_stepwise,RL-sBOED,fixed,,,
26,0.97,-0.010644637979567051,0.0014907087897881866,0.37470531463623047,-0.002599939703941345,0.0625,rl_sboed_stepwise,RL-sBOED,fixed,,,
27,0.985,-0.021460214629769325,0.001894826185889542,0.3932446539402008,-0.004052087664604187,0.0625,rl_sboed_stepwise,RL-sBOED,fixed,,,
28,0.96,-0.015509418211877346,0.0016167742433026433,0.2707909941673279,0.028812697157263756,0.0,rl_sboed_stepwise,RL-sBOED,fixed,,,
29,0.96,-0.0018583724740892649,0.0008314573206007481,0.23942767083644867,-0.004373202566057444,0.0,rl_sboed_stepwise,RL-sBOED,fixed,,,
30,0.975,-0.010923514142632484,0.0012202098732814193,0.2261725217103958,0.007125198841094971,0.0,rl_sboed_stepwise,RL-sBOED,fixed,0.9737499999999999,1,1.0
31,0.96,-0.0013025568332523108,0.0021884290035814047,0.24290315806865692,0.0006294597988016903,0.0,rl_sboed_stepwise,RL-sBOED,fixed,,,
32,0.98,-0.002153360052034259,0.0024444025475531816,0.23251239955425262,-0.0007976542110554874,0.0625,rl_sboed_stepwise,RL-sBOED,fixed,,,
33,0.985,-0.003414986887946725,0.0020487550646066666,0.2062506079673767,-0.0022952358704060316,0.125,rl_sboed_stepwise,RL-sBOED,fixed,,,
34,0.96,-0.0026706806384027004,0.0021302003879100084,0.1704067438840866,0.015884915366768837,0.0,rl_sboed_stepwise,RL-sBOED,fixed,,,
35,0.965,-0.002285401802510023,0.0012223926605656743,0.16969387233257294,0.007290780544281006,0.0625,rl_sboed_stepwise,RL-sBOED,fixed,,,
36,0.985,-0.007314812857657671,0.003166589653119445,0.17602574825286865,0.003578056814149022,0.0,rl_sboed_stepwise,RL-sBOED,fixed,,,
37,0.97,-0.008944286964833736,0.0005360968643799424,0.15854136645793915,0.007389714475721121,0.0,rl_sboed_stepwise,RL-sBOED,fixed,,,
38,0.975,-0.00688626104965806,0.000888036738615483,0.13755804300308228,0.009118770249187946,0.0,rl_sboed_stepwise,RL-sBOED,fixed,,,
39,0.965,-0.0021869963966310024,0.0006284367409534752,0.12177494168281555,-0.003140906570479274,0.0,rl_sboed_stepwise,RL-sBOED,fixed,,,
40,0.97,-0.0004068774578627199,0.0010097298072651029,0.13232170045375824,0.0017086515435948968,0.0,rl_sboed_stepwise,RL-sBOED,fixed,0.9737499999999999,1,1.0
41,0.97,-0.0016699330881237984,0.0008783519151620567,0.12251630425453186,-0.0009459108114242554,0.0625,rl_sboed_stepwise,RL-sBOED,fixed,,,
42,1.0,-0.00035846029641106725,0.002580678788945079,0.11288384348154068,-0.0016688505420461297,0.0,rl_sboed_stepwise,RL-sBOED,fixed,,,
43,0.97,-0.00033221777994185686,0.0014705386711284518,0.10686644166707993,-0.0002586543560028076,0.0,rl_sboed_stepwise,RL-sBOED,fixed,,,
44,0.965,-0.0009182067005895078,0.0005813424359075725,0.10342466086149216,-0.0021339852828532457,0.0,rl_sboed_stepwise,RL-sBOED,fixed,,,
45,0.96,-0.004343179985880852,9.886241605272517e-05,0.12057438492774963,-0.010901142843067646,0.0,rl_sboed_stepwise,RL-sBOED,fixed,,,
46,0.985,-0.002638596808537841,0.0014700108440592885,0.13512739539146423,-0.017414769157767296,0.0625,rl_sboed_stepwise,RL-sBOED,fixed,,,
47,0.96,-0.00985213927924633,0.0007819299935363233,0.1314731389284134,0.008296688087284565,0.0,rl_sboed_stepwise,RL-sBOED,fixed,,,
