update,mean_train_u_ctrl,mean_train_control_cost,method,update_seconds,trajectories_sampled,policy_entropy,router_entropy,expert_redundancy,max_expert_usage,residual_scale,validation_mean_u_ctrl,validation_mean_mocu,validation_n_unique_sequences,validation_sequence_entropy,validation_unique_frac,validation_under_control_rate,validation_valid,validation_mean_shortfall,validation_checkpoint_score,validation_meets_unique_floor,moe_adaptivity_constraint
1,0.3812499940395355,0.3812499940395355,MoE-sBOED,0.3036665916442871,64,4.417708873748779,1.3855304718017578,0.007388440426439047,0.26279640197753906,0.11921344697475433,,,,,,,,,,,
2,0.39000001549720764,0.39000001549720764,MoE-sBOED,0.05990934371948242,128,4.417186260223389,1.3859385251998901,0.01328607089817524,0.25239211320877075,0.11929871141910553,,,,,,,,,,,
3,0.38187500834465027,0.38187500834465027,MoE-sBOED,0.05809307098388672,192,4.4166388511657715,1.3855818510055542,0.02038109488785267,0.2603556215763092,0.11939780414104462,,,,,,,,,,,
4,0.36937499046325684,0.36937499046325684,MoE-sBOED,0.0581049919128418,256,4.415596961975098,1.38443922996521,0.028693702071905136,0.2719629406929016,0.1195136308670044,,,,,,,,,,,
5,0.4100000262260437,0.4100000262260437,MoE-sBOED,0.05820107460021973,320,4.414514064788818,1.3814446926116943,0.04287217929959297,0.2901185154914856,0.11963703483343124,,,,,,,,,,,
6,0.3918750286102295,0.3918750286102295,MoE-sBOED,0.05701303482055664,384,4.412041664123535,1.3748730421066284,0.06193138659000397,0.31513577699661255,0.11977417767047882,,,,,,,,,,,
7,0.39125001430511475,0.39125001430511475,MoE-sBOED,0.05319929122924805,448,4.407900810241699,1.3658840656280518,0.07927440106868744,0.33947938680648804,0.11991506814956665,,,,,,,,,,,
8,0.3881250023841858,0.3881250023841858,MoE-sBOED,0.05515646934509277,512,4.402299404144287,1.3557209968566895,0.09031544625759125,0.3610247075557709,0.12006022781133652,,,,,,,,,,,
9,0.3962499797344208,0.3962499797344208,MoE-sBOED,0.05812668800354004,576,4.394747734069824,1.333548903465271,0.10411245375871658,0.397640585899353,0.12022130936384201,,,,,,,,,,,
10,0.3812500238418579,0.3812500238418579,MoE-sBOED,0.05697369575500488,640,4.379330635070801,1.2960566282272339,0.12143255770206451,0.4456629157066345,0.12039042264223099,,,,,,,,,,,
11,0.36000001430511475,0.36000001430511475,MoE-sBOED,0.057736873626708984,704,4.356396675109863,1.2518565654754639,0.13274608552455902,0.4912046790122986,0.12056813389062881,,,,,,,,,,,
12,0.3712500035762787,0.3712500035762787,MoE-sBOED,0.05431056022644043,768,4.311685085296631,1.1971086263656616,0.14134494960308075,0.5384390354156494,0.12075752764940262,,,,,,,,,,,
13,0.3675000071525574,0.3675000071525574,MoE-sBOED,0.05618715286254883,832,4.234796047210693,1.117148756980896,0.15049345791339874,0.59676194190979,0.1209542378783226,,,,,,,,,,,
14,0.34062498807907104,0.34062498807907104,MoE-sBOED,0.05717158317565918,896,4.150890827178955,1.1104538440704346,0.15764348208904266,0.6012411713600159,0.12115384638309479,,,,,,,,,,,
15,0.3512499928474426,0.3512499928474426,MoE-sBOED,0.058303117752075195,960,4.077374458312988,1.1893725395202637,0.16272248327732086,0.544384241104126,0.12135285139083862,,,,,,,,,,,
16,0.34562501311302185,0.34562501311302185,MoE-sBOED,0.053951263427734375,1024,3.93387508392334,1.225199818611145,0.16772472858428955,0.5151122212409973,0.12155849486589432,,,,,,,,,,,
17,0.3387500047683716,0.3387500047683716,MoE-sBOED,0.056204795837402344,1088,3.724252700805664,1.1854883432388306,0.17905156314373016,0.5475174784660339,0.12175604701042175,,,,,,,,,,,
18,0.2862499952316284,0.2862499952316284,MoE-sBOED,0.05662226676940918,1152,3.5759854316711426,1.181889533996582,0.18632173538208008,0.5503200888633728,0.12190087884664536,,,,,,,,,,,
19,0.27687498927116394,0.27687498927116394,MoE-sBOED,0.057065486907958984,1216,3.4538369178771973,1.2200989723205566,0.1865195780992508,0.5190199613571167,0.12202528864145279,,,,,,,,,,,
20,0.3112499713897705,0.3112499713897705,MoE-sBOED,0.05595755577087402,1280,3.3691353797912598,1.2528595924377441,0.18253904581069946,0.48937636613845825,0.12213228642940521,,,,,,,,,,,
21,0.29374998807907104,0.29374998807907104,MoE-sBOED,0.056906938552856445,1344,3.2813613414764404,1.2851990461349487,0.1750129610300064,0.45666712522506714,0.12223638594150543,,,,,,,,,,,
22,0.3243750035762787,0.3243750035762787,MoE-sBOED,0.05831122398376465,1408,3.044002056121826,1.3044655323028564,0.1716170758008957,0.4354732036590576,0.12234143912792206,,,,,,,,,,,
23,0.3112500011920929,0.3112500011920929,MoE-sBOED,0.053444623947143555,1472,3.0577917098999023,1.3224190473556519,0.16907313466072083,0.4127980172634125,0.12242168188095093,,,,,,,,,,,
24,0.32374998927116394,0.32374998927116394,MoE-sBOED,0.055937767028808594,1536,2.983814239501953,1.3269894123077393,0.16187606751918793,0.40638360381126404,0.1225387379527092,,,,,,,,,,,
25,0.29750001430511475,0.29750001430511475,MoE-sBOED,0.05687737464904785,1600,2.979665756225586,1.3372300863265991,0.1559983789920807,0.3911186158657074,0.12262869626283646,0.29718750000000005,0.1403125,2,0.11113140431967991,0.015625,0.0,1,0.0,100.1403125,0,required
26,0.3056250214576721,0.3056250214576721,MoE-sBOED,0.05888867378234863,1664,3.3216826915740967,1.365351676940918,0.15257962048053741,0.33419179916381836,0.12264445424079895,,,,,,,,,,,
27,0.2931250035762787,0.2931250035762787,MoE-sBOED,0.0581057071685791,1728,3.577230453491211,1.3767993450164795,0.1516590714454651,0.2992969751358032,0.12266359478235245,,,,,,,,,,,
28,0.3256250023841858,0.3256250023841858,MoE-sBOED,0.05725908279418945,1792,3.6527695655822754,1.3809508085250854,0.14574077725410461,0.27878913283348083,0.12268520891666412,,,,,,,,,,,
29,0.3031249940395355,0.3031249940395355,MoE-sBOED,0.05848836898803711,1856,3.2314155101776123,1.3799476623535156,0.13703128695487976,0.2907228469848633,0.12277644127607346,,,,,,,,,,,
30,0.2837499976158142,0.2837499976158142,MoE-sBOED,0.05734419822692871,1920,2.789198875427246,1.3779891729354858,0.1278591752052307,0.2993091642856598,0.12286254018545151,,,,,,,,,,,
