update,mean_train_u_ctrl,mean_train_control_cost,method,update_seconds,trajectories_sampled,policy_entropy,router_entropy,expert_redundancy,max_expert_usage,expert_residual_scale,validation_mean_u_ctrl,validation_mean_mocu,validation_n_unique_sequences,validation_sequence_entropy,validation_unique_frac,validation_under_control_rate,validation_valid,validation_mean_shortfall,validation_checkpoint_score,validation_meets_unique_floor,moe_adaptivity_constraint
1,0.24375000596046448,0.24375000596046448,MoE-sBOED,0.29063987731933594,64,3.381779193878174,1.3843867778778076,0.0329723060131073,0.26528292894363403,0.11925321817398071,,,,,,,,,,,
2,0.26343750953674316,0.26343750953674316,MoE-sBOED,0.04422140121459961,128,3.3796780109405518,1.3855221271514893,0.0790519118309021,0.2601991295814514,0.1193709596991539,,,,,,,,,,,
3,0.24046875536441803,0.24046875536441803,MoE-sBOED,0.04294466972351074,192,3.3756940364837646,1.3861408233642578,0.023488879203796387,0.25265488028526306,0.11949777603149414,,,,,,,,,,,
4,0.24562498927116394,0.24562498927116394,MoE-sBOED,0.04502081871032715,256,3.369499683380127,1.385859489440918,0.006408538669347763,0.25666332244873047,0.11962361633777618,,,,,,,,,,,
5,0.24562498927116394,0.258124977350235,MoE-sBOED,0.04511404037475586,320,3.360568046569824,1.385904312133789,0.0028140812646597624,0.2565796375274658,0.11974116414785385,,,,,,,,,,,
6,0.24656249582767487,0.24656249582767487,MoE-sBOED,0.04476642608642578,384,3.3450255393981934,1.3861823081970215,0.004221012350171804,0.2534556984901428,0.11984927952289581,,,,,,,,,,,
7,0.2357812523841858,0.2357812523841858,MoE-sBOED,0.045148611068725586,448,3.321709394454956,1.3861844539642334,0.0031755182426422834,0.2545298933982849,0.11996090412139893,,,,,,,,,,,
8,0.22687500715255737,0.22687500715255737,MoE-sBOED,0.0440363883972168,512,3.2823591232299805,1.3855624198913574,0.004236570559442043,0.26592767238616943,0.12010101228952408,,,,,,,,,,,
9,0.23203125596046448,0.23203125596046448,MoE-sBOED,0.043951988220214844,576,3.211233139038086,1.3839373588562012,0.004923584405332804,0.27954956889152527,0.12026115506887436,,,,,,,,,,,
10,0.22078125178813934,0.22078125178813934,MoE-sBOED,0.043700218200683594,640,3.093479633331299,1.383413553237915,0.006280694156885147,0.2830195128917694,0.12043344974517822,,,,,,,,,,,
11,0.22218750417232513,0.22218750417232513,MoE-sBOED,0.04410386085510254,704,2.905876636505127,1.3808214664459229,0.006577895488590002,0.2958906888961792,0.12061496824026108,,,,,,,,,,,
12,0.2071875035762787,0.2134374976158142,MoE-sBOED,0.04434657096862793,768,2.651057720184326,1.3788068294525146,0.006295693572610617,0.3039827048778534,0.12079454213380814,,,,,,,,,,,
13,0.20906251668930054,0.20906251668930054,MoE-sBOED,0.04471254348754883,832,2.4165446758270264,1.3823480606079102,0.004619410261511803,0.2885052561759949,0.12094462662935257,,,,,,,,,,,
14,0.2146874964237213,0.2146874964237213,MoE-sBOED,0.044838905334472656,896,2.3370280265808105,1.3860759735107422,0.0016739005222916603,0.25786322355270386,0.12100599706172943,,,,,,,,,,,
15,0.22499999403953552,0.22499999403953552,MoE-sBOED,0.04387187957763672,960,2.381852149963379,1.383070707321167,0.000526922638528049,0.27365756034851074,0.12102238833904266,,,,,,,,,,,
16,0.22078125178813934,0.22078125178813934,MoE-sBOED,0.044039011001586914,1024,2.382960319519043,1.3820815086364746,0.0007511888979934156,0.27380305528640747,0.12103626132011414,,,,,,,,,,,
17,0.20109374821186066,0.20109374821186066,MoE-sBOED,0.04380059242248535,1088,2.2948317527770996,1.3839353322982788,0.0033291734289377928,0.26607176661491394,0.12105067074298859,,,,,,,,,,,
18,0.20859375596046448,0.20859375596046448,MoE-sBOED,0.04489874839782715,1152,2.2461612224578857,1.3858872652053833,0.005709035322070122,0.25534746050834656,0.12106576561927795,,,,,,,,,,,
19,0.2029687464237213,0.2029687464237213,MoE-sBOED,0.04499959945678711,1216,2.167109966278076,1.3860838413238525,0.0057938070967793465,0.256330668926239,0.12108486145734787,,,,,,,,,,,
20,0.1860937476158142,0.1860937476158142,MoE-sBOED,0.04473376274108887,1280,2.0795164108276367,1.3852052688598633,0.003672968130558729,0.2646665573120117,0.12109453976154327,,,,,,,,,,,
21,0.21000000834465027,0.21000000834465027,MoE-sBOED,0.044345855712890625,1344,2.1211695671081543,1.3850306272506714,0.002257288433611393,0.26813316345214844,0.12107910215854645,,,,,,,,,,,
22,0.21046875417232513,0.21046875417232513,MoE-sBOED,0.0437772274017334,1408,2.2126715183258057,1.3856298923492432,0.0024900862481445074,0.26489323377609253,0.12105660885572433,,,,,,,,,,,
23,0.20343750715255737,0.20343750715255737,MoE-sBOED,0.044119834899902344,1472,2.0274243354797363,1.3861650228500366,0.0029902439564466476,0.2552531361579895,0.12107568979263306,,,,,,,,,,,
24,0.2071875035762787,0.2071875035762787,MoE-sBOED,0.044651031494140625,1536,1.8125042915344238,1.3852760791778564,0.004521157126873732,0.2621590793132782,0.12113381922245026,,,,,,,,,,,
25,0.18843749165534973,0.18843749165534973,MoE-sBOED,0.04531359672546387,1600,1.8634964227676392,1.385658860206604,0.005025112070143223,0.258708655834198,0.12117750942707062,0.19640624999999998,0.08015625000000001,1,-0.0,0.0078125,0.0,1,0.0,0.08015625000000001,0,diagnostic_only
26,0.20109374821186066,0.20109374821186066,MoE-sBOED,0.04348349571228027,1664,1.9559775590896606,1.3859437704086304,0.004267236217856407,0.2575177252292633,0.12121034413576126,,,,,,,,,,,
27,0.19359375536441803,0.19359375536441803,MoE-sBOED,0.050488948822021484,1728,1.7505556344985962,1.3850769996643066,0.003433629870414734,0.2699585258960724,0.12129832804203033,,,,,,,,,,,
28,0.2057812511920929,0.2057812511920929,MoE-sBOED,0.05061817169189453,1792,1.854231357574463,1.3844553232192993,0.0022096128668636084,0.2697927951812744,0.12136776745319366,,,,,,,,,,,
29,0.18562500178813934,0.18562500178813934,MoE-sBOED,0.045083045959472656,1856,2.114753484725952,1.3848859071731567,0.0011649930384010077,0.2603279948234558,0.12136714905500412,,,,,,,,,,,
30,0.19640624523162842,0.19640624523162842,MoE-sBOED,0.04285168647766113,1920,2.3985111713409424,1.3855414390563965,0.0003803918370977044,0.26157599687576294,0.12132798135280609,,,,,,,,,,,
31,0.2109375,0.2109375,MoE-sBOED,0.04379129409790039,1984,2.1453733444213867,1.3861145973205566,0.0004327045753598213,0.25592443346977234,0.12130099534988403,,,,,,,,,,,
32,0.19593749940395355,0.19593749940395355,MoE-sBOED,0.04496312141418457,2048,1.9187110662460327,1.385890007019043,0.0009830798953771591,0.26118236780166626,0.12131348252296448,,,,,,,,,,,
33,0.20859375596046448,0.20859375596046448,MoE-sBOED,0.04526400566101074,2112,1.7856650352478027,1.383538007736206,0.001332958578132093,0.2813582420349121,0.12138454616069794,,,,,,,,,,,
34,0.20156249403953552,0.20156249403953552,MoE-sBOED,0.0437774658203125,2176,1.875730037689209,1.3806242942810059,0.0015323753468692303,0.2944449484348297,0.12144465744495392,,,,,,,,,,,
35,0.20484374463558197,0.20484374463558197,MoE-sBOED,0.04485154151916504,2240,1.8467152118682861,1.3793582916259766,0.001430683070793748,0.2964496612548828,0.12152199447154999,,,,,,,,,,,
36,0.19218751788139343,0.19218751788139343,MoE-sBOED,0.04539132118225098,2304,1.8028160333633423,1.381058692932129,0.0011891098693013191,0.2858585715293884,0.12161215394735336,,,,,,,,,,,
37,0.19453124701976776,0.19453124701976776,MoE-sBOED,0.04430508613586426,2368,1.7799173593521118,1.382702350616455,0.0009945330675691366,0.2769511938095093,0.12164268642663956,,,,,,,,,,,
38,0.20156249403953552,0.20156249403953552,MoE-sBOED,0.04491400718688965,2432,1.6101131439208984,1.3826262950897217,0.000987755018286407,0.2842566668987274,0.12169317156076431,,,,,,,,,,,
39,0.19359375536441803,0.19359375536441803,MoE-sBOED,0.04464077949523926,2496,1.8793754577636719,1.3819777965545654,0.0015438392292708158,0.28398916125297546,0.1217234879732132,,,,,,,,,,,
40,0.19687500596046448,0.19687500596046448,MoE-sBOED,0.04386711120605469,2560,1.913970708847046,1.3838984966278076,0.0022902246564626694,0.26289474964141846,0.12172571569681168,,,,,,,,,,,
41,0.20109376311302185,0.20109376311302185,MoE-sBOED,0.04428458213806152,2624,1.7549647092819214,1.384183406829834,0.002663870109245181,0.2663150429725647,0.12172267585992813,,,,,,,,,,,
42,0.21281249821186066,0.21281249821186066,MoE-sBOED,0.046270132064819336,2688,1.6545612812042236,1.3844435214996338,0.003187437541782856,0.26407572627067566,0.1217213049530983,,,,,,,,,,,
43,0.19218750298023224,0.19218750298023224,MoE-sBOED,0.0636587142944336,2752,1.6124976873397827,1.3849321603775024,0.004423266276717186,0.2645130753517151,0.12171898782253265,,,,,,,,,,,
44,0.19078125059604645,0.19078125059604645,MoE-sBOED,0.05245327949523926,2816,1.5543537139892578,1.3853663206100464,0.003986131399869919,0.256722092628479,0.12172902375459671,,,,,,,,,,,
45,0.18984374403953552,0.18984374403953552,MoE-sBOED,0.044591665267944336,2880,1.489542841911316,1.3850300312042236,0.002824006602168083,0.2622736096382141,0.1217617616057396,,,,,,,,,,,
46,0.18984374403953552,0.18984374403953552,MoE-sBOED,0.045555830001831055,2944,1.2094473838806152,1.3831229209899902,0.002480466850101948,0.2785998582839966,0.12183259427547455,,,,,,,,,,,
47,0.1889062523841858,0.1889062523841858,MoE-sBOED,0.04465484619140625,3008,1.245143175125122,1.3834307193756104,0.002354067750275135,0.2758054733276367,0.12186534702777863,,,,,,,,,,,
48,0.20812499523162842,0.20812499523162842,MoE-sBOED,0.044077157974243164,3072,1.2269542217254639,1.3823493719100952,0.002288457239046693,0.281272828578949,0.12192145735025406,,,,,,,,,,,
49,0.19687500596046448,0.19687500596046448,MoE-sBOED,0.04417586326599121,3136,1.2032666206359863,1.3800239562988281,0.0020392441656440496,0.2890150547027588,0.12201637029647827,,,,,,,,,,,
50,0.1940625011920929,0.1940625011920929,MoE-sBOED,0.044251203536987305,3200,1.040173888206482,1.3825286626815796,0.0016381852328777313,0.27273795008659363,0.12205835431814194,0.19640624999999998,0.08015625000000001,1,-0.0,0.0078125,0.0,1,0.0,0.08015625000000001,0,diagnostic_only
51,0.19874998927116394,0.19874998927116394,MoE-sBOED,0.040863037109375,3264,1.0900483131408691,1.381765365600586,0.0011883703991770744,0.28650009632110596,0.12203194946050644,,,,,,,,,,,
52,0.18328124284744263,0.18328124284744263,MoE-sBOED,0.04150271415710449,3328,1.2977771759033203,1.379497766494751,0.000770610524341464,0.2969353199005127,0.12199380248785019,,,,,,,,,,,
53,0.2029687464237213,0.2029687464237213,MoE-sBOED,0.04426097869873047,3392,1.474618673324585,1.3811129331588745,0.0004053234588354826,0.28896915912628174,0.12194414436817169,,,,,,,,,,,
54,0.1795312464237213,0.1795312464237213,MoE-sBOED,0.045098304748535156,3456,1.2724908590316772,1.3832881450653076,0.0010248152539134026,0.272302508354187,0.12192422151565552,,,,,,,,,,,
55,0.18281251192092896,0.18281251192092896,MoE-sBOED,0.04486274719238281,3520,1.0619827508926392,1.384748101234436,0.0021180775947868824,0.2645832300186157,0.12192090600728989,,,,,,,,,,,
56,0.20250001549720764,0.20250001549720764,MoE-sBOED,0.044020652770996094,3584,1.038867712020874,1.3854877948760986,0.003457054030150175,0.25625649094581604,0.12194371968507767,,,,,,,,,,,
57,0.18281251192092896,0.18281251192092896,MoE-sBOED,0.04358315467834473,3648,1.1633223295211792,1.3853670358657837,0.0049414075911045074,0.25528863072395325,0.12197569012641907,,,,,,,,,,,
58,0.18796874582767487,0.18796874582767487,MoE-sBOED,0.04396247863769531,3712,1.1581177711486816,1.3847448825836182,0.005215211771428585,0.2605936527252197,0.12195954471826553,,,,,,,,,,,
59,0.19359375536441803,0.19359375536441803,MoE-sBOED,0.04523897171020508,3776,1.156416654586792,1.3837705850601196,0.004105466417968273,0.27042198181152344,0.12192290276288986,,,,,,,,,,,
60,0.1875,0.1875,MoE-sBOED,0.04418373107910156,3840,1.3157923221588135,1.3835117816925049,0.002176479669287801,0.27564114332199097,0.12185196578502655,,,,,,,,,,,
61,0.19968751072883606,0.19968751072883606,MoE-sBOED,0.04473567008972168,3904,1.5089688301086426,1.385117530822754,0.001824161852709949,0.2606632113456726,0.12181024998426437,,,,,,,,,,,
62,0.2123437523841858,0.2123437523841858,MoE-sBOED,0.044889211654663086,3968,1.43500816822052,1.385157585144043,0.0020202454179525375,0.2587069571018219,0.12182673811912537,,,,,,,,,,,
63,0.20671874284744263,0.20671874284744263,MoE-sBOED,0.04471278190612793,4032,1.2646360397338867,1.3831576108932495,0.0008085001027211547,0.26819032430648804,0.1218421682715416,,,,,,,,,,,
64,0.1954687535762787,0.1954687535762787,MoE-sBOED,0.045235633850097656,4096,1.2218888998031616,1.3809447288513184,0.0005457872757688165,0.2822769284248352,0.1218976229429245,,,,,,,,,,,
65,0.1875,0.1875,MoE-sBOED,0.0442500114440918,4160,1.3461045026779175,1.3770250082015991,0.0007627594750374556,0.29759639501571655,0.12198324501514435,,,,,,,,,,,
66,0.19171875715255737,0.19171875715255737,MoE-sBOED,0.04449176788330078,4224,1.2133839130401611,1.3718969821929932,0.0011853532632812858,0.3082899749279022,0.12208696454763412,,,,,,,,,,,
67,0.1875,0.1875,MoE-sBOED,0.045712947845458984,4288,1.2905157804489136,1.3722490072250366,0.0013542923843488097,0.2994290888309479,0.12214121967554092,,,,,,,,,,,
68,0.18515625596046448,0.18515625596046448,MoE-sBOED,0.04435563087463379,4352,1.2007768154144287,1.372920036315918,0.0015849120682105422,0.2874298095703125,0.12220528721809387,,,,,,,,,,,
69,0.18468749523162842,0.18468749523162842,MoE-sBOED,0.04476666450500488,4416,1.4227900505065918,1.373294472694397,0.0022452555131167173,0.2775225043296814,0.1222989484667778,,,,,,,,,,,
70,0.19874998927116394,0.19874998927116394,MoE-sBOED,0.05243229866027832,4480,1.5516854524612427,1.3708457946777344,0.0020961924456059933,0.2704359292984009,0.12237463891506195,,,,,,,,,,,
71,0.18984374403953552,0.18984374403953552,MoE-sBOED,0.05076336860656738,4544,1.502859115600586,1.3717150688171387,0.004339159466326237,0.25623422861099243,0.12240616232156754,,,,,,,,,,,
72,0.1978124976158142,0.1978124976158142,MoE-sBOED,0.04576301574707031,4608,1.3880832195281982,1.3698550462722778,0.008840391412377357,0.26992642879486084,0.12242098152637482,,,,,,,,,,,
73,0.19218750298023224,0.19218750298023224,MoE-sBOED,0.04464268684387207,4672,1.5229995250701904,1.366223692893982,0.00910471472889185,0.2778598666191101,0.122394859790802,,,,,,,,,,,
74,0.19734375178813934,0.19734375178813934,MoE-sBOED,0.044428348541259766,4736,1.6633011102676392,1.3678278923034668,0.008077306672930717,0.2785041034221649,0.12238787859678268,,,,,,,,,,,
75,0.20156249403953552,0.20156249403953552,MoE-sBOED,0.04452061653137207,4800,1.5600078105926514,1.3669606447219849,0.009875473566353321,0.2828131318092346,0.12243011593818665,0.198046875,0.08179687500000002,2,0.1649531914744777,0.015625,0.0,1,0.0,0.08179687500000002,0,diagnostic_only
76,0.19312500953674316,0.19312500953674316,MoE-sBOED,0.04102826118469238,4864,1.4150934219360352,1.365691900253296,0.009605618193745613,0.2855849266052246,0.1224963515996933,,,,,,,,,,,
77,0.20812499523162842,0.20812499523162842,MoE-sBOED,0.04150724411010742,4928,1.2520701885223389,1.3691143989562988,0.0060320268385112286,0.267240047454834,0.12249201536178589,,,,,,,,,,,
78,0.19078125059604645,0.19078125059604645,MoE-sBOED,0.043993234634399414,4992,1.3002582788467407,1.3733365535736084,0.0035047351848334074,0.2570738196372986,0.1224830150604248,,,,,,,,,,,
79,0.1860937476158142,0.1860937476158142,MoE-sBOED,0.04507303237915039,5056,1.2503883838653564,1.3746798038482666,0.002016716171056032,0.25679653882980347,0.12254083156585693,,,,,,,,,,,
80,0.1837500035762787,0.1837500035762787,MoE-sBOED,0.04415011405944824,5120,1.1763465404510498,1.3742923736572266,0.0013108750572428107,0.26769986748695374,0.12258592993021011,,,,,,,,,,,
81,0.1889062523841858,0.1889062523841858,MoE-sBOED,0.044338226318359375,5184,1.2040398120880127,1.3743062019348145,0.001158585655502975,0.2684975862503052,0.12258423864841461,,,,,,,,,,,
82,0.19828125834465027,0.19828125834465027,MoE-sBOED,0.04504895210266113,5248,1.15704345703125,1.3740993738174438,0.0013879308244213462,0.2585761249065399,0.12255498021841049,,,,,,,,,,,
83,0.1809374988079071,0.1809374988079071,MoE-sBOED,0.0440974235534668,5312,1.225495457649231,1.372978925704956,0.001565888524055481,0.26322752237319946,0.12251415848731995,,,,,,,,,,,
84,0.18703123927116394,0.18703123927116394,MoE-sBOED,0.04487919807434082,5376,1.2690513134002686,1.3724638223648071,0.0024020946584641933,0.25963494181632996,0.12252310663461685,,,,,,,,,,,
85,0.18656250834465027,0.18656250834465027,MoE-sBOED,0.04460930824279785,5440,1.2192543745040894,1.3722411394119263,0.0030129416845738888,0.26371634006500244,0.12257629632949829,,,,,,,,,,,
86,0.2057812511920929,0.2057812511920929,MoE-sBOED,0.04433894157409668,5504,1.1288599967956543,1.3701708316802979,0.0028531085699796677,0.2757737934589386,0.1226196140050888,,,,,,,,,,,
87,0.18187500536441803,0.18187500536441803,MoE-sBOED,0.04471707344055176,5568,1.2539515495300293,1.3682132959365845,0.002989567583426833,0.282356858253479,0.12269338965415955,,,,,,,,,,,
88,0.18515625596046448,0.18515625596046448,MoE-sBOED,0.04473471641540527,5632,1.2467683553695679,1.3701772689819336,0.002938687801361084,0.2814207673072815,0.12269064784049988,,,,,,,,,,,
89,0.1875,0.1875,MoE-sBOED,0.04460334777832031,5696,1.3184826374053955,1.3723597526550293,0.003422369249165058,0.2728308141231537,0.12265511602163315,,,,,,,,,,,
90,0.20156250894069672,0.20156250894069672,MoE-sBOED,0.045027971267700195,5760,1.4104411602020264,1.3739967346191406,0.004281116649508476,0.2610979974269867,0.12263203412294388,,,,,,,,,,,
91,0.20109376311302185,0.20109376311302185,MoE-sBOED,0.04423117637634277,5824,1.5330806970596313,1.3746730089187622,0.005310847423970699,0.260080486536026,0.12267487496137619,,,,,,,,,,,
92,0.19828125834465027,0.19828125834465027,MoE-sBOED,0.04469132423400879,5888,1.4453613758087158,1.3729562759399414,0.005978040397167206,0.27041730284690857,0.12275365740060806,,,,,,,,,,,
93,0.20859375596046448,0.20859375596046448,MoE-sBOED,0.04438519477844238,5952,1.2188374996185303,1.3650156259536743,0.0076443227007985115,0.2922196686267853,0.12286879122257233,,,,,,,,,,,
94,0.18656250834465027,0.18656250834465027,MoE-sBOED,0.05094504356384277,6016,1.2518569231033325,1.3583729267120361,0.006877437233924866,0.31137049198150635,0.12294032424688339,,,,,,,,,,,
95,0.1771875023841858,0.1771875023841858,MoE-sBOED,0.051367759704589844,6080,1.3151545524597168,1.3652033805847168,0.0054243095219135284,0.29632899165153503,0.12286674231290817,,,,,,,,,,,
96,0.18281249701976776,0.18281249701976776,MoE-sBOED,0.0453648567199707,6144,1.4649864435195923,1.3704246282577515,0.003926062025129795,0.28909769654273987,0.12281771004199982,,,,,,,,,,,
