update,policy_loss,value_loss,approximate_kl,entropy,mean_training_terminal_cost,mean_u_ctrl,std_u_ctrl,median_u_ctrl,q10_u_ctrl,q90_u_ctrl,safety,dominant_sequence,dominant_sequence_fraction,unique_sequences,sequence_entropy,entropy_t1,entropy_t2,entropy_t3
1,-0.11021449416875839,0.11663475632667542,0.031243285164237022,3.9600019454956055,0.9600000000000003,0.98,0.057735026918962595,0.96,0.96,1.016,1.0,"[43, 21, 17]",0.875,2,0.37677016125643675,3.980113983154297,3.961688349644343,3.936928004026413
10,-0.032184161245822906,0.0002038528909906745,0.026388240978121758,3.9171066284179688,0.9600000000000003,0.9733333333333333,0.049888765156985884,0.96,0.96,0.96,1.0,"[9, 21, 36]",0.9583333333333334,2,0.1732052067491771,3.9721388816833496,3.921320656935374,3.897766282161077
20,-0.04103545472025871,0.0010780621087178588,0.01656443625688553,3.8472535610198975,0.9733333333333336,0.9733333333333333,0.049888765156985884,0.96,0.96,0.96,1.0,"[9, 47, 36]",1.0,1,-0.0,3.957716464996338,3.848279436429342,3.7496913969516754
30,-0.0412774421274662,0.002989149885252118,-0.004257923923432827,3.7245707511901855,1.0,0.98,0.057735026918962595,0.96,0.96,1.016,1.0,"[43, 9, 36]",1.0,1,-0.0,3.9389288425445557,3.646351079146067,3.6259144941965737
40,-0.03632483258843422,0.0007573420880362391,0.035060279071331024,3.7471232414245605,0.9733333333333336,0.98,0.057735026918962595,0.96,0.96,1.016,1.0,"[39, 36, 50]",0.9166666666666666,2,0.2868359830561607,3.937373638153076,3.6770116885503135,3.6993981301784515
50,-0.03848664090037346,0.0003349458274897188,0.011650608852505684,3.7073605060577393,0.9666666666666668,0.9633333333333333,0.01598610507770908,0.96,0.96,0.96,1.0,"[11, 37, 17]",1.0,1,-0.0,3.917175054550171,3.6258162756760917,3.6274760564168296
60,-0.023489270359277725,0.002390545327216387,0.012241561897099018,3.432427406311035,1.0,0.9866666666666667,0.07180219742846006,0.96,0.96,1.072,1.0,"[22, 21, 37]",1.0,1,-0.0,3.9110026359558105,3.2283561329046884,3.3926784892876944
70,-0.029157506301999092,0.0023888146970421076,-0.003877924522385001,3.592146873474121,0.9933333333333335,0.9733333333333333,0.049888765156985884,0.96,0.96,0.96,1.0,"[11, 37, 21]",1.0,1,-0.0,3.8889143466949463,3.5279215474923453,3.440643628438314
80,-0.025691164657473564,0.0015071044908836484,0.001111321966163814,3.5596792697906494,0.9800000000000001,0.9733333333333333,0.049888765156985884,0.96,0.96,0.96,1.0,"[11, 21, 37]",0.625,2,0.6615632381579821,3.880995512008667,3.4054972926775613,3.3406311174233756
90,-0.08932001143693924,0.0030248232651501894,-0.016392536461353302,3.5747756958007812,1.0133333333333334,0.9700000000000001,0.04795831523312719,0.96,0.96,0.96,1.0,"[29, 3, 15]",0.8333333333333334,2,0.45056120886630463,3.851947069168091,3.267128884792328,3.7168673972288766
100,-0.04633738845586777,0.0018157199956476688,0.02233959548175335,3.640368938446045,0.9800000000000001,0.9733333333333333,0.049888765156985884,0.96,0.96,0.96,1.0,"[29, 3, 10]",1.0,1,-0.0,3.8871779441833496,3.195897509654363,3.8960709969202676
110,-0.03171415254473686,0.003157086204737425,0.004121906124055386,3.664797782897949,1.0000000000000002,0.98,0.066332495807108,0.96,0.96,0.96,1.0,"[21, 33, 35]",0.9166666666666666,2,0.2868359830561607,3.90582537651062,3.850265463193258,3.8423695663611093
