update,policy_loss,value_loss,approximate_kl,entropy,mean_training_terminal_cost,mean_u_ctrl,std_u_ctrl,median_u_ctrl,q10_u_ctrl,q90_u_ctrl,safety,dominant_sequence,dominant_sequence_fraction,unique_sequences,sequence_entropy,entropy_t1,entropy_t2,entropy_t3
1,-0.10666288435459137,0.020415550097823143,-0.03160902485251427,3.9600093364715576,0.9800000000000001,1.01,0.07937253933193775,0.96,0.96,1.12,1.0,"[7, 43, 24]",1.0,1,-0.0,3.9809749126434326,3.959859768549601,3.935249835252762
10,-0.04874301701784134,0.0014369258424267173,-0.010750856250524521,3.911442756652832,0.9800000000000001,0.9766666666666666,0.05647024782032473,0.96,0.96,0.96,1.0,"[7, 52, 30]",1.0,1,-0.0,3.961477518081665,3.9092901945114136,3.895543158054352
20,-0.029598060995340347,0.000736554095055908,-0.008159405551850796,3.8014955520629883,0.9666666666666668,0.9833333333333334,0.06315765107165475,0.96,0.96,1.072,1.0,"[52, 5, 48]",1.0,1,-0.0,3.937997817993164,3.833701431751251,3.838863035043081
30,-0.041576627641916275,0.0009865346364676952,0.020737674087285995,3.7579832077026367,0.9600000000000003,0.9700000000000001,0.03511884584284249,0.96,0.96,0.96,1.0,"[0, 52, 21]",0.5833333333333334,2,0.6791932659915256,3.917957067489624,3.624254196882248,3.784134437640508
40,-0.0363086573779583,0.0001432693679817021,-0.017126884311437607,3.636540651321411,0.9600000000000003,0.9733333333333333,0.049888765156985884,0.96,0.96,0.96,1.0,"[21, 52, 27]",1.0,1,-0.0,3.8711888790130615,3.551442335049311,3.6663802663485208
50,-0.04796303063631058,0.0002788198762573302,0.022084176540374756,3.5591790676116943,0.9600000000000003,0.9766666666666666,0.05647024782032473,0.96,0.96,0.96,1.0,"[21, 52, 30]",1.0,1,-0.0,3.6973671913146973,3.5389328996340432,3.5340501566727958
60,-0.07008904963731766,0.005485492758452892,-0.02855135314166546,3.170729398727417,1.04,0.9833333333333334,0.06724747000610672,0.96,0.96,1.016,1.0,"[1, 30, 21]",1.0,1,-0.0,3.3727574348449707,3.0324880381425223,3.347108672062556
70,-0.035161424428224564,0.0006522726034745574,0.0036477064713835716,2.5153651237487793,0.9600000000000003,0.98,0.066332495807108,0.96,0.96,0.96,1.0,"[1, 30, 24]",1.0,1,-0.0,3.3407633304595947,1.7768226116895676,2.975379834572474
80,-0.018681742250919342,0.0018373125931248069,0.02339394949376583,3.057039976119995,0.9933333333333335,0.98,0.066332495807108,0.96,0.96,0.96,1.0,"[24, 30, 1]",1.0,1,-0.0,3.6720259189605713,2.677163322766622,3.607850213845571
90,-0.01918329857289791,0.005220815539360046,-0.015379412099719048,2.92889404296875,1.0200000000000002,0.98,0.066332495807108,0.96,0.96,0.96,1.0,"[30, 24, 1]",1.0,1,-0.0,3.693892002105713,3.5098796486854553,3.5169480641682944
