update,mean_train_u_ctrl,policy_loss,value_loss,entropy,approximate_kl,zero_intermediate_reward_fraction,reward_mode,method,init_mode,validation_mean_u_ctrl,validation_unique_sequences,validation_dominant_fraction
1,0.98,-0.11004618555307388,0.0032697811257094145,3.961512327194214,0.03130456432700157,0.0,rl_sboed_stepwise,RL-sBOED,random,,,
2,0.985,-0.06588859856128693,0.001817478216253221,3.9552719593048096,0.001478488207794726,0.0625,rl_sboed_stepwise,RL-sBOED,random,,,
3,0.97,-0.05955337733030319,0.0015983354533091187,3.951195478439331,-0.0011143535375595093,0.0625,rl_sboed_stepwise,RL-sBOED,random,,,
4,0.98,-0.047586314380168915,0.0022033851128071547,3.948432207107544,0.007819309830665588,0.0,rl_sboed_stepwise,RL-sBOED,random,,,
5,0.975,-0.06957942992448807,0.004120783880352974,3.9444468021392822,-0.012350301258265972,0.0,rl_sboed_stepwise,RL-sBOED,random,,,
6,0.98,-0.045662038028240204,0.0016147868009284139,3.938645362854004,-0.003645792603492737,0.0625,rl_sboed_stepwise,RL-sBOED,random,,,
7,0.96,-0.045572131872177124,0.0018777736695483327,3.9325246810913086,0.0036123793106526136,0.0,rl_sboed_stepwise,RL-sBOED,random,,,
8,0.965,-0.05195692926645279,0.0019176015630364418,3.9268085956573486,-0.005746150854974985,0.0,rl_sboed_stepwise,RL-sBOED,random,,,
9,0.985,-0.04639706015586853,0.0026561086997389793,3.9231088161468506,-0.0050415643490850925,0.0,rl_sboed_stepwise,RL-sBOED,random,,,
10,0.985,-0.041985027492046356,0.0016139355720952153,3.9183223247528076,0.005612353328615427,0.0625,rl_sboed_stepwise,RL-sBOED,random,0.97875,1,1.0
11,0.99,-0.03891918435692787,0.0018217329634353518,3.911182165145874,0.010161097161471844,0.0625,rl_sboed_stepwise,RL-sBOED,random,,,
12,0.97,-0.036263078451156616,0.0009938656585291028,3.9074323177337646,-0.004025856498628855,0.0,rl_sboed_stepwise,RL-sBOED,random,,,
13,0.985,-0.04037581384181976,0.00279878918081522,3.905123472213745,-0.0022535722237080336,0.0625,rl_sboed_stepwise,RL-sBOED,random,,,
14,0.975,-0.05179222673177719,0.002957507036626339,3.8999710083007812,-0.0007350146770477295,0.0,rl_sboed_stepwise,RL-sBOED,random,,,
15,0.975,-0.044133756309747696,0.002527957083657384,3.8971691131591797,0.0006065865163691342,0.0625,rl_sboed_stepwise,RL-sBOED,random,,,
16,0.99,-0.047216884791851044,0.003947828896343708,3.89339280128479,0.007033427711576223,0.0625,rl_sboed_stepwise,RL-sBOED,random,,,
17,0.985,-0.040629807859659195,0.0027834742795675993,3.893409013748169,0.0028400719165802,0.0625,rl_sboed_stepwise,RL-sBOED,random,,,
18,0.965,-0.03742927685379982,0.001351935905404389,3.890064001083374,-0.005083536263555288,0.0625,rl_sboed_stepwise,RL-sBOED,random,,,
19,0.965,-0.04003884643316269,0.0010225354926660657,3.8833417892456055,0.005942245479673147,0.1875,rl_sboed_stepwise,RL-sBOED,random,,,
20,0.99,-0.031138747930526733,0.0021061233710497618,3.8738908767700195,-0.0006212890148162842,0.0,rl_sboed_stepwise,RL-sBOED,random,0.9737499999999999,1,1.0
21,0.975,-0.04114046320319176,0.0016083098016679287,3.85988712310791,0.006256421562284231,0.0,rl_sboed_stepwise,RL-sBOED,random,,,
22,0.97,-0.05020351707935333,0.0017457782523706555,3.841848373413086,-0.00033474466181360185,0.0,rl_sboed_stepwise,RL-sBOED,random,,,
23,0.975,-0.03883620351552963,0.0030515119433403015,3.820216178894043,-0.002185821533203125,0.0,rl_sboed_stepwise,RL-sBOED,random,,,
24,1.0,-0.03643827885389328,0.0020381356589496136,3.811692476272583,-0.002440268872305751,0.125,rl_sboed_stepwise,RL-sBOED,random,,,
25,0.965,-0.03244606778025627,0.001111451769247651,3.794978141784668,0.0049095056019723415,0.0,rl_sboed_stepwise,RL-sBOED,random,,,
26,0.975,-0.0430414155125618,0.0014950105687603354,3.7829511165618896,-0.00014940898108761758,0.0,rl_sboed_stepwise,RL-sBOED,random,,,
27,0.975,-0.04320783540606499,0.0008632708922959864,3.777082681655884,0.006511648651212454,0.0625,rl_sboed_stepwise,RL-sBOED,random,,,
28,0.985,-0.04719996452331543,0.0030177664011716843,3.766319990158081,0.0005638748407363892,0.0,rl_sboed_stepwise,RL-sBOED,random,,,
29,0.96,-0.044047728180885315,0.0002872925251722336,3.7613394260406494,-0.004483391996473074,0.0,rl_sboed_stepwise,RL-sBOED,random,,,
30,1.005,-0.044053077697753906,0.0025999608915299177,3.771101951599121,-0.00280124437995255,0.0,rl_sboed_stepwise,RL-sBOED,random,0.9837499999999999,1,1.0
31,0.985,-0.05294019728899002,0.002197421155869961,3.764828681945801,0.010405033826828003,0.0,rl_sboed_stepwise,RL-sBOED,random,,,
32,0.97,-0.03353239595890045,0.0012234977912157774,3.7601232528686523,-0.0009326338768005371,0.0625,rl_sboed_stepwise,RL-sBOED,random,,,
33,0.99,-0.04104243963956833,0.0022083960939198732,3.7531721591949463,0.003231421113014221,0.0,rl_sboed_stepwise,RL-sBOED,random,,,
34,0.975,-0.04540131241083145,0.0014183403691276908,3.752901315689087,-0.00815733801573515,0.0,rl_sboed_stepwise,RL-sBOED,random,,,
35,0.975,-0.04072532802820206,0.0010807440849021077,3.7482242584228516,0.001758471131324768,0.0,rl_sboed_stepwise,RL-sBOED,random,,,
36,1.0,-0.05248982459306717,0.002660210942849517,3.765294313430786,-0.008409281261265278,0.0,rl_sboed_stepwise,RL-sBOED,random,,,
37,0.975,-0.03317318111658096,0.0014533870853483677,3.7774345874786377,0.015508915297687054,0.0,rl_sboed_stepwise,RL-sBOED,random,,,
38,0.96,-0.04849966615438461,0.0013327141059562564,3.7711551189422607,-0.005402063485234976,0.0,rl_sboed_stepwise,RL-sBOED,random,,,
39,0.96,-0.054189927875995636,0.0005372958839870989,3.7601535320281982,-0.0016977787017822266,0.0,rl_sboed_stepwise,RL-sBOED,random,,,
40,0.98,-0.06155940145254135,0.0018794732168316841,3.7550010681152344,0.005924204830080271,0.125,rl_sboed_stepwise,RL-sBOED,random,0.98625,1,1.0
41,0.985,-0.04278600960969925,0.0011814964236691594,3.7415878772735596,0.0002479205431882292,0.0,rl_sboed_stepwise,RL-sBOED,random,,,
42,0.975,-0.05172658711671829,0.0014032134786248207,3.7397568225860596,-0.004923015832901001,0.0,rl_sboed_stepwise,RL-sBOED,random,,,
43,0.975,-0.04299274459481239,0.0017064354615285993,3.732599973678589,0.014169926755130291,0.0625,rl_sboed_stepwise,RL-sBOED,random,,,
44,1.005,-0.03816995769739151,0.002904188819229603,3.7357795238494873,0.006098652724176645,0.0625,rl_sboed_stepwise,RL-sBOED,random,,,
45,0.97,-0.046947065740823746,0.0007614140049554408,3.7347116470336914,0.0009157508611679077,0.0625,rl_sboed_stepwise,RL-sBOED,random,,,
46,0.985,-0.0515613928437233,0.0020338809117674828,3.7402985095977783,-0.005080655217170715,0.0,rl_sboed_stepwise,RL-sBOED,random,,,
47,0.995,-0.05462169274687767,0.0020492293406277895,3.72322154045105,0.0018724451074376702,0.0,rl_sboed_stepwise,RL-sBOED,random,,,
48,0.96,-0.046260278671979904,0.0005673776613548398,3.675459146499634,0.005651330109685659,0.0625,rl_sboed_stepwise,RL-sBOED,random,,,
49,0.975,-0.05389384552836418,0.0018678181804716587,3.669520616531372,-0.012417430989444256,0.0,rl_sboed_stepwise,RL-sBOED,random,,,
50,0.975,-0.047852057963609695,0.0015102025354281068,3.668794870376587,-0.0015909522771835327,0.0,rl_sboed_stepwise,RL-sBOED,random,0.97625,1,1.0
51,0.975,-0.04921908676624298,0.0006396755925379694,3.661234140396118,0.015758762136101723,0.0,rl_sboed_stepwise,RL-sBOED,random,,,
52,0.985,-0.05399332195520401,0.0013401621254161,3.705134630203247,0.016152897849678993,0.0,rl_sboed_stepwise,RL-sBOED,random,,,
53,0.98,-0.0480174645781517,0.0014629079960286617,3.7057368755340576,0.006328026298433542,0.0625,rl_sboed_stepwise,RL-sBOED,random,,,
54,1.025,-0.04955247789621353,0.0021421562414616346,3.7495763301849365,-0.0025592397432774305,0.125,rl_sboed_stepwise,RL-sBOED,random,,,
55,0.98,-0.07283289730548859,0.0014151325449347496,3.713155508041382,-0.014459237456321716,0.0,rl_sboed_stepwise,RL-sBOED,random,,,
56,0.96,-0.04429752379655838,0.000297655031317845,3.688342332839966,-0.0016759386053308845,0.0,rl_sboed_stepwise,RL-sBOED,random,,,
57,0.975,-0.05004206299781799,0.0011897224467247725,3.608165979385376,0.006488531827926636,0.0,rl_sboed_stepwise,RL-sBOED,random,,,
58,0.96,-0.07090414315462112,0.00013933265290688723,3.557340383529663,0.015789052471518517,0.0,rl_sboed_stepwise,RL-sBOED,random,,,
59,0.97,-0.03510362654924393,0.0007376694120466709,3.52243709564209,0.0011594891548156738,0.0625,rl_sboed_stepwise,RL-sBOED,random,,,
60,0.96,-0.04744669049978256,0.0002690363035071641,3.5110666751861572,0.013366173021495342,0.0,rl_sboed_stepwise,RL-sBOED,random,0.97125,3,0.71875
61,0.97,-0.05409596115350723,0.0008623159374110401,3.447239637374878,-0.00027345618582330644,0.0,rl_sboed_stepwise,RL-sBOED,random,,,
62,0.98,-0.040740370750427246,0.0006881465669721365,3.422396659851074,0.010577474720776081,0.0,rl_sboed_stepwise,RL-sBOED,random,,,
63,0.96,-0.05600673332810402,0.000348950969055295,3.4064724445343018,0.01485485304147005,0.0,rl_sboed_stepwise,RL-sBOED,random,,,
64,0.99,-0.03480435907840729,0.0019045454682782292,3.365966796875,0.013225625269114971,0.125,rl_sboed_stepwise,RL-sBOED,random,,,
65,0.975,-0.049290552735328674,0.0010089469142258167,3.319063186645508,0.013024668209254742,0.0625,rl_sboed_stepwise,RL-sBOED,random,,,
66,0.975,-0.05360529571771622,0.0005204202607274055,3.2733676433563232,-0.007665485143661499,0.0,rl_sboed_stepwise,RL-sBOED,random,,,
67,0.975,-0.026152819395065308,0.0015982366167008877,3.201388120651245,0.01536792516708374,0.0,rl_sboed_stepwise,RL-sBOED,random,,,
68,0.97,-0.06463134288787842,0.0005527912289835513,3.142423629760742,0.017688587307929993,0.0,rl_sboed_stepwise,RL-sBOED,random,,,
69,0.96,-0.04364106431603432,0.0006123586208559573,3.040562868118286,0.004816228989511728,0.0,rl_sboed_stepwise,RL-sBOED,random,,,
70,0.96,-0.04781383275985718,0.0005923301796428859,2.945486068725586,-0.007873505353927612,0.0,rl_sboed_stepwise,RL-sBOED,random,0.97125,1,1.0
71,0.96,-0.04099949076771736,0.0002338124468224123,2.8613526821136475,0.007147441152483225,0.0,rl_sboed_stepwise,RL-sBOED,random,,,
72,0.96,-0.034575484693050385,0.0002039554383372888,2.778143882751465,-0.003529374720528722,0.0,rl_sboed_stepwise,RL-sBOED,random,,,
73,0.97,-0.049545466899871826,0.0006747926236130297,2.7097721099853516,0.006565859075635672,0.0,rl_sboed_stepwise,RL-sBOED,random,,,
74,0.97,-0.033845897763967514,0.0010876551968976855,2.654496431350708,0.0008374651079066098,0.0,rl_sboed_stepwise,RL-sBOED,random,,,
75,0.975,-0.02170063741505146,0.0011268965899944305,2.640934705734253,0.008438234217464924,0.0,rl_sboed_stepwise,RL-sBOED,random,,,
76,0.96,-0.033688850700855255,0.00038326895446516573,2.6280181407928467,0.01779651641845703,0.0,rl_sboed_stepwise,RL-sBOED,random,,,
77,0.97,-0.03154706209897995,0.00043748493772000074,2.5928938388824463,0.015180294401943684,0.0,rl_sboed_stepwise,RL-sBOED,random,,,
78,0.975,-0.03765278309583664,0.0007019246113486588,2.5560178756713867,0.002978299977257848,0.0,rl_sboed_stepwise,RL-sBOED,random,,,
79,0.965,-0.03948572278022766,0.0009575088624842465,2.5417370796203613,-0.010448068380355835,0.0625,rl_sboed_stepwise,RL-sBOED,random,,,
80,0.985,-0.024502046406269073,0.001066299038939178,2.5295279026031494,0.008413712494075298,0.0,rl_sboed_stepwise,RL-sBOED,random,0.98,2,0.859375
81,0.96,-0.025715291500091553,0.00015531292592640966,2.5060813426971436,0.01638675667345524,0.0,rl_sboed_stepwise,RL-sBOED,random,,,
82,0.99,-0.02648373320698738,0.0010869652032852173,2.481051206588745,0.006916368845850229,0.1875,rl_sboed_stepwise,RL-sBOED,random,,,
83,0.98,-0.025057965889573097,0.0007066986872814596,2.4577674865722656,-0.0020830482244491577,0.0,rl_sboed_stepwise,RL-sBOED,random,,,
84,0.96,-0.025431044399738312,0.0004173250636085868,2.468106985092163,0.013378779403865337,0.0,rl_sboed_stepwise,RL-sBOED,random,,,
85,0.965,-0.02560582384467125,0.0004496134351938963,2.4641196727752686,0.007934927940368652,0.125,rl_sboed_stepwise,RL-sBOED,random,,,
