variant,n_seeds,mean_val_u_ctrl,std_val_u_ctrl,min_val_u_ctrl,max_val_u_ctrl,min_safety,fraction_ck0,mean_delta_vs_phi0,beats_or_ties_fixed
V0_original,2,0.8416666666666667,0.008333333333333304,0.8333333333333334,0.85,1.0,0.0,-0.06666666666666671,0.5
V1_fixed_init_terminal,2,0.8416666666666668,0.0,0.8416666666666668,0.8416666666666668,1.0,1.0,0.0,1.0
V2_fixed_init_potential,2,0.8416666666666668,0.0,0.8416666666666668,0.8416666666666668,1.0,1.0,0.0,1.0
V3_fixed_init_potential_normadv,2,0.8416666666666668,0.0,0.8416666666666668,0.8416666666666668,1.0,1.0,0.0,1.0
V4_fixed_init_value_baseline,2,0.8416666666666668,0.0,0.8416666666666668,0.8416666666666668,1.0,1.0,0.0,1.0
V5_fixed_init_terminal_kl,2,0.8416666666666668,0.0,0.8416666666666668,0.8416666666666668,1.0,1.0,0.0,1.0
