prior_u_ctrl,unique_final_u_ctrl_count,final_u_ctrl_mean,final_u_ctrl_std,final_u_ctrl_min,final_u_ctrl_median,final_u_ctrl_max,fraction_changed_from_prior,fraction_reduced_from_prior,fraction_increased_from_prior,true_safety_rate,mean_excess_control,real_spearman,shuffled_spearman,gate_passed
1.04,4,1.0011200000000005,0.07902623361896986,0.96,0.96,1.2,0.915,0.75,0.165,1.0,0.9909600000000003,0.04481360082431009,-0.08565381937585212,True
