update,mean_kl_from_pre_finetune,selected_action_changes,branch_survival_rate,unique_selected_actions,selected_actions,policy_distributions
1,0.0,0,1.0,1,28 28 28,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.12529706954956055, 0.0, 0.0, 0.20112723112106323, 0.0, 0.0, 0.0, 0.0, 0.0, 0.22921216487884521, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1332031488418579, 0.0, 0.1197887733578682, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1913716197013855, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.12610489130020142, 0.0, 0.0, 0.20041047036647797, 0.0, 0.0, 0.0, 0.0, 0.0, 0.23146428167819977, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1335071474313736, 0.0, 0.1229812502861023, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.18553198873996735, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.12427664548158646, 0.0, 0.0, 0.19113881886005402, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2361113429069519, 0.0, 0.0, 0.0, 0.0, 0.0, 0.13023482263088226, 0.0, 0.12144250422716141, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.19679585099220276, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]"
2,0.0,0,1.0,1,43 43 43,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08389340341091156, 0.0, 0.0, 0.19713152945041656, 0.0, 0.0, 0.0, 0.0, 0.0, 0.22557690739631653, 0.0, 0.0, 0.0, 0.0, 0.0, 0.12438209354877472, 0.0, 0.12349805235862732, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2455180436372757, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08403412997722626, 0.0, 0.0, 0.19663751125335693, 0.0, 0.0, 0.0, 0.0, 0.0, 0.22710928320884705, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1278100609779358, 0.0, 0.12709470093250275, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.23731432855129242, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0841216966509819, 0.0, 0.0, 0.1879633069038391, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2320769876241684, 0.0, 0.0, 0.0, 0.0, 0.0, 0.12188022583723068, 0.0, 0.12564338743686676, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.24831438064575195, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]"
3,0.0,0,1.0,1,43 43 43,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07507552206516266, 0.0, 0.0, 0.2120061218738556, 0.0, 0.0, 0.0, 0.0, 0.0, 0.19836091995239258, 0.0, 0.0, 0.0, 0.0, 0.0, 0.12486150860786438, 0.0, 0.15259180963039398, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.23710402846336365, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07417050749063492, 0.0, 0.0, 0.21042318642139435, 0.0, 0.0, 0.0, 0.0, 0.0, 0.19957734644412994, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1300218254327774, 0.0, 0.15643537044525146, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.22937186062335968, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07475467026233673, 0.0, 0.0, 0.2019476443529129, 0.0, 0.0, 0.0, 0.0, 0.0, 0.20583464205265045, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1228029802441597, 0.0, 0.1551363319158554, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.23952367901802063, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]"
4,0.0,0,1.0,1,43 43 43,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07348267734050751, 0.0, 0.0, 0.1985698938369751, 0.0, 0.0, 0.0, 0.0, 0.0, 0.17747007310390472, 0.0, 0.0, 0.0, 0.0, 0.0, 0.14277006685733795, 0.0, 0.1956750899553299, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.21203219890594482, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0722605288028717, 0.0, 0.0, 0.19692660868167877, 0.0, 0.0, 0.0, 0.0, 0.0, 0.17911183834075928, 0.0, 0.0, 0.0, 0.0, 0.0, 0.15078230202198029, 0.0, 0.19854190945625305, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.20237676799297333, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07239201664924622, 0.0, 0.0, 0.18666553497314453, 0.0, 0.0, 0.0, 0.0, 0.0, 0.18443720042705536, 0.0, 0.0, 0.0, 0.0, 0.0, 0.14286451041698456, 0.0, 0.19904543459415436, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.21459536254405975, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]"
5,0.0,0,1.0,1,36 36 36,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06667768210172653, 0.0, 0.0, 0.17610520124435425, 0.0, 0.0, 0.0, 0.0, 0.0, 0.15348182618618011, 0.0, 0.0, 0.0, 0.0, 0.0, 0.19629904627799988, 0.0, 0.22323189675807953, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.18420442938804626, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06679883599281311, 0.0, 0.0, 0.17739726603031158, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1556849628686905, 0.0, 0.0, 0.0, 0.0, 0.0, 0.20721842348575592, 0.0, 0.22019308805465698, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1727074384689331, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06515392661094666, 0.0, 0.0, 0.16437742114067078, 0.0, 0.0, 0.0, 0.0, 0.0, 0.15967008471488953, 0.0, 0.0, 0.0, 0.0, 0.0, 0.19902077317237854, 0.0, 0.22592519223690033, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.18585261702537537, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]"
6,0.0,0,1.0,1,34 34 34,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06139594316482544, 0.0, 0.0, 0.16292473673820496, 0.0, 0.0, 0.0, 0.0, 0.0, 0.12265469133853912, 0.0, 0.0, 0.0, 0.0, 0.0, 0.25595980882644653, 0.0, 0.23942674696445465, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1576380878686905, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06255809962749481, 0.0, 0.0, 0.1639566719532013, 0.0, 0.0, 0.0, 0.0, 0.0, 0.12383109331130981, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2706139385700226, 0.0, 0.2311728596687317, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1478673368692398, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05970786139369011, 0.0, 0.0, 0.15114305913448334, 0.0, 0.0, 0.0, 0.0, 0.0, 0.12730462849140167, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2618892788887024, 0.0, 0.24098260700702667, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1589725762605667, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]"
7,0.0,0,1.0,1,36 36 36,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06555969268083572, 0.0, 0.0, 0.16216839849948883, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0999409481883049, 0.0, 0.0, 0.0, 0.0, 0.0, 0.24472945928573608, 0.0, 0.28830334544181824, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1392982304096222, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06821171939373016, 0.0, 0.0, 0.16296517848968506, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10028118640184402, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2563352584838867, 0.0, 0.28045976161956787, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.13174687325954437, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06255028396844864, 0.0, 0.0, 0.14864720404148102, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10252004861831665, 0.0, 0.0, 0.0, 0.0, 0.0, 0.25468212366104126, 0.0, 0.2914448380470276, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.14015543460845947, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]"
8,0.0,0,1.0,1,36 36 36,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06710454076528549, 0.0, 0.0, 0.1723167598247528, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10532396286725998, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1971127837896347, 0.0, 0.3275883197784424, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.13055360317230225, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07037879526615143, 0.0, 0.0, 0.1742783784866333, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10714895278215408, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2020644098520279, 0.0, 0.3209924101829529, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1251371055841446, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0641520693898201, 0.0, 0.0, 0.15757687389850616, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10715058445930481, 0.0, 0.0, 0.0, 0.0, 0.0, 0.20573759078979492, 0.0, 0.33412864804267883, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.131254181265831, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]"
9,0.0,0,1.0,1,36 36 36,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06270701438188553, 0.0, 0.0, 0.17713983356952667, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10932665318250656, 0.0, 0.0, 0.0, 0.0, 0.0, 0.17971056699752808, 0.0, 0.3517204821109772, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11939544975757599, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0653814822435379, 0.0, 0.0, 0.17989805340766907, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11240967363119125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.18244273960590363, 0.0, 0.3444337546825409, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11543428152799606, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0600004717707634, 0.0, 0.0, 0.16216686367988586, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11159750819206238, 0.0, 0.0, 0.0, 0.0, 0.0, 0.18734663724899292, 0.0, 0.3597281873226166, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11916031688451767, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]"
10,0.0,0,1.0,1,36 36 36,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.057525649666786194, 0.0, 0.0, 0.17584340274333954, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10638347268104553, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1815434843301773, 0.0, 0.3711550235748291, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10754900425672531, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05948617681860924, 0.0, 0.0, 0.17902205884456635, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10989960283041, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1838461309671402, 0.0, 0.3635065257549286, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10423954576253891, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05497429147362709, 0.0, 0.0, 0.16247199475765228, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10942862927913666, 0.0, 0.0, 0.0, 0.0, 0.0, 0.18895429372787476, 0.0, 0.3783794343471527, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10579133778810501, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]"
