update,environment,trajectories_per_batch,transitions,cumulative_trajectories,advantage_mean,advantage_std,value_loss,policy_loss,entropy,approximate_kl,clip_fraction,actor_gradient_norm,value_gradient_norm,mean_training_terminal_cost,entropy_t1,entropy_t2,entropy_t3,validation_mean_u_ctrl,validation_std_u_ctrl,validation_median_u_ctrl,validation_q10_u_ctrl,validation_q90_u_ctrl,validation_safety,validation_dominant_sequence,validation_dominant_sequence_fraction,validation_unique_sequences,validation_sequence_entropy,validation_entropy_t1,validation_entropy_t2,validation_entropy_t3,validation_unique_sequence_count,validation_xi2_action_variation_across_y1_bins,validation_xi3_action_variation_across_y1_y2_bins,validation_mi_y1_xi2,validation_mi_y1y2_xi3,validation_observation_action_mutual_information,validation_classification,validation_n_bins,validation_deterministic_policy_evaluation,best_validation_so_far
1,ieee9_full,48,144,48,-0.944080277710669,0.08323291421984476,0.02112497016787529,-0.0936821699142456,3.961785316467285,-0.003762852866202593,0.1666666716337204,0.23639467358589172,0.7761214971542358,0.98,3.9796087741851807,3.962101936340332,3.940943956375122,0.9899999999999999,0.07937253933193772,0.96,0.96,1.128,1.0,"[31, 37, 8]",0.5833333333333334,3,0.8146445049046291,3.9796223640441895,3.964884569247564,3.9410342971483865,3,2,2,0.557312733254193,0.6214310009448637,1.1787437341990565,observation-dependent adaptive,5,True,0.9899999999999999
2,ieee9_full,48,144,96,0.14126906054303384,0.08608363494267726,0.008880740031599998,-0.05866661295294762,3.9568028450012207,-0.003111541271209717,0.013888888992369175,0.3942619264125824,0.32014667987823486,0.9933333333333333,3.968717336654663,3.9593982696533203,3.9377975463867188,,,,,,,,,,,,,,,,,,,,,,,
3,ieee9_full,48,144,144,-0.0425387095973955,0.06553796078660469,0.004533244296908379,-0.042830005288124084,3.9497103691101074,0.00622275285422802,0.02083333395421505,0.33982980251312256,0.19854941964149475,0.98,3.9565908908843994,3.9547860622406006,3.9335954189300537,,,,,,,,,,,,,,,,,,,,,,,
4,ieee9_full,48,144,192,0.029239450451864164,0.08640093084073641,0.0024462584406137466,-0.04502204805612564,3.9409468173980713,-0.0007066644029691815,0.0069444444961845875,0.45910483598709106,0.09441749006509781,0.9833333333333333,3.944371223449707,3.9483718872070312,3.9240081310272217,,,,,,,,,,,,,,,,,,,,,,,
5,ieee9_full,48,144,240,-0.019505739808095793,0.05570012684400968,0.0020716770086437464,-0.038425132632255554,3.9318766593933105,-0.001847450970672071,0.013888888992369175,0.3758244216442108,0.04982507601380348,0.9766666666666667,3.9314117431640625,3.9397552013397217,3.9180757999420166,,,,,,,,,,,,,,,,,,,,,,,
6,ieee9_full,48,144,288,0.013618608761317227,0.060482956863929536,0.0014131569769233465,-0.03889550641179085,3.926759958267212,0.0005462285480462015,0.0,0.5271421670913696,0.021001465618610382,0.9766666666666666,3.9286487102508545,3.935621500015259,3.9154865741729736,,,,,,,,,,,,,,,,,,,,,,,
7,ieee9_full,48,144,336,-0.009772882213632247,0.04760059543718489,0.001165896886959672,-0.028551897034049034,3.9260547161102295,-0.005035969894379377,0.0,0.47652456164360046,0.0164544265717268,0.98,3.928852081298828,3.9327316284179688,3.916264295578003,,,,,,,,,,,,,,,,,,,,,,,
8,ieee9_full,48,144,384,-0.01516445594110751,0.08160373799545369,0.003416352905333042,-0.02900708094239235,3.921330451965332,-0.003675301792100072,0.0,0.40306520462036133,0.05881267040967941,0.9983333333333334,3.923851251602173,3.9243221282958984,3.909518003463745,,,,,,,,,,,,,,,,,,,,,,,
9,ieee9_full,48,144,432,0.04124401330667074,0.03636462199478319,0.0009495486738160253,-0.02677186392247677,3.9084248542785645,0.001860219519585371,0.0,0.4111297130584717,0.08802471309900284,0.9700000000000001,3.913363456726074,3.906597852706909,3.8959949016571045,,,,,,,,,,,,,,,,,,,,,,,
10,ieee9_full,48,144,480,-0.04247237521413297,0.06012240628927368,0.0020162498112767935,-0.024291343986988068,3.8954708576202393,-0.0076730865985155106,0.0,0.43579360842704773,0.06642521917819977,0.9833333333333334,3.898223638534546,3.89546799659729,3.885999917984009,0.9899999999999999,0.07937253933193772,0.96,0.96,1.128,1.0,"[31, 44, 1]",1.0,1,-0.0,3.8984599113464355,3.91766486565272,3.9019970993200936,1,1,1,0.0,0.0,0.0,effectively nonadaptive,5,True,0.9899999999999999
11,ieee9_full,48,144,528,0.015446290667282231,0.07152163511692021,0.0025169881992042065,-0.02609621174633503,3.879945993423462,0.004286863841116428,0.0,0.45671430230140686,0.00615125335752964,0.9966666666666667,3.873997688293457,3.8836658000946045,3.8710098266601562,,,,,,,,,,,,,,,,,,,,,,,
12,ieee9_full,48,144,576,0.0029960942609840177,0.0597805208583091,0.0018663727678358555,-0.025898776948451996,3.8630518913269043,0.001174281002022326,0.0,0.4308500289916992,0.04096829146146774,0.9866666666666667,3.850929021835327,3.868863105773926,3.8615570068359375,,,,,,,,,,,,,,,,,,,,,,,
13,ieee9_full,48,144,624,-0.0035386879336833685,0.06333822483239607,0.0020174491219222546,-0.03288302943110466,3.8574001789093018,0.0038527564611285925,0.0069444444961845875,0.4713621437549591,0.030153745785355568,0.9833333333333334,3.8463690280914307,3.864048957824707,3.863542318344116,,,,,,,,,,,,,,,,,,,,,,,
14,ieee9_full,48,144,672,0.013169655916955767,0.05253972383159076,0.0014641620218753815,-0.02789604663848877,3.8734211921691895,0.00044782127952203155,0.0,0.4166552424430847,0.045707445591688156,0.975,3.869415521621704,3.8814659118652344,3.884272336959839,,,,,,,,,,,,,,,,,,,,,,,
15,ieee9_full,48,144,720,-0.01637316076136957,0.05854048020948338,0.0018074845429509878,-0.0200955830514431,3.8867008686065674,0.004148384090512991,0.0,0.37842124700546265,0.047827642410993576,0.98,3.8841888904571533,3.8857719898223877,3.890225648880005,,,,,,,,,,,,,,,,,,,,,,,
16,ieee9_full,48,144,768,0.01898512331751985,0.043983112709863104,0.0010730462381616235,-0.031548675149679184,3.8935632705688477,0.004550700541585684,0.02083333395421505,0.3524523377418518,0.05018598213791847,0.9733333333333333,3.895019769668579,3.8931055068969727,3.898378610610962,,,,,,,,,,,,,,,,,,,,,,,
17,ieee9_full,48,144,816,-0.027745084100590782,0.0658484290041251,0.0023846393451094627,-0.036133427172899246,3.901972532272339,0.0051443492993712425,0.02083333395421505,0.38671934604644775,0.07240719348192215,0.9866666666666667,3.901733636856079,3.9019625186920166,3.90445876121521,,,,,,,,,,,,,,,,,,,,,,,
18,ieee9_full,48,144,864,0.03520489880786343,0.04824597675104686,0.0015203558141365647,-0.027719981968402863,3.908402442932129,-0.0010933014564216137,0.0,0.3742326498031616,0.08994574844837189,0.9716666666666667,3.915132522583008,3.9093191623687744,3.9075257778167725,,,,,,,,,,,,,,,,,,,,,,,
19,ieee9_full,48,144,912,-0.037355440856549446,0.0634192216878515,0.00243252026848495,-0.028013058006763458,3.912794351577759,-0.005911177955567837,0.0,0.44133612513542175,0.099032461643219,0.9833333333333333,3.9203319549560547,3.9093668460845947,3.904759407043457,,,,,,,,,,,,,,,,,,,,,,,
20,ieee9_full,48,144,960,0.029494152837342708,0.056352262959367065,0.0018671205034479499,-0.02668369933962822,3.905594825744629,0.00846573244780302,0.013888888992369175,0.4000052809715271,0.07835343480110168,0.9816666666666666,3.917116403579712,3.8998451232910156,3.897209882736206,0.9733333333333333,0.049888765156985884,0.96,0.96,0.96,1.0,"[12, 36, 21]",0.5833333333333334,3,0.887694275799104,3.9174888134002686,3.9400322238604226,3.923547307650248,3,2,2,0.7474835118388421,0.2868359830561606,1.0343194948950027,observation-dependent adaptive,5,True,0.9733333333333333
