update,environment,trajectories_per_batch,transitions,cumulative_trajectories,advantage_mean,advantage_std,value_loss,policy_loss,entropy,approximate_kl,clip_fraction,actor_gradient_norm,value_gradient_norm,mean_training_terminal_cost,entropy_t1,entropy_t2,validation_mean_u_ctrl,validation_std_u_ctrl,validation_median_u_ctrl,validation_q10_u_ctrl,validation_q90_u_ctrl,validation_safety,validation_dominant_sequence,validation_dominant_sequence_fraction,validation_unique_sequences,validation_sequence_entropy,validation_entropy_t1,validation_entropy_t2,best_validation_so_far
1,C0,24,48,24,-1.053298280082022,0.10433678760602465,0.030674519017338753,-0.08964691311120987,1.8518797159194946,0.008737653493881226,0.4791666567325592,0.24957938492298126,1.0691406726837158,1.1333333333333335,1.9229531288146973,1.7718677520751953,1.08,0.10583005244258363,1.08,0.96,1.2,1.0,"[36, 28]",1.0,1,-0.0,1.9231019020080566,1.7832273840904236,1.08
2,C0,24,48,48,0.22900513625741006,0.11636589232388973,0.016271838918328285,-0.07987405359745026,1.82758367061615,0.014003564603626728,0.2291666716337204,0.46444687247276306,0.5369378924369812,1.0433333333333332,1.8904829025268555,1.7521063089370728,,,,,,,,,,,,,
3,C0,24,48,72,-0.14176575487951437,0.100351715863038,0.011878025718033314,-0.07818618416786194,1.8041796684265137,0.00128178799059242,0.3333333432674408,0.5696185827255249,0.42602232098579407,1.09,1.8675638437271118,1.7311859130859375,,,,,,,,,,,,,
4,C0,24,48,96,0.14149437059362732,0.11765284377202057,0.006899133790284395,-0.05431075766682625,1.777289867401123,-0.00823143869638443,0.125,0.6134747266769409,0.16022813320159912,1.0566666666666666,1.8209596872329712,1.7184242010116577,,,,,,,,,,,,,
5,C0,24,48,120,-0.11515304151078065,0.10065126004382827,0.005765151232481003,-0.03499651700258255,1.742029070854187,0.016934549435973167,0.0833333358168602,0.6050103902816772,0.13080653548240662,1.0933333333333335,1.777994990348816,1.6941713094711304,,,,,,,,,,,,,
6,C0,24,48,144,0.01512787784139318,0.1133937995905087,0.009034299291670322,-0.04054069146513939,1.7208715677261353,0.0065616718493402,0.0416666679084301,0.6742323637008667,0.28432953357696533,1.0833333333333333,1.7811404466629028,1.6606906652450562,,,,,,,,,,,,,
7,C0,24,48,168,0.019657279702027644,0.08683975701440855,0.004720210563391447,-0.06291152536869049,1.7103036642074585,0.017243338748812675,0.0833333358168602,0.625396192073822,0.15292522311210632,1.12,1.7928045988082886,1.6142292022705078,,,,,,,,,,,,,
8,C0,24,48,192,0.02689684781432154,0.10024580426806766,0.004906557500362396,-0.02932599186897278,1.6911052465438843,-0.009099339134991169,0.1666666716337204,0.5345894694328308,0.014342243783175945,1.05,1.7774783372879028,1.5981063842773438,,,,,,,,,,,,,
9,C0,24,48,216,-0.08036127499341965,0.08471213646118392,0.003479215083643794,-0.04066137596964836,1.6761794090270996,0.026507792994379997,0.125,0.71788489818573,0.01033799909055233,1.1233333333333333,1.7436165809631348,1.6004518270492554,,,,,,,,,,,,,
10,C0,24,48,240,0.07316905412673952,0.1012103082165514,0.005309740547090769,-0.02688201330602169,1.6600559949874878,0.0020623791497200727,0.02083333395421505,0.909138560295105,0.09445071220397949,1.0766666666666667,1.7362961769104004,1.5837268829345703,1.08,0.10583005244258363,1.08,0.96,1.2,1.0,"[36, 28]",1.0,1,-0.0,1.7366278171539307,1.4325690865516663,1.08
11,C0,24,48,264,-0.008935110451777773,0.09905971238860542,0.006089380010962486,-0.022802764549851418,1.642215371131897,0.0004225683805998415,0.0,0.8796557188034058,0.18238948285579681,1.08,1.7196444272994995,1.5603023767471313,,,,,,,,,,,,,
12,C0,24,48,288,-0.03591267489592233,0.09762172654483564,0.005210147704929113,-0.01702134869992733,1.6407474279403687,-0.0025406170170754194,0.1458333283662796,0.5897451043128967,0.1284683346748352,1.08,1.6749635934829712,1.6039538383483887,,,,,,,,,,,,,
13,C0,24,48,312,0.07406122066974641,0.0864284565555465,0.0038041977677494287,-0.053573157638311386,1.6181572675704956,0.02597765065729618,0.1041666641831398,0.5524184107780457,0.062361303716897964,1.04,1.602980136871338,1.6182383298873901,,,,,,,,,,,,,
14,C0,24,48,336,-0.09732913286288579,0.09222522228850484,0.004270316567271948,-0.05139878764748573,1.597659707069397,-0.019299374893307686,0.125,0.5161200761795044,0.020022789016366005,1.1033333333333333,1.5426744222640991,1.6470986604690552,,,,,,,,,,,,,
15,C0,24,48,360,0.07430583597421647,0.0881019142816456,0.004344516433775425,-0.04490730166435242,1.5676096677780151,0.03691611438989639,0.0833333358168602,0.6254141330718994,0.11434247344732285,1.0533333333333335,1.5038247108459473,1.6182101964950562,,,,,,,,,,,,,
16,C0,24,48,384,-0.030944044729073847,0.08582006970304487,0.0046617621555924416,-0.03405744582414627,1.5122385025024414,0.040175508707761765,0.1041666641831398,0.4106733500957489,0.17757736146450043,1.1,1.4124170541763306,1.5754772424697876,,,,,,,,,,,,,
17,C0,24,48,408,-0.030250884770353637,0.08445829600846905,0.0047101364471018314,-0.07436979562044144,1.3871229887008667,0.04018572345376015,0.3333333432674408,0.8691977858543396,0.18638670444488525,1.0933333333333335,1.2102373838424683,1.5042754411697388,,,,,,,,,,,,,
18,C0,24,48,432,0.03924016606211662,0.09161898404022169,0.00413911696523428,-0.05281193181872368,1.2378864288330078,0.0201963409781456,0.2916666567325592,0.6265130639076233,0.06609749794006348,1.09,0.9740644097328186,1.433229923248291,,,,,,,,,,,,,
19,C0,24,48,456,-0.008840558414657909,0.0900664368353115,0.004166527651250362,-0.005141889210790396,1.1251232624053955,0.012067876756191254,0.0416666679084301,0.40474528074264526,0.0425431989133358,1.0666666666666667,0.8099904656410217,1.4020990133285522,,,,,,,,,,,,,
20,C0,24,48,480,-0.005733060445388145,0.09538145943933884,0.004575537983328104,-0.014731471426784992,1.0926486253738403,-0.006144460290670395,0.0833333358168602,0.44492781162261963,0.041473619639873505,1.0566666666666666,0.7632415294647217,1.4156500101089478,1.1,0.09591663046625439,1.12,0.96,1.2,1.0,"[22, 36]",1.0,1,-0.0,0.7637434601783752,1.4518706053495407,1.08
