update,mean_train_u_ctrl,mean_train_control_cost,method,update_seconds,trajectories_sampled,policy_entropy,router_entropy,expert_redundancy,max_expert_usage,expert_residual_scale,validation_mean_u_ctrl,validation_mean_mocu,validation_n_unique_sequences,validation_sequence_entropy,validation_unique_frac,validation_under_control_rate,validation_valid,validation_mean_shortfall,validation_checkpoint_score,validation_meets_unique_floor,moe_adaptivity_constraint
1,0.1771875023841858,0.1771875023841858,MoE-sBOED,0.31794285774230957,64,3.3473622798919678,1.3854142427444458,0.05985982343554497,0.25983941555023193,0.11925333738327026,,,,,,,,,,,
2,0.15656250715255737,0.15656250715255737,MoE-sBOED,0.062158823013305664,128,3.3462257385253906,1.3859094381332397,0.010067302733659744,0.258983314037323,0.1193356141448021,,,,,,,,,,,
3,0.18140625953674316,0.18140625953674316,MoE-sBOED,0.06108593940734863,192,3.345001459121704,1.385883092880249,0.01633802056312561,0.25472360849380493,0.11935611069202423,,,,,,,,,,,
4,0.17624999582767487,0.17624999582767487,MoE-sBOED,0.06074714660644531,256,3.3433265686035156,1.3858615159988403,0.008948110044002533,0.2564449906349182,0.1193975880742073,,,,,,,,,,,
5,0.18046875298023224,0.18046875298023224,MoE-sBOED,0.06240558624267578,320,3.3419344425201416,1.386102557182312,0.00254762452095747,0.2522628903388977,0.11946240812540054,,,,,,,,,,,
6,0.1795312613248825,0.1795312613248825,MoE-sBOED,0.0648658275604248,384,3.3414146900177,1.3860714435577393,0.0036796475760638714,0.25684118270874023,0.11944811791181564,,,,,,,,,,,
7,0.16875000298023224,0.16875000298023224,MoE-sBOED,0.06733465194702148,448,3.3414928913116455,1.3860971927642822,0.0015252090524882078,0.25564292073249817,0.11941055953502655,,,,,,,,,,,
8,0.17109374701976776,0.17109374701976776,MoE-sBOED,0.06836223602294922,512,3.3410134315490723,1.3861746788024902,0.001044087577611208,0.2523767948150635,0.11941906064748764,,,,,,,,,,,
9,0.1626562476158142,0.1626562476158142,MoE-sBOED,0.0683281421661377,576,3.3393502235412598,1.38612699508667,0.0007259598933160305,0.25173497200012207,0.11945487558841705,,,,,,,,,,,
10,0.1846875101327896,0.1846875101327896,MoE-sBOED,0.07618451118469238,640,3.3369457721710205,1.3860195875167847,0.0003745844296645373,0.252925843000412,0.11947852373123169,,,,,,,,,,,
11,0.19218750298023224,0.19218750298023224,MoE-sBOED,0.08171629905700684,704,3.333254337310791,1.385966420173645,0.00019842095207422972,0.2518635094165802,0.11948568373918533,,,,,,,,,,,
