update,mean_train_u_ctrl,mean_train_control_cost,method,update_seconds,trajectories_sampled,policy_entropy,router_entropy,expert_redundancy,max_expert_usage,expert_residual_scale,validation_mean_u_ctrl,validation_mean_mocu,validation_n_unique_sequences,validation_sequence_entropy,validation_unique_frac,validation_under_control_rate,validation_valid,validation_mean_shortfall,validation_checkpoint_score,validation_meets_unique_floor,moe_adaptivity_constraint
1,0.21515625715255737,0.2214062511920929,MoE-sBOED,0.31002116203308105,64,3.3471717834472656,1.385616660118103,0.05670104920864105,0.26119694113731384,0.11925340443849564,,,,,,,,,,,
2,0.19828124344348907,0.19828124344348907,MoE-sBOED,0.05850410461425781,128,3.3459291458129883,1.386076807975769,0.06337803602218628,0.2552412748336792,0.11936350166797638,,,,,,,,,,,
3,0.21046873927116394,0.21046873927116394,MoE-sBOED,0.05875730514526367,192,3.3441638946533203,1.3859354257583618,0.022607620805501938,0.255243718624115,0.11945059150457382,,,,,,,,,,,
4,0.20859375596046448,0.20859375596046448,MoE-sBOED,0.05821657180786133,256,3.3422093391418457,1.386091709136963,0.004603256471455097,0.2529039978981018,0.11948595196008682,,,,,,,,,,,
5,0.21375000476837158,0.21375000476837158,MoE-sBOED,0.058315277099609375,320,3.3397932052612305,1.386136531829834,0.00426553376019001,0.2523791491985321,0.11949325352907181,,,,,,,,,,,
6,0.20671874284744263,0.20671874284744263,MoE-sBOED,0.05737757682800293,384,3.335648536682129,1.3861061334609985,0.002083192579448223,0.2547619342803955,0.11955663561820984,,,,,,,,,,,
7,0.21656249463558197,0.21656249463558197,MoE-sBOED,0.05788564682006836,448,3.328585147857666,1.3861525058746338,0.000934506009798497,0.2519240975379944,0.11965248733758926,,,,,,,,,,,
8,0.19734376668930054,0.19734376668930054,MoE-sBOED,0.058049917221069336,512,3.3156938552856445,1.3860998153686523,0.0017172330990433693,0.2530326843261719,0.11974802613258362,,,,,,,,,,,
9,0.2057812511920929,0.21671874821186066,MoE-sBOED,0.057486534118652344,576,3.2899672985076904,1.3862277269363403,0.0005977678811177611,0.2509007453918457,0.11986944824457169,,,,,,,,,,,
10,0.2043749988079071,0.2043749988079071,MoE-sBOED,0.056978464126586914,640,3.2404463291168213,1.3861644268035889,0.0026331041008234024,0.2554466724395752,0.12001773715019226,,,,,,,,,,,
