update,mean_train_u_ctrl,method,update_seconds,trajectories_sampled,policy_entropy,validation_mean_u_ctrl,validation_n_unique_sequences,validation_sequence_entropy,validation_unique_frac,validation_checkpoint_score,validation_meets_unique_floor
1,0.25687499999999996,RL-sBOED,0.439502477645874,64,4.415705680847168,,,,,,
2,0.276875,RL-sBOED,0.2463080883026123,128,4.409304141998291,,,,,,
3,0.27937500000000004,RL-sBOED,0.24475979804992676,192,4.402451992034912,,,,,,
4,0.284375,RL-sBOED,0.24410772323608398,256,4.394477367401123,,,,,,
5,0.276875,RL-sBOED,0.24337482452392578,320,4.384904861450195,,,,,,
6,0.26125000000000004,RL-sBOED,0.24579763412475586,384,4.373220443725586,,,,,,
7,0.27749999999999997,RL-sBOED,0.24277377128601074,448,4.359282493591309,,,,,,
8,0.25,RL-sBOED,0.2459855079650879,512,4.3374857902526855,,,,,,
9,0.275625,RL-sBOED,0.24544835090637207,576,4.30416202545166,,,,,,
10,0.27375,RL-sBOED,0.24536943435668945,640,4.2699480056762695,,,,,,
11,0.24125000000000002,RL-sBOED,0.24364876747131348,704,4.222654342651367,,,,,,
12,0.22562500000000002,RL-sBOED,0.24271821975708008,768,4.147939205169678,,,,,,
13,0.25312500000000004,RL-sBOED,0.24470019340515137,832,4.053910732269287,,,,,,
14,0.249375,RL-sBOED,0.24564862251281738,896,3.92763090133667,,,,,,
15,0.225,RL-sBOED,0.2435617446899414,960,3.7662243843078613,,,,,,
16,0.241875,RL-sBOED,0.24458098411560059,1024,3.595457077026367,,,,,,
17,0.20125,RL-sBOED,0.24239158630371094,1088,3.453458786010742,,,,,,
18,0.216875,RL-sBOED,0.24413728713989258,1152,3.450373649597168,,,,,,
19,0.20125,RL-sBOED,0.24407172203063965,1216,3.362964153289795,,,,,,
20,0.195,RL-sBOED,0.24262714385986328,1280,3.2208633422851562,,,,,,
21,0.18937500000000002,RL-sBOED,0.24436283111572266,1344,2.9555230140686035,,,,,,
22,0.16875,RL-sBOED,0.24259495735168457,1408,2.67067813873291,,,,,,
23,0.193125,RL-sBOED,0.24407505989074707,1472,2.3958001136779785,,,,,,
24,0.18062499999999998,RL-sBOED,0.24369168281555176,1536,2.546168327331543,,,,,,
25,0.18875,RL-sBOED,0.242598295211792,1600,2.5430140495300293,0.18625000000000003,1,-0.0,0.0078125,0.18625000000000003,0
26,0.1875,RL-sBOED,0.24346685409545898,1664,2.5115113258361816,,,,,,
27,0.183125,RL-sBOED,0.24279999732971191,1728,2.438992500305176,,,,,,
28,0.17750000000000002,RL-sBOED,0.2440040111541748,1792,2.802572250366211,,,,,,
29,0.201875,RL-sBOED,0.24413251876831055,1856,2.807246685028076,,,,,,
30,0.18312500000000004,RL-sBOED,0.24464130401611328,1920,2.682790756225586,,,,,,
31,0.15687500000000001,RL-sBOED,0.24384427070617676,1984,2.74308180809021,,,,,,
32,0.181875,RL-sBOED,0.24331378936767578,2048,2.8911619186401367,,,,,,
33,0.205625,RL-sBOED,0.24392938613891602,2112,2.8224096298217773,,,,,,
34,0.195,RL-sBOED,0.24457907676696777,2176,2.720738410949707,,,,,,
35,0.195625,RL-sBOED,0.24322152137756348,2240,2.847259044647217,,,,,,
36,0.176875,RL-sBOED,0.24429750442504883,2304,2.817101001739502,,,,,,
37,0.18,RL-sBOED,0.24297690391540527,2368,2.875563144683838,,,,,,
38,0.19937500000000002,RL-sBOED,0.24462890625,2432,2.8935329914093018,,,,,,
39,0.184375,RL-sBOED,0.24401450157165527,2496,3.041616439819336,,,,,,
40,0.22437500000000002,RL-sBOED,0.24371814727783203,2560,3.150160551071167,,,,,,
41,0.2,RL-sBOED,0.24446821212768555,2624,3.0612359046936035,,,,,,
42,0.20312500000000003,RL-sBOED,0.2426762580871582,2688,2.8901219367980957,,,,,,
43,0.200625,RL-sBOED,0.24401211738586426,2752,2.9102540016174316,,,,,,
44,0.17687500000000003,RL-sBOED,0.24437355995178223,2816,2.873401165008545,,,,,,
45,0.22187500000000002,RL-sBOED,0.2446427345275879,2880,2.863773822784424,,,,,,
46,0.18937500000000002,RL-sBOED,0.2448108196258545,2944,2.8044588565826416,,,,,,
47,0.1875,RL-sBOED,0.24454450607299805,3008,2.6988508701324463,,,,,,
48,0.186875,RL-sBOED,0.2435474395751953,3072,2.589848041534424,,,,,,
49,0.186875,RL-sBOED,0.24504947662353516,3136,2.5017848014831543,,,,,,
50,0.19937500000000002,RL-sBOED,0.24296331405639648,3200,2.4617958068847656,0.17218750000000002,1,-0.0,0.0078125,0.17218750000000002,0
51,0.22000000000000003,RL-sBOED,0.242110013961792,3264,2.494560718536377,,,,,,
52,0.209375,RL-sBOED,0.24516081809997559,3328,2.462684154510498,,,,,,
53,0.17625000000000002,RL-sBOED,0.24498486518859863,3392,2.4342479705810547,,,,,,
54,0.17875000000000002,RL-sBOED,0.24440884590148926,3456,2.490422487258911,,,,,,
55,0.175,RL-sBOED,0.2421715259552002,3520,2.4838058948516846,,,,,,
56,0.173125,RL-sBOED,0.24429702758789062,3584,2.474172830581665,,,,,,
57,0.170625,RL-sBOED,0.24406027793884277,3648,2.472318410873413,,,,,,
58,0.19624999999999998,RL-sBOED,0.24376344680786133,3712,2.451366901397705,,,,,,
59,0.16687500000000002,RL-sBOED,0.24456787109375,3776,2.398746967315674,,,,,,
60,0.17124999999999999,RL-sBOED,0.24443840980529785,3840,2.3288466930389404,,,,,,
61,0.19187500000000002,RL-sBOED,0.2446458339691162,3904,2.276953935623169,,,,,,
62,0.18375000000000002,RL-sBOED,0.2444143295288086,3968,2.2312793731689453,,,,,,
63,0.18375000000000002,RL-sBOED,0.24255061149597168,4032,2.2056021690368652,,,,,,
64,0.173125,RL-sBOED,0.24189400672912598,4096,2.179065704345703,,,,,,
65,0.184375,RL-sBOED,0.24215006828308105,4160,2.21951961517334,,,,,,
66,0.15187500000000004,RL-sBOED,0.24449729919433594,4224,2.1984148025512695,,,,,,
67,0.188125,RL-sBOED,0.2564096450805664,4288,2.194222927093506,,,,,,
68,0.20500000000000002,RL-sBOED,0.24829363822937012,4352,2.225414276123047,,,,,,
69,0.17875,RL-sBOED,0.2447338104248047,4416,2.257866859436035,,,,,,
70,0.179375,RL-sBOED,0.24434304237365723,4480,2.2634878158569336,,,,,,
71,0.19375,RL-sBOED,0.24302172660827637,4544,2.2850537300109863,,,,,,
72,0.176875,RL-sBOED,0.24475431442260742,4608,2.2408487796783447,,,,,,
73,0.18937500000000002,RL-sBOED,0.24500131607055664,4672,2.1827001571655273,,,,,,
74,0.178125,RL-sBOED,0.24268174171447754,4736,2.1507556438446045,,,,,,
75,0.17750000000000002,RL-sBOED,0.2417583465576172,4800,2.1185812950134277,0.16718750000000004,1,-0.0,0.0078125,0.16718750000000004,0
76,0.185,RL-sBOED,0.2445816993713379,4864,2.093163251876831,,,,,,
77,0.17500000000000002,RL-sBOED,0.24408864974975586,4928,2.107243537902832,,,,,,
78,0.19875,RL-sBOED,0.24401259422302246,4992,2.079505443572998,,,,,,
79,0.164375,RL-sBOED,0.24332642555236816,5056,2.043578863143921,,,,,,
80,0.155625,RL-sBOED,0.24425125122070312,5120,2.0274171829223633,,,,,,
81,0.18875000000000003,RL-sBOED,0.24266886711120605,5184,2.0236430168151855,,,,,,
82,0.19,RL-sBOED,0.24224543571472168,5248,2.025373935699463,,,,,,
83,0.171875,RL-sBOED,0.24399256706237793,5312,2.024071216583252,,,,,,
84,0.17375000000000002,RL-sBOED,0.24141168594360352,5376,2.0188956260681152,,,,,,
85,0.17875,RL-sBOED,0.2439439296722412,5440,2.0263383388519287,,,,,,
86,0.161875,RL-sBOED,0.24406099319458008,5504,2.036648750305176,,,,,,
87,0.18875,RL-sBOED,0.24312949180603027,5568,2.038801431655884,,,,,,
88,0.19,RL-sBOED,0.24277949333190918,5632,2.0368270874023438,,,,,,
89,0.16999999999999998,RL-sBOED,0.24386310577392578,5696,2.041947841644287,,,,,,
90,0.16,RL-sBOED,0.2426457405090332,5760,2.0709547996520996,,,,,,
91,0.19375,RL-sBOED,0.24417948722839355,5824,2.0529603958129883,,,,,,
92,0.18625,RL-sBOED,0.24422121047973633,5888,2.0637505054473877,,,,,,
93,0.170625,RL-sBOED,0.24456405639648438,5952,2.053469181060791,,,,,,
94,0.19687500000000002,RL-sBOED,0.24329614639282227,6016,2.0329082012176514,,,,,,
95,0.19124999999999998,RL-sBOED,0.24305343627929688,6080,2.019775390625,,,,,,
96,0.175,RL-sBOED,0.24310874938964844,6144,2.0310420989990234,,,,,,
97,0.16812500000000002,RL-sBOED,0.2442913055419922,6208,2.050962209701538,,,,,,
98,0.174375,RL-sBOED,0.24276399612426758,6272,2.062018394470215,,,,,,
99,0.18500000000000003,RL-sBOED,0.24431228637695312,6336,2.0676960945129395,,,,,,
100,0.165625,RL-sBOED,0.2424297332763672,6400,2.0684609413146973,0.16406250000000003,1,-0.0,0.0078125,0.16406250000000003,0
101,0.171875,RL-sBOED,0.24354052543640137,6464,2.0616326332092285,,,,,,
102,0.1925,RL-sBOED,0.24170684814453125,6528,2.079223155975342,,,,,,
103,0.179375,RL-sBOED,0.24199962615966797,6592,2.0886247158050537,,,,,,
104,0.16625,RL-sBOED,0.242079496383667,6656,2.0313665866851807,,,,,,
105,0.17875,RL-sBOED,0.24146270751953125,6720,2.051926374435425,,,,,,
106,0.185625,RL-sBOED,0.2412421703338623,6784,2.0219461917877197,,,,,,
107,0.16875,RL-sBOED,0.2422807216644287,6848,2.0610451698303223,,,,,,
108,0.16999999999999998,RL-sBOED,0.24248170852661133,6912,2.0155749320983887,,,,,,
109,0.186875,RL-sBOED,0.24259543418884277,6976,2.0603785514831543,,,,,,
110,0.18,RL-sBOED,0.2419605255126953,7040,1.9862213134765625,,,,,,
111,0.1975,RL-sBOED,0.2411060333251953,7104,1.9483671188354492,,,,,,
112,0.1825,RL-sBOED,0.24165081977844238,7168,1.9332246780395508,,,,,,
113,0.1775,RL-sBOED,0.24140024185180664,7232,1.8501712083816528,,,,,,
114,0.19375000000000003,RL-sBOED,0.2415173053741455,7296,1.8099558353424072,,,,,,
115,0.188125,RL-sBOED,0.24177813529968262,7360,1.7893470525741577,,,,,,
116,0.15875,RL-sBOED,0.2419583797454834,7424,1.7949892282485962,,,,,,
117,0.18937500000000002,RL-sBOED,0.24127626419067383,7488,1.8337992429733276,,,,,,
118,0.185,RL-sBOED,0.24070143699645996,7552,1.8368570804595947,,,,,,
119,0.17750000000000002,RL-sBOED,0.24115753173828125,7616,1.8842105865478516,,,,,,
120,0.16375,RL-sBOED,0.2413334846496582,7680,1.9056591987609863,,,,,,
121,0.19124999999999998,RL-sBOED,0.24157094955444336,7744,1.9000263214111328,,,,,,
122,0.18125,RL-sBOED,0.24067473411560059,7808,1.8618297576904297,,,,,,
123,0.19937500000000002,RL-sBOED,0.24192118644714355,7872,1.8602215051651,,,,,,
124,0.193125,RL-sBOED,0.2417762279510498,7936,1.832344889640808,,,,,,
125,0.169375,RL-sBOED,0.2420032024383545,8000,1.7634038925170898,0.16718750000000004,1,-0.0,0.0078125,0.16718750000000004,0
126,0.1825,RL-sBOED,0.24033355712890625,8064,1.7135610580444336,,,,,,
127,0.188125,RL-sBOED,0.24129414558410645,8128,1.6467077732086182,,,,,,
128,0.16062500000000002,RL-sBOED,0.241715669631958,8192,1.632840871810913,,,,,,
129,0.17375000000000002,RL-sBOED,0.240553617477417,8256,1.652723789215088,,,,,,
130,0.17250000000000001,RL-sBOED,0.24103975296020508,8320,1.6984344720840454,,,,,,
131,0.193125,RL-sBOED,0.24063920974731445,8384,1.7002830505371094,,,,,,
132,0.19625,RL-sBOED,0.24141716957092285,8448,1.7005884647369385,,,,,,
133,0.1825,RL-sBOED,0.24072837829589844,8512,1.7212650775909424,,,,,,
134,0.16500000000000004,RL-sBOED,0.24184179306030273,8576,1.7155908346176147,,,,,,
135,0.201875,RL-sBOED,0.2426929473876953,8640,1.7405034303665161,,,,,,
136,0.17500000000000002,RL-sBOED,0.24156498908996582,8704,1.716219186782837,,,,,,
137,0.17500000000000002,RL-sBOED,0.2428114414215088,8768,1.7260420322418213,,,,,,
138,0.19,RL-sBOED,0.2414700984954834,8832,1.7192045450210571,,,,,,
139,0.17375000000000002,RL-sBOED,0.24168086051940918,8896,1.7037630081176758,,,,,,
140,0.173125,RL-sBOED,0.2410602569580078,8960,1.7421144247055054,,,,,,
141,0.186875,RL-sBOED,0.24096989631652832,9024,1.7768373489379883,,,,,,
142,0.17750000000000002,RL-sBOED,0.24097633361816406,9088,1.7511765956878662,,,,,,
143,0.1575,RL-sBOED,0.2411973476409912,9152,1.7778379917144775,,,,,,
144,0.213125,RL-sBOED,0.24094057083129883,9216,1.802201747894287,,,,,,
145,0.16624999999999998,RL-sBOED,0.24099278450012207,9280,1.8467323780059814,,,,,,
146,0.178125,RL-sBOED,0.24193811416625977,9344,1.847874641418457,,,,,,
147,0.165625,RL-sBOED,0.2431786060333252,9408,1.89254891872406,,,,,,
148,0.16625,RL-sBOED,0.24157166481018066,9472,1.8953354358673096,,,,,,
149,0.2,RL-sBOED,0.24168157577514648,9536,1.8819918632507324,,,,,,
150,0.15749999999999997,RL-sBOED,0.24033403396606445,9600,1.876955509185791,0.16406250000000003,1,-0.0,0.0078125,0.16406250000000003,0
151,0.17062500000000003,RL-sBOED,0.24158143997192383,9664,1.8505957126617432,,,,,,
152,0.170625,RL-sBOED,0.24085617065429688,9728,1.8723644018173218,,,,,,
