update,mean_train_u_ctrl,policy_loss,value_loss,entropy,approximate_kl,zero_intermediate_reward_fraction,reward_mode,method,init_mode,validation_mean_u_ctrl,validation_unique_sequences,validation_dominant_fraction
1,0.81875,-0.0006319778622128069,0.011203917674720287,0.027835814282298088,0.0009804865112528205,0.4375,rl_sboed_stepwise,RL-sBOED,fixed,,,
2,0.86875,-0.005012471228837967,0.009788441471755505,0.05561332777142525,-0.01443415880203247,0.625,rl_sboed_stepwise,RL-sBOED,fixed,,,
3,0.83125,-0.0006487314822152257,0.0066721620969474316,0.09086519479751587,0.0038478870410472155,0.375,rl_sboed_stepwise,RL-sBOED,fixed,,,
4,0.91875,-0.0014544150326400995,0.003390782279893756,0.1340532749891281,0.01157638430595398,0.4375,rl_sboed_stepwise,RL-sBOED,fixed,,,
5,0.8125,-0.003178248181939125,0.009983117692172527,0.22507499158382416,0.01646755076944828,0.3125,rl_sboed_stepwise,RL-sBOED,fixed,,,
6,0.875,-0.011472903192043304,0.0043028234504163265,0.3290499448776245,-0.009287099353969097,0.375,rl_sboed_stepwise,RL-sBOED,fixed,,,
7,0.8875,-0.0036383583210408688,0.004440439864993095,0.207078754901886,-0.0020735214930027723,0.4375,rl_sboed_stepwise,RL-sBOED,fixed,,,
8,0.88125,-0.022370701655745506,0.005549864377826452,0.11267013102769852,0.035749275237321854,0.5625,rl_sboed_stepwise,RL-sBOED,fixed,,,
9,0.88125,-0.007501399610191584,0.0037139642518013716,0.04862366244196892,0.007983763702213764,0.5,rl_sboed_stepwise,RL-sBOED,fixed,,,
10,0.8125,0.00025472906418144703,0.01021809596568346,0.030691690742969513,-0.0012075304985046387,0.375,rl_sboed_stepwise,RL-sBOED,fixed,0.809375,1,1.0
11,0.8875,-0.00026266666827723384,0.008114989846944809,0.025816047564148903,-0.00038092336035333574,0.6875,rl_sboed_stepwise,RL-sBOED,fixed,,,
12,0.85,-0.003431814257055521,0.0055823554284870625,0.022649725899100304,0.007331391330808401,0.5,rl_sboed_stepwise,RL-sBOED,fixed,,,
13,0.8312499999999999,-0.00010341844608774409,0.011673475615680218,0.021619481965899467,-0.0001017451286315918,0.4375,rl_sboed_stepwise,RL-sBOED,fixed,,,
14,0.8562500000000001,-0.00011007863940903917,0.00649602897465229,0.021176792681217194,-3.0249357223510742e-05,0.3125,rl_sboed_stepwise,RL-sBOED,fixed,,,
15,0.8,-0.00013742982991971076,0.005782695021480322,0.021425167098641396,3.115336221526377e-05,0.1875,rl_sboed_stepwise,RL-sBOED,fixed,,,
16,0.90625,-0.0055258795619010925,0.006876096129417419,0.02646246738731861,-0.009839564561843872,0.4375,rl_sboed_stepwise,RL-sBOED,fixed,,,
17,0.8,-0.00021113628463353962,0.012401275336742401,0.03644312545657158,0.0009191532735712826,0.4375,rl_sboed_stepwise,RL-sBOED,fixed,,,
18,0.875,0.00019817345310002565,0.008244453929364681,0.042952511459589005,0.0005727708339691162,0.4375,rl_sboed_stepwise,RL-sBOED,fixed,,,
19,0.8,-0.0002180692390538752,0.004726805258542299,0.043769318610429764,0.00012823939323425293,0.3125,rl_sboed_stepwise,RL-sBOED,fixed,,,
20,0.875,-0.0003206607943866402,0.00692290673032403,0.0468112975358963,0.0003230025467928499,0.3125,rl_sboed_stepwise,RL-sBOED,fixed,0.809375,1,1.0
21,0.8375,-0.00019511957361828536,0.007833661511540413,0.0494343638420105,0.0002162456512451172,0.625,rl_sboed_stepwise,RL-sBOED,fixed,,,
22,0.84375,-0.00038729095831513405,0.005142627749592066,0.05176660045981407,0.0003215571341570467,0.25,rl_sboed_stepwise,RL-sBOED,fixed,,,
23,0.8375,-0.00024399110407102853,0.010898211039602757,0.055444639176130295,0.00024618208408355713,0.5625,rl_sboed_stepwise,RL-sBOED,fixed,,,
24,0.8875,-0.0012284027179703116,0.007436424493789673,0.04825928434729576,-0.0008889734745025635,0.4375,rl_sboed_stepwise,RL-sBOED,fixed,,,
25,0.8187500000000001,-0.0002443255507387221,0.009339360520243645,0.040809545665979385,-0.0007404337520711124,0.375,rl_sboed_stepwise,RL-sBOED,fixed,,,
26,0.86875,-0.00020355904416646808,0.009792058728635311,0.03711094334721565,-0.00029442706727422774,0.4375,rl_sboed_stepwise,RL-sBOED,fixed,,,
27,0.88125,-0.0001661621208768338,0.003970329184085131,0.03511593118309975,-0.00018833081412594765,0.3125,rl_sboed_stepwise,RL-sBOED,fixed,,,
28,0.825,-0.00016332742234226316,0.0082086231559515,0.03362859785556793,-0.00012221932411193848,0.375,rl_sboed_stepwise,RL-sBOED,fixed,,,
29,0.8625,-0.00017044351261574775,0.009148703888058662,0.03303171321749687,-4.1544437408447266e-05,0.375,rl_sboed_stepwise,RL-sBOED,fixed,,,
30,0.85625,-0.00020662708266172558,0.0069708675146102905,0.03387732058763504,8.951624477049336e-05,0.1875,rl_sboed_stepwise,RL-sBOED,fixed,0.809375,1,1.0
31,0.8625,-0.0003263665421400219,0.008441033773124218,0.0362686961889267,0.00021974246192257851,0.375,rl_sboed_stepwise,RL-sBOED,fixed,,,
32,0.8,-0.010913041420280933,0.009798052720725536,0.047777678817510605,0.0049714394845068455,0.375,rl_sboed_stepwise,RL-sBOED,fixed,,,
33,0.8625,-0.0007920887437649071,0.005936441943049431,0.06518217921257019,0.0022233426570892334,0.375,rl_sboed_stepwise,RL-sBOED,fixed,,,
34,0.8250000000000001,-0.006904798559844494,0.0071130008436739445,0.07872981578111649,0.0009378095273859799,0.4375,rl_sboed_stepwise,RL-sBOED,fixed,,,
35,0.89375,0.0002584718749858439,0.006395677104592323,0.05917796120047569,-0.0011803308734670281,0.75,rl_sboed_stepwise,RL-sBOED,fixed,,,
36,0.88125,-0.0005634587723761797,0.0057188402861356735,0.06063157320022583,0.00031795105314813554,0.625,rl_sboed_stepwise,RL-sBOED,fixed,,,
37,0.9,-0.0005500547704286873,0.003766325069591403,0.06997252255678177,0.001104593276977539,0.375,rl_sboed_stepwise,RL-sBOED,fixed,,,
38,0.8250000000000001,-0.000828482792712748,0.0109775485470891,0.08548957109451294,0.0019713640213012695,0.375,rl_sboed_stepwise,RL-sBOED,fixed,,,
39,0.86875,-0.0030467305332422256,0.005356460809707642,0.12263543158769608,0.005260358098894358,0.5,rl_sboed_stepwise,RL-sBOED,fixed,,,
40,0.8625,-0.006559384986758232,0.007909555919468403,0.17288489639759064,0.0008549392223358154,0.25,rl_sboed_stepwise,RL-sBOED,fixed,0.809375,1,1.0
41,0.8812500000000001,-0.008189830929040909,0.006196817848831415,0.12507110834121704,0.0228413138538599,0.375,rl_sboed_stepwise,RL-sBOED,fixed,,,
42,0.9,-0.005020626354962587,0.004312711767852306,0.09052614122629166,0.011882801540195942,0.5,rl_sboed_stepwise,RL-sBOED,fixed,,,
43,0.875,-0.0054651470854878426,0.005678445100784302,0.10508576035499573,-0.0048148431815207005,0.5,rl_sboed_stepwise,RL-sBOED,fixed,,,
44,0.825,-0.0003909208462573588,0.0065210312604904175,0.147608682513237,0.006722500082105398,0.375,rl_sboed_stepwise,RL-sBOED,fixed,,,
45,0.8624999999999999,-0.011510904878377914,0.009298671968281269,0.1419278234243393,0.016068289056420326,0.3125,rl_sboed_stepwise,RL-sBOED,fixed,,,
46,0.8375,-0.0022855265997350216,0.008164110593497753,0.11450576782226562,0.0166937205940485,0.3125,rl_sboed_stepwise,RL-sBOED,fixed,,,
47,0.83125,-0.0007588376174680889,0.006004035472869873,0.11174798011779785,0.00048135718679986894,0.1875,rl_sboed_stepwise,RL-sBOED,fixed,,,
