method,theta_test_id,rollout_id,u_ctrl,u_req_true,excess_control,safe_total,runtime_s,exact_tie_count,near_tie_count,average_co_tied_actions,sequence,y_obs
fixed,0,0,0.96,0.0,0.96,True,0.0002774579916149378,0,0,nan,0 4 6,4.515785086 2.262973341 0.9124615442
fixed,1,1,0.96,0.0,0.96,True,0.00013626599684357643,0,0,nan,0 4 6,9.336312119 1.859306556 1.224895995
fixed,2,2,0.96,0.0,0.96,True,0.00012290896847844124,0,0,nan,0 4 6,6.541282898 2.430945305 0.9199792058
fixed,3,3,1.2,0.0,1.2,True,0.00011840206570923328,0,0,nan,0 4 6,5.912831323 2.794601252 0.9845549136
fixed,4,4,0.96,0.32,0.6399999999999999,True,0.0001237071119248867,0,0,nan,0 4 6,9.982033783 2.367401954 1.03321942
fixed,5,5,0.96,0.0,0.96,True,0.00011611101217567921,0,0,nan,0 4 6,4.961205829 1.946246151 1.039713153
fixed,6,6,0.96,0.0,0.96,True,0.00011633220128715038,0,0,nan,0 4 6,7.493335531 1.296500556 1.757997225
fixed,7,7,0.96,0.0,0.96,True,0.00011453893966972828,0,0,nan,0 4 6,3.452775417 2.131373669 0.8791517453
fixed,8,8,0.96,0.0,0.96,True,0.00011404813267290592,0,0,nan,0 4 6,3.090364327 1.511724997 0.9138689747
fixed,9,9,0.96,0.0,0.96,True,0.00011633289977908134,0,0,nan,0 4 6,6.612468371 2.08912369 1.737737481
fixed,10,10,0.96,0.0,0.96,True,0.00011663814075291157,0,0,nan,0 4 6,3.890063429 1.931353778 2.003878865
fixed,11,11,0.96,0.0,0.96,True,0.00011465093120932579,0,0,nan,0 4 6,3.697047079 1.73420994 1.23379828
fixed,12,12,0.96,0.0,0.96,True,0.00011306791566312313,0,0,nan,0 4 6,3.001868385 2.285168141 1.030490141
fixed,13,13,0.96,0.0,0.96,True,0.00011408887803554535,0,0,nan,0 4 6,5.459326416 1.650097904 1.275849064
fixed,14,14,0.96,0.0,0.96,True,0.00011429097503423691,0,0,nan,0 4 6,9.34479058 2.183124355 0.7883089603
fixed,15,15,1.04,0.0,1.04,True,0.00011557899415493011,0,0,nan,0 4 6,3.700903325 2.43831775 1.097439159
fixed,16,16,0.96,0.0,0.96,True,0.0001180719118565321,0,0,nan,0 4 6,4.668261984 1.667078194 0.7785817826
fixed,17,17,1.04,0.0,1.04,True,0.00011548795737326145,0,0,nan,0 4 6,3.663666789 2.557756727 0.9947300417
fixed,18,18,0.96,0.0,0.96,True,0.00011650100350379944,0,0,nan,0 4 6,4.665590274 2.972752234 1.75417447
fixed,19,19,0.96,0.0,0.96,True,0.00012326892465353012,0,0,nan,0 4 6,6.398897686 2.042793129 1.21881269
fixed,20,20,0.96,0.0,0.96,True,0.00011885887943208218,0,0,nan,0 4 6,3.744956893 2.158360419 0.8256600714
fixed,21,21,0.96,0.0,0.96,True,0.00011850614100694656,0,0,nan,0 4 6,4.929659647 1.756059813 1.464433063
fixed,22,22,0.96,0.08,0.88,True,0.00011561205610632896,0,0,nan,0 4 6,9.644547096 1.615756486 0.9636920653
fixed,23,23,0.96,0.0,0.96,True,0.00011522299610078335,0,0,nan,0 4 6,5.787591694 1.554531399 1.032804198
fixed,24,24,0.96,0.0,0.96,True,0.00011608400382101536,0,0,nan,0 4 6,11.50702679 2.082010769 1.944994302
fixed,25,25,0.96,0.0,0.96,True,0.0001141971442848444,0,0,nan,0 4 6,4.296125568 2.653286723 1.205126221
fixed,26,26,0.96,0.0,0.96,True,0.00012092688120901585,0,0,nan,0 4 6,3.552840353 1.384205558 1.901347331
fixed,27,27,0.96,0.0,0.96,True,0.00011779810301959515,0,0,nan,0 4 6,4.402010978 2.588965011 1.013435826
fixed,28,28,0.96,0.0,0.96,True,0.00011528795585036278,0,0,nan,0 4 6,4.697282134 2.270910803 1.562482297
fixed,29,29,0.96,0.0,0.96,True,0.00011662812903523445,0,0,nan,0 4 6,4.01579621 1.815524713 0.80501815
fixed,30,30,0.96,0.0,0.96,True,0.0001159238163381815,0,0,nan,0 4 6,8.647844178 1.837764708 0.7644299408
fixed,31,31,0.96,0.0,0.96,True,0.00011610682122409344,0,0,nan,0 4 6,8.24891744 1.742098269 1.042922166
fixed,0,32,0.96,0.0,0.96,True,0.00011747190728783607,0,0,nan,0 4 6,4.537396972 2.387999081 0.9472098851
fixed,1,33,0.96,0.0,0.96,True,0.00011610100045800209,0,0,nan,0 4 6,9.262264472 1.749415814 1.305407557
fixed,2,34,0.96,0.0,0.96,True,0.00011972407810389996,0,0,nan,0 4 6,6.576654675 2.541289718 0.7268194614
fixed,3,35,1.2,0.0,1.2,True,0.00011969008482992649,0,0,nan,0 4 6,5.907898741 2.973484477 0.9510271495
fixed,4,36,0.96,0.32,0.6399999999999999,True,0.00011924980208277702,0,0,nan,0 4 6,9.905084085 2.366905878 1.056764203
fixed,5,37,0.96,0.0,0.96,True,0.0001173890195786953,0,0,nan,0 4 6,5.014467801 1.792086805 0.9819860508
fixed,6,38,0.96,0.0,0.96,True,0.00011629308573901653,0,0,nan,0 4 6,7.485985948 1.230923316 1.625437339
fixed,7,39,1.04,0.0,1.04,True,0.00011558993719518185,0,0,nan,0 4 6,3.70222839 2.241925504 0.8791554881
fixed,8,40,0.96,0.0,0.96,True,0.00011676992289721966,0,0,nan,0 4 6,3.256917608 1.521672929 1.032068052
fixed,9,41,0.96,0.0,0.96,True,0.00011826679110527039,0,0,nan,0 4 6,6.491321008 2.076663235 1.745733549
fixed,10,42,1.12,0.0,1.12,True,0.00011583184823393822,0,0,nan,0 4 6,4.002700789 2.058018629 2.027783697
fixed,11,43,0.96,0.0,0.96,True,0.0001173708587884903,0,0,nan,0 4 6,3.746619503 1.525954831 1.379621781
fixed,12,44,0.96,0.0,0.96,True,0.00011817505583167076,0,0,nan,0 4 6,3.252513278 2.393037802 1.036468889
fixed,13,45,0.96,0.0,0.96,True,0.00011781114153563976,0,0,nan,0 4 6,5.626526244 1.565928848 1.581246275
fixed,14,46,0.96,0.0,0.96,True,0.00011742697097361088,0,0,nan,0 4 6,9.459087822 2.233044097 0.7840182262
fixed,15,47,0.96,0.0,0.96,True,0.00011665304191410542,0,0,nan,0 4 6,3.630696976 2.349840255 1.253427813
fixed,16,48,1.04,0.0,1.04,True,0.00011609192006289959,0,0,nan,0 4 6,4.460901983 1.685883179 0.8999496743
fixed,17,49,1.04,0.0,1.04,True,0.00012034899555146694,0,0,nan,0 4 6,3.718083713 2.476024936 0.945572891
fixed,18,50,0.96,0.0,0.96,True,0.00011827889829874039,0,0,nan,0 4 6,4.850460919 2.987336495 1.672021221
fixed,19,51,0.96,0.0,0.96,True,0.00011818506754934788,0,0,nan,0 4 6,6.43661788 2.154731012 1.14354543
fixed,20,52,0.96,0.0,0.96,True,0.00011668703518807888,0,0,nan,0 4 6,3.739874284 2.047583752 0.7745748272
fixed,21,53,0.96,0.0,0.96,True,0.00011636386625468731,0,0,nan,0 4 6,5.001024194 1.773574481 1.364593501
fixed,22,54,0.96,0.08,0.88,True,0.0001157920341938734,0,0,nan,0 4 6,9.679695213 1.639091733 0.8411137767
fixed,23,55,0.96,0.0,0.96,True,0.0001180330291390419,0,0,nan,0 4 6,5.887001728 1.515950079 0.9734716233
fixed,24,56,0.96,0.0,0.96,True,0.00011625909246504307,0,0,nan,0 4 6,11.45401711 2.13762063 1.774135983
fixed,25,57,0.96,0.0,0.96,True,0.00011436012573540211,0,0,nan,0 4 6,4.303689573 2.607525116 1.182827531
fixed,26,58,0.96,0.0,0.96,True,0.00011275685392320156,0,0,nan,0 4 6,3.640156327 1.50126696 2.018317203
fixed,27,59,0.96,0.0,0.96,True,0.00011293916031718254,0,0,nan,0 4 6,4.482751917 2.602596947 1.077878892
fixed,28,60,0.96,0.0,0.96,True,0.00011209491640329361,0,0,nan,0 4 6,4.893173169 2.287588789 1.72157151
fixed,29,61,0.96,0.0,0.96,True,0.00011323904618620872,0,0,nan,0 4 6,3.943816029 1.944563379 0.8795951582
fixed,30,62,0.96,0.0,0.96,True,0.00011423393152654171,0,0,nan,0 4 6,8.605614135 1.697835761 0.8026617535
fixed,31,63,0.96,0.0,0.96,True,0.00011644698679447174,0,0,nan,0 4 6,8.278021865 1.652891426 0.8168798004
fixed,0,64,0.96,0.0,0.96,True,0.00012314203195273876,0,0,nan,0 4 6,4.515702966 2.204873992 0.874957358
fixed,1,65,0.96,0.0,0.96,True,0.00011578807607293129,0,0,nan,0 4 6,9.406364433 1.750084741 1.207683495
fixed,2,66,0.96,0.0,0.96,True,0.00011346396058797836,0,0,nan,0 4 6,6.635310266 2.42776299 0.7454474946
fixed,3,67,0.96,0.0,0.96,True,0.0001187310554087162,0,0,nan,0 4 6,6.133560848 2.990142935 1.04351669
fixed,4,68,0.96,0.32,0.6399999999999999,True,0.00011432892642915249,0,0,nan,0 4 6,9.922274759 2.363516395 1.140905374
fixed,5,69,0.96,0.0,0.96,True,0.00011226185597479343,0,0,nan,0 4 6,4.9430514 1.934029975 0.8467975592
fixed,6,70,0.96,0.0,0.96,True,0.00011481414549052715,0,0,nan,0 4 6,7.476725988 1.329910649 1.670488969
fixed,7,71,1.04,0.0,1.04,True,0.00011740089394152164,0,0,nan,0 4 6,3.620545748 2.266120255 0.7984374116
fixed,8,72,0.96,0.0,0.96,True,0.00011350703425705433,0,0,nan,0 4 6,3.215187706 1.753127799 1.063080836
fixed,9,73,0.96,0.0,0.96,True,0.00011361599899828434,0,0,nan,0 4 6,6.478237415 2.049011022 1.663549931
fixed,10,74,1.12,0.0,1.12,True,0.0001236430834978819,0,0,nan,0 4 6,3.853901253 2.072209083 1.974492355
fixed,11,75,0.96,0.0,0.96,True,0.0001193119678646326,0,0,nan,0 4 6,3.522337436 1.721657709 1.360500044
fixed,12,76,0.96,0.0,0.96,True,0.0001193028874695301,0,0,nan,0 4 6,3.116085952 2.539481009 1.003075909
fixed,13,77,0.96,0.0,0.96,True,0.00012008496560156345,0,0,nan,0 4 6,5.626979397 1.808392635 1.469108669
fixed,14,78,0.96,0.0,0.96,True,0.00011517200618982315,0,0,nan,0 4 6,9.452602535 2.221211495 0.81778347
fixed,15,79,0.96,0.0,0.96,True,0.00011584791354835033,0,0,nan,0 4 6,3.667614492 2.297735345 1.423046773
fixed,16,80,0.96,0.0,0.96,True,0.00011218688450753689,0,0,nan,0 4 6,4.615760488 1.676215826 0.7954139153
fixed,17,81,1.04,0.0,1.04,True,0.0001101149246096611,0,0,nan,0 4 6,3.818184233 2.479523604 0.9035042438
fixed,18,82,0.96,0.0,0.96,True,0.00011213705874979496,0,0,nan,0 4 6,4.743907071 2.947400988 1.711228352
fixed,19,83,0.96,0.0,0.96,True,0.00011280784383416176,0,0,nan,0 4 6,6.371806491 2.343551173 1.208372552
fixed,20,84,0.96,0.0,0.96,True,0.00011393311433494091,0,0,nan,0 4 6,3.688506491 2.097643614 0.8066019442
fixed,21,85,0.96,0.0,0.96,True,0.0001191848423331976,0,0,nan,0 4 6,4.858110089 1.70878172 1.417567779
fixed,22,86,0.96,0.08,0.88,True,0.00011845119297504425,0,0,nan,0 4 6,9.774734539 1.7158999 0.9088390331
fixed,23,87,0.96,0.0,0.96,True,0.00011900486424565315,0,0,nan,0 4 6,5.841939906 1.476997222 1.125406592
fixed,24,88,0.96,0.0,0.96,True,0.00012072199024260044,0,0,nan,0 4 6,11.67675515 1.924800791 1.956399124
fixed,25,89,0.96,0.0,0.96,True,0.00011727004311978817,0,0,nan,0 4 6,4.439766441 2.669732169 1.302508403
fixed,26,90,0.96,0.0,0.96,True,0.00011544418521225452,0,0,nan,0 4 6,3.514464055 1.570133228 2.066403159
fixed,27,91,0.96,0.0,0.96,True,0.00011627888306975365,0,0,nan,0 4 6,4.418723177 2.529707314 0.9946238456
fixed,28,92,0.96,0.0,0.96,True,0.00011635711416602135,0,0,nan,0 4 6,4.984007141 2.20858459 1.478061263
fixed,29,93,0.96,0.0,0.96,True,0.00011631310917437077,0,0,nan,0 4 6,3.943620797 1.925972039 0.8856160244
fixed,30,94,0.96,0.0,0.96,True,0.0001159990206360817,0,0,nan,0 4 6,8.640144083 1.892475266 1.09248071
fixed,31,95,0.96,0.0,0.96,True,0.00011571589857339859,0,0,nan,0 4 6,8.241609592 1.765224198 1.218936114
fixed,0,96,0.96,0.0,0.96,True,0.00011480902321636677,0,0,nan,0 4 6,4.505965602 2.482675801 0.9504422463
fixed,1,97,0.96,0.0,0.96,True,0.00011643418110907078,0,0,nan,0 4 6,9.242840085 1.9140611 1.225314752
fixed,2,98,0.96,0.0,0.96,True,0.00011565303429961205,0,0,nan,0 4 6,6.639887601 2.379667695 0.8777642765
fixed,3,99,1.2,0.0,1.2,True,0.0001168600283563137,0,0,nan,0 4 6,5.9110953 2.910335654 1.070015443
fixed,4,100,0.96,0.32,0.6399999999999999,True,0.0001154639758169651,0,0,nan,0 4 6,10.12814539 2.401934834 1.157800264
fixed,5,101,0.96,0.0,0.96,True,0.00011612079106271267,0,0,nan,0 4 6,4.817564001 2.009701687 0.9993648402
fixed,6,102,0.96,0.0,0.96,True,0.00011909101158380508,0,0,nan,0 4 6,7.619955835 1.231146035 1.618266993
fixed,7,103,0.96,0.0,0.96,True,0.00011791498400270939,0,0,nan,0 4 6,3.615013615 2.174964792 0.7117722243
fixed,8,104,0.96,0.0,0.96,True,0.00011619087308645248,0,0,nan,0 4 6,3.199201077 1.678686264 0.8125723274
fixed,9,105,0.96,0.0,0.96,True,0.00011983909644186497,0,0,nan,0 4 6,6.277943108 2.105870874 1.75780781
fixed,10,106,0.96,0.0,0.96,True,0.00011822697706520557,0,0,nan,0 4 6,4.017220879 1.928648906 2.040511745
fixed,11,107,0.96,0.0,0.96,True,0.00011547398753464222,0,0,nan,0 4 6,3.713396979 1.621666384 1.536715756
fixed,12,108,0.96,0.0,0.96,True,0.00011814595200121403,0,0,nan,0 4 6,3.239762369 2.417190019 0.9391317983
fixed,13,109,0.96,0.0,0.96,True,0.0001202230341732502,0,0,nan,0 4 6,5.485027474 1.810962816 1.463856409
