system,seed,epoch,train_mean_u_ctrl,validation_mean_u_ctrl,validation_safety,best_validation_mean_u_ctrl,policy_entropy,entropy_t1,entropy_t2,entropy_t3,entropy_coefficient,gradient_norm,gradient_norm_max,policy_gradient_norm,policy_gradient_norm_max,clipping_events,advantage_mean,advantage_std,unique_sequences,dominant_sequence,dominant_sequence_fraction,terminal_cost_unique_count,terminal_cost_modal_fraction,terminal_cost_tied_fraction,potential_telescope_max_error,loss
ieee5,404,0,0.8692307692307691,0.8833333333333333,1.0,0.8833333333333333,3.365034818649292,3.39981746673584,3.3651747703552246,3.3301122188568115,0.0025,0.16404684207269124,0.45282652974128723,0.16404684633016586,0.4528265595436096,0,-0.1464467768987211,0.23562006414354258,52,11 14 5,0.019230769230769232,3.5714285714285716,0.48214285714285715,0.7678571428571429,0.0,-1.3747118623661143
ieee5,404,1,0.8615384615384615,,,0.8833333333333333,3.3649353981018066,3.3998148441314697,3.3650283813476562,3.3299641609191895,0.0025,0.0861030098583017,0.11225039511919022,0.08610300666519574,0.11225039511919022,0,-0.005178141694229383,0.11128180612376522,52,18 2 10,0.019230769230769232,3.4285714285714284,0.42857142857142855,0.8035714285714286,0.0,-0.06250031186001641
ieee5,404,2,0.8576923076923075,,,0.8833333333333333,3.364544153213501,3.3998003005981445,3.364455223083496,3.329375982284546,0.0025,0.0830962945308004,0.10988176614046097,0.08309629346643176,0.10988176614046097,0,0.0016593243568562544,0.11277517323083029,52,7 26 22,0.019230769230769232,3.857142857142857,0.375,0.7857142857142857,0.0,-0.038347273000649044
ieee5,404,3,0.8884615384615384,,,0.8833333333333333,3.3642444610595703,3.3997976779937744,3.3639986515045166,3.3289387226104736,0.0025,0.08147736319473811,0.11603295058012009,0.08147736585565976,0.11603295803070068,0,-0.008264867284406837,0.11021443590042151,51,12 2 0,0.038461538461538464,3.5714285714285716,0.48214285714285715,0.8035714285714286,0.0,-0.11048898526600429
ieee5,404,4,0.8576923076923078,,,0.8833333333333333,3.3640027046203613,3.399792194366455,3.3636128902435303,3.3286027908325195,0.0025,0.1027408880846841,0.1788392961025238,0.10274088755249977,0.1788392812013626,0,0.008725016395776318,0.11993046771397871,52,28 13 0,0.019230769230769232,3.857142857142857,0.5357142857142857,0.7142857142857143,0.0,-0.03735661187342235
ieee5,404,5,0.8596153846153847,0.8916666666666667,1.0,0.8833333333333333,3.363909959793091,3.399808168411255,3.363467216491699,3.32845401763916,0.0025,0.1000844378556524,0.1196373999118805,0.1000844378556524,0.1196373999118805,0,0.00502234475257305,0.1220691153308501,52,14 8 28,0.019230769230769232,3.857142857142857,0.44642857142857145,0.7321428571428571,0.0,0.07656705565750599
ieee5,404,6,0.8634615384615386,,,0.8833333333333333,3.3638672828674316,3.399815559387207,3.3634021282196045,3.3283841609954834,0.0025,0.08600788190960884,0.1162303164601326,0.08600788084524018,0.1162303239107132,0,-0.00588648091070354,0.11612754029410763,52,19 20 16,0.019230769230769232,3.7142857142857144,0.44642857142857145,0.7857142857142857,0.0,-0.08051920203225953
ieee5,404,7,0.8153846153846154,,,0.8833333333333333,3.363337516784668,3.3998048305511475,3.362687349319458,3.3275210857391357,0.0025,0.10348231238978249,0.1203407496213913,0.10348231132541384,0.1203407421708107,0,0.013450447756510515,0.1316785815627336,52,28 17 14,0.019230769230769232,4.285714285714286,0.42857142857142855,0.7142857142857143,0.0,0.1336847022175789
ieee5,404,8,0.8576923076923078,,,0.8833333333333333,3.3628015518188477,3.3997979164123535,3.361870288848877,3.326737642288208,0.0025,0.10162580332585744,0.1763644814491272,0.1016258065189634,0.1763644963502884,0,-0.008163143683654757,0.11223637741080782,52,15 22 24,0.019230769230769232,3.857142857142857,0.5178571428571429,0.6964285714285714,0.0,-0.05098595017833369
ieee5,404,9,0.851923076923077,,,0.8833333333333333,3.362424850463867,3.3997914791107178,3.3612072467803955,3.3262760639190674,0.0025,0.09647989166634423,0.14431633055210114,0.09647988847323827,0.14431633055210114,0,-0.004887883515598683,0.11527222781956736,52,23 22 13,0.019230769230769232,4.0,0.44642857142857145,0.75,0.0,-0.12785807917160646
ieee5,404,10,0.8653846153846154,0.8583333333333334,1.0,0.8583333333333334,3.3616175651550293,3.3997979164123535,3.360079765319824,3.324974536895752,0.0025,0.09026396168129784,0.12303256243467331,0.09026396168129784,0.12303256243467331,0,-0.005725234648427711,0.10953700083422628,52,8 13 29,0.019230769230769232,3.857142857142857,0.4642857142857143,0.7142857142857143,0.0,-0.0782983728817531
ieee5,404,11,0.8365384615384616,,,0.8583333333333334,3.360870361328125,3.399822235107422,3.3589041233062744,3.323885440826416,0.0025,0.1047214897615569,0.12910966575145721,0.10472149189029421,0.12910966575145721,0,0.005095922607534493,0.13160092941522047,52,9 6 11,0.019230769230769232,3.5714285714285716,0.4107142857142857,0.8214285714285714,0.0,0.026055978877203807
ieee5,404,12,0.851923076923077,,,0.8583333333333334,3.360460042953491,3.399844169616699,3.3582048416137695,3.323331117630005,0.0025,0.09440056873219353,0.1309589445590973,0.09440056873219353,0.1309589445590973,0,0.002534730485282265,0.11544878466604426,52,22 3 8,0.019230769230769232,4.285714285714286,0.4107142857142857,0.625,0.0,0.00526204492364611
ieee5,404,13,0.8576923076923075,,,0.8583333333333334,3.3602068424224854,3.3998560905456543,3.3578200340270996,3.3229432106018066,0.0025,0.11183219935212817,0.1606203317642212,0.11183220041649682,0.1606203317642212,0,-0.0010114496466345512,0.1327555251393304,52,23 28 9,0.019230769230769232,3.7142857142857144,0.44642857142857145,0.7678571428571429,0.0,-0.051416508587343354
ieee5,404,14,0.8557692307692307,,,0.8583333333333334,3.358034610748291,3.399838924407959,3.35477352142334,3.319490671157837,0.0025,0.10799701192549296,0.17776060104370117,0.10799701192549296,0.17776061594486237,0,0.007565452309790999,0.11881063876353361,52,3 23 5,0.019230769230769232,3.7142857142857144,0.4642857142857143,0.7857142857142857,0.0,0.11909667721816472
ieee5,404,15,0.8634615384615384,0.875,1.0,0.8583333333333334,3.3539979457855225,3.399808168411255,3.348472833633423,3.3137142658233643,0.0025,0.1168106272816658,0.1658003181219101,0.11681062941040311,0.1658003181219101,0,-0.010396132245659828,0.12419567765071729,52,1 8 13,0.019230769230769232,4.142857142857143,0.44642857142857145,0.6071428571428571,0.0,-0.10716641055686134
ieee5,404,16,0.8596153846153846,,,0.8583333333333334,3.350882053375244,3.3997890949249268,3.3439416885375977,3.308915376663208,0.0025,0.12893837796790258,0.21496450901031494,0.12893837796790258,0.21496452391147614,0,0.004964969873141784,0.12663614213034294,52,16 10 29,0.019230769230769232,4.0,0.375,0.6607142857142857,0.0,0.0367196761071682
ieee5,404,17,0.8711538461538461,,,0.8583333333333334,3.3485827445983887,3.3997979164123535,3.339801788330078,3.3061482906341553,0.0025,0.12268275341817311,0.18852712213993073,0.12268275448254176,0.18852710723876953,0,-0.0035739810101893875,0.11671688970834486,52,3 26 17,0.019230769230769232,3.5714285714285716,0.42857142857142855,0.8035714285714286,0.0,0.017450418855462755
ieee5,404,18,0.8461538461538461,,,0.8583333333333334,3.3500142097473145,3.399822473526001,3.342406749725342,3.307813882827759,0.0025,0.11647160457713264,0.1489136517047882,0.11647160670586995,0.1489136517047882,0,-0.0008294392341318039,0.12177429651580994,52,19 1 5,0.019230769230769232,3.857142857142857,0.42857142857142855,0.8035714285714286,0.0,-0.09478189689772469
ieee5,404,19,0.8576923076923078,,,0.8583333333333334,3.351911783218384,3.399843454360962,3.3451473712921143,3.3107457160949707,0.0025,0.11714043840765953,0.2051408737897873,0.11714043840765953,0.2051408737897873,0,0.008071580335336666,0.11603091582284046,52,18 11 9,0.019230769230769232,3.5714285714285716,0.5178571428571429,0.7857142857142857,0.0,0.11143051353948456
ieee5,404,20,0.8692307692307691,0.8583333333333334,1.0,0.8583333333333334,3.3503901958465576,3.39985990524292,3.343395471572876,3.3079159259796143,0.0025,0.1025110621537481,0.1302623301744461,0.10251106108937945,0.1302623301744461,0,-0.01337595773824992,0.10931096398189047,52,7 23 18,0.019230769230769232,3.5714285714285716,0.42857142857142855,0.8392857142857143,0.0,-0.17622443395001547
