epoch,grad_norm
0,0.36438494003736055
1,1.2678442368140588
2,0.4437524676322937
3,0.36158612828988296
4,0.3508830735316643
5,0.6586330876900599
6,0.7776716130857284
7,1.9823450767076933
8,0.4112149775028229
9,0.3996710502184354
10,0.3475256424683791
11,0.4846530189880958
12,0.34833667599237883
13,0.34142184028258693
14,0.3407543439131517
15,0.3464261820683113
16,0.3619953508560474
17,0.5290358287210648
18,1.2224401441904216
19,1.7617850616717567
20,0.3650733186648442
21,0.34707143902778625
22,2.140174450782629
23,0.5780327045000516
24,2.6511502930751214
25,3.9582163095474243
26,1.6860160919336171
27,2.781191122073394
28,3.3484831842092366
29,1.5969746204522939
