epoch,policy_entropy,entropy_coef,kl_coef
0,1.3090781386081989,0.02,0.05
1,1.3378108476216977,0.019310344827586208,0.04666666666666667
2,1.3070113028471286,0.018620689655172412,0.043333333333333335
3,1.2978570048625653,0.01793103448275862,0.04000000000000001
4,1.2989811450242996,0.017241379310344827,0.036666666666666674
5,1.304169746545645,0.016551724137931035,0.03333333333333334
6,1.3525476730786836,0.015862068965517243,0.03
7,1.3540027611530745,0.015172413793103448,0.02666666666666667
8,1.3112088980583043,0.014482758620689656,0.023333333333333334
9,1.305026039481163,0.013793103448275864,0.020000000000000004
10,1.304923795736753,0.01310344827586207,0.01666666666666667
11,1.3064164931957538,0.012413793103448277,0.013333333333333336
12,1.2987920160476978,0.011724137931034485,0.009999999999999998
13,1.2981939567969396,0.01103448275862069,0.006666666666666665
14,1.2984643223193975,0.010344827586206895,0.0033333333333333327
15,1.2988112270832062,0.009655172413793102,0.0
16,1.2996097654104233,0.00896551724137931,0.0
17,1.301611798313948,0.00827586206896552,0.0
18,1.3120608432934835,0.007586206896551724,0.0
19,1.3151345012279658,0.006896551724137932,0.0
20,1.304313601209567,0.006206896551724137,0.0
21,1.3090789719269826,0.005517241379310345,0.0
22,1.3449500031196153,0.004827586206896553,0.0
23,1.3999857787902539,0.004137931034482758,0.0
24,1.7404935291180244,0.003448275862068966,0.0
25,1.8773044370687926,0.0027586206896551735,0.0
26,1.4953053903121214,0.002068965517241379,0.0
27,1.475361434312967,0.0013793103448275868,0.0
28,1.473324214036648,0.0006896551724137923,0.0
29,1.4876636667893484,0.0,0.0
